"Date","unhedged","future","Variance","VaR 99%","VaR 95%","ES 99%","ES 95%","Spectral 10","unhedged","future","Variance","VaR 99%","VaR 95%","ES 99%","ES 95%","Spectral 10"
"2020-09-02",-0.1312720779807578,-0.2182211019085344,0.06457283672035852,0.05937303702644425,0.06860055041769375,0.06378434250447806,0.06414662363069346,0.06465807933829149,-0.1312720779807578,-0.2182211019085344,0.06457283672035852,0.05937303702644425,0.06860055041769375,0.06378434250447806,0.06414662363069346,0.06465807933829149
"2020-09-01",0.13499961375615488,0.08374021188392455,0.059846044692359324,0.06184141692865597,0.058300448984736075,0.06014862162983048,0.060009599793695134,0.059813333672092184,0.13499961375615488,0.08374021188392455,0.059846044692359324,0.06184141692865597,0.058300448984736075,0.06014862162983048,0.060009599793695134,0.059813333672092184
"2020-08-31",-0.13923405918014298,-0.10659639578374702,-0.04356795788594037,-0.04610795012922497,-0.04160050487782241,-0.04395312064414336,-0.04377615397145551,-0.04352631866883727,-0.13923405918014298,-0.10659639578374702,-0.04356795788594037,-0.04610795012922497,-0.04160050487782241,-0.04395312064414336,-0.04377615397145551,-0.04352631866883727
"2020-08-28",0.006260834329024023,0.05803996194100858,-0.04582776432701785,-0.04444478085889225,-0.046899009718311846,-0.04561804962078564,-0.04571440502635182,-0.04585043618715101,0.006260834329024023,0.05803996194100858,-0.04582776432701785,-0.04444478085889225,-0.046899009718311846,-0.04561804962078564,-0.04571440502635182,-0.04585043618715101
"2020-08-27",0.06992438629296083,0.03507194244604306,0.038448687945389026,0.03928438657398614,0.03780136400766421,0.03857541273743037,0.03851718783297886,0.03843498796787104,0.06992438629296083,0.03507194244604306,0.038448687945389026,0.03928438657398614,0.03780136400766421,0.03857541273743037,0.03851718783297886,0.03843498796787104
"2020-08-26",-0.034962093451122334,-0.006081668114682914,-0.029504033883355096,-0.02964894863140033,-0.0293917843449103,-0.029526008660722636,-0.029515912141391598,-0.029501658231747885,-0.034962093451122334,-0.006081668114682914,-0.029504033883355096,-0.02964894863140033,-0.0293917843449103,-0.029526008660722636,-0.029515912141391598,-0.029501658231747885
"2020-08-25",0.11489826827310101,0.10489510489510478,0.020759009094779457,0.0232584627661081,0.018822956865758522,0.021138024610513728,0.020963882346527685,0.020718034444429767,0.11489826827310101,0.10489510489510478,0.020759009094779457,0.0232584627661081,0.018822956865758522,0.021138024610513728,0.020963882346527685,0.020718034444429767
"2020-08-24",0.020531079516611372,0.02610759493670889,-0.0028994671111576276,-0.0022773720755563387,-0.0033813358067668053,-0.0028051330278902054,-0.00284847571479685,-0.0029096653904298053,0.020531079516611372,0.02610759493670889,-0.0028994671111576276,-0.0022773720755563387,-0.0033813358067668053,-0.0028051330278902054,-0.00284847571479685,-0.0029096653904298053
"2020-08-21",-0.044449045869307535,-0.040863531225905914,-0.0077756228257455096,-0.008749324155737814,-0.007021403352923561,-0.007923274256932844,-0.007855434410171114,-0.007759660508860344,-0.044449045869307535,-0.040863531225905914,-0.0077756228257455096,-0.008749324155737814,-0.007021403352923561,-0.007923274256932844,-0.007855434410171114,-0.007759660508860344
"2020-08-20",-0.05178381193461823,-0.04943729903536975,-0.007415767194867473,-0.008593765335944581,-0.006503301421656005,-0.007594398060522645,-0.007512324419545857,-0.007396455749931752,-0.05178381193461823,-0.04943729903536975,-0.007415767194867473,-0.008593765335944581,-0.006503301421656005,-0.007594398060522645,-0.007512324419545857,-0.007396455749931752
"2020-08-19",0.03673074869532278,0.0038054968287526414,0.03331546394373719,0.03340614179785972,0.03324522576984712,0.033329214274075425,0.03332289655473086,0.03331397742153841,0.03673074869532278,0.0038054968287526414,0.03331546394373719,0.03340614179785972,0.03324522576984712,0.033329214274075425,0.03332289655473086,0.03331397742153841
"2020-08-18",-0.08414131109128486,-0.0678180286436394,-0.023277279525362404,-0.02489325598913661,-0.02202556005137335,-0.023522325136672406,-0.023409736612556964,-0.02325078810792347,-0.08414131109128486,-0.0678180286436394,-0.023277279525362404,-0.02489325598913661,-0.02202556005137335,-0.023522325136672406,-0.023409736612556964,-0.02325078810792347
"2020-08-17",-0.10015534918453817,-0.11296882060551283,0.0012297544643546932,-0.0014620807141360048,0.003314823516546328,0.0008215663430262143,0.0010091122366095995,0.0012738829099037119,-0.10015534918453817,-0.11296882060551283,0.0012297544643546932,-0.0014620807141360048,0.003314823516546328,0.0008215663430262143,0.0010091122366095995,0.0012738829099037119
"2020-08-14",0.01276158801216476,0.016301579215486584,-0.0018684425532963234,-0.0014800064860522877,-0.002169321310300898,-0.001809540362771589,-0.0018366035313911455,-0.0018748103576773367,0.01276158801216476,0.016301579215486584,-0.0018684425532963234,-0.0014800064860522877,-0.002169321310300898,-0.001809540362771589,-0.0018366035313911455,-0.0018748103576773367
"2020-08-13",0.0746390785937554,0.0781954887218046,0.0044616819772139715,0.00632493385691324,0.0030184253982665776,0.004744224270447073,0.004614407541123744,0.004431136864432084,0.0746390785937554,0.0781954887218046,0.0044616819772139715,0.00632493385691324,0.0030184253982665776,0.004744224270447073,0.004614407541123744,0.004431136864432084
"2020-08-12",-0.001659992806859245,-0.004184100418409997,0.0020950738772411714,0.0019953746094587554,0.0021722999494168116,0.002079955545651213,0.002086901806111374,0.00209670829146702,-0.001659992806859245,-0.004184100418409997,0.0020950738772411714,0.0019953746094587554,0.0021722999494168116,0.002079955545651213,0.002086901806111374,0.00209670829146702
"2020-08-11",-0.023625933214541983,-0.02754435107376285,0.001094045922946374,0.000437715682516826,0.0016024328714757674,0.000994520435668167,0.0010402483622554692,0.0011048054350845105,-0.023625933214541983,-0.02754435107376285,0.001094045922946374,0.000437715682516826,0.0016024328714757674,0.000994520435668167,0.0010402483622554692,0.0011048054350845105
"2020-08-10",-0.017140875195443495,0.,-0.017140875195443495,-0.017140875195443495,-0.017140875195443495,-0.017140875195443495,-0.017140875195443495,-0.017140875195443495,-0.017140875195443495,0.,-0.017140875195443495,-0.017140875195443495,-0.017140875195443495,-0.017140875195443495,-0.017140875195443495,-0.017140875195443495
