coin,weight
1337,7.08288829084596e-07
1st,5.710865567077731e-06
2give,6.409888421885041e-07
300,1.4876357935570214e-05
aby,1.2109813733141728e-06
acoin,1.747458056675157e-08
act,1.1744767291718006e-05
ada,0.0010480126780338104
adl,7.022852194136003e-07
ads,8.609685071266411e-07
adt,4.327032604618815e-06
adx,7.847806339821139e-06
adz,2.197825712077321e-07
ae,2.6810006031839835e-05
aeon,4.762034475434045e-06
agrs,6.241802384299309e-06
aib,4.142843298270735e-08
aion,2.493070783552446e-05
air,2.3714978338057115e-06
alis,1.9363625782528196e-06
altom,1.1056068607127511e-07
amb,7.598662264996684e-06
amp,3.3351950022538013e-06
ams,7.320646360519857e-08
anc,4.136500297128217e-07
ant,9.384314261352156e-06
ardr,7.492903985362679e-05
arg,4.4154218533116624e-08
ark,3.7298131591749685e-05
arn,2.3170607758332173e-06
ast,9.586027372799232e-06
astro,7.526339510960887e-07
atb,1.5044986736067175e-06
atl,7.517591554539701e-07
atmos,9.408572323132472e-07
ats,1.8469697253247536e-07
atx,7.258491407840669e-09
aur,7.889335112393089e-07
b@,7.301205476174658e-08
b2b,8.206313667344353e-07
bash,3.22311334405233e-07
bat,3.43080512424452e-05
bay,9.941206232946622e-06
bbp,1.2432903461537083e-07
bbr,1.5579521466917004e-06
bbt,5.184594514493684e-07
bcap,1.7828353525753419e-06
bcf,5.279663178425455e-08
bch,0.0019080218457751662
bcn,8.699737942177427e-05
bcpt,2.5425438985587038e-06
bcy,1.3134830455642366e-06
bdl,8.870734904979962e-07
bela,8.121198986642734e-07
bet,1.1281143423177049e-06
bitb,2.2675479246821225e-06
bitbtc,3.879611705644009e-08
bitusd,1.2824106271042851e-06
bitz,2.786234088185327e-08
bku,4.187757734149839e-08
blc,5.34394658073008e-08
blk,3.007082297282862e-06
block,1.1599638209331886e-05
blu,3.305020331593975e-07
blue,1.6966231714522348e-06
bmc,1.6644154129602225e-06
bnb,8.155022514150288e-05
bnt,1.659905221745285e-05
bnty,2.549585726006257e-06
boli,3.9115558451007016e-08
bot,2.3622728437033186e-06
bpl,6.55204821249147e-07
bq,1.1906682934631607e-06
