coin,weight
0xbtc,5.4621147632928075e-06
1337,1.134532092439929e-05
1st,1.9261266354462047e-05
1wo,4.6741725962888935e-06
1x2,1.8087422817946945e-06
2give,6.119211444469389e-06
2go,6.23914139822565e-06
42,6.972383526881188e-06
aac,1.3278563377443733e-05
abet,4.03857255536323e-06
abl,1.044873570856345e-05
ablx,6.77094206247917e-06
abt,6.0227328967292607e-05
abx,6.676984380867349e-06
abyss,1.2277453766426377e-05
ac3,1.6709340138943042e-06
acat,6.718043108784957e-06
acm,2.0328663034818676e-06
act,4.4620152881645646e-05
ada,0.011246490878513168
adb,5.350950961965263e-06
adh,2.6767031938791645e-06
ads,4.800328127981655e-06
adt,3.622678600218645e-05
adx,6.852031307911029e-05
ae,0.0007638357693927516
agi,0.00024524716248768285
aid,1.1237089039206171e-05
aidoc,1.3788508896972128e-05
aion,0.00030078281505183243
ait,5.652283860978714e-06
ali,5.7045359509363055e-06
alis,6.338097754528344e-05
alx,3.967753137598418e-06
amb,0.0001520332448867642
amlt,1.144735049332051e-05
amp,1.590982953520504e-05
ant,0.00011805906466727589
aoa,0.0002711269177945481
aph,5.823733195995841e-06
apis,9.711295235797583e-05
appc,3.8638939436256724e-05
arct,3.005713697982075e-06
ardr,0.0004563706708064029
arg,3.6004383537867144e-06
ark,0.0004739168374356588
arn,4.593284877945804e-05
ary,5.884603916717453e-06
ast,3.8658939356514064e-05
at,3.444878990004283e-05
atb,3.144502530524239e-06
atl,5.636786569326759e-06
atn,2.8319090557648844e-05
au,2.0008600305668414e-05
aur,8.140861157187335e-06
auto,0.00012096834380265162
aux,2.645455518666584e-06
ava,3.507409365215682e-05
avinoc,8.51550956983785e-06
axpr,1.1909336552408637e-05
b2b,2.566586195047751e-05
b2c,1.8025785540235029e-06
b2g,1.3027009945503577e-05
baas,1.9243206655172553e-05
ban,3.3130556523680673e-06
bat,0.0012928771513692162
baw,6.451500176439775e-06
bax,8.581976250765767e-05
bay,6.341603570349655e-05
bbo,2.0199509346929266e-06
bbp,3.2868227310886094e-06
bbtc,1.1893632371662416e-05
bcd,0.001162367914221871
bcdn,2.443198352032919e-06
bch,0.01998165338925615
bcn,0.0009918963671722264
bco,1.8830539217036174e-06
bcpt,2.2339126575120527e-05
bcv,5.691197795199782e-05
bdg,9.189082095048232e-06
beat,1.8929741372541877e-05
becn,3.7853405081461115e-06
beet,3.913267350834309e-06
berry,3.836634245926816e-06
bether,4.859707761452034e-06
betr,3.774284213851592e-06
bez,1.2446076649349207e-05
bgg,1.1362006403496015e-05
bhpc,9.798510270761758e-05
bir,1.5562498511174236e-05
bis,2.619708888003609e-05
bitg,2.3317035797814207e-05
bix,0.0001276375193176241
bkbt,1.7651215635174163e-05
bkx,1.4984430002222556e-05
blk,3.4292856729290094e-05
block,7.875134609755114e-05
bltg,5.126246547745386e-06
blue,6.544879455708752e-06
bmc,4.2700478892464585e-05
bmx,1.0073157482530958e-05
bnb,0.007545064156585378
bnk,0.0002497850068913699
bnt,0.00030422117288857935
bnty,3.6741797738204875e-06
bob,5.127446446052275e-06
bos,0.00017229092980233787
bot,1.270912562679262e-05
