coin,weight
0xbtc,7.718229916490483e-06
1337,1.2847935999913978e-05
1st,1.906613261575068e-05
1wo,8.267739390352859e-06
1x2,2.9694771841432243e-06
2give,6.7716579004508655e-06
2go,1.3753203899160724e-05
42,7.560582899629214e-06
aac,1.4016025334056165e-05
abl,1.3424292547384787e-05
ablx,9.734417871582055e-06
abo,3.3598843080749045e-05
abt,6.54160695964246e-05
abx,7.407556770398887e-06
abyss,1.0907710310767926e-05
ac3,7.091621119559062e-06
acat,7.787998982784914e-06
act,4.7997800800938725e-05
ada,0.009559296331890016
adb,6.3949467990124476e-06
adh,3.7873681081504765e-06
ads,4.045888009823382e-06
adt,3.475266237051965e-05
adx,6.596784627185381e-05
ae,0.0008108896003721744
aeon,3.941600542780087e-05
agi,0.00020930044650307122
aid,1.0329546801894095e-05
aidoc,1.698578542120988e-05
aion,0.0002961649180486599
ait,7.181262272458377e-06
aka,2.5395010138609812e-06
ali,6.408540519830579e-06
alis,6.382708652909353e-05
alx,5.956239718179126e-06
amb,0.00015123621153732413
amlt,1.1239026668224565e-05
amp,1.5887986115855834e-05
ant,0.00011693325097541318
aoa,0.0003934868119791496
aph,6.060293260238358e-06
apis,0.00013418545752421867
apl,8.166212178491666e-05
appc,3.6071483187987865e-05
arct,4.515247985854853e-06
ardr,0.0004497647884470931
arg,3.7673178034091104e-06
ark,0.00042683946700995836
arn,4.62069237457816e-05
aro,1.364914286951379e-05
ary,4.823004897448095e-06
ast,4.149238575477979e-05
at,3.435893414932578e-05
atb,2.6301685843226185e-06
atl,6.779788470815345e-06
atmi,7.970617658526879e-06
atn,3.1877821995204034e-05
au,6.599732430010187e-05
aur,1.3216194099748847e-05
auto,8.326772456525738e-05
ava,3.6262211735160274e-05
avinoc,9.938941067064199e-06
axpr,1.5411028168131112e-05
b2b,3.163891210524462e-05
b2c,2.3195273604148447e-06
b2g,1.6887259230163383e-05
baas,2.0147233458230008e-05
ban,3.1432655810994413e-06
bat,0.001457605730192532
baw,7.8489392562341e-06
bax,0.00010121867921192598
bay,7.351348908663591e-05
bbn,2.2065263662393218e-05
bbo,2.8917433353433723e-06
bbp,4.393064034195937e-06
bbr,5.760266854638702e-05
bbtc,1.6132853685558683e-05
bca,3.35439230689434e-05
bcd,0.0011076472709464315
bcdn,2.3359460519724563e-06
bch,0.020538244846328924
bcn,0.0010507831901829905
bcpt,2.3812049081237902e-05
bcv,2.9491632128958474e-05
bdg,9.052347660124065e-06
beat,1.9985389273653486e-05
berry,4.405380626162853e-06
bether,5.260600508067793e-06
betr,5.3111463987718645e-06
bez,2.2199853798310964e-05
bf,0.00018360795484267343
bgg,1.3103617467422178e-05
bhpc,9.659148738306617e-05
bir,2.03533616162263e-05
bis,3.376075499991099e-05
bitg,3.693127180547164e-05
bix,0.00015409617134767216
bkbt,1.4462075980924697e-05
bkx,2.165005850899679e-05
blk,3.026684129898133e-05
block,7.66428598773514e-05
blu,6.0967905859174915e-06
blue,6.226790070901929e-06
bmc,3.7441559190396356e-05
bmx,1.042300399220659e-05
bnb,0.006492013027017025
bnk,0.0003541782774895819
bnt,0.0003001624451706255
bnty,3.3813137388777305e-06
bob,9.248434112773493e-06
bos,0.00021275666011611298
bot,1.3212942131284537e-05
box,7.084754110468647e-05
boxx,9.608746774564482e-06
bq,6.361645871749802e-06
brd,0.0001027889352263174
brdg,2.846652644859174e-06
brze,9.902852392897512e-06
bsv,0.01365125368616913
btc,0.5469675063066869
btcp,0.0003673619828246067
btcz,7.0275481845487684e-06
btg,0.0020599511195067916
btm,0.00011123565481125128
bto,4.0037658556122446e-05
btr,2.4542447092494453e-06
btrn,2.4682091538567247e-06
btx,5.149166590869038e-05
btxc,5.163879345735384e-06
bun,2.961061791271934e-06
burst,8.530716185404365e-05
buzz,3.694618936004964e-06
bwk,3.35344687276717e-05
bwx,3.404350507609504e-05
bytz,8.761237838414562e-05
bz,0.00011514132638290305
bznt,0.00010843581973005775
bzx,5.314162646852389e-06
c20,0.00010275029792671137
c2c,3.452497769501618e-06
c3w,2.6313106878386912e-05
c8,3.215733104413508e-06
cag,2.3576478275675414e-05
cai,8.253148712556303e-06
can,6.213739990813139e-06
cann,7.608387940577839e-06
capp,1.3131709234876745e-05
car,5.377570631120075e-06
carbon,3.6763023920318214e-06
card,1.6113264544596623e-05
cas,4.26254549143795e-05
cbc,5.2359046158030826e-06
cbx,4.681377195492102e-06
ccl,2.195725107366228e-05
cdc,2.81450877815049e-06
cdt,4.697442816150124e-05
ceek,1.080401422347999e-05
cennz,0.00023831536390689074
cfl,8.167976263185827e-06
cgen,4.6230683379015044e-06
chat,1.62428330352337e-05
