coin,weight
$based,0.0001061898426660551
0xbtc,1.8752038565077925e-06
1337,9.752472883304905e-07
1mt,4.205370754969767e-07
1st,3.243689960086361e-05
1up,9.962810365703552e-06
1wo,5.461095287188281e-06
2key,3.927609717980521e-06
2x2,5.011958299586297e-08
404,2.8805466912920032e-08
42,6.115026256185498e-06
a,5.462601444577319e-07
abat,8.535621382757378e-06
abet,1.328779982660657e-07
abl,1.1849138594653504e-05
abs,6.7858281309203e-08
abst,3.9722457387880865e-08
abt,3.736739017934199e-05
abusd,9.116383189185237e-07
abx,8.657428596505698e-07
abyss,1.2323234303246349e-05
acat,3.485617457730018e-06
aced,1.728627405506434e-06
acm,6.06722176807228e-07
act,2.6166147903773216e-05
actp,2.699305018037172e-08
ada,0.009128843004876213
adai,8.974555202102618e-05
adb,2.8817041077092157e-06
adi,2.5129372452586577e-07
adm,3.2934908026761476e-06
ads,3.804468515524037e-06
adt,1.1308718431296186e-06
adx,4.59192478961583e-05
adz,9.84943512095917e-08
ae,0.00015197145950225765
aem,2.3334906232065488e-07
aer,5.791975509761549e-07
aergo,3.2996101394603794e-05
aet,3.8394429294675e-08
aeth,0.0003859436517745197
ag8,1.7196702320424192e-06
agi,0.0001700445564141563
agu,1.663427014552671e-08
aias,1.346990339975602e-07
aib,3.017108209016959e-07
aid,1.3234450363930754e-06
aidoc,2.2347307480669407e-06
aion,0.00013641932275908124
ait,2.0360528268536987e-06
aknc,1.6838620043059255e-05
akro,0.00013179622042475847
aleph,4.296008236432897e-05
alex,7.955481074506491e-07
algo,0.0008904506367620165
ali,3.8742925166410306e-07
alink,0.000743792074286836
alt,2.5159587482854696e-06
alv,5.695945209787392e-07
amana,1.4263958018854905e-05
amb,9.309146166994995e-06
amkr,3.695454820782579e-05
amlt,6.994340020195316e-06
amm,3.823245530846815e-07
amn,3.6310878231786526e-06
ampl,0.0005342420386172365
ams,1.7117675327369334e-08
anj,2.5376640371276746e-05
ankr,0.00013774437658084715
anon,2.4221050859876747e-07
ant,0.0004760167753139567
aoa,9.350366798102165e-05
apc,4.8120602850919594e-08
apl,3.803206913880221e-05
appc,1.2586536442578654e-05
apr,3.2656701601922613e-07
ar,0.0005852881937923629
araw,4.731598540118757e-08
arc,1.737318640972707e-07
arct,1.7659685093158061e-07
ardr,0.00018668529249501434
arepa,7.428617575994203e-08
arion,6.960110916989398e-08
ark,0.00015859045202079613
arm,2.793485262310186e-07
arms,2.875065337674642e-07
arnx,1.082904873886698e-06
aro,4.771226035597993e-07
arq,4.0434247303351604e-07
arrr,3.513613201407557e-05
asa,8.259803448926978e-08
asafe,6.758772284309384e-07
asnx,3.4666249676490674e-05
ast,6.800501650483729e-05
asusd,6.028752621544291e-06
at,1.663097856638381e-06
atb,1.2608893844181344e-07
atl,1.8665182545287292e-06
atn,2.8178430083486935e-06
atom,0.003758927088557135
atusd,0.000528959979186721
audax,7.631069692458082e-08
aus,1.0036517166990969e-07
ausdc,0.0006459678979737733
ausdt,3.559650118554423e-05
auto,6.417862304874564e-06
ava,9.822683895168341e-05
avt,6.411175026265088e-06
awbtc,1.9658851154784763e-05
axe,2.537070785551154e-06
axel,4.733737551041467e-05
axpr,5.149060446345869e-06
azrx,4.468334078921428e-06
baas,5.897276690626548e-06
bal,0.00048463598812206553
ban,3.7313059738409145e-06
banca,3.1972713371909e-06
band,0.0005412038356388547
bart,9.524590081093065e-06
bat,0.0011377080765120383
bax,4.535252510394811e-06
bbk,1.2788832211941308e-06
bbo,4.0426285342322623e-07
bbp,1.0870999508576013e-06
bbr,2.9915619120724986e-06
bbtc,2.059756896841218e-06
bc,3.991741143394917e-06
bcd,0.0003553793297357913
bcdn,1.5842846050614378e-06
bcdt,9.828305814417604e-06
bcf,1.6833590770972958e-07
bch,0.01303293212125914
bcn,8.324299417622196e-05
bcpt,7.1963066065533764e-06
bcv,8.33623889673405e-06
bdg,1.3909220756789168e-06
bds,3.0425753463356733e-10
beam,7.182134919678229e-05
becn,4.975180630380512e-08
beet,1.3261692828948872e-06
ben,1.2578633749973702e-07
bepro,5.470023732475819e-06
bern,9.858808199947806e-08
berry,4.624158001771757e-07
bether,5.567896846216569e-07
bez,4.940554359250136e-07
bgc,4.108293451268049e-07
bgg,1.428634902577526e-06
bind,1.8529903054636236e-05
bip,3.350866357272171e-05
bir,1.0283724916198939e-06
bird,1.957733011954046e-07
bis,7.958775834150351e-06
bit,7.169998409754398e-08
bitcny,1.744372469196868e-05
bitg,5.6368412835939055e-06
bits,6.092951348519657e-12
bix,2.471343333171523e-05
bkbt,9.37239906951589e-06
bkc,1.8793822571196362e-08
blc,3.351555550343866e-08
blk,7.520363580234668e-06
bloc,3.4333409733085184e-07
block,2.2728915264111164e-05
bltg,8.59237778857119e-07
bltv,2.103965146395404e-06
blue,2.2780169089466453e-06
blur,1.3055464692422522e-06
blz,8.596368715994778e-05
bmx,1.2309345002594729e-05
bnana,8.666732955401942e-05
bnb,0.011453563616788247
bnkr,2.01960807774778e-06
bnt,0.0002220883839450825
bnty,3.544720325123775e-07
bob,1.7497198048785536e-06
bold,2.070602440903544e-08
boli,3.654982750454353e-07
bolt,1.1607753257162598e-05
bomb,1.9653289532865525e-06
boom,3.0847162708530975e-06
bos,3.7915704978549826e-06
bouts,2.8744966309124704e-07
box,1.29689075246592e-06
braz,2.3510330216970392e-07
brd,1.967472524783182e-05
brdg,2.1049568590545414e-06
bree,5.455679289309978e-05
brix,1.9973525101959853e-09
bro,2.942517455043178e-07
bsd,3.542899363205233e-07
bsm,8.247904804474562e-08
bsov,7.374763586012185e-07
bsv,0.009388680873940092
bta,2.0666789147107159e-07
btb,2.6407701502534447e-06
btc,0.6040334341919446
btc2,2.9326182394585502e-05
btcn,5.066834574599208e-08
btcone,2.419659562083816e-08
btcp,1.5414547892335124e-06
btcred,1.340223799068588e-07
btcs,7.207977990548071e-07
btct,1.4582330920127244e-06
btcui,5.448397725301236e-09
btcv,1.1655210121509881e-07
btcz,1.6939565692737588e-06
btdx,1.6486639217720142e-07
btg,0.000449774010826039
btm,0.0003864045699716899
btmx,0.0001265440141581478
bto,2.9062904185024665e-06
btse,5.6930793072435745e-05
btt,0.0006947682470826441
btw,2.889095443714309e-07
btx,1.4174077036610633e-05
buidl,1.6862927289666126e-05
bul,3.733755698767291e-08
