coin,weight
0xbtc,3.472857744323231e-06
1337,2.749839566646379e-06
1st,2.609837114913307e-05
1wo,2.4289840673162015e-06
1x2,1.0236249851267396e-06
42,3.228181459509834e-06
a,3.320462080024685e-06
aac,9.358443049174597e-06
abet,8.530643882437568e-07
abl,1.3362374610039444e-05
ablx,1.1567087275036916e-06
abt,0.00010124644863148203
abx,8.707247387322222e-07
abyss,1.9451313004397656e-05
ac3,3.765831982650636e-06
acat,4.7655574926121746e-06
acm,1.0008010569805845e-06
acr,6.292747855253622e-07
act,5.045428452803743e-05
ada,0.007159016961707768
adb,2.256514807679783e-06
adh,8.75280263691272e-07
adi,1.2244049326604388e-06
adm,8.340091001405528e-06
ads,1.730799946953764e-05
adt,1.4829798137084486e-05
adx,3.64828662308282e-05
ae,0.00039887930754965126
aem,1.5223427400197901e-06
aer,1.10706715470758e-06
aergo,4.70089397219433e-05
agi,6.857842747140505e-05
aid,4.002152113427531e-06
aidoc,7.4328962955995285e-06
aion,0.00012031497204967854
ait,3.075481392797233e-06
algo,0.00033657266544194665
ali,1.1117532393485978e-05
alt,6.830338765138384e-07
amb,1.6224223183132524e-05
amlt,1.0737010679421801e-05
amn,3.1493761189069455e-06
amp,3.8052323067651076e-06
ampl,2.6952062421136516e-05
ankr,7.466174213784481e-05
anon,1.8030574230121066e-06
ant,8.356088938060349e-05
aoa,0.00037505166876885523
aph,1.8929015523419038e-06
apis,2.0230400195155478e-05
apl,0.00010392357458889902
appc,2.2418251836378948e-05
ardr,0.00028700785116252467
arg,8.06569834002552e-07
ark,0.00018866571550460107
arn,2.1332622500584125e-05
aro,8.568959357524319e-07
arq,7.659638435117629e-07
arrr,5.0488635653835525e-05
ary,1.9421436473419515e-06
asafe,6.425127732919465e-07
ast,2.8979839294390993e-05
at,7.418446014975325e-06
atb,9.030406772138635e-07
atl,2.5089033110428515e-06
atn,1.9878472555814895e-05
atom,0.0036550789105088467
aur,1.5606467887455426e-06
auto,3.24165952295563e-05
aux,1.074290041754743e-06
ava,1.7623248921063402e-05
axe,2.523052816903055e-05
axn,6.255347234209357e-07
axpr,6.572833157495254e-06
b2b,3.907469754705572e-05
baas,1.3821047601879983e-05
ban,3.7813998951266734e-06
banca,3.678522687792896e-06
bat,0.0011790062787578723
bax,1.0516279340672285e-05
bay,1.905514392068769e-05
bbk,7.367744351936573e-07
bbo,1.2978093621708685e-06
bbp,2.795752474947791e-06
bbr,2.1175767192906832e-05
bbtc,1.4280040826504867e-06
bc,1.2242407997912279e-05
bcd,0.0006071930992964214
bcdn,1.0660259044602183e-05
bch,0.021337183288914024
bcn,0.0004910488267815549
bcpt,1.880292592092615e-05
bcv,3.416397277691568e-05
bdg,1.605577082567724e-06
beam,0.00012079107360770092
beet,6.838070860917288e-06
berry,8.265441880319059e-07
bether,1.4724540974700202e-06
betr,6.357554609275522e-07
bez,7.5701727285661874e-06
bgg,7.031002325581161e-06
bir,1.8624456642423317e-06
bird,1.0355058420627752e-06
bis,7.680041812308423e-06
bitbtc,1.1761398156858574e-06
bitg,7.276913357097859e-06
bix,0.0001142198193654163
bkbt,1.477532268769752e-05
bkx,4.312028363602129e-06
blk,1.2344356862889478e-05
block,4.480314857045896e-05
bltg,5.870112446464095e-07
blue,1.6280468474224201e-06
bmx,1.0654954073692545e-05
bnana,1.0443031404451803e-05
bnb,0.015163245525613957
bnk,7.784612908474997e-05
bnt,0.00013808051403311355
bnty,1.9942757662073614e-06
bob,1.3974678316455383e-06
bolt,2.309941570316345e-05
bomb,1.7238621689514765e-05
bos,2.3728843545060728e-05
bot,5.947103575615834e-06
box,1.075282890709213e-05
boxx,4.548424179418213e-06
bqqq,3.090332463259589e-05
brd,6.394606432265522e-05
brdg,6.076154375359227e-07
bro,8.008953628434284e-07
bsv,0.01030010139655871
btc,0.6549597512828753
btcp,7.589975250044422e-06
btcs,8.842483629780799e-07
btcz,3.4024646715080486e-06
btg,0.0015201552097466077
btk,8.422261190432829e-07
btm,0.0007096992516771447
btmx,0.0002396778510642082
bto,1.5638137606259353e-05
btr,3.6753255200217218e-06
btt,0.0007813037613332236
btx,2.9165726574149315e-05
btxc,7.813961166890089e-07
burst,5.527770423572383e-05
buzz,1.8085355142957828e-06
bytz,5.055927177259237e-06
bz,7.954071104109682e-05
bze,1.339506469500297e-06
bznt,3.151466921944271e-05
c20,7.717904618912142e-05
c3w,1.4581732271520738e-05
cag,1.2443482824415168e-05
cai,4.137102566264229e-06
can,5.096926334319199e-06
capp,5.716199066153737e-06
car,3.0308472283200286e-06
carbon,9.271459858691627e-07
card,6.574429505287066e-06
cato,6.174041508711823e-07
cbx,7.161986017086564e-07
ccx,3.8448621466425905e-06
cdc,9.622189900096221e-06
cdn,1.0661701897281811e-06
cdt,4.4385074556672084e-05
cdzc,1.2841321590797994e-06
celr,0.00012968091076174753
chat,1.1586832710935672e-05
chc,1.8424774716706312e-06
chess,7.641658435775036e-07
chp,6.374746076745632e-06
chr,1.2552664921123887e-05
chx,3.2086795310243515e-05
cic,4.052936907209865e-06
clam,3.933096717227096e-05
cln,3.146542281997703e-06
cloak,5.466070996601086e-06
cmct,6.363107037609126e-06
cnn,3.1545222346811824e-05
cno,8.181768931972333e-07
cnus,2.9251845127597887e-05
cob,4.4210355299633316e-06
cofi,2.956325148636235e-06
colx,1.4377013592919841e-05
coni,2.4497222674411434e-05
cosm,3.978770790433149e-05
coti,1.8059978135513633e-05
cov,7.309825724756179e-06
cova,1.2431721990023292e-05
coval,2.9368954409624647e-06
cp,1.5835975453728705e-06
cpa,5.90798124370937e-07
cps,6.582077922685532e-07
cpx,1.0338300360387946e-05
cpy,1.4065010969807675e-06
cre,6.969791880366564e-05
crea,4.152148978957436e-06
cred,1.2556045434109376e-06
credit,9.369910831808726e-07
credo,2.5293263324721297e-06
crpt,0.00010285503746870371
crw,7.81353326476149e-06
cs,3.3924388555694505e-05
cspn,1.6884952155802927e-06
cure,4.071020761339373e-06
cv,9.203384094410731e-06
cvn,8.489650023863924e-06
cvnt,3.873381244867791e-05
cxo,5.9782725013334355e-06
cyl,9.013129463802347e-07
czr,1.7546140664359776e-05
dacc,5.897692279422806e-06
dag,1.1091210699147992e-05
daps,6.53467377439593e-05
dash,0.003981695986066098
dashg,7.087645893941515e-07
dat,5.570844428532391e-06
data,4.0391267902208427e-05
datx,2.6891235032574036e-06
dav,2.1727403358455026e-06
dax,1.0135517389199243e-05
dbc,2.9681623455205674e-05
dbet,1.2618815332803723e-06
dcn,5.04440869468195e-05
dcr,0.0010075763062048642
dct,9.533901610217737e-06
ddd,2.981236385057197e-05
deb,2.2596947161784186e-06
dec2,4.7459773729591696e-05
dem,6.45538495369489e-07
dent,0.00024353314689893403
dero,2.803121121205315e-05
dev,8.463791197620855e-07
dgb,0.0004764466984955149
dgc,7.039695257726737e-07
dgd,0.0001480491531667169
dgtx,0.00010710015953581925
dgx,1.5925232613040823e-05
dim,2.810198752924302e-06
dime,5.073889739139184e-06
dit,5.823987987708678e-06
divi,1.341853363355434e-05
dlt,2.0017941574631423e-05
dmd,5.404363689701497e-06
dmt,2.5937567895140218e-05
dnt,2.731552966981549e-05
dock,1.9098170500513267e-05
doge,0.0013094852789484188
dogec,6.898075210244027e-07
dope,8.025466780700092e-07
dov,1.046712993033896e-06
