coin,weight
0xbtc,3.891423365199345e-06
1337,6.4981727562206366e-06
1st,3.917435619439842e-05
1wo,2.8469298147403586e-06
1x2,1.645012332511925e-06
2give,3.2234037586634388e-06
42,3.3849891152787833e-06
aac,1.4369164985653014e-05
abet,2.9626277434382266e-06
abl,2.52076079501358e-05
ablx,2.0015498887831293e-06
abt,0.00013697962342354908
abx,3.3226506112797687e-06
abyss,1.1724539841349916e-05
ac3,2.591855382646321e-05
acat,6.766784501679754e-06
acm,1.6250504800653478e-06
act,6.947525685969142e-05
ada,0.014531262261310287
adb,7.909915101913786e-06
adh,2.1365283562486365e-06
adm,1.870715305560961e-05
ads,1.1883490391562598e-05
adt,3.451698744901322e-05
adx,8.583195562500682e-05
ae,0.0008690892331460521
aem,2.79332099262207e-06
agi,0.00017082253830401182
aid,1.7112240476402502e-05
aidoc,1.644938304006116e-05
aidus,3.747212576543915e-05
aion,0.00033762182055624125
ait,9.27477463352371e-06
ali,5.002879589485404e-06
alis,5.998494210734931e-05
alt,1.592931803061099e-06
alx,5.333721223710592e-06
amb,4.811667231548953e-05
amlt,7.030891203809628e-06
amn,1.488627938055931e-06
amp,1.2344978276226276e-05
anon,4.6917474830492625e-06
ant,0.00012095029071079577
aoa,0.00031851784855311486
aog,3.795218673942183e-05
aph,2.4369074353252364e-06
apis,7.576903277749946e-05
apl,0.00016591802862138045
appc,4.999244130706054e-05
araw,1.4082921582438625e-06
arct,1.899470954451719e-06
ardr,0.0004684173306896828
arg,2.2098924710370413e-06
ark,0.0005126898832310654
arn,5.3632456727606924e-05
ary,3.8453561642147104e-06
ast,4.345108959233891e-05
at,2.2633421275018896e-05
atb,2.7087523277131397e-06
atl,4.362110715860281e-06
atn,3.474129128818625e-05
atom,0.005717261938328753
aur,3.995624119455587e-06
auto,0.00010120786452219107
aux,2.4289598315194443e-06
ava,2.633908356846718e-05
avinoc,2.5614467319852356e-06
axe,1.0596962571381758e-05
axpr,1.3968155914512267e-05
b2b,4.145929411577278e-05
b2c,7.658153427936499e-06
baas,2.5601060628599053e-05
ban,5.781869956426928e-06
bat,0.0024950591914697567
baw,2.4227973511924075e-06
bax,3.3880967710401315e-05
bay,5.972180312274343e-05
bbo,1.941648706441392e-06
bbp,2.1067615946723037e-06
bbtc,4.921461016400266e-06
bcd,0.0011781422338197412
bcdn,2.942376740662215e-05
bch,0.029128867948549866
bcn,0.0009768951943734104
bcpt,2.7906047078348388e-05
bcv,9.828015955268897e-05
bdg,5.3566630331146094e-06
beam,5.8702401578668276e-05
beat,1.9585413488215736e-05
beet,2.268478381982282e-05
berry,2.6158808685335933e-06
bether,2.7865261244001517e-06
betr,3.0407311622997918e-06
bez,7.1721018820584395e-06
bgg,1.4114055305644381e-05
bir,4.517879179970826e-06
bird,1.5289277488684522e-06
bis,2.0006737793820227e-05
bitg,1.5295404791237003e-05
bix,0.000283654690119813
bkbt,3.269532662966516e-05
bkx,1.2085469548867118e-05
blk,3.444852404597365e-05
block,8.60460711194629e-05
bltg,2.4757798170204987e-06
blue,5.442864825025498e-06
bmc,2.1949989564184013e-05
bmx,1.7942691311532672e-05
bnana,4.308613597666624e-06
bnb,0.017422421535597275
bnk,0.00013043935770302518
bnt,0.0002550343010862156
bnty,4.500004738456636e-06
bob,3.7675798130160967e-06
bos,3.805862861542866e-05
bot,9.30677373890102e-06
box,2.2108217484644208e-05
boxx,1.0466743605266366e-05
brd,0.00011036646892635172
brdg,2.59992554053584e-06
bro,1.8837411945435885e-06
brze,1.3438589021786602e-05
bsty,7.84507683463305e-06
bsv,0.006879251822261083
btc,0.5315628430338141
btcs,2.9089279448316825e-06
btcz,6.601547590592624e-06
btg,0.0016956095346779623
btm,0.0010480111070140284
bto,3.610817868765642e-05
btr,3.8627039559709856e-06
btt,0.0003820246499189257
btx,4.111625201335914e-05
btxc,2.988944045425486e-06
burst,5.383834713091224e-05
buzz,2.719725108740442e-06
bwk,7.438212134772526e-06
bwx,2.5539284534777437e-05
bytz,1.8639961500350173e-05
bz,0.00014515807412264275
bze,3.787363507792925e-06
bznt,7.483044461813547e-05
bzx,1.3087482436576828e-06
c20,0.00011235107792628585
c2c,2.57731701435052e-06
c3w,1.9162590424605288e-05
c8,5.438635856902035e-06
cag,1.7205642780403464e-05
cai,8.213368519977654e-06
cann,1.0178777554700666e-05
capp,8.215834111585584e-06
car,4.151025066075402e-06
carbon,2.9179473722256427e-06
card,1.3895638068986965e-05
cas,2.086253058564399e-05
catt,1.6591371641745675e-05
cbc,1.964659485981932e-06
cbx,2.4765233341985086e-06
ccl,4.321470984276526e-06
ccx,3.3958944719288935e-06
cdc,3.967001451411731e-06
cdn,1.7265297007257942e-06
cdt,4.3387802877590715e-05
cdzc,5.451058620446012e-06
ceek,9.525944366704949e-06
celr,0.00020188272141928693
chat,2.758000686339938e-05
chc,2.9558244040959944e-06
che,1.9287587538956862e-05
chl,1.601861948492045e-06
chp,1.6735480615200204e-05
chx,8.318957029621984e-05
cic,6.732412668301359e-06
cl,4.171458256341433e-06
clam,0.00015697353921053273
cln,4.140456839779897e-06
cloak,1.9959051953372797e-05
cmct,1.4495645885989102e-05
cms,1.327408720436473e-05
cnmc,1.2904141477504593e-06
cnn,7.496262817275016e-05
cnus,7.637302690148775e-05
cob,2.7237495239861832e-05
cof,1.3538425217791507e-06
cofi,7.1044813919081e-06
colx,2.3777996615988798e-05
coni,0.00011397802498331172
cosm,0.0001284764440109934
cov,1.840873963381705e-05
cova,1.2071921029293535e-05
coval,9.696461975233157e-06
cp,3.4071247167513502e-06
cps,2.265821068049867e-06
cpx,2.6312434405148888e-05
cpy,8.094985017340157e-06
crave,2.986751188816412e-06
crea,3.157366153113803e-06
cred,3.3434122983430034e-06
credo,2.2218485424841355e-05
croat,1.3691845868711943e-06
crpt,7.710321057717654e-05
crw,2.1170162736572525e-05
cs,8.00285604318482e-05
csno,9.689689705607301e-06
cure,1.1400317528812572e-05
cv,2.2136772155139673e-05
cv2,1.875841912999963e-06
cvn,2.002339408343957e-05
cvnt,4.235540943499208e-05
cxo,8.365018827461041e-06
cyl,1.5646014154136415e-06
czr,4.9221835208359825e-05
dacc,2.8124835683793382e-05
dag,7.491310022816835e-06
dagt,8.139104749571335e-06
daps,3.825396651020894e-05
dash,0.0062165685916051455
dashg,1.4794535197161516e-06
dat,1.2692182488769315e-05
data,8.757197438623175e-05
datx,5.818018388869488e-06
dav,5.380268196347133e-06
dax,1.6994300922455452e-05
dbc,7.408266432258429e-05
dbet,3.450019133182888e-05
dcn,8.78325202574031e-05
dcr,0.001372060160802863
dct,3.111791236667961e-05
dcto,3.584882329357487e-06
ddd,7.81102466773201e-05
deb,4.5626718382961745e-06
dec2,3.425516465036277e-05
dent,0.00026552708867019737
dero,4.396880405211277e-05
dev,6.215685161157222e-06
dgb,0.0008989010364267049
dgd,0.0002813355891582681
dgtx,0.0004945667878167504
dgx,2.4353872044452666e-05
dim,1.1504377792057648e-05
dime,2.203600062298893e-05
dit,5.377234050434109e-06
divi,2.3232878368801502e-05
dlt,5.0266913186358375e-05
dmd,1.9597605245887716e-05
dmt,6.823188072402853e-05
dna,6.282717356141163e-06
dnt,5.6182659195209416e-05
dock,4.3296425631083526e-05
doge,0.0019887996230022135
dogec,2.396923118488817e-06
dope,6.22633251684622e-06
dov,5.298691961099117e-06
dp,2.738211678021491e-06
dpn,1.771998493589969e-05
dpy,2.4733334514782917e-05
drgn,0.00017059238304453124
drop,7.114778216812415e-05
drt,1.5421469885387205e-05
dta,6.621607741546966e-05
dtb,2.1547047169938032e-05
dtr,9.709219964236933e-05
dtx,3.406206279679011e-05
dvc,1.8545016198129045e-06
dws,4.048682501883644e-06
dx,5.389686318438764e-05
dxt,5.153790543265923e-06
eac,1.1234899617387425e-05
ebc,2.6473451825144334e-05
ebtc,3.2891450055373442e-06
eca,4.4623170086540565e-05
ecc,1.9265520458083968e-05
ecom,1.2890332767849988e-05
edg,7.111235394987298e-05
edge,1.9019788459769498e-05
edn,2.0706839146514894e-05
edo,0.00012393586422296802
edr,9.840492691270932e-05
edrc,3.02351420568382e-05
edu,1.7979091308552806e-05
efl,6.299568211381926e-06
efx,1.0974887681189692e-05
egem,1.816274429764507e-06
egt,2.3672105654095e-05
eko,9.023837578895938e-06
ekt,8.244435498444443e-05
ela,0.000323037429536629
elec,1.0567741142436709e-05
elet,1.3356706254687375e-06
elf,0.00037077405958111287
ely,1.3720312243436247e-06
emc,8.025102326980857e-05
emc2,0.00010245354264049001
eng,0.00024076858309949345
enj,0.0008085452186336375
eos,0.03141415712823943
eosdac,6.764321772975273e-05
eqt,3.184299616510941e-06
equad,4.124355594073947e-06
erc,2.540308240148907e-06
erg,8.318654557797416e-06
ero,5.39219404521412e-06
esbc,3.4300313214418757e-06
esp,9.187088127005692e-06
ess,6.000240079232386e-06
estx,2.417130022777501e-06
eta,1.511918233082905e-06
etc,0.003869116053065615
eth,0.1020924864627723
etk,6.233698042620215e-06
etn,0.0003031308243749205
etnx,8.004203760354479e-06
etnxp,2.5079083405501406e-05
etp,0.00029491157807122595
etz,0.00015626798761986902
euno,2.8036929395915283e-06
eve,1.6321273430096272e-06
evn,4.606795708310339e-05
evr,5.288968832317457e-05
evx,9.839262306387301e-05
excl,5.869128765229326e-06
exmr,1.5735930811724939e-06
exo,1.5142806538132311e-06
exp,1.927369722410378e-05
exrn,9.918102797193879e-06
exy,4.67879183860135e-06
face,4.986919933344465e-06
fbn,5.6216303769210574e-06
fdz,1.1765531351915248e-05
flixx,8.05025672472382e-06
flo,7.708893804196668e-05
