coin,weight
1337,2.2714696060244206e-06
1st,0.00013063301434544539
2give,1.3705848465756272e-05
300,0.00023800660835503006
aby,2.0639015750310534e-05
acoin,6.002644261979771e-07
ada,0.004406820221547308
ads,8.7076764012641e-06
adt,5.294832815095199e-05
adx,0.0002503328271165044
adz,5.2680816358979904e-06
aeon,0.0001422219213080697
agrs,7.930725336977476e-05
aht,5.89553862816815e-06
amb,0.0007684928474162991
amp,6.453318369878002e-05
anc,3.1333948016237864e-06
ant,0.0002208037147434014
ardr,0.0010935924923642889
arg,3.3701232618440743e-07
ark,0.001267889818788216
ast,0.00015016785797426955
atb,0.00011528929827530204
atx,2.4403335285138673e-07
aur,2.4894671053813675e-05
b@,2.660213347224553e-05
bash,7.93023714607324e-06
bat,0.0006821387940423557
bay,0.0001816839692602218
bcap,4.660214680611426e-05
bch,0.08407330388496805
bcn,0.0011069643889095578
bcy,3.144933285814526e-05
bela,1.791478356983944e-05
bitb,3.064426788145089e-05
bitusd,2.046842220251095e-05
bitz,4.782755110157689e-07
blc,4.641821073939235e-07
blk,8.502233437743465e-05
block,0.0004631611983560597
blu,1.1694656413458662e-05
blue,5.617318717785095e-06
bnb,0.0007299585225369318
bnt,0.0003829318548469973
bost,3.6581039906804315e-07
brit,1.5619320284099224e-06
brk,1.3217401411648073e-05
bsty,5.909661084665008e-07
bta,3.068531756425752e-06
btc,0.5767329073612588
btcs,1.1600005739360565e-06
btcz,9.798174012273725e-06
btwty,1.1738255862743412e-06
btx,0.00012416271983085544
bucks,1.4986522897892939e-06
bun,1.057669659954115e-06
burst,5.051688828104672e-05
byc,4.818811188979226e-06
c2,5.216191364985271e-07
cach,4.466046803307567e-07
cage,6.769237834570538e-06
cann,9.40086775912698e-06
cbx,8.356955286965296e-06
ccn,8.005523469677342e-07
ccrb,4.328975534314549e-06
cdn,2.8844660883385064e-06
cesc,1.4417587342569046e-07
cfi,0.00013675641232618478
chc,1.6231122346009965e-05
clam,6.717897266078368e-05
cloak,0.00013211809797693302
cmpco,4.6003109024836923e-07
cnt,3.9190386135125355e-05
coval,2.012506597434827e-05
cps,3.0331694221510597e-06
crave,9.508954888515521e-06
crb,2.31785022917722e-05
crea,1.0830256657842123e-05
creva,1.3374478439481108e-07
crw,9.561963052074296e-05
crypt,4.300699616761358e-06
csc,3.950142008212106e-05
csno,7.221413695292308e-05
ctic2,1.49231464053263e-07
cure,3.090675860258502e-05
cvn,3.291537536621139e-05
d,1.2641513964303808e-06
dar,8.48157312149944e-06
das,2.6612732622003264e-07
dash,0.015539252954675972
daxx,1.479432135789554e-06
dbix,6.0032520683179987e-05
dcn,0.00014373134760559472
dcr,0.0010319336036028125
dct,0.00012797741072656732
dcy,3.507595738939595e-06
dem,1.5996296536934858e-06
dgb,0.00039604256677226127
dgc,8.414892206395746e-07
dgd,0.000664670170344098
dime,2.6148975849365847e-05
dmd,9.785650030339342e-05
dnt,0.00010731943220518037
doge,0.0007306526721498853
dope,1.0800083082221858e-05
dov,2.3018270931658614e-05
dyn,2.6017440059919225e-05
eca,1.0661924232759237e-06
ecob,0.0005369843396120622
edg,0.00023379249778731614
efl,9.897139875854525e-06
elix,7.086414899072536e-06
emc,0.00012969502209984256
emc2,0.0001669250122694145
enrg,5.76463992084184e-05
eos,0.0036418768977142385
esp,8.9099094217877e-06
etc,0.007776170506898038
eth,0.1513314325023748
evx,0.0001125976026216869
excl,2.253636771261972e-05
exp,6.53207350771782e-05
fair,0.00022750905272880614
fal,5.394204198812934e-09
fcn,5.14825067564884e-06
fldc,2.4468910237626053e-05
flo,4.902824546251159e-05
frc,8.805825396976734e-07
ftc,0.00013596037680269434
fun,0.0003343854310567107
funk,9.821023366083576e-07
fxe,1.9071771374584476e-06
gam,3.86044766352728e-05
game,0.000526508928125391
gas,0.0007663911401177499
gb,3.0235871384302795e-06
gbt,1.262468103285534e-07
gbyte,0.0006199364072816869
gcn,2.774376651503362e-06
gcr,2.8085565961387374e-05
geert,3.799977805771688e-08
geo,1.4232434261143638e-05
gno,0.000378672213248979
gnt,0.0008344773082147655
golos,6.332322382877246e-05
grc,7.154077900464132e-05
grs,0.00018372969763756842
gsr,1.0827879154878426e-08
gup,5.954166403773583e-05
hbn,2.5777830739916905e-06
heat,3.206146985207562e-05
hero,3.280693350860681e-06
hgt,8.938319708663973e-06
hmc,1.9864686288649736e-08
hmq,6.785709174658056e-05
hodl,9.577489992435297e-07
htc,4.325191199453268e-06
huc,9.731375065280524e-06
hush,1.6625487237784547e-05
hvn,4.257855415549922e-05
hyp,5.895534689440834e-06
icoo,8.400363302878591e-06
incnt,3.536023436899736e-05
ind,2.2146592560717123e-05
infx,4.960503359246908e-06
insn,3.0558563815704745e-06
inxt,6.106222147837509e-06
ioc,0.00020427513110156558
ion,9.19947941436726e-05
iop,1.9331927371675924e-05
ixc,9.994769955379273e-06
ixt,3.993042551504478e-05
jobs,1.9674713737422776e-07
