coin,weight
1337,1.4643349167270416e-05
1st,0.0004935229709407196
2give,1.859799748945875e-05
aby,4.36354074820025e-05
acoin,6.724894362012777e-07
adz,1.785565093537276e-05
aeon,7.454954841079065e-05
agrs,0.00013275486577774142
amp,0.0001535455317943685
anc,1.4524101116396088e-05
ant,0.0006469982508340034
arc,1.7120987450983667e-05
ardr,0.0010691340736868526
arg,4.458537509082227e-07
ark,0.0010941367889656516
atx,4.4645209086197666e-07
aur,4.354927996249806e-05
b@,8.802076699440839e-05
bash,5.560699757515879e-05
bat,0.001520288348216373
bay,0.000176140363311386
bbr,2.9526804748268866e-05
bcap,8.747693378115064e-05
bcn,0.0020968769943541274
bcy,7.354228111756068e-05
bela,5.456275148506297e-05
bitb,4.373634167486797e-05
bitusd,2.8349185725500408e-05
bitz,8.617744597908908e-06
blc,1.196261913909456e-06
blk,0.00015500769934769637
block,0.000510390351826968
blu,6.4986075692592655e-06
bnt,0.0008280315838403032
bost,1.9693642469169003e-06
brit,3.469080744725453e-06
brk,1.828381588087827e-05
bsty,1.9186539206604406e-06
bta,1.9936030248792275e-05
btc,0.4933257992738809
btcs,1.0960141574185204e-06
btx,8.79993849743928e-06
bucks,1.2854132282354636e-06
bun,3.370543944148076e-06
burst,0.00010663154779303485
byc,6.623647346084712e-06
c2,1.3184656966030288e-06
cach,2.0402517954710803e-06
cage,9.132911029549085e-06
cann,1.4600174497942367e-05
cap,1.5104500205758932e-06
cbx,8.163304849127154e-06
ccn,2.189297955849102e-06
ccrb,2.1911596623658573e-05
cdn,5.206345195375956e-06
cesc,2.721020510751292e-07
cfi,0.00038237340409311317
chc,3.6956733120655407e-05
clam,0.00011764101006645432
cloak,0.00019460921876331637
cnt,9.926488841069547e-06
coval,4.424200342957296e-05
cps,7.271789662279173e-06
crave,1.807732307394455e-05
crb,5.515186238127783e-05
crea,1.5072378516248926e-05
creva,4.062294421075437e-07
crw,0.00013237411596672514
crypt,3.3365063076609308e-06
csc,4.258161694445987e-06
cure,4.010467598903865e-05
d,2.7829041135522947e-07
dar,3.622040317530872e-05
dash,0.015021747045023638
dbix,7.065771027158678e-05
dcr,0.00130138991845041
dct,0.0004966628050041848
dcy,4.046096314316591e-06
dem,2.1494307588621543e-06
dgb,0.001079896034994103
dgc,2.1803955490605893e-06
dgd,0.0012940483669045331
dmd,7.699835283790861e-05
doge,0.0015643702102696557
dope,2.141227737824504e-05
dvc,3.3964876778527768e-06
dyn,2.7258802068463006e-05
eac,0.00010633720705735742
eca,2.399236536877115e-06
ecc,5.1422533663131274e-05
ecob,0.0025907977705410157
edg,0.00041373423546793337
efl,1.2386168963643119e-05
emc,0.0003462052084233163
emc2,8.031720825417596e-05
enrg,9.010707676482624e-05
eos,0.003440986845360878
esp,3.6373384509011835e-05
etc,0.011197060821728881
eth,0.2217405118376487
excl,2.993470436133627e-05
exp,0.0001545630833554931
fair,0.00020872035612664927
fcn,5.193146573173753e-06
fldc,5.687920929201367e-05
flo,6.833866787123428e-05
frc,1.0327459384086757e-06
ftc,7.560365174761322e-05
fun,0.0007477508980040974
gam,0.03298031604539722
game,0.0011787420717419249
gb,1.633091720012158e-06
gbt,2.141907144898537e-07
gbyte,0.001552910213063574
gcn,6.687005379541012e-06
gcr,3.859721388520592e-05
geert,7.312775042397931e-08
geo,2.9671116718554134e-05
gno,0.0015857795774545584
gnt,0.0018977741938850077
golos,0.00014148073161798227
grc,0.00010601149431216355
grs,6.261101226813032e-05
gup,0.00011964993429581588
hbn,2.663127870885915e-06
heat,6.658737245020421e-05
hero,5.918313423757637e-06
hkg,9.500965574232114e-06
hmq,0.0002044010312237383
hodl,2.0752969273116787e-06
htc,5.45308437162437e-06
huc,1.4249222599132246e-05
hush,1.4288508326441105e-05
hyp,9.78440064470132e-06
icoo,3.0059542485300054e-05
ifc,6.803819391957323e-05
incnt,6.805033563169171e-05
infx,6.201761287530242e-06
insn,1.7770317055661938e-05
ioc,0.00023498257790560844
ion,0.00019816078075062928
ixc,1.4313366965858115e-05
jobs,9.818481735232321e-08
kmd,0.0010036584701752498
kore,2.3541168047498508e-05
kurt,1.0320610226999038e-06
lbc,0.00021333907138246667
ldoge,9.436678889688965e-06
lkk,0.000718212989238837
lmc,8.962639197252396e-05
lnk,1.5577066500665028e-05
log,7.09369919586168e-06
lsk,0.002872406920514675
ltc,0.020575003372712272
lun,0.0001898876342182079
mac,2.2424389201873587e-06
maid,0.0016025697142295872
marks,0.0007949823333984499
may,2.6459451275175616e-07
mbrs,3.947832314522561e-05
mcap,0.0010938207743628734
mco,0.000584183177791477
mec,4.024166234732847e-05
mgo,0.0007239051583003101
mint,2.631849656315043e-05
miota,0.01586241826242005
mln,0.0003386936874743517
mne,1.9488514640391348e-05
moin,6.702615632013745e-06
mojo,9.735445517081124e-07
more,2.5456761532124695e-05
mscn,7.939018075450664e-07
mtl,0.001181440909071117
mtlmc3,2.543056678813503e-07
mue,0.00014225190941389136
music,5.0203408737643355e-05
mxt,2.749404175726596e-06
myst,0.00022879197554995505
mzc,2.5534758662543705e-06
nano,9.244277479557994e-05
nav,0.00017159541661578584
neo,0.011906884572404063
neos,9.90983757227041e-05
net,9.843498364769026e-05
nlc2,0.0003716406604612297
nlg,0.00025242908413643423
nmc,0.0002158602988164151
nmr,0.00031425686297074587
nobl,4.014878971869324e-06
note,5.525130449026857e-05
nvc,4.077683410836584e-05
nxc,0.00011935599044049718
nxs,0.0006291060236697316
nxt,0.0009594932708804367
nyan,1.1559190585097467e-06
nyc,3.865375699257005e-06
obits,0.00012110191194085985
ok,4.586452846261593e-05
omg,0.005163801662714732
omni,0.00013933475977628786
orb,5.948763065620203e-06
pak,4.210304382811651e-06
pasc,4.4687550515247295e-05
pepecash,6.604233221739846e-05
piggy,3.148159493731821e-06
ping,1.4631704299284093e-05
pink,3.9750635342128914e-05
pip,1.1556758873858416e-06
pivx,0.0009436372333997107
pkb,1.0870310145508023e-05
plbt,0.0001610561894773408
pnd,1.0098555683028406e-05
pot,0.00020146022696934958
ppc,0.00033771764801069504
ppt,0.001400745993497637
proc,4.229658876218271e-06
psb,1.4808046306978337e-06
ptc,1.7529043199831517e-05
ptoy,0.00015646650599106284
pxc,2.8093498429957894e-06
pzm,5.3945543253099216e-05
qcn,8.716003353130188e-07
qrk,5.242388834125525e-05
qrl,0.0002036691058420482
qtl,6.235212271781613e-07
qtum,0.006010698861835116
qwark,4.6131243192507205e-05
rads,0.00013345358965297083
rby,9.228809833006594e-05
rdd,0.00024652316699894707
rep,0.001887457824688851
ric,2.3765355522412203e-05
rise,9.930693432286467e-05
rlc,0.0003678334570553134
rns,1.1541735300674901e-05
rup,8.57257745985587e-07
rvr,9.89832714643706e-05
safex,0.00027393077245180237
san,0.00015980979700267535
sbd,2.5392293398177783e-05
sc,0.0017578435465629737
seq,4.6120991184862925e-05
sh,1.1301970219635868e-07
shift,0.00010537937219919277
sib,0.00014081644114392728
sky,0.00017726688455120594
slg,8.898221183482721e-07
slr,4.749309449475263e-05
sls,0.00010699524106045217
smc,2.9673347405796956e-06
smly,8.047649282450849e-06
sngls,0.0006835527131427364
snrg,2.8635683077897132e-05
sprts,3.937849771028435e-05
start,1.433266984452641e-05
steem,0.0023746929972583643
strat,0.0049245690627001786
stv,9.961680656404496e-07
super,4.013883495977948e-06
swing,1.284095504416283e-06
swt,9.561222532357018e-05
sxc,9.987517403007856e-06
synx,1.9805466870866126e-05
sys,0.0005414814113425695
tag,1.7969402732117827e-05
tes,6.187561798969704e-05
time,0.00013306718487997478
tips,2.889975157167452e-05
tit,1.7087469694564617e-06
tkn,0.000261771017553699
trc,1.5499659500679496e-05
tri,2.6418222124318466e-06
trig,4.5338453214882424e-05
trk,1.8093560409964995e-06
troll,3.430006012927789e-06
trst,0.0001716791788935862
trump,3.6577217670249883e-06
tx,1.733123280047365e-05
