coin,weight
$based,9.885404901363075e-06
$rope,1.5756406192998114e-06
0xbtc,1.664867542812932e-06
1up,1.6254628378400135e-06
1wo,3.6359706551390286e-06
2key,1.3008106601100946e-06
42,4.644573867187249e-06
aave,0.0016629398076573126
abl,7.758798945579419e-06
abt,1.2557204081825937e-05
abyss,4.877011231203155e-06
ac,2.8618393606746506e-06
acat,1.6016895583092224e-06
ach,7.60454694963432e-06
act,9.634760523791765e-06
ad,1.5234678211509844e-06
ada,0.008275977594411812
adai,5.783338454037391e-05
adb,1.291884993736386e-06
adel,3.821382731025921e-06
adm,2.004520314752435e-06
ads,2.362063043204293e-06
adx,5.224201972934969e-05
ae,7.883178984002574e-05
aergo,1.8544482790307916e-05
aga,3.568711912177172e-06
agi,7.935233260893411e-05
aidoc,1.3736839733841875e-06
aion,6.156124713897908e-05
ait,2.2830233271538407e-06
aitra,1.1879987512828155e-05
akro,4.271345386853208e-05
akt,3.51144507535771e-05
albt,2.3074352867101945e-05
aleph,1.745133718617365e-05
algo,0.00043638104041590143
alias,6.021234516631126e-06
alink,0.0005534432155600822
alpa,1.995814289614696e-06
alpha,6.214234163529489e-05
amb,3.0735845418572425e-06
amlt,3.992913519648902e-06
amn,3.622409393522513e-06
ampl,0.0005141637128413139
anj,7.5227904709064664e-06
ankr,9.926154645870401e-05
ant,0.00017865781326793285
aoa,1.3514378171492881e-05
api3,6.780184866117578e-05
apl,1.70918331592219e-05
appc,5.313664752345286e-06
apy,4.822725769122902e-06
aqt,6.513704154898266e-06
arch,2.386110695763482e-06
ardr,0.00011358748091897924
ark,0.00010106530255787332
arnx,3.2606842330726626e-06
arpa,3.7121695566375106e-05
arrr,5.522930898046149e-05
asp,5.852590143087351e-06
ast,2.4140765790712058e-05
atl,1.1342518845383227e-06
atn,1.4948242684726389e-06
atom,0.0020627387891938333
atri,1.1280663045603162e-05
atusd,0.00010738984901170791
auc,6.8421017694960564e-06
audio,3.271563656474095e-05
aur,1.5232402268583293e-06
ausdc,0.00024902317864903916
ava,4.963179644371106e-05
avt,1.7145078522843692e-06
axel,3.1549547234372846e-05
axpr,1.9674654423703355e-06
axs,5.4634358377640646e-05
b2b,1.7039240898729608e-05
baas,8.453673395763073e-06
bal,0.00022996452096431732
ban,2.2300604425675535e-06
band,0.00023719215198255697
bart,4.066486995538294e-06
bas,6.400751711118879e-05
bat,0.0005515002107735802
bax,1.5169140708526054e-06
bc,1.5711020271267736e-06
bcd,0.0001625397333569938
bcdt,2.784224828949835e-06
bch,0.009440995253406827
bcn,4.65913385875688e-05
bcpt,3.916935525071814e-06
bcv,2.4510728650103222e-06
beam,3.772279008596716e-05
bel,3.332638903693875e-05
bepro,1.4262728017324382e-06
bip,7.109018613867024e-06
bir,9.977997856733033e-07
bis,5.058227361190387e-06
bitg,4.305140557903131e-06
bix,1.1063929494845618e-05
bkbt,3.2984668083764533e-06
blk,4.920174624451253e-06
block,1.8922972638042128e-05
bltg,1.2924796616555933e-06
blue,1.0188239952203702e-06
blz,2.878658433925716e-05
bmx,7.089615823547294e-06
bnb,0.007781430452715068
bnkr,4.546680443697904e-06
bnsd,1.9869434956230193e-06
bnt,0.00017601635878242136
