coin,weight
0xbtc,3.1925972335413673e-06
1337,2.212707292399963e-06
1st,2.376228629613175e-05
1up,2.982716955240021e-06
1x2,2.3304944499275994e-06
42,3.3828812318255815e-06
a,1.6720083741179006e-06
aac,1.2157667420730516e-05
abet,3.061724324578058e-07
abl,8.874874191583702e-06
abt,4.460593087938092e-05
abx,5.186663130541791e-07
abyss,8.235089385875205e-06
acat,3.2178699127251545e-06
aced,3.2434287085599835e-07
acm,1.3289293344803272e-06
act,2.2585213990141126e-05
ad,2.669751125151981e-06
ada,0.005758495745805656
adb,1.7986537975535077e-06
adh,4.946333397356715e-07
adi,4.979379525839922e-07
adm,4.906433248041441e-06
ads,6.767199153792709e-06
adt,7.718174255544664e-06
adx,3.197342289346783e-05
ae,0.00022470782959897113
aem,5.833007672558364e-07
aergo,3.395063771132197e-05
agi,6.766659580269056e-05
aid,1.9838504951798093e-06
aidoc,5.319837194027573e-06
aion,0.0001838635579005743
ait,2.4454226125466244e-06
akro,9.161929217319327e-06
algo,0.0007838820241688771
alv,1.4781598948841335e-06
amb,8.236132646162812e-06
amlt,1.0339796035211913e-05
amm,3.648515195412405e-07
amn,2.3768896670707645e-06
ampl,1.6224538096000933e-05
ams,5.251326784463527e-07
ankr,3.3142060346068314e-05
anon,4.5533221490986434e-07
ant,0.00015665797326823932
aoa,2.9692519077869493e-05
apis,9.382000621604906e-06
apl,6.262884858045032e-05
appc,1.6157667417786224e-05
ardr,0.0002061076737103297
arepa,2.6692314726299006e-07
ark,0.00012553135769098524
arm,3.2338814902085167e-07
arms,3.6255527489510095e-07
arn,1.0498014594990249e-05
aro,3.6010717460136515e-07
arrr,1.9671847398443426e-05
asafe,1.4478672089604545e-06
ast,1.2894333096799357e-05
at,8.058176789485493e-06
atl,2.550194612087146e-06
atn,3.7850220259844076e-06
atom,0.0024891270361074216
aur,3.800883112036483e-06
auto,1.0642922995317457e-05
aux,1.4690758926391006e-06
ava,2.704135740529415e-05
axe,9.874375125553967e-06
axel,7.825663427504955e-05
axpr,3.387271196169476e-06
b2b,4.4027765653177677e-05
baas,1.4517032497100771e-05
ban,2.032284413667732e-06
banca,1.8496860692654267e-06
band,3.4836538433881936e-05
bat,0.0012510126450385576
bax,2.1878184776193667e-05
bbo,8.956663666768999e-07
bbp,1.8757298881901698e-06
bbr,9.424408169230843e-06
bc,2.0356238801899207e-06
bcd,0.0005199715004488655
bcdn,3.5199680950343563e-06
bch,0.02346697673836543
bcn,0.000290833276728773
bcpt,1.0146255247809838e-05
bcv,2.190876778372627e-05
bdg,1.7111285056598494e-06
beam,0.00011344533111143849
becn,4.937519883048086e-07
beet,6.293243246720584e-06
bepro,6.749650265760416e-06
bether,5.704574645812996e-07
bez,7.939507272132794e-07
bgbp,5.789056049606504e-06
bgc,4.874028957151318e-07
bgg,2.327644607869612e-06
bir,1.2468126901787512e-06
bird,6.947044780357914e-07
bis,4.868155276672888e-06
bitg,1.5049661018917e-05
bix,5.644278813641469e-05
bkbt,7.108730975202054e-06
bkx,3.014247736762464e-06
blk,8.1246061988967e-06
bloc,9.274930508576061e-07
block,3.958380633289749e-05
bltg,6.860314367604039e-07
bltv,2.4450092015695646e-05
blue,1.4981385065933839e-06
blur,3.7659295074396256e-07
bmx,9.668583805144597e-06
bnana,8.003984212235413e-05
bnb,0.011416044650608744
bnt,7.474054823989824e-05
bnty,7.273173551336191e-07
boa,0.00010625349048473711
bob,2.6615352032999913e-06
boli,6.46741096336847e-07
bomb,1.3769367528246177e-06
bos,6.085868489964061e-06
bouts,2.961446378818561e-07
box,5.311639185531981e-06
bqqq,4.612241291237048e-06
brd,4.9104336532052716e-05
brdg,2.6283508194710665e-07
bro,2.0418700355830874e-06
bsv,0.01705038145212184
btb,1.4631929735090438e-06
btc,0.6698786525030856
btcp,2.655481761496247e-06
btct,4.804152967898807e-07
btcz,2.3960521081454806e-06
btdx,4.179251752875836e-07
btg,0.000745954940221551
btm,0.0005318273540601126
btmx,0.0001743142774752581
bto,6.885364269734367e-06
btr,1.1381371765788938e-06
btrs,2.452901606937119e-06
btt,0.0002972812070773787
btx,2.457800309330943e-05
burn,5.447309411642916e-07
burst,4.710912805957025e-05
buzz,1.0317810883870843e-06
