,Date,bitcoin price,Close,log return bitcoin,log return future
125,2020-10-12,11680.174990813686,18440.0,0.0310380766864112,0.18308106423566206
126,2020-10-11,11323.21318420129,15355.0,0.023755456672843626,0.3978420073695705
127,2020-10-09,11057.394901819931,10315.0,0.016246684890538137,-0.15255672266521714
128,2020-10-08,10879.200346128917,12015.0,0.019957881275428684,0.2588332606949334
129,2020-10-07,10664.226900090562,9275.0,0.008309173079232892,-0.06874126751028138
130,2020-10-06,10575.983117166885,9935.0,0.00018634378354330847,0.2172475297178627
131,2020-10-03,10574.012532066985,7995.0,0.00845859704408282,-0.21724752971786268
132,2020-10-02,10484.948430619983,9935.0,-0.01187877690189732,0.19988813533277913
133,2020-10-01,10610.239472757763,8135.0,-0.011019409402396449,-0.2805887504972961
134,2020-09-30,10727.804604893649,10770.0,-0.0032023324782723974,-0.004169568236724892
135,2020-09-29,10762.213667224169,10815.0,-0.011303892017990154,-0.013318222114847419
136,2020-09-28,10884.558753467081,10960.0,0.012925022831259356,0.032738120996536356
137,2020-09-25,10744.780845289526,10607.0,0.009355009377504008,-0.005921904790328773
138,2020-09-24,10644.732028190332,10670.0,0.0358348276259391,0.03723580528664303
139,2020-09-23,10270.033613470974,10280.0,-0.0267183497781417,-0.020698693245577306
140,2020-09-22,10548.130566050482,10495.0,0.004083902715885633,0.00095328891871301
141,2020-09-21,10505.140869602745,10485.0,-0.03975920192876385,-0.03698057707391325
142,2020-09-18,10931.231265144332,10880.0,-0.0025469156075488882,-0.006413214834713269
143,2020-09-17,10959.107673023402,10950.0,-0.0052494590428098006,-0.005918523991796617
144,2020-09-16,11016.788323547042,11015.0,0.01572023078187098,0.01832392084928442
145,2020-09-15,10844.956028955374,10815.0,0.010276935916423782,0.010223137363376038
146,2020-09-14,10734.073851250494,10705.0,0.026344512518272176,-0.5427261087855146
147,2020-09-12,10454.982314922976,18420.0,0.010585530953736145,0.17582802748340637
148,2020-09-11,10344.894473111255,15450.0,0.00018258690767242403,0.3297633996922158
149,2020-09-10,10343.005803247654,11110.0,0.009560297828104726,0.07376184359812187
150,2020-09-09,10244.594756346976,10320.0,0.007427075415500784,0.10891981402795582
151,2020-09-07,10168.789233619003,9255.0,-0.015694762436274767,-0.05772851362284876
152,2020-09-06,10329.64495921211,9805.0,-0.02309471060513796,0.29638891362774283
153,2020-09-04,10570.98118877975,7290.0,-0.015070393367111174,-0.07400998577375027
154,2020-09-03,10731.496510122945,7850.0,-0.11330067608361323,-0.0044486886206846505
155,2020-09-01,12018.939445463287,7885.0,0.03259286743774389,-0.40609902255094554
156,2020-08-31,11633.522780751504,11835.0,0.011354629674245272,0.03315885302427202
157,2020-08-28,11502.175548546802,11449.0,0.01946543091700566,0.01575806188999031
158,2020-08-27,11280.445778896688,11270.0,-0.016085541796369583,-0.018462062839735442
159,2020-08-26,11463.365095007879,11480.0,0.013459325017668592,0.014919100763391212
160,2020-08-25,11310.109609648154,11310.0,-0.039019753741028354,-0.039866631144156214
161,2020-08-24,11760.150443632027,11770.0,0.01969527568082813,0.006392521236043099
162,2020-08-21,11530.797041711285,11695.0,-0.025434537585444433,-0.016956743718778644
163,2020-08-20,11827.83908267916,11895.0,0.010692247002820919,0.017384368270944053
164,2020-08-19,11702.046606236318,11690.0,-0.030338953561349642,-0.029085295751058185
165,2020-08-18,12062.514921473074,12035.0,-0.019613380898439926,-0.03670885249670128
166,2020-08-17,12301.436996966882,12485.0,0.04412025195061218,0.04505266394094314
167,2020-08-14,11770.49330696577,11935.0,0.006656791583429225,0.029332602439133045
168,2020-08-13,11692.39980066365,11590.0,0.015561452259678732,-0.48504311633429686
169,2020-08-12,11511.857473081664,18825.0,-0.026847143065440712,0.5413898006385275
170,2020-08-10,11825.104030538161,10955.0,0.013860731710752068,0.08971200392964836
171,2020-08-09,11662.330124837657,10015.0,0.004450516259723888,0.05174009256048254
