,Date,bitcoin price,Close,log return bitcoin,log return future
220,2020-05-28,9424.939737296154,9450.0,0.038488077659379984,0.030077455237277954
221,2020-05-27,9069.083954551996,9170.0,0.02504649376892608,0.04289156462931293
222,2020-05-26,8844.756238279047,8785.0,-0.0382007288958049,-0.043436672301573415
223,2020-05-22,9189.16889851072,9175.0,0.010357043888481427,0.010959013789719382
224,2020-05-21,9094.487429354876,9075.0,-0.04928851853658034,-0.05310982531394841
225,2020-05-20,9553.97187823055,9570.0,-0.011590158589411759,-0.011428695823622744
226,2020-05-19,9665.348114802655,9680.0,-0.0016892424787507499,-0.006692431671038519
227,2020-05-18,9681.689029407851,9745.0,0.027951295655585136,0.03657670009409546
228,2020-05-15,9414.82031466833,9395.0,-0.034255473814124915,-0.03452225663908138
229,2020-05-14,9742.91691489421,9725.0,0.04471393262435247,0.0479165099267463
230,2020-05-13,9316.868907401064,9270.0,0.08357151855891481,-0.4984516462785472
231,2020-05-11,8569.89173537804,15260.0,-0.023712130756461433,0.34430096645128877
232,2020-05-10,8775.530560931054,10815.0,-0.12786138503160868,-0.09139380817611813
233,2020-05-08,9972.473179420937,11850.0,0.07406207041470429,0.1899454819046139
234,2020-05-06,9260.578733517603,9800.0,0.032968206021786677,0.0868258654410038
235,2020-05-05,8960.251886312984,8985.0,0.0120575327009612,-0.02310333782076207
236,2020-05-03,8852.862085264793,9195.0,-0.008266006076109216,-0.06677907610279071
237,2020-05-02,8926.343176230897,9830.0,0.016897304301755553,0.09602253927066742
238,2020-04-30,8776.779211784662,8930.0,-0.008850080450393179,0.011827792069047268
239,2020-04-29,8854.799146016687,8825.0,0.13594024085304948,0.1260322646290603
240,2020-04-28,7729.30807982443,7780.0,3.2651324656423025e-05,0.0
241,2020-04-27,7729.055711797043,7780.0,0.028011370000452014,0.04186688470092296
242,2020-04-24,7515.558408121881,7461.0,-0.007086273060974604,-0.01053272853048745
243,2020-04-23,7569.004851601761,7540.0,0.06754925365500786,0.058016950478048945
244,2020-04-22,7074.610193278224,7115.0,0.025344541718523305,0.03213414651624849
245,2020-04-21,6897.560538431136,6890.0,0.0019007229879985784,0.013884037422460166
246,2020-04-20,6884.462638237908,6795.0,-0.02340153770596701,-0.04108686010252136
247,2020-04-17,7047.469517149969,7080.0,0.002753669100522225,-0.003524853843435579
248,2020-04-16,7028.089812995835,7105.0,0.04190744028769218,0.0527388366248482
249,2020-04-15,6739.646727723807,6740.0,-0.017559247972108928,-0.03068173465248504
250,2020-04-14,6859.034972217607,6950.0,0.003953021667875923,0.020349539415279703
