Date,Plackett
2019-05-01,-0.006024149245057706
2019-05-02,0.0015740021807724384
2019-05-03,0.02541626392619687
2019-05-06,-0.028750908217405807
2019-05-07,0.02005161836855307
2019-05-08,-0.007266809216494875
2019-05-09,0.0025069642527511017
2019-05-10,-0.0007631199525312757
2019-05-13,-0.012847151011282226
2019-05-14,0.09973667851451562
2019-05-15,-0.05908520208917237
2019-05-16,0.031263077700427376
2019-05-17,-0.024050680992996662
2019-05-20,0.0036924536604102387
2019-05-21,0.0008848104386677026
2019-05-22,0.0033321147503991054
2019-05-23,-0.005634208831072391
2019-05-24,0.010830732324334808
2019-05-28,0.021372545294102742
2019-05-29,0.00523493731051823
2019-05-30,0.007162376608660168
2019-05-31,-0.016396453621823202
2019-06-03,-0.016818467803403785
2019-06-04,0.04294004843791915
2019-06-05,-0.052355388920710635
2019-06-06,0.017689409965170655
2019-06-07,-0.006091753457699814
2019-06-10,-0.0013174611957866
2019-06-11,-0.011216131402986619
2019-06-12,-0.0017183225119051064
2019-06-13,0.010430173367632436
2019-06-14,0.01442772870159281
2019-06-17,0.017791138982512514
2019-06-18,0.0035229789623012348
2019-06-19,-0.012966234079215738
2019-06-20,-0.010709340560143728
2019-06-21,0.017037231448557632
2019-06-24,0.030627600587895196
2019-06-25,0.005755350116940741
2019-06-26,-0.03674812792546514
2019-06-27,0.10465634252306953
2019-06-28,-0.05655912348376877
2019-07-01,-0.010836090132197704
2019-07-02,-0.07597875390143427
2019-07-03,0.07992181682660156
2019-07-05,0.0015522128620725079
2019-07-08,-0.02614950577599258
2019-07-09,0.02031378523203016
2019-07-10,0.06868380037226166
2019-07-11,-0.05675777988167085
2019-07-12,-0.0026465792636922
2019-07-15,-0.04984029383111691
2019-07-16,0.08113323342471347
2019-07-17,-0.08823922429484478
2019-07-18,-0.045470801329888996
2019-07-19,0.06790437799438245
2019-07-22,0.029856747565958904
2019-07-23,-0.04541577273650016
2019-07-24,0.023472290827092592
2019-07-25,0.002138873952731851
2019-07-26,-0.01476314368883618
2019-07-29,-0.006242082853510907
2019-07-30,-0.0122935004821389
2019-07-31,0.013224794613961997
2019-08-01,-0.021177064354151745
2019-08-02,0.04099857208658625
2019-08-05,0.02341520654448416
2019-08-06,0.0011250098498818114
2019-08-07,0.023650208443396395
2019-08-08,-0.01891687171298729
2019-08-09,-0.011458299790392226
2019-08-12,-0.007627598227204671
2019-08-13,0.006352144549869029
2019-08-14,0.011552377011063306
2019-08-15,-0.04289754150642464
2019-08-16,-0.02054509725112653
2019-08-19,0.04080663053588077
2019-08-20,-0.011310597845146559
2019-08-21,-0.009403366601086607
2019-08-22,0.003261779826102317
2019-08-23,0.009451240398138643
2019-08-26,0.002776174012375951
2019-08-27,-0.0037837802770677893
2019-08-28,0.04416372199810673
2019-08-29,-0.06518069748161827
2019-08-30,0.00918676647212199
2019-09-03,0.015292904062927826
2019-09-04,-0.029420028319111172
2019-09-05,0.029157880179537993
2019-09-06,0.04137488177088218
2019-09-09,-0.044136122671937714
2019-09-10,0.01133843768030554
2019-09-11,-0.02472778028008447
2019-09-12,0.007257215020901327
2019-09-13,0.0107834098415822
2019-09-16,-0.006515206532631561
2019-09-17,-0.007200655677527889
2019-09-18,0.0059030620343549075
2019-09-19,-0.02798440997217178
2019-09-20,0.028898631003823595
2019-09-23,-0.003352666821355519
2019-09-24,0.08300973513221832
2019-09-25,-0.12307478355903761
2019-09-26,-0.00013671650618134884
2019-09-27,-0.018474225652169197
2019-09-30,-0.011985298006790046
2019-10-01,0.026354054027755806
2019-10-02,-0.010446463754373601
2019-10-03,-0.0006711511863136295
2019-10-04,-0.0035691364058372454
2019-10-07,-0.004006554611663842
2019-10-08,0.012648517655463709
2019-10-09,-0.019576232182973698
2019-10-10,0.01908708603907762
2019-10-11,-0.00044481302388672816
2019-10-14,-0.0055704344498536
2019-10-15,0.01864297555643477
2019-10-16,-0.019948320585850044
2019-10-17,0.00017696238629095334
2019-10-18,-0.007248249362517573
2019-10-21,0.018063860401435747
2019-10-22,0.0009628339702419421
2019-10-23,-0.02976554902902112
2019-10-24,-0.0003599284547631332
2019-10-25,0.0069980169473252835
2019-10-28,0.03415700890161169
2019-10-29,0.014627381494690722
2019-10-30,-0.027191297899048242
2019-10-31,0.01626818890388583
2019-11-01,-0.005300616005367265
2019-11-04,-0.008170995869599858
2019-11-05,0.017541525089032298
2019-11-06,0.002616988967504114
2019-11-07,-0.004152642174691251
2019-11-08,-0.02065570402341008
2019-11-11,0.004241491870402392
2019-11-12,-0.014519952787925543
2019-11-13,0.013494489090400828
2019-11-14,-0.004310398829592284
2019-11-15,-0.003199233645337687
2019-11-18,0.02121732300424461
2019-11-19,-0.03143209761257035
2019-11-20,0.0028609037218794
2019-11-21,-0.018407866817920546
2019-11-22,-0.04084272300304261
2019-11-25,0.03431447093990897
2019-11-26,-0.016010794112761472
2019-11-27,-0.01785755258824169
2019-11-29,0.04728771733080875
2019-12-02,-0.01916968683004138
2019-12-03,0.003678170814123366
2019-12-04,0.029102482760889455
2019-12-05,-0.03525213924023622
2019-12-06,0.0015335619682307288
2019-12-09,0.027984189057226168
2019-12-10,-0.021783965755545868
2019-12-11,-0.007289914231136008
2019-12-12,-0.01203170770306444
2019-12-13,0.0110363627766432
2019-12-16,0.018862957413667548
2019-12-17,-0.022225221985282765
2019-12-18,-0.04832446440772063
2019-12-19,0.04644587537460164
2019-12-20,-0.0023281951465282695
2019-12-23,0.03764535388354397
2019-12-24,-0.02336303591220887
2019-12-26,-0.009999031900036438
