Date,Gaussian
2019-05-01,-0.005107483913831262
2019-05-02,0.002734942262819097
2019-05-03,0.028907911911552446
2019-05-06,-0.027844912098840657
2019-05-07,0.021241385813676003
2019-05-08,-0.006631145113818002
2019-05-09,0.004378997756815169
2019-05-10,0.0025136753874377207
2019-05-13,0.0022445090645502597
2019-05-14,0.09826960474686147
2019-05-15,-0.05636928614868725
2019-05-16,0.029139781218994815
2019-05-17,-0.028562097089264438
2019-05-20,0.00804861326657158
2019-05-21,0.0021132557334018268
2019-05-22,0.003057452970911597
2019-05-23,-0.006024596241550452
2019-05-24,0.011591107721300828
2019-05-28,0.022996040708457587
2019-05-29,0.0051970425217348695
2019-05-30,0.006910420981908027
2019-05-31,-0.017149969612332967
2019-06-03,-0.015992756314185466
2019-06-04,0.039046931929825966
2019-06-05,-0.051509024808666856
2019-06-06,0.017026413381507295
2019-06-07,-0.004926125695477658
2019-06-10,-0.0013174611957866
2019-06-11,-0.01147324042390131
2019-06-12,-0.0009416632849437931
2019-06-13,0.010644568892557181
2019-06-14,0.014791563389444106
2019-06-17,0.01986390151537032
2019-06-18,0.0029604468009351292
2019-06-19,-0.012762712900558082
2019-06-20,-0.00978826220076684
2019-06-21,0.017794156348166838
2019-06-24,0.03255651885932205
2019-06-25,0.0065698604013937414
2019-06-26,-0.0325903484234179
2019-06-27,0.09660249375953926
2019-06-28,-0.05392825406813397
2019-07-01,-0.014946545189094246
2019-07-02,-0.0740948139336523
2019-07-03,0.0810338774400016
2019-07-05,0.0012803431384511349
2019-07-08,-0.02260455275069269
2019-07-09,0.021219414423243037
2019-07-10,0.06726508698154791
2019-07-11,-0.0583884261841424
2019-07-12,-0.0026465792636922
2019-07-15,-0.05243052525614309
2019-07-16,0.07704197163420311
2019-07-17,-0.08800124726333267
2019-07-18,-0.04281680778297893
2019-07-19,0.06760067031210087
2019-07-22,0.02877279959864284
2019-07-23,-0.04539830576460205
2019-07-24,0.021644791543682523
2019-07-25,0.0029567594214155515
2019-07-26,-0.015085907764565872
2019-07-29,-0.006992209220661363
2019-07-30,-0.011632566016488453
2019-07-31,0.01441393548417523
2019-08-01,-0.020165224756732474
2019-08-02,0.04137296604246879
2019-08-05,0.026476247445366127
2019-08-06,0.0009479609488671969
2019-08-07,0.02377205763666601
2019-08-08,-0.019351457114674835
2019-08-09,-0.011070552039019334
2019-08-12,-0.00821628893288549
2019-08-13,0.005369826548153163
2019-08-14,0.010215065571248252
2019-08-15,-0.04295067732631848
2019-08-16,-0.01862902457434124
2019-08-19,0.041918099404468695
2019-08-20,-0.011167380686850886
2019-08-21,-0.012650243650371179
2019-08-22,0.003616037695737646
2019-08-23,0.010429516352065488
2019-08-26,0.002316962880543301
2019-08-27,-0.004375019569574158
2019-08-28,0.042235591034073115
2019-08-29,-0.06571758694225349
2019-08-30,0.009533530248550574
2019-09-03,0.02029725160128601
2019-09-04,-0.02928447852730008
2019-09-05,0.02833792375802489
2019-09-06,0.04071917973001119
2019-09-09,-0.044317559080628954
2019-09-10,0.01070120922546997
2019-09-11,-0.024592556023344522
2019-09-12,0.007840051248574086
2019-09-13,0.01048890115861972
2019-09-16,-0.006752935700432762
2019-09-17,-0.006890384488294917
2019-09-18,0.005721175232265328
2019-09-19,-0.02807602284666659
2019-09-20,0.02894449368675284
2019-09-23,-0.003590910556298333
2019-09-24,0.0820128703436411
2019-09-25,-0.12309754863872802
2019-09-26,-0.000294502081627554
2019-09-27,-0.018585073664533838
2019-09-30,-0.011090962608082323
2019-10-01,0.02632755905158467
2019-10-02,-0.010592757412946366
2019-10-03,-0.0009666801759099248
2019-10-04,-0.003394027728625827
2019-10-07,-0.003936156703198036
2019-10-08,0.012448387444229762
2019-10-09,-0.018483515617334842
2019-10-10,0.01897492831451831
2019-10-11,-0.0009924159930191669
2019-10-14,-0.0055704344498536
2019-10-15,0.018290925579750518
2019-10-16,-0.02037750162228686
2019-10-17,0.0003930172773280328
2019-10-18,-0.007444539755351701
2019-10-21,0.018543448819315973
2019-10-22,0.000885520132802551
2019-10-23,-0.03116236566550548
2019-10-24,-0.00032821381834856073
2019-10-25,0.0073902072252564795
2019-10-28,0.03947474098306197
2019-10-29,0.014065827214381656
2019-10-30,-0.027310471860757086
2019-10-31,0.016360929592376595
2019-11-01,-0.005486448199081981
2019-11-04,-0.008383575882582556
2019-11-05,0.017634013554544463
2019-11-06,0.0026556771981802677
2019-11-07,-0.004061396502708642
2019-11-08,-0.02040429699046879
2019-11-11,0.004265746599559735
2019-11-12,-0.014541666686778
2019-11-13,0.013507236535229908
2019-11-14,-0.00428209715932459
2019-11-15,-0.003154780979355532
2019-11-18,0.021897658673514103
2019-11-19,-0.031211463223463104
2019-11-20,0.0028609037218794
2019-11-21,-0.017127454153489867
2019-11-22,-0.04020734110376431
2019-11-25,0.0345390327481571
2019-11-26,-0.015941723233506566
2019-11-27,-0.01846895604787662
2019-11-29,0.04702289809539988
2019-12-02,-0.018593822551537235
2019-12-03,0.003669786018228213
2019-12-04,0.029305311872699306
2019-12-05,-0.035588353804552025
2019-12-06,0.001467407575009641
2019-12-09,0.02821730242310006
2019-12-10,-0.02162170641853909
2019-12-11,-0.007227479219737845
2019-12-12,-0.012171701508562933
2019-12-13,0.0110363627766432
2019-12-16,0.01950714670641286
2019-12-17,-0.02194441963648987
2019-12-18,-0.048870113615320114
2019-12-19,0.04641760282438268
2019-12-20,-0.002389048395302403
2019-12-23,0.03747965009287255
2019-12-24,-0.023444725636120902
2019-12-26,-0.009991952914937829
2019-12-27,0.003470227445182561
