Date,Gauss Mix Indep
2019-05-01,-0.00038393083309217445
2019-05-02,0.008717236906566606
2019-05-03,0.04690028495790308
2019-05-06,-0.023176337198925603
2019-05-07,0.027372227124380262
2019-05-08,-0.0030366704037171136
2019-05-09,0.014964741168285396
2019-05-10,0.021042892201938744
2019-05-13,0.0875829610041501
2019-05-14,0.08997377754271646
2019-05-15,-0.03645619047305031
2019-05-16,0.013571771417131315
2019-05-17,-0.061639799907099745
2019-05-20,0.0399879754989465
2019-05-21,0.011120216634392449
2019-05-22,-0.0019792337053793014
2019-05-23,-0.013183433822139226
2019-05-24,0.025534702778553176
2019-05-28,0.052767338840137804
2019-05-29,0.004502136306089781
2019-05-30,0.0034762420943898233
2019-05-31,-0.0274204634265538
2019-06-03,-0.004738231063021692
2019-06-04,-0.014016612199293371
2019-06-05,-0.039973002366139085
2019-06-06,0.0038916827798332245
2019-06-07,0.018166311001593057
2019-06-10,-0.0013174611957866
2019-06-11,-0.016566868065713437
2019-06-12,0.014444855992538731
2019-06-13,0.015627931541554205
2019-06-14,0.02324845722845526
2019-06-17,0.0680427400900549
2019-06-18,-0.010114927616489904
2019-06-19,-0.008032111175739346
2019-06-20,0.01097904193004386
2019-06-21,0.034860336911785667
2019-06-24,0.07604731633425019
2019-06-25,0.024934403029831725
2019-06-26,0.0611539791344229
2019-06-27,-0.01776215868259086
2019-06-28,-0.01656990836611981
2019-07-01,-0.07331500699702509
2019-07-02,-0.04734286639114848
2019-07-03,0.09682513815028215
2019-07-05,-0.0022561616760953473
2019-07-08,0.02350850196655068
2019-07-09,0.03299991705610917
2019-07-10,0.048810340826333724
2019-07-11,-0.07960001393543008
2019-07-12,-0.0026465792636922
2019-07-15,-0.0884248340749495
2019-07-16,0.020189082381373312
2019-07-17,-0.08469427681997033
2019-07-18,-0.005936449368813306
2019-07-19,0.06324585354550133
2019-07-22,0.013230239902003345
2019-07-23,-0.045147849597302704
2019-07-24,-0.00455943371843715
2019-07-25,0.01468429072857445
2019-07-26,-0.020530267834421453
2019-07-29,-0.019645284168444594
2019-07-30,-0.000483973331743129
2019-07-31,0.034472273936451386
2019-08-01,-0.0030975907927167884
2019-08-02,0.0485685673506945
2019-08-05,0.0853074052801609
2019-08-06,-0.002454800457250115
