Date,Frank
2019-05-01,-0.005277573373308123
2019-05-02,0.0025195270351305553
2019-05-03,0.028260028220218766
2019-05-06,-0.028013021860217473
2019-05-07,0.021020621599354326
2019-05-08,-0.006743643940622686
2019-05-09,0.004047688230196637
2019-05-10,0.0019337533344647925
2019-05-13,-0.00042638904958985924
2019-05-14,0.09852924514027366
2019-05-15,-0.05643446813125888
2019-05-16,0.029190740334549197
2019-05-17,-0.028453823102953996
2019-05-20,0.007944065436023703
2019-05-21,0.002083773046328209
2019-05-22,0.003046466499732098
2019-05-23,-0.0060402117379695745
2019-05-24,0.011621522737179465
2019-05-28,0.023060980525031777
2019-05-29,0.005195526730183535
2019-05-30,0.006866190527054987
2019-05-31,-0.01728224828151336
2019-06-03,-0.015847803827049964
2019-06-04,0.03836350081868737
2019-06-05,-0.051360446782728136
2019-06-06,0.01682153890071862
2019-06-07,-0.004565931708868244
2019-06-10,-0.0013174611957866
2019-06-11,-0.011552690421780528
2019-06-12,-0.0007016655839085402
2019-06-13,0.010778966087286124
2019-06-14,0.015019638865410587
2019-06-17,0.021163245192684144
2019-06-18,0.0026078146997802615
2019-06-19,-0.012635132460205522
2019-06-20,-0.009366459961426023
2019-06-21,0.01814078550780096
2019-06-24,0.033439855263994164
2019-06-25,0.006942860438199319
2019-06-26,-0.03068631855799442
2019-06-27,0.09419835980027645
2019-06-28,-0.053142919914213126
2019-07-01,-0.016173546698615607
2019-07-02,-0.0735324437940159
2019-07-03,0.0813658358320613
2019-07-05,0.001175552382446131
2019-07-08,-0.021238169239593263
2019-07-09,0.021568484434950425
2019-07-10,0.06671825136194667
2019-07-11,-0.05901695023064761
2019-07-12,-0.0026465792636922
2019-07-15,-0.05325147292090548
2019-07-16,0.0757452875694512
2019-07-17,-0.08792582284897363
2019-07-18,-0.04197565135827519
2019-07-19,0.06753206416899594
2019-07-22,0.028527940829166477
2019-07-23,-0.04539436005745151
2019-07-24,0.021231968014096766
2019-07-25,0.003141515918473583
2019-07-26,-0.015151881553630118
2019-07-29,-0.007145536937217277
2019-07-30,-0.011497469348981281
2019-07-31,0.01465699886959618
2019-08-01,-0.019958402197511552
2019-08-02,0.0414926607644238
2019-08-05,0.027454870186912034
2019-08-06,0.0008913579544907778
2019-08-07,0.023811013140833993
