,Date,bitcoin price,Close,log return bitcoin,log return future
375,2019-08-08,11736.187137730823,11825.0,-0.018612359500632628,-0.018018505502678365
376,2019-08-07,11956.670767236345,12040.0,0.045610549789381546,0.005830920310793144
377,2019-08-06,11423.570356488723,11970.0,-0.02302417479454884,-0.008319515539558389
378,2019-08-05,11689.639899185495,12070.0,0.11568692855990323,0.12001211306779393
379,2019-08-02,10412.594075081151,10705.0,0.002294855158788356,0.01743271473208237
380,2019-08-01,10388.726077125491,10520.0,0.03360134823941843,0.03383599724909529
381,2019-07-31,10045.450434013808,10170.0,0.04682482602935977,0.03859160921242904
382,2019-07-30,9585.91671823731,9785.0,0.007738351934160712,0.02012971195269262
383,2019-07-29,9512.023794522804,9590.0,-0.03308974435130581,-0.05032828251082819
384,2019-07-26,9832.039652533123,10085.0,-0.005484881552517216,0.001488464675704186
385,2019-07-25,9886.1153893852,10070.0,0.009223802341208323,0.022596994639382046
386,2019-07-24,9795.347073150358,9845.0,-0.03384810440364777,-0.056283362621846425
387,2019-07-23,10132.576088856387,10415.0,-0.01728948059583029,0.0
388,2019-07-22,10309.286278306945,10415.0,-0.02390950084733612,-0.027930809746722098
389,2019-07-19,10558.746518379456,10710.0,-0.0016613721215649937,-0.004192878260035927
390,2019-07-18,10576.303105457679,10755.0,0.07198486436303277,0.07528879994376629
391,2019-07-17,9841.725762753344,9975.0,0.012680845160272389,0.016170135047502848
392,2019-07-16,9717.712321683284,9815.0,-0.10553314076172464,-0.11987514577458853
393,2019-07-15,10799.322208424364,11065.0,-0.08789319595911968,-0.07022723511856366
394,2019-07-12,11791.472133427285,11870.0,0.036072251074262304,0.003798274243580003
395,2019-07-11,11373.707347125859,11825.0,-0.05317275624329158,-0.050701152933036696
396,2019-07-10,11994.846207309862,12440.0,-0.04546718953297579,-0.041721911017319105
397,2019-07-09,12552.806478250142,12970.0,0.020323157989325158,0.025772609609641176
398,2019-07-08,12300.26868382681,12640.0,0.10876316153258177,0.09975040276705942
399,2019-07-05,11032.63771579721,11440.0,-0.03558789701684434,-0.006100236782139465
400,2019-07-03,11432.336119574411,11510.0,0.06758797896085914,0.034470933911354855
401,2019-07-02,10685.181369858105,11120.0,0.006241316727726898,0.056418103933576574
402,2019-07-01,10618.699451800683,10510.0,-0.14993265724883723,-0.11271683580288884
403,2019-06-28,12336.337845438738,11764.0,0.12663231063036084,0.08041821736149352
404,2019-06-27,10869.023826900699,10855.0,-0.14072529592909425,-0.24618331742850771
405,2019-06-26,12511.424522463953,13885.0,0.0764965214220817,0.19895169206057808
406,2019-06-25,11590.034885058418,11380.0,0.05379450952805518,0.038974697723358584
407,2019-06-24,10983.027841284094,10945.0,0.10210988010377521,0.09229964065145367
408,2019-06-21,9916.908976625313,9980.0,0.04067063552451117,0.03621921014952476
409,2019-06-20,9521.673699466148,9625.0,0.03243251737304975,0.044074029906632464
410,2019-06-19,9217.815922496673,9210.0,0.01973801938291849,0.010368442136589011
411,2019-06-18,9037.658319203028,9115.0,-0.024223533802799197,-0.02865835488750691
412,2019-06-17,9259.255438029399,9380.0,0.0740622814106421,0.10559745441026755
413,2019-06-14,8598.272902101897,8440.0,0.0337414755508757,0.018535657729339555
414,2019-06-13,8312.994410794056,8285.0,0.021227520002883325,0.010922438682733251
415,2019-06-12,8138.389922251599,8195.0,0.027228617689880098,0.03413300636945862
416,2019-06-11,7919.7825093666825,7920.0,-0.0038810883869425106,-0.011299555253933394
417,2019-06-10,7950.579609767597,8010.0,-0.0009504787984321663,0.0
418,2019-06-07,7958.140059576371,8010.0,0.026166096735840933,0.05122758920667338
419,2019-06-06,7752.607318350613,7610.0,-0.002837908667510625,-0.02913770393438968
420,2019-06-05,7774.63975809409,7835.0,0.029423711841378496,0.027168553314508886
421,2019-06-04,7549.213697315213,7625.0,-0.12114046696573565,-0.12497026032248894
422,2019-06-03,8521.427542581305,8640.0,-0.0015724864412533855,0.01222722656956034
423,2019-05-31,8534.837912901554,8535.0,0.033583160159126844,-0.016846172425854837
424,2019-05-30,8252.970573351313,8680.0,-0.047731519776518835,-0.0086034370655564
425,2019-05-29,8656.45014713307,8755.0,-0.005131948825624941,-0.002281803614114363
