Date_UTC,CRIX_open
2021-03-25 00:00:00+00:00,9178.31031861324
2021-03-24 00:00:00+00:00,152579.318985899
2021-03-23 00:00:00+00:00,153236.658384756
2021-03-22 00:00:00+00:00,160800.249284248
2021-03-21 00:00:00+00:00,163019.38170648
2021-03-20 00:00:00+00:00,161865.217386327
2021-03-19 00:00:00+00:00,161113.31626643
2021-03-18 00:00:00+00:00,164121.602064395
2021-03-17 00:00:00+00:00,158122.75714981
2021-03-16 00:00:00+00:00,156291.020042204
2021-03-15 00:00:00+00:00,165539.651238563
2021-03-14 00:00:00+00:00,170525.177127137
2021-03-13 00:00:00+00:00,159619.798404247
2021-03-12 00:00:00+00:00,161185.847278892
2021-03-11 00:00:00+00:00,156783.028331341
2021-03-10 00:00:00+00:00,152745.692721677
2021-03-09 00:00:00+00:00,146055.534705822
2021-03-08 00:00:00+00:00,143415.344504523
2021-03-07 00:00:00+00:00,137906.836588926
2021-03-06 00:00:00+00:00,137141.748814553
2021-03-05 00:00:00+00:00,137170.263024292
2021-03-04 00:00:00+00:00,141934.584586531
2021-03-03 00:00:00+00:00,136225.812597534
2021-03-02 00:00:00+00:00,138730.117588265
2021-03-01 00:00:00+00:00,126266.892696061
2021-02-28 00:00:00+00:00,130976.35026998
2021-02-27 00:00:00+00:00,130490.555567016
2021-02-26 00:00:00+00:00,131509.089326211
2021-02-25 00:00:00+00:00,139636.980165552
2021-02-24 00:00:00+00:00,136498.504182811
2021-02-23 00:00:00+00:00,152765.37307941
2021-02-22 00:00:00+00:00,161936.635620357
2021-02-21 00:00:00+00:00,157678.580971741
2021-02-20 00:00:00+00:00,157274.241644219
2021-02-19 00:00:00+00:00,145028.246760037
2021-02-18 00:00:00+00:00,146180.356802093
2021-02-17 00:00:00+00:00,138311.243643668
2021-02-16 00:00:00+00:00,134658.74370587
2021-02-15 00:00:00+00:00,136840.711997627
2021-02-14 00:00:00+00:00,132808.017264215
2021-02-13 00:00:00+00:00,133394.014835255
2021-02-12 00:00:00+00:00,133429.32857073
2021-02-11 00:00:00+00:00,125957.846023677
2021-02-10 00:00:00+00:00,129574.828902952
2021-02-09 00:00:00+00:00,128483.973671574
2021-02-08 00:00:00+00:00,108389.416197785
2021-02-07 00:00:00+00:00,109860.798864025
2021-02-06 00:00:00+00:00,106342.303249076
2021-02-05 00:00:00+00:00,103348.488554586
2021-02-04 00:00:00+00:00,104518.468839187
2021-02-03 00:00:00+00:00,98949.1792546214
2021-02-02 00:00:00+00:00,93210.9484608839
2021-02-01 00:00:00+00:00,93005.7110510801
2021-01-31 00:00:00+00:00,95677.076983234
2021-01-30 00:00:00+00:00,94730.9196570355
2021-01-29 00:00:00+00:00,91746.8631027207
2021-01-28 00:00:00+00:00,84530.856367987
2021-01-27 00:00:00+00:00,90607.9233816348
2021-01-26 00:00:00+00:00,90078.3478778846
2021-01-25 00:00:00+00:00,89986.000973123
2021-01-24 00:00:00+00:00,89280.615313436
2021-01-23 00:00:00+00:00,91604.8719221402
2021-01-22 00:00:00+00:00,86053.0004643493
2021-01-21 00:00:00+00:00,98657.775478883
2021-01-20 00:00:00+00:00,99988.7182200822
2021-01-19 00:00:00+00:00,101446.172635347
2021-01-18 00:00:00+00:00,99943.6504886559
2021-01-17 00:00:00+00:00,99782.9508481603
2021-01-16 00:00:00+00:00,101136.559745022
2021-01-15 00:00:00+00:00,107403.313017469
2021-01-14 00:00:00+00:00,102794.967372171
2021-01-13 00:00:00+00:00,92812.9217340574
2021-01-12 00:00:00+00:00,97585.2102621162
2021-01-11 00:00:00+00:00,105401.985158504
2021-01-10 00:00:00+00:00,110484.266260659
2021-01-09 00:00:00+00:00,111670.818720717
2021-01-08 00:00:00+00:00,108475.200527469
2021-01-07 00:00:00+00:00,100613.589324421
2021-01-06 00:00:00+00:00,93500.1547434981
2021-01-05 00:00:00+00:00,86756.2680474518
2021-01-04 00:00:00+00:00,90717.6752547644
2021-01-03 00:00:00+00:00,88038.2538516294
2021-01-02 00:00:00+00:00,80690.9133329052
2021-01-01 00:00:00+00:00,79776.6925598887
2020-12-31 00:00:00+00:00,79012.3923939278
2020-12-30 00:00:00+00:00,75396.1404525485
2020-12-29 00:00:00+00:00,74674.5503007466
2020-12-28 00:00:00+00:00,73451.7285193568
2020-12-27 00:00:00+00:00,73315.79683167
2020-12-26 00:00:00+00:00,68664.783230545
2020-12-25 00:00:00+00:00,66521.2528649943
2020-12-24 00:00:00+00:00,64561.4790168319
2020-12-23 00:00:00+00:00,67143.1329320283
2020-12-22 00:00:00+00:00,65029.3018464437
2020-12-21 00:00:00+00:00,67190.4717131322
2020-12-20 00:00:00+00:00,68287.4612123616
2020-12-19 00:00:00+00:00,66209.1787339862
2020-12-18 00:00:00+00:00,65275.8743279166
2020-12-17 00:00:00+00:00,61203.913014222
2020-12-16 00:00:00+00:00,55475.833502775
2020-12-15 00:00:00+00:00,55289.2019551512
2020-12-14 00:00:00+00:00,55077.2799905987
2020-12-13 00:00:00+00:00,54039.2461429377
2020-12-12 00:00:00+00:00,52308.5059259338
2020-12-11 00:00:00+00:00,53126.4525322384
2020-12-10 00:00:00+00:00,53890.9081145466
2020-12-09 00:00:00+00:00,53166.0155025744
2020-12-08 00:00:00+00:00,55814.3736927509
2020-12-07 00:00:00+00:00,56178.7407033946
2020-12-06 00:00:00+00:00,55446.1203145987
2020-12-05 00:00:00+00:00,54234.5900785616
2020-12-04 00:00:00+00:00,56657.2441645258
2020-12-03 00:00:00+00:00,56084.8618075194
2020-12-02 00:00:00+00:00,54965.7125773571
2020-12-01 00:00:00+00:00,57349.128393721
2020-11-30 00:00:00+00:00,53021.565803427
2020-11-29 00:00:00+00:00,52028.2402307829
2020-11-28 00:00:00+00:00,50035.9660856452
2020-11-27 00:00:00+00:00,49995.097750076
2020-11-26 00:00:00+00:00,54885.0681972806
2020-11-25 00:00:00+00:00,56222.2852530735
2020-11-24 00:00:00+00:00,53695.8884661997
2020-11-23 00:00:00+00:00,52627.1816622182
2020-11-22 00:00:00+00:00,53382.5834684357
2020-11-21 00:00:00+00:00,52325.2151121723
2020-11-20 00:00:00+00:00,50037.407143269
2020-11-19 00:00:00+00:00,49954.5611399966
2020-11-18 00:00:00+00:00,49571.0246370047
2020-11-17 00:00:00+00:00,46986.7024881817
2020-11-16 00:00:00+00:00,44876.5582268007
2020-11-15 00:00:00+00:00,45163.9185305998
2020-11-14 00:00:00+00:00,45764.5302413286
2020-11-13 00:00:00+00:00,45495.3272180744
2020-11-12 00:00:00+00:00,44039.144059917
2020-11-11 00:00:00+00:00,42911.6161045663
2020-11-10 00:00:00+00:00,43060.2879783931
2020-11-09 00:00:00+00:00,43528.5715735601
2020-11-08 00:00:00+00:00,41684.7607002186
2020-11-07 00:00:00+00:00,43746.9681868093
2020-11-06 00:00:00+00:00,43520.5958311751
2020-11-05 00:00:00+00:00,39614.6617152937
2020-11-04 00:00:00+00:00,39372.2930457298
2020-11-03 00:00:00+00:00,38290.6456497782
2020-11-02 00:00:00+00:00,38783.383715605
2020-11-01 00:00:00+00:00,38923.0240013594
2020-10-31 00:00:00+00:00,38276.3920942793
2020-10-30 00:00:00+00:00,38109.0756698583
2020-10-29 00:00:00+00:00,37612.1131183335
2020-10-28 00:00:00+00:00,38803.9145615664
2020-10-27 00:00:00+00:00,37230.2184298502
2020-10-26 00:00:00+00:00,37085.675578113
2020-10-25 00:00:00+00:00,37378.0358828375
2020-10-24 00:00:00+00:00,36822.2665442201
2020-10-23 00:00:00+00:00,36935.5219391995
2020-10-22 00:00:00+00:00,36358.5165058833
2020-10-21 00:00:00+00:00,33945.6326336422
2020-10-20 00:00:00+00:00,33572.6790680591
2020-10-19 00:00:00+00:00,32908.2411341572
2020-10-18 00:00:00+00:00,32544.2724306778
2020-10-17 00:00:00+00:00,32558.8668138699
2020-10-16 00:00:00+00:00,33027.8620686654
2020-10-15 00:00:00+00:00,32902.8073257019
2020-10-14 00:00:00+00:00,32920.87146917
2020-10-13 00:00:00+00:00,33231.8915926584
2020-10-12 00:00:00+00:00,32770.7509946975
2020-10-11 00:00:00+00:00,32573.1824578475
2020-10-10 00:00:00+00:00,31875.3949794022
2020-10-09 00:00:00+00:00,31374.4116072801
2020-10-08 00:00:00+00:00,30799.8957758453
2020-10-07 00:00:00+00:00,30616.7531278451
2020-10-06 00:00:00+00:00,31124.1075223985
2020-10-05 00:00:00+00:00,30836.6900773969
2020-10-04 00:00:00+00:00,30442.5423968145
2020-10-03 00:00:00+00:00,30495.9442055787
2020-10-02 00:00:00+00:00,30688.9298473971
2020-10-01 00:00:00+00:00,31080.7534941548
2020-09-30 00:00:00+00:00,31246.4604410987
2020-09-29 00:00:00+00:00,30845.6315449468
2020-09-28 00:00:00+00:00,31039.156004909
2020-09-27 00:00:00+00:00,30923.9198336978
2020-09-26 00:00:00+00:00,30744.9809533521
2020-09-25 00:00:00+00:00,30768.6945494487
2020-09-24 00:00:00+00:00,29340.618507915
2020-09-23 00:00:00+00:00,30223.0745434014
2020-09-22 00:00:00+00:00,30087.9835685336
2020-09-21 00:00:00+00:00,31371.947640757
2020-09-20 00:00:00+00:00,31861.6788367289
2020-09-19 00:00:00+00:00,31468.1489361471
2020-09-18 00:00:00+00:00,31525.1696491646
2020-09-17 00:00:00+00:00,31439.5983917955
2020-09-16 00:00:00+00:00,31002.0500829029
2020-09-15 00:00:00+00:00,30834.4438713004
2020-09-14 00:00:00+00:00,30037.7165198885
2020-09-13 00:00:00+00:00,30291.1004379146
2020-09-12 00:00:00+00:00,30129.1723843339
2020-09-11 00:00:00+00:00,30006.4848144983
2020-09-10 00:00:00+00:00,29661.0645421364
2020-09-09 00:00:00+00:00,29362.7989248363
2020-09-08 00:00:00+00:00,30049.8742857738
2020-09-07 00:00:00+00:00,29729.1090993033
2020-09-06 00:00:00+00:00,29353.4745711326
2020-09-05 00:00:00+00:00,30357.2067713026
2020-09-04 00:00:00+00:00,29614.3149015081
2020-09-03 00:00:00+00:00,33049.664457623
2020-09-02 00:00:00+00:00,34623.2370885509
2020-09-01 00:00:00+00:00,33833.9206146075
2020-08-31 00:00:00+00:00,33882.4737387499
2020-08-30 00:00:00+00:00,33345.4532427034
2020-08-29 00:00:00+00:00,33283.9011227041
2020-08-28 00:00:00+00:00,32766.7485297178
2020-08-27 00:00:00+00:00,33268.0602403644
2020-08-26 00:00:00+00:00,33019.8992067953
2020-08-25 00:00:00+00:00,33997.5063512139
2020-08-24 00:00:00+00:00,33738.2920793618
2020-08-23 00:00:00+00:00,33800.4584191121
2020-08-22 00:00:00+00:00,33350.706081208
2020-08-21 00:00:00+00:00,34207.735318207
2020-08-20 00:00:00+00:00,33829.1121959551
2020-08-19 00:00:00+00:00,34644.4709497333
2020-08-18 00:00:00+00:00,35441.1155203014
2020-08-17 00:00:00+00:00,34728.9945530132
2020-08-16 00:00:00+00:00,34564.3305327555
2020-08-15 00:00:00+00:00,34212.1863380604
2020-08-14 00:00:00+00:00,34025.2206968564
2020-08-13 00:00:00+00:00,33083.4845848827
2020-08-12 00:00:00+00:00,32563.3450126077
2020-08-11 00:00:00+00:00,33725.0098777458
2020-08-10 00:00:00+00:00,33248.2607644775
2020-08-09 00:00:00+00:00,33341.4455358872
2020-08-08 00:00:00+00:00,32730.4904462892
2020-08-07 00:00:00+00:00,33387.8470514995
2020-08-06 00:00:00+00:00,33332.422527308
2020-08-05 00:00:00+00:00,32127.9525861844
2020-08-04 00:00:00+00:00,32072.3680026196
2020-08-03 00:00:00+00:00,31361.8199444268
