Date_UTC,CRIX_open
2020-08-02 00:00:00+00:00,33227.7325327107
2020-08-01 00:00:00+00:00,31453.120514377
2020-07-31 00:00:00+00:00,30813.1769920296
2020-07-30 00:00:00+00:00,30506.3763673079
2020-07-29 00:00:00+00:00,30048.3682624494
2020-07-28 00:00:00+00:00,30032.1963198823
2020-07-27 00:00:00+00:00,27674.465349941
2020-07-26 00:00:00+00:00,27121.9727508736
2020-07-25 00:00:00+00:00,26269.1482964775
2020-07-24 00:00:00+00:00,26376.9717832745
2020-07-23 00:00:00+00:00,26039.9510991163
2020-07-22 00:00:00+00:00,25469.9632807245
2020-07-21 00:00:00+00:00,24812.6069390824
2020-07-20 00:00:00+00:00,25043.1046939482
2020-07-19 00:00:00+00:00,24891.4256041186
2020-07-18 00:00:00+00:00,24800.5936085903
2020-07-17 00:00:00+00:00,24810.4744546102
2020-07-16 00:00:00+00:00,25089.8449723174
2020-07-15 00:00:00+00:00,25198.8565036366
2020-07-14 00:00:00+00:00,25115.9208518196
2020-07-13 00:00:00+00:00,25277.197539474
2020-07-12 00:00:00+00:00,25073.3500088595
2020-07-11 00:00:00+00:00,25155.4791551316
2020-07-10 00:00:00+00:00,25104.6601532611
2020-07-09 00:00:00+00:00,25623.9664259163
2020-07-08 00:00:00+00:00,24952.5150092103
2020-07-07 00:00:00+00:00,25155.1158996303
2020-07-06 00:00:00+00:00,24195.4111134775
2020-07-05 00:00:00+00:00,24318.1551962642
2020-07-04 00:00:00+00:00,24103.94132641
2020-07-03 00:00:00+00:00,24154.3954505701
2020-07-02 00:00:00+00:00,24508.3233978072
2020-07-01 00:00:00+00:00,24220.3933893521
2020-06-30 00:00:00+00:00,24350.4762615879
2020-06-29 00:00:00+00:00,24202.2138879391
2020-06-28 00:00:00+00:00,23896.6893705311
2020-06-27 00:00:00+00:00,24403.6095991513
2020-06-26 00:00:00+00:00,24630.4022949306
2020-06-25 00:00:00+00:00,24784.627660606
2020-06-24 00:00:00+00:00,25539.4679421513
2020-06-23 00:00:00+00:00,25645.311480326
2020-06-22 00:00:00+00:00,24610.8034453224
2020-06-21 00:00:00+00:00,24780.6653876786
2020-06-20 00:00:00+00:00,24640.9906542369
2020-06-19 00:00:00+00:00,24913.228420756
2020-06-18 00:00:00+00:00,25099.0681979453
2020-06-17 00:00:00+00:00,25182.7353839103
2020-06-16 00:00:00+00:00,24970.5644120856
2020-06-15 00:00:00+00:00,24816.9662512088
2020-06-14 00:00:00+00:00,25164.7040258449
2020-06-13 00:00:00+00:00,25136.9995980345
2020-06-12 00:00:00+00:00,24733.5806133459
2020-06-11 00:00:00+00:00,26197.6894876592
2020-06-10 00:00:00+00:00,25919.0788989963
2020-06-09 00:00:00+00:00,25985.2301527762
2020-06-08 00:00:00+00:00,25863.8971192799
2020-06-07 00:00:00+00:00,25710.7107920043
2020-06-06 00:00:00+00:00,25640.2981614472
2020-06-05 00:00:00+00:00,25952.3945297966
2020-06-04 00:00:00+00:00,25671.3785049392
2020-06-03 00:00:00+00:00,25368.5194164056
2020-06-02 00:00:00+00:00,26775.3524029286
2020-06-01 00:00:00+00:00,25072.1262843168
2020-05-31 00:00:00+00:00,25721.4549392571
2020-05-30 00:00:00+00:00,24811.2889233361
2020-05-29 00:00:00+00:00,25044.9664942626
2020-05-28 00:00:00+00:00,25033.1956395293
2020-05-27 00:00:00+00:00,23318.6138385452
2020-05-26 00:00:00+00:00,23475.550078961
2020-05-25 00:00:00+00:00,23213.5209408537
2020-05-24 00:00:00+00:00,24048.3163684598
2020-05-23 00:00:00+00:00,24069.2229797091
2020-05-22 00:00:00+00:00,23883.4539860899
2020-05-21 00:00:00+00:00,24563.7243293897
2020-05-20 00:00:00+00:00,25312.9775013739
2020-05-19 00:00:00+00:00,25297.3645726356
2020-05-18 00:00:00+00:00,25035.0511422071
2020-05-17 00:00:00+00:00,24420.6480081485
2020-05-16 00:00:00+00:00,24214.6392923159
2020-05-15 00:00:00+00:00,25171.1329980029
2020-05-14 00:00:00+00:00,23139.0286825909
2020-05-13 00:00:00+00:00,23097.6959674101
2020-05-12 00:00:00+00:00,22621.839409768
2020-05-11 00:00:00+00:00,23356.4772611085
2020-05-10 00:00:00+00:00,25070.8846759573
2020-05-09 00:00:00+00:00,25572.680169347
2020-05-08 00:00:00+00:00,25849.1500057328
2020-05-07 00:00:00+00:00,24043.9804960512
2020-05-06 00:00:00+00:00,23802.9233450222
2020-05-05 00:00:00+00:00,23486.351660261
2020-05-04 00:00:00+00:00,23659.66543117
2020-05-03 00:00:00+00:00,23936.4583250128
2020-05-02 00:00:00+00:00,23587.0349506992
2020-05-01 00:00:00+00:00,23035.3605488184
2020-04-30 00:00:00+00:00,20455.8322561696
2020-04-29 00:00:00+00:00,18379.3261211184
2020-04-28 00:00:00+00:00,18331.3301831596
2020-04-27 00:00:00+00:00,18173.1156500445
2020-04-26 00:00:00+00:00,17739.7818513094
2020-04-25 00:00:00+00:00,17649.1640205098
2020-04-24 00:00:00+00:00,17426.6752183605
2020-04-23 00:00:00+00:00,16819.5782240761
2020-04-22 00:00:00+00:00,16159.8831848999
2020-04-21 00:00:00+00:00,16189.0104102878
2020-04-20 00:00:00+00:00,16831.0669069121
2020-04-19 00:00:00+00:00,17154.516036087
2020-04-18 00:00:00+00:00,16549.7888443074
2020-04-17 00:00:00+00:00,16612.8793699798
2020-04-16 00:00:00+00:00,15555.4491307128
2020-04-15 00:00:00+00:00,16070.5800225638
2020-04-14 00:00:00+00:00,16098.2376062495
2020-04-13 00:00:00+00:00,16217.710452957
2020-04-12 00:00:00+00:00,16115.6611380446
2020-04-11 00:00:00+00:00,16081.4969197975
2020-04-10 00:00:00+00:00,17087.7674288669
2020-04-09 00:00:00+00:00,17145.2940859839
2020-04-08 00:00:00+00:00,16811.5185891209
2020-04-07 00:00:00+00:00,17048.9129987419
2020-04-06 00:00:00+00:00,15727.7607301145
2020-04-05 00:00:00+00:00,15886.6255377152
2020-04-04 00:00:00+00:00,15611.3088150591
2020-04-03 00:00:00+00:00,15740.7093965357
2020-04-02 00:00:00+00:00,15068.7988220092
2020-04-01 00:00:00+00:00,14720.7057597614
2020-03-31 00:00:00+00:00,14653.4220897053
2020-03-30 00:00:00+00:00,13664.7557054757
2020-03-29 00:00:00+00:00,14353.9823202367
2020-03-28 00:00:00+00:00,14669.0476679833
2020-03-27 00:00:00+00:00,15397.5995088426
2020-03-26 00:00:00+00:00,15177.6057819276
2020-03-25 00:00:00+00:00,15287.8046515112
2020-03-24 00:00:00+00:00,14713.1716189356
2020-03-23 00:00:00+00:00,13424.3825020612
2020-03-22 00:00:00+00:00,14106.277385814
2020-03-21 00:00:00+00:00,14159.0863672022
2020-03-20 00:00:00+00:00,14228.848580753
2020-03-19 00:00:00+00:00,12423.7944586987
2020-03-18 00:00:00+00:00,12437.3798148677
2020-03-17 00:00:00+00:00,11694.8249648417
2020-03-16 00:00:00+00:00,12576.0958784665
2020-03-15 00:00:00+00:00,12157.3225351864
2020-03-14 00:00:00+00:00,12922.9628662161
2020-03-13 00:00:00+00:00,11728.0875732524
2020-03-12 00:00:00+00:00,18331.6769891149
2020-03-11 00:00:00+00:00,18376.4801667788
2020-03-10 00:00:00+00:00,18369.9434932765
2020-03-09 00:00:00+00:00,18599.7770616962
2020-03-08 00:00:00+00:00,20789.2317001675
2020-03-07 00:00:00+00:00,21342.0776159233
2020-03-06 00:00:00+00:00,20937.8100787436
2020-03-05 00:00:00+00:00,20337.4891251844
2020-03-04 00:00:00+00:00,20360.0253198012
2020-03-03 00:00:00+00:00,20728.5560971263
2020-03-02 00:00:00+00:00,19853.4715969029
2020-03-01 00:00:00+00:00,19865.6864124751
2020-02-29 00:00:00+00:00,20308.6629420226
2020-02-28 00:00:00+00:00,20421.5931773223
2020-02-27 00:00:00+00:00,20433.7958496878
2020-02-26 00:00:00+00:00,21880.7832975396
2020-02-25 00:00:00+00:00,22725.8761793628
2020-02-24 00:00:00+00:00,23514.9220611661
2020-02-23 00:00:00+00:00,22729.2739615799
2020-02-22 00:00:00+00:00,22862.6315083855
2020-02-21 00:00:00+00:00,22560.8809688257
2020-02-20 00:00:00+00:00,22724.8606909608
2020-02-19 00:00:00+00:00,24082.769087843
2020-02-18 00:00:00+00:00,22989.9121557425
2020-02-17 00:00:00+00:00,23432.5987007126
2020-02-16 00:00:00+00:00,23475.765704262
2020-02-15 00:00:00+00:00,24730.3436156783
2020-02-14 00:00:00+00:00,24332.0072730865
2020-02-13 00:00:00+00:00,24413.7511424401
2020-02-12 00:00:00+00:00,23818.7631322796
2020-02-11 00:00:00+00:00,23008.0942647001
2020-02-10 00:00:00+00:00,23528.3146429592
2020-02-09 00:00:00+00:00,22954.7359156289
2020-02-08 00:00:00+00:00,22706.1784544004
2020-02-07 00:00:00+00:00,22509.8014242247
2020-02-06 00:00:00+00:00,22111.7160377383
2020-02-05 00:00:00+00:00,20994.5779789395
2020-02-04 00:00:00+00:00,21211.121070033
2020-02-03 00:00:00+00:00,21213.3727331893
2020-02-02 00:00:00+00:00,21167.4337645195
2020-02-01 00:00:00+00:00,21008.2274860603
2020-01-31 00:00:00+00:00,21493.8421287631
2020-01-30 00:00:00+00:00,20868.8221645479
2020-01-29 00:00:00+00:00,20924.9526165313
2020-01-28 00:00:00+00:00,20034.795338227
2020-01-27 00:00:00+00:00,19417.165640398
2020-01-26 00:00:00+00:00,18793.0324104048
2020-01-25 00:00:00+00:00,18988.6078104713
2020-01-24 00:00:00+00:00,18946.7501222225
2020-01-23 00:00:00+00:00,19647.6069472157
2020-01-22 00:00:00+00:00,19761.6685064856
2020-01-21 00:00:00+00:00,19543.3808807629
2020-01-20 00:00:00+00:00,19556.8527882667
2020-01-19 00:00:00+00:00,20040.0131009025
2020-01-18 00:00:00+00:00,20157.0693925875
2020-01-17 00:00:00+00:00,19606.8035011684
2020-01-16 00:00:00+00:00,19795.0180451768
2020-01-15 00:00:00+00:00,19837.6800121672
2020-01-14 00:00:00+00:00,17765.6510566839
2020-01-13 00:00:00+00:00,17868.5033418109
2020-01-12 00:00:00+00:00,17528.8794387146
2020-01-11 00:00:00+00:00,17669.460869946
2020-01-10 00:00:00+00:00,16945.1988655536
2020-01-09 00:00:00+00:00,17370.9401388683
2020-01-08 00:00:00+00:00,17607.1828701642
2020-01-07 00:00:00+00:00,16995.9275622405
2020-01-06 00:00:00+00:00,16052.7525161215
2020-01-05 00:00:00+00:00,16033.646203017
2020-01-04 00:00:00+00:00,15938.686506154
2020-01-03 00:00:00+00:00,15156.8244197241
2020-01-02 00:00:00+00:00,15653.4140345525
2020-01-01 00:00:00+00:00,15625.2820962494
2019-12-31 00:00:00+00:00,15755.0901059498
2019-12-30 00:00:00+00:00,16068.7230522494
2019-12-29 00:00:00+00:00,15836.7973045988
2019-12-28 00:00:00+00:00,15657.7977911372
2019-12-27 00:00:00+00:00,15561.7665730169
2019-12-26 00:00:00+00:00,15525.3171874755
2019-12-25 00:00:00+00:00,15646.7905546641
2019-12-24 00:00:00+00:00,15790.385131604
2019-12-23 00:00:00+00:00,16081.6151493748
2019-12-22 00:00:00+00:00,15447.6252948685
2019-12-21 00:00:00+00:00,15570.9342502818
2019-12-20 00:00:00+00:00,15449.0166439688
2019-12-19 00:00:00+00:00,15696.0084093441
2019-12-18 00:00:00+00:00,14431.2046926301
2019-12-17 00:00:00+00:00,15214.9100932639
2019-12-16 00:00:00+00:00,15805.213630643
2019-12-15 00:00:00+00:00,15712.998247964
2019-12-14 00:00:00+00:00,16067.6480974227
2019-12-13 00:00:00+00:00,15988.4447196804
2019-12-12 00:00:00+00:00,15941.0380657812
2019-12-11 00:00:00+00:00,16054.419738058
2019-12-10 00:00:00+00:00,16293.1547825035
2019-12-09 00:00:00+00:00,16625.9189005953
2019-12-08 00:00:00+00:00,16538.2845396607
2019-12-07 00:00:00+00:00,16548.3264121885
2019-12-06 00:00:00+00:00,16316.8605092554
2019-12-05 00:00:00+00:00,15999.8173691366
2019-12-04 00:00:00+00:00,16173.9542127723
2019-12-03 00:00:00+00:00,16232.5827947462
2019-12-02 00:00:00+00:00,16447.4813383199
2019-12-01 00:00:00+00:00,16724.6113799353
2019-11-30 00:00:00+00:00,17065.1079416068
2019-11-29 00:00:00+00:00,16498.7447331385
2019-11-28 00:00:00+00:00,16597.7045207545
2019-11-27 00:00:00+00:00,15984.7746882925
2019-11-26 00:00:00+00:00,15817.5728788757
2019-11-25 00:00:00+00:00,15541.9397358018
2019-11-24 00:00:00+00:00,16360.9183125092
2019-11-23 00:00:00+00:00,16218.6283158077
2019-11-22 00:00:00+00:00,17029.2765352013
2019-11-21 00:00:00+00:00,18067.4347999517
2019-11-20 00:00:00+00:00,18177.9646946429
2019-11-19 00:00:00+00:00,18395.1054234304
2019-11-18 00:00:00+00:00,19102.2862860154
2019-11-17 00:00:00+00:00,19075.1105118183
2019-11-16 00:00:00+00:00,19000.8266360531
2019-11-15 00:00:00+00:00,19444.0553361171
2019-11-14 00:00:00+00:00,19710.8229944041
2019-11-13 00:00:00+00:00,19719.8677016632
2019-11-12 00:00:00+00:00,19612.0833059663
2019-11-11 00:00:00+00:00,20178.5651037229
2019-11-10 00:00:00+00:00,19717.212174912
2019-11-09 00:00:00+00:00,19596.5904372576
2019-11-08 00:00:00+00:00,20453.9990733858
2019-11-07 00:00:00+00:00,20795.8539783562
2019-11-06 00:00:00+00:00,20629.7507565201
2019-11-05 00:00:00+00:00,20653.1021103207
2019-11-04 00:00:00+00:00,20264.7999083472
2019-11-03 00:00:00+00:00,20448.6284444162
2019-11-02 00:00:00+00:00,20280.5878397307
2019-11-01 00:00:00+00:00,20163.6853269348
2019-10-31 00:00:00+00:00,20191.2498216427
2019-10-30 00:00:00+00:00,20718.5179033022
2019-10-29 00:00:00+00:00,20202.112239429
2019-10-28 00:00:00+00:00,20713.0529519724
2019-10-27 00:00:00+00:00,20170.3380858111
2019-10-26 00:00:00+00:00,19151.6904053174
2019-10-25 00:00:00+00:00,16618.1900324243
2019-10-24 00:00:00+00:00,16671.1204927733
2019-10-23 00:00:00+00:00,17907.0732595987
2019-10-22 00:00:00+00:00,18274.4619812742
2019-10-21 00:00:00+00:00,18258.2070359844
2019-10-20 00:00:00+00:00,17714.5316506148
2019-10-19 00:00:00+00:00,17758.0349525934
2019-10-18 00:00:00+00:00,18063.8869801902
2019-10-17 00:00:00+00:00,17824.9249627651
2019-10-16 00:00:00+00:00,18217.8946216327
2019-10-15 00:00:00+00:00,18580.6441590359
2019-10-14 00:00:00+00:00,18405.5543308395
2019-10-13 00:00:00+00:00,18378.0591456259
2019-10-12 00:00:00+00:00,18278.6169762244
2019-10-11 00:00:00+00:00,18954.6644300406
2019-10-10 00:00:00+00:00,19063.314196571
2019-10-09 00:00:00+00:00,18194.7929966913
2019-10-08 00:00:00+00:00,18187.4175240114
2019-10-07 00:00:00+00:00,17443.628105359
2019-10-06 00:00:00+00:00,17950.6139765986
2019-10-05 00:00:00+00:00,17969.5032150683
2019-10-04 00:00:00+00:00,18019.2155777596
2019-10-03 00:00:00+00:00,18393.6672233095
2019-10-02 00:00:00+00:00,18393.6672233095
2019-10-01 00:00:00+00:00,18229.0613770139
2019-09-30 00:00:00+00:00,17661.4387443565
2019-09-29 00:00:00+00:00,17996.8694534127
2019-09-28 00:00:00+00:00,17936.8832321526
2019-09-27 00:00:00+00:00,17704.6991833341
2019-09-26 00:00:00+00:00,18423.360335165
2019-09-25 00:00:00+00:00,19010.1917668513
2019-09-24 00:00:00+00:00,21162.7762351146
2019-09-23 00:00:00+00:00,21990.1240681292
2019-09-22 00:00:00+00:00,22013.3783524146
2019-09-21 00:00:00+00:00,22376.2745163094
2019-09-20 00:00:00+00:00,22588.0367366386
2019-09-19 00:00:00+00:00,22373.1927007826
2019-09-18 00:00:00+00:00,22304.4053360093
2019-09-17 00:00:00+00:00,22139.5620582977
2019-09-16 00:00:00+00:00,22099.8194718652
2019-09-15 00:00:00+00:00,22181.3616158918
2019-09-14 00:00:00+00:00,22067.4884937366
2019-09-13 00:00:00+00:00,22133.6484311844
2019-09-12 00:00:00+00:00,21667.9741624609
2019-09-11 00:00:00+00:00,21645.9954581759
2019-09-10 00:00:00+00:00,22032.5783219427
