,Date,PX_LAST,contract_name,BITX Price,% Change,log return future,log return BITX
10,2021-05-13 20:00:00+00:00,48485.0,BTCM1 Curncy,61140.56,-11.16%,-0.1196032473721272,-0.1183612079678336
11,2021-05-12 20:00:00+00:00,54645.0,BTCM1 Curncy,68822.91,-2.54%,-0.0423689719148536,-0.0256962730974971
12,2021-05-11 20:00:00+00:00,57010.0,BTCM1 Curncy,70614.32,2.20%,0.0189470032696767,0.0218060200019173
13,2021-05-10 20:00:00+00:00,55940.0,BTCM1 Curncy,69091.17,-1.10%,-0.0359908941145356,0.0107786435775159
14,2021-05-07 20:00:00+00:00,57990.0,BTCM1 Curncy,68350.46,1.78%,0.0263839887033625,0.0176740994890412
15,2021-05-06 20:00:00+00:00,56480.0,BTCM1 Curncy,67153.04,-0.89%,-0.0192018525217622,-0.0089377898806551
16,2021-05-05 20:00:00+00:00,57575.0,BTCM1 Curncy,67755.93,4.64%,0.0504024053813606,0.0453158911491361
17,2021-05-04 20:00:00+00:00,54745.0,BTCM1 Curncy,64754.04,-2.76%,-0.0593935613094369,-0.0279589243575175
18,2021-05-03 20:00:00+00:00,58095.0,BTCM1 Curncy,66590.04,3.67%,0.0095123512143707,0.0498640091495712
19,2021-04-30 20:00:00+00:00,57545.0,BTCM1 Curncy,63351.02,6.55%,0.0820866754207396,0.0634542962806105
20,2021-04-29 20:00:00+00:00,53010.0,BTCK1 Curncy,59456.01,-3.66%,-0.0494098012974383,-0.037274584278731
21,2021-04-28 20:00:00+00:00,55695.0,BTCK1 Curncy,61714.03,1.93%,0.0130118398563282,0.0190811327934895
22,2021-04-27 20:00:00+00:00,54975.0,BTCK1 Curncy,60547.62,2.33%,0.0118940102983315,0.0230800680067848
23,2021-04-26 20:00:00+00:00,54325.0,BTCK1 Curncy,59166.18,9.65%,0.0622769295215145,0.0576512054084895
24,2021-04-23 20:00:00+00:00,51045.0,BTCK1 Curncy,55851.64,-4.66%,-0.038809980592807,-0.0477145951374314
25,2021-04-22 20:00:00+00:00,53065.0,BTCK1 Curncy,58581.18,-2.74%,-0.0532982556894824,-0.0278336194665042
26,2021-04-21 20:00:00+00:00,55970.0,BTCK1 Curncy,60234.61,-0.58%,-0.0196379597053674,-0.0057751445935631
27,2021-04-20 20:00:00+00:00,57080.0,BTCK1 Curncy,60583.48,2.05%,0.0095938772214273,0.0203241595322963
28,2021-04-19 20:00:00+00:00,56535.0,BTCK1 Curncy,59364.6,0.02%,-0.0983847957924487,-0.1021783118378184
29,2021-04-16 20:00:00+00:00,62380.0,BTCK1 Curncy,65751.1,-2.03%,-0.0303926775383929,-0.0205594742007585
30,2021-04-15 20:00:00+00:00,64305.0,BTCK1 Curncy,67116.9,3.23%,0.0223297272189313,0.0317961755856626
31,2021-04-14 20:00:00+00:00,62885.0,BTCK1 Curncy,65016.41,-0.79%,-0.0196825752526951,-0.0079191686092081
32,2021-04-13 20:00:00+00:00,64135.0,BTCK1 Curncy,65533.33,5.50%,0.0501163725785027,0.0535794121324595
33,2021-04-12 20:00:00+00:00,61000.0,BTCK1 Curncy,62114.5,0.54%,0.030881808175611,0.0318456208003348
34,2021-04-09 20:00:00+00:00,59145.0,BTCK1 Curncy,60167.59,1.09%,0.0101963666970122,0.0108488308503093
35,2021-04-08 20:00:00+00:00,58545.0,BTCK1 Curncy,59518.37,3.01%,0.0325507191191601,0.0296990780177936
