,Date,PX_LAST,contract_name,eth Price,log return future,log return eth
45,2021-03-25 20:00:00+00:00,52405.0,BTCJ1 Curncy,1605.3413055535611,-0.0479674761149589,-0.0182836604374971
46,2021-03-24 20:00:00+00:00,54980.0,BTCJ1 Curncy,1634.962790273286,-0.0048083558280386,-0.0424037491070563
47,2021-03-23 20:00:00+00:00,55245.0,BTCJ1 Curncy,1705.7822359796398,-0.0142878829036679,-0.0187995084625674
48,2021-03-22 20:00:00+00:00,56040.0,BTCJ1 Curncy,1738.1534314577643,-0.0636012512021833,-0.0497192456336294
49,2021-03-19 20:00:00+00:00,59720.0,BTCJ1 Curncy,1826.757521405912,0.0283622645270892,0.0325226707954809
50,2021-03-18 20:00:00+00:00,58050.0,BTCJ1 Curncy,1768.302201847123,-0.011305361932194,-0.0320148247807225
51,2021-03-17 20:00:00+00:00,58710.0,BTCJ1 Curncy,1825.830045406165,0.0363361023100918,0.0231240526551866
52,2021-03-16 20:00:00+00:00,56615.0,BTCJ1 Curncy,1784.093869811519,-0.0182897244442532,-0.0011762457522332
53,2021-03-15 20:00:00+00:00,57660.0,BTCJ1 Curncy,1786.1936373266851,-0.0032897614294294,0.0253184589171928
54,2021-03-12 21:00:00+00:00,57850.0,BTCJ1 Curncy,1741.5376627689825,-0.013137182884106,-0.0387793830008676
55,2021-03-11 21:00:00+00:00,58615.0,BTCJ1 Curncy,1810.400008834084,0.023301019674112,0.0004587935043789
56,2021-03-10 21:00:00+00:00,57265.0,BTCJ1 Curncy,1809.569599577456,0.0346454973628053,-0.0138908565262339
57,2021-03-09 21:00:00+00:00,55315.0,BTCJ1 Curncy,1834.881466007069,0.0483337917797217,0.0349956984032061
58,2021-03-08 21:00:00+00:00,52705.0,BTCJ1 Curncy,1771.7791032299672,0.0515879268357054,0.1438865365695385
59,2021-03-05 21:00:00+00:00,50055.0,BTCJ1 Curncy,1534.3358988926143,0.0242656734751404,0.0021241278799358
60,2021-03-04 21:00:00+00:00,48855.0,BTCJ1 Curncy,1531.0802321829117,-0.0531133543997916,-0.0297496622047374
61,2021-03-03 21:00:00+00:00,51520.0,BTCJ1 Curncy,1577.3136564478234,0.0615409479591307,0.0709244496154817
62,2021-03-02 21:00:00+00:00,48445.0,BTCJ1 Curncy,1469.3185663030172,-0.0186099440328838,-0.0332233145947165
63,2021-03-01 21:00:00+00:00,49355.0,BTCJ1 Curncy,1518.954163281258,0.050914798291937,0.0491645004858619
64,2021-02-26 21:00:00+00:00,46905.0,BTCJ1 Curncy,1446.081590462315,-0.0521297422502328,-0.0855550673956903
65,2021-02-25 21:00:00+00:00,49415.0,BTCH1 Curncy,1575.2478334652856,-0.0080621216686723,-0.0178049759728852
66,2021-02-24 21:00:00+00:00,49815.0,BTCH1 Curncy,1603.5462621259653,0.0332683741935688,0.0511383954840646
67,2021-02-23 21:00:00+00:00,48185.0,BTCH1 Curncy,1523.6049354760244,-0.1259014453192968,-0.1481825379213431
