,btc,eth,xrp,ltc,xmr,bch,link,eos,bnb,xem,ada,dot,etc,bsv,dash
2017-01-01,0.9150063496173696,0.046713485004396434,0.01623136069115647,0.01335425653360078,0.00869454815347671,,,,,,,,,,
2017-01-02,0.9150063496173696,0.046713485004396434,0.01623136069115647,0.01335425653360078,0.00869454815347671,,,,,,,,,,
2017-01-03,0.9150063496173696,0.046713485004396434,0.01623136069115647,0.01335425653360078,0.00869454815347671,,,,,,,,,,
2017-01-04,0.9150063496173696,0.046713485004396434,0.01623136069115647,0.01335425653360078,0.00869454815347671,,,,,,,,,,
2017-01-05,0.9150063496173696,0.046713485004396434,0.01623136069115647,0.01335425653360078,0.00869454815347671,,,,,,,,,,
2017-01-06,0.9150063496173696,0.046713485004396434,0.01623136069115647,0.01335425653360078,0.00869454815347671,,,,,,,,,,
2017-01-07,0.9150063496173696,0.046713485004396434,0.01623136069115647,0.01335425653360078,0.00869454815347671,,,,,,,,,,
2017-01-08,0.9150063496173696,0.046713485004396434,0.01623136069115647,0.01335425653360078,0.00869454815347671,,,,,,,,,,
2017-01-09,0.9150063496173696,0.046713485004396434,0.01623136069115647,0.01335425653360078,0.00869454815347671,,,,,,,,,,
2017-01-10,0.9150063496173696,0.046713485004396434,0.01623136069115647,0.01335425653360078,0.00869454815347671,,,,,,,,,,
2017-01-11,0.9150063496173696,0.046713485004396434,0.01623136069115647,0.01335425653360078,0.00869454815347671,,,,,,,,,,
2017-01-12,0.9150063496173696,0.046713485004396434,0.01623136069115647,0.01335425653360078,0.00869454815347671,,,,,,,,,,
2017-01-13,0.9150063496173696,0.046713485004396434,0.01623136069115647,0.01335425653360078,0.00869454815347671,,,,,,,,,,
2017-01-14,0.9150063496173696,0.046713485004396434,0.01623136069115647,0.01335425653360078,0.00869454815347671,,,,,,,,,,
2017-01-15,0.9150063496173696,0.046713485004396434,0.01623136069115647,0.01335425653360078,0.00869454815347671,,,,,,,,,,
2017-01-16,0.9150063496173696,0.046713485004396434,0.01623136069115647,0.01335425653360078,0.00869454815347671,,,,,,,,,,
2017-01-17,0.9150063496173696,0.046713485004396434,0.01623136069115647,0.01335425653360078,0.00869454815347671,,,,,,,,,,
2017-01-18,0.9150063496173696,0.046713485004396434,0.01623136069115647,0.01335425653360078,0.00869454815347671,,,,,,,,,,
2017-01-19,0.9150063496173696,0.046713485004396434,0.01623136069115647,0.01335425653360078,0.00869454815347671,,,,,,,,,,
2017-01-20,0.9150063496173696,0.046713485004396434,0.01623136069115647,0.01335425653360078,0.00869454815347671,,,,,,,,,,
2017-01-21,0.9150063496173696,0.046713485004396434,0.01623136069115647,0.01335425653360078,0.00869454815347671,,,,,,,,,,
2017-01-22,0.9150063496173696,0.046713485004396434,0.01623136069115647,0.01335425653360078,0.00869454815347671,,,,,,,,,,
2017-01-23,0.9150063496173696,0.046713485004396434,0.01623136069115647,0.01335425653360078,0.00869454815347671,,,,,,,,,,
2017-01-24,0.9150063496173696,0.046713485004396434,0.01623136069115647,0.01335425653360078,0.00869454815347671,,,,,,,,,,
2017-01-25,0.9150063496173696,0.046713485004396434,0.01623136069115647,0.01335425653360078,0.00869454815347671,,,,,,,,,,
2017-01-26,0.9150063496173696,0.046713485004396434,0.01623136069115647,0.01335425653360078,0.00869454815347671,,,,,,,,,,
2017-01-27,0.9150063496173696,0.046713485004396434,0.01623136069115647,0.01335425653360078,0.00869454815347671,,,,,,,,,,
2017-01-28,0.9150063496173696,0.046713485004396434,0.01623136069115647,0.01335425653360078,0.00869454815347671,,,,,,,,,,
2017-01-29,0.9150063496173696,0.046713485004396434,0.01623136069115647,0.01335425653360078,0.00869454815347671,,,,,,,,,,
2017-01-30,0.9150063496173696,0.046713485004396434,0.01623136069115647,0.01335425653360078,0.00869454815347671,,,,,,,,,,
2017-01-31,0.9150063496173696,0.046713485004396434,0.01623136069115647,0.01335425653360078,0.00869454815347671,,,,,,,,,,
2017-02-01,0.9070088237521446,0.05509010507352076,0.014776959784677936,0.012244342724655183,0.010879768665001443,,,,,,,,,,
2017-02-02,0.9070088237521446,0.05509010507352076,0.014776959784677936,0.012244342724655183,0.010879768665001443,,,,,,,,,,
2017-02-03,0.9070088237521446,0.05509010507352076,0.014776959784677936,0.012244342724655183,0.010879768665001443,,,,,,,,,,
2017-02-04,0.9070088237521446,0.05509010507352076,0.014776959784677936,0.012244342724655183,0.010879768665001443,,,,,,,,,,
2017-02-05,0.9070088237521446,0.05509010507352076,0.014776959784677936,0.012244342724655183,0.010879768665001443,,,,,,,,,,
2017-02-06,0.9070088237521446,0.05509010507352076,0.014776959784677936,0.012244342724655183,0.010879768665001443,,,,,,,,,,
2017-02-07,0.9070088237521446,0.05509010507352076,0.014776959784677936,0.012244342724655183,0.010879768665001443,,,,,,,,,,
2017-02-08,0.9070088237521446,0.05509010507352076,0.014776959784677936,0.012244342724655183,0.010879768665001443,,,,,,,,,,
2017-02-09,0.9070088237521446,0.05509010507352076,0.014776959784677936,0.012244342724655183,0.010879768665001443,,,,,,,,,,
2017-02-10,0.9070088237521446,0.05509010507352076,0.014776959784677936,0.012244342724655183,0.010879768665001443,,,,,,,,,,
2017-02-11,0.9070088237521446,0.05509010507352076,0.014776959784677936,0.012244342724655183,0.010879768665001443,,,,,,,,,,
2017-02-12,0.9070088237521446,0.05509010507352076,0.014776959784677936,0.012244342724655183,0.010879768665001443,,,,,,,,,,
2017-02-13,0.9070088237521446,0.05509010507352076,0.014776959784677936,0.012244342724655183,0.010879768665001443,,,,,,,,,,
2017-02-14,0.9070088237521446,0.05509010507352076,0.014776959784677936,0.012244342724655183,0.010879768665001443,,,,,,,,,,
2017-02-15,0.9070088237521446,0.05509010507352076,0.014776959784677936,0.012244342724655183,0.010879768665001443,,,,,,,,,,
2017-02-16,0.9070088237521446,0.05509010507352076,0.014776959784677936,0.012244342724655183,0.010879768665001443,,,,,,,,,,
2017-02-17,0.9070088237521446,0.05509010507352076,0.014776959784677936,0.012244342724655183,0.010879768665001443,,,,,,,,,,
2017-02-18,0.9070088237521446,0.05509010507352076,0.014776959784677936,0.012244342724655183,0.010879768665001443,,,,,,,,,,
2017-02-19,0.9070088237521446,0.05509010507352076,0.014776959784677936,0.012244342724655183,0.010879768665001443,,,,,,,,,,
2017-02-20,0.9070088237521446,0.05509010507352076,0.014776959784677936,0.012244342724655183,0.010879768665001443,,,,,,,,,,
2017-02-21,0.9070088237521446,0.05509010507352076,0.014776959784677936,0.012244342724655183,0.010879768665001443,,,,,,,,,,
2017-02-22,0.9070088237521446,0.05509010507352076,0.014776959784677936,0.012244342724655183,0.010879768665001443,,,,,,,,,,
2017-02-23,0.9070088237521446,0.05509010507352076,0.014776959784677936,0.012244342724655183,0.010879768665001443,,,,,,,,,,
2017-02-24,0.9070088237521446,0.05509010507352076,0.014776959784677936,0.012244342724655183,0.010879768665001443,,,,,,,,,,
2017-02-25,0.9070088237521446,0.05509010507352076,0.014776959784677936,0.012244342724655183,0.010879768665001443,,,,,,,,,,
2017-02-26,0.9070088237521446,0.05509010507352076,0.014776959784677936,0.012244342724655183,0.010879768665001443,,,,,,,,,,
2017-02-27,0.9070088237521446,0.05509010507352076,0.014776959784677936,0.012244342724655183,0.010879768665001443,,,,,,,,,,
2017-02-28,0.9070088237521446,0.05509010507352076,0.014776959784677936,0.012244342724655183,0.010879768665001443,,,,,,,,,,
2017-03-01,0.910142081967534,0.05856334734490048,0.011792291066140074,0.01022807276802572,0.00927420685339964,,,,,,,,,,
2017-03-02,0.910142081967534,0.05856334734490048,0.011792291066140074,0.01022807276802572,0.00927420685339964,,,,,,,,,,
2017-03-03,0.910142081967534,0.05856334734490048,0.011792291066140074,0.01022807276802572,0.00927420685339964,,,,,,,,,,
2017-03-04,0.910142081967534,0.05856334734490048,0.011792291066140074,0.01022807276802572,0.00927420685339964,,,,,,,,,,
2017-03-05,0.910142081967534,0.05856334734490048,0.011792291066140074,0.01022807276802572,0.00927420685339964,,,,,,,,,,
2017-03-06,0.910142081967534,0.05856334734490048,0.011792291066140074,0.01022807276802572,0.00927420685339964,,,,,,,,,,
2017-03-07,0.910142081967534,0.05856334734490048,0.011792291066140074,0.01022807276802572,0.00927420685339964,,,,,,,,,,
2017-03-08,0.910142081967534,0.05856334734490048,0.011792291066140074,0.01022807276802572,0.00927420685339964,,,,,,,,,,
2017-03-09,0.910142081967534,0.05856334734490048,0.011792291066140074,0.01022807276802572,0.00927420685339964,,,,,,,,,,
2017-03-10,0.910142081967534,0.05856334734490048,0.011792291066140074,0.01022807276802572,0.00927420685339964,,,,,,,,,,
2017-03-11,0.910142081967534,0.05856334734490048,0.011792291066140074,0.01022807276802572,0.00927420685339964,,,,,,,,,,
2017-03-12,0.910142081967534,0.05856334734490048,0.011792291066140074,0.01022807276802572,0.00927420685339964,,,,,,,,,,
2017-03-13,0.910142081967534,0.05856334734490048,0.011792291066140074,0.01022807276802572,0.00927420685339964,,,,,,,,,,
2017-03-14,0.910142081967534,0.05856334734490048,0.011792291066140074,0.01022807276802572,0.00927420685339964,,,,,,,,,,
2017-03-15,0.910142081967534,0.05856334734490048,0.011792291066140074,0.01022807276802572,0.00927420685339964,,,,,,,,,,
2017-03-16,0.910142081967534,0.05856334734490048,0.011792291066140074,0.01022807276802572,0.00927420685339964,,,,,,,,,,
2017-03-17,0.910142081967534,0.05856334734490048,0.011792291066140074,0.01022807276802572,0.00927420685339964,,,,,,,,,,
2017-03-18,0.910142081967534,0.05856334734490048,0.011792291066140074,0.01022807276802572,0.00927420685339964,,,,,,,,,,
