,Date,Coin,Weight,name,ticker
334,2021-03-01,uniswap,0.0236638,uniswap,uni
335,2021-02-01,uniswap,0.0247743,uniswap,uni
336,2021-01-01,uniswap,0.01357,uniswap,uni
337,2021-07-01,bitcoin-cash,0.025125,bitcoin-cash,bch
338,2021-06-01,bitcoin-cash,0.0272354,bitcoin-cash,bch
339,2021-05-01,bitcoin-cash,0.0275404,bitcoin-cash,bch
340,2021-04-01,bitcoin-cash,0.023653900000000002,bitcoin-cash,bch
341,2021-03-01,bitcoin-cash,0.0263651,bitcoin-cash,bch
342,2021-02-01,bitcoin-cash,0.0299149,bitcoin-cash,bch
343,2021-01-01,bitcoin-cash,0.0331243,bitcoin-cash,bch
344,2020-12-01,bitcoin-cash,0.0333505,bitcoin-cash,bch
345,2020-11-01,bitcoin-cash,0.0367995,bitcoin-cash,bch
346,2020-10-01,bitcoin-cash,0.0350257,bitcoin-cash,bch
347,2020-09-01,bitcoin-cash,0.0370535,bitcoin-cash,bch
348,2020-08-01,bitcoin-cash,0.041447700000000004,bitcoin-cash,bch
349,2020-07-01,bitcoin-cash,0.041237300000000005,bitcoin-cash,bch
350,2020-06-01,bitcoin-cash,0.0421063,bitcoin-cash,bch
351,2020-05-01,bitcoin-cash,0.0444806,bitcoin-cash,bch
352,2020-04-01,bitcoin-cash,0.0482698,bitcoin-cash,bch
353,2020-03-01,bitcoin-cash,0.047683,bitcoin-cash,bch
354,2020-02-01,bitcoin-cash,0.0514686,bitcoin-cash,bch
355,2020-01-01,bitcoin-cash,0.045460900000000005,bitcoin-cash,bch
356,2019-12-01,bitcoin-cash,0.045579299999999996,bitcoin-cash,bch
357,2019-11-01,bitcoin-cash,0.047383499999999995,bitcoin-cash,bch
358,2019-10-01,bitcoin-cash,0.0461108,bitcoin-cash,bch
359,2019-09-01,bitcoin-cash,0.0487758,bitcoin-cash,bch
360,2019-08-01,bitcoin-cash,0.0478105,bitcoin-cash,bch
361,2019-07-01,bitcoin-cash,0.048584100000000005,bitcoin-cash,bch
362,2019-06-01,bitcoin-cash,0.05211470000000001,bitcoin-cash,bch
363,2019-05-01,bitcoin-cash,0.0504052,bitcoin-cash,bch
364,2019-04-01,bitcoin-cash,0.042383,bitcoin-cash,bch
365,2019-03-01,bitcoin-cash,0.040512,bitcoin-cash,bch
366,2019-02-01,bitcoin-cash,0.04102,bitcoin-cash,bch
367,2019-01-01,bitcoin-cash,0.0450453,bitcoin-cash,bch
368,2018-12-01,bitcoin-cash,0.0486277,bitcoin-cash,bch
369,2018-11-01,bitcoin-cash,0.0567446,bitcoin-cash,bch
370,2018-10-01,bitcoin-cash,0.058741,bitcoin-cash,bch
371,2018-09-01,bitcoin-cash,0.0612132,bitcoin-cash,bch
372,2018-08-01,bitcoin-cash,0.0634898,bitcoin-cash,bch
373,2018-07-01,bitcoin-cash,0.0627377,bitcoin-cash,bch
374,2018-06-01,bitcoin-cash,0.0641814,bitcoin-cash,bch
375,2018-05-01,bitcoin-cash,0.063968,bitcoin-cash,bch
376,2018-04-01,bitcoin-cash,0.0614504,bitcoin-cash,bch
377,2018-03-01,bitcoin-cash,0.0602938,bitcoin-cash,bch
378,2018-02-01,bitcoin-cash,0.0605921,bitcoin-cash,bch
379,2018-01-31,bitcoin-cash,0.0605921,bitcoin-cash,bch
380,2018-01-19,bitcoin-cash,0.0650744,bitcoin-cash,bch
381,2018-01-01,bitcoin-cash,0.0768485,bitcoin-cash,bch
382,2017-12-01,bitcoin-cash,0.0943333,bitcoin-cash,bch
383,2017-11-01,bitcoin-cash,0.061445299999999994,bitcoin-cash,bch
384,2017-10-01,bitcoin-cash,0.0677681,bitcoin-cash,bch
385,2021-07-01,litecoin,0.0248592,litecoin,ltc
386,2021-06-01,litecoin,0.0265592,litecoin,ltc
387,2021-05-01,litecoin,0.0271682,litecoin,ltc
388,2021-04-01,litecoin,0.0271365,litecoin,ltc
389,2021-03-01,litecoin,0.029814300000000002,litecoin,ltc
390,2021-02-01,litecoin,0.03214,litecoin,ltc
391,2021-01-01,litecoin,0.0377529,litecoin,ltc
392,2020-12-01,litecoin,0.033058000000000004,litecoin,ltc
393,2020-11-01,litecoin,0.0319266,litecoin,ltc
394,2020-10-01,litecoin,0.0297392,litecoin,ltc
395,2020-09-01,litecoin,0.0328538,litecoin,ltc
396,2020-08-01,litecoin,0.0341921,litecoin,ltc
397,2020-07-01,litecoin,0.033373900000000005,litecoin,ltc
398,2020-06-01,litecoin,0.0344428,litecoin,ltc
399,2020-05-01,litecoin,0.036051700000000006,litecoin,ltc
400,2020-04-01,litecoin,0.038258200000000006,litecoin,ltc
401,2020-03-01,litecoin,0.038908700000000004,litecoin,ltc
402,2020-02-01,litecoin,0.0416263,litecoin,ltc
403,2020-01-01,litecoin,0.0387119,litecoin,ltc
404,2019-12-01,litecoin,0.0398852,litecoin,ltc
405,2019-11-01,litecoin,0.040578300000000005,litecoin,ltc
406,2019-10-01,litecoin,0.042759,litecoin,ltc
407,2019-09-01,litecoin,0.044141599999999996,litecoin,ltc
408,2019-08-01,litecoin,0.0490652,litecoin,ltc
409,2019-07-01,litecoin,0.0490616,litecoin,ltc
410,2019-06-01,litecoin,0.049425800000000006,litecoin,ltc
411,2019-05-01,litecoin,0.049086,litecoin,ltc
412,2019-04-01,litecoin,0.0475169,litecoin,ltc
413,2019-03-01,litecoin,0.0444279,litecoin,ltc
414,2019-02-01,litecoin,0.0398591,litecoin,ltc
415,2019-01-01,litecoin,0.036440600000000004,litecoin,ltc
416,2018-12-01,litecoin,0.0361379,litecoin,ltc
417,2018-11-01,litecoin,0.035796299999999996,litecoin,ltc
418,2018-10-01,litecoin,0.0369488,litecoin,ltc
419,2018-09-01,litecoin,0.0371406,litecoin,ltc
420,2018-08-01,litecoin,0.0372349,litecoin,ltc
421,2018-07-01,litecoin,0.0380416,litecoin,ltc
422,2018-06-01,litecoin,0.0399851,litecoin,ltc
423,2018-05-01,litecoin,0.0391884,litecoin,ltc
424,2018-04-01,litecoin,0.044771599999999995,litecoin,ltc
425,2018-03-01,litecoin,0.0446879,litecoin,ltc
426,2018-02-01,litecoin,0.0361287,litecoin,ltc
427,2018-01-31,litecoin,0.0361287,litecoin,ltc
428,2018-01-19,litecoin,0.0368235,litecoin,ltc
429,2018-01-01,litecoin,0.042614900000000004,litecoin,ltc
430,2017-12-01,litecoin,0.040746399999999995,litecoin,ltc
431,2017-11-01,litecoin,0.0411621,litecoin,ltc
432,2017-10-01,litecoin,0.0419299,litecoin,ltc
433,2017-09-01,litecoin,0.0404502,litecoin,ltc
434,2017-08-01,litecoin,0.0470259,litecoin,ltc
435,2017-07-01,litecoin,0.0423517,litecoin,ltc
436,2017-06-01,litecoin,0.040372500000000006,litecoin,ltc
437,2017-05-01,litecoin,0.0497713,litecoin,ltc
438,2017-04-01,litecoin,0.037138700000000004,litecoin,ltc
439,2017-03-01,litecoin,0.040435900000000004,litecoin,ltc
440,2017-02-01,litecoin,0.0438108,litecoin,ltc
441,2017-01-01,litecoin,0.048542699999999994,litecoin,ltc
466,2021-07-01,solana,0.024450799999999998,solana,sol
467,2021-06-01,solana,0.0224234,solana,sol
468,2021-05-01,solana,0.021753,solana,sol
469,2021-04-01,solana,0.016330499999999998,solana,sol
470,2021-07-01,chainlink,0.023483,chainlink,link
471,2021-06-01,chainlink,0.0278308,chainlink,link
472,2021-05-01,chainlink,0.0255238,chainlink,link
473,2021-04-01,chainlink,0.0258232,chainlink,link
474,2021-03-01,chainlink,0.0286137,chainlink,link
475,2021-02-01,chainlink,0.0331106,chainlink,link
476,2021-01-01,chainlink,0.0285688,chainlink,link
477,2020-12-01,chainlink,0.0325783,chainlink,link
478,2020-11-01,chainlink,0.034949,chainlink,link
479,2020-10-01,chainlink,0.0322278,chainlink,link
480,2020-09-01,chainlink,0.038546000000000004,chainlink,link
481,2020-08-01,chainlink,0.0290123,chainlink,link
482,2020-07-01,chainlink,0.0254075,chainlink,link
483,2020-06-01,chainlink,0.024081500000000002,chainlink,link
484,2020-05-01,chainlink,0.0236769,chainlink,link
485,2020-04-01,chainlink,0.0212231,chainlink,link
486,2020-03-01,chainlink,0.0240682,chainlink,link
487,2020-02-01,chainlink,0.0194287,chainlink,link
488,2020-01-01,chainlink,0.019093500000000003,chainlink,link
489,2019-12-01,chainlink,0.0201522,chainlink,link
490,2019-11-01,chainlink,0.0203691,chainlink,link
491,2019-10-01,chainlink,0.0172202,chainlink,link
492,2019-09-01,chainlink,0.0172336,chainlink,link
493,2019-08-01,chainlink,0.0172053,chainlink,link
494,2019-07-01,chainlink,0.0168,chainlink,link
495,2021-07-01,polygon,0.022122600000000003,polygon,matic
496,2021-07-01,theta,0.021747600000000002,theta,theta
497,2021-06-01,theta,0.0200136,theta,theta
498,2021-05-01,theta,0.021360399999999998,theta,theta
499,2021-04-01,theta,0.0264407,theta,theta
500,2021-03-01,theta,0.015920700000000003,theta,theta
501,2021-02-01,theta,0.0151543,theta,theta
502,2021-01-01,theta,0.0160363,theta,theta
503,2020-12-01,theta,0.0110116,theta,theta
504,2020-11-01,theta,0.0130451,theta,theta
505,2020-10-01,theta,0.0133493,theta,theta
506,2021-07-01,wrapped-bitcoin,0.021076,wrapped-bitcoin,wbtc
507,2021-06-01,wrapped-bitcoin,0.01976,wrapped-bitcoin,wbtc
508,2021-05-01,wrapped-bitcoin,0.0195882,wrapped-bitcoin,wbtc
509,2021-04-01,wrapped-bitcoin,0.0213388,wrapped-bitcoin,wbtc
510,2021-03-01,wrapped-bitcoin,0.021273900000000002,wrapped-bitcoin,wbtc
511,2021-02-01,wrapped-bitcoin,0.021464599999999997,wrapped-bitcoin,wbtc
512,2021-01-01,wrapped-bitcoin,0.0232098,wrapped-bitcoin,wbtc
513,2020-12-01,wrapped-bitcoin,0.0212609,wrapped-bitcoin,wbtc
514,2020-11-01,wrapped-bitcoin,0.0212158,wrapped-bitcoin,wbtc
515,2020-10-01,wrapped-bitcoin,0.0164943,wrapped-bitcoin,wbtc
516,2021-07-01,stellar,0.020478200000000002,stellar,xlm
517,2021-06-01,stellar,0.0228913,stellar,xlm
518,2021-05-01,stellar,0.022273499999999998,stellar,xlm
519,2021-04-01,stellar,0.0228476,stellar,xlm
520,2021-03-01,stellar,0.0272318,stellar,xlm
521,2021-02-01,stellar,0.0285812,stellar,xlm
522,2021-01-01,stellar,0.023331300000000003,stellar,xlm
523,2020-12-01,stellar,0.0287928,stellar,xlm
524,2020-11-01,stellar,0.0212601,stellar,xlm
525,2020-10-01,stellar,0.021271900000000003,stellar,xlm
526,2020-09-01,stellar,0.023280400000000003,stellar,xlm
527,2020-08-01,stellar,0.0247879,stellar,xlm
528,2020-07-01,stellar,0.023522599999999998,stellar,xlm
529,2020-06-01,stellar,0.0239573,stellar,xlm
530,2020-05-01,stellar,0.0243343,stellar,xlm
531,2020-04-01,stellar,0.021846800000000003,stellar,xlm
532,2020-03-01,stellar,0.0216254,stellar,xlm
533,2020-02-01,stellar,0.0217508,stellar,xlm
534,2020-01-01,stellar,0.022698100000000002,stellar,xlm
535,2019-12-01,stellar,0.0245918,stellar,xlm
536,2019-11-01,stellar,0.0249135,stellar,xlm
537,2019-10-01,stellar,0.024451399999999998,stellar,xlm
538,2019-09-01,stellar,0.0242298,stellar,xlm
539,2019-08-01,stellar,0.0253284,stellar,xlm
540,2019-07-01,stellar,0.0260688,stellar,xlm
541,2019-06-01,stellar,0.029645100000000004,stellar,xlm
542,2019-05-01,stellar,0.0320682,stellar,xlm
543,2019-04-01,stellar,0.0354399,stellar,xlm
544,2019-03-01,stellar,0.0339935,stellar,xlm
545,2019-02-01,stellar,0.0363194,stellar,xlm
546,2019-01-01,stellar,0.0406722,stellar,xlm
547,2018-12-01,stellar,0.0462015,stellar,xlm
548,2018-11-01,stellar,0.043061,stellar,xlm
549,2018-10-01,stellar,0.0426627,stellar,xlm
550,2018-09-01,stellar,0.0408678,stellar,xlm
