,Date,Coin,Weight,name,ticker
551,2018-08-01,stellar,0.0402347,stellar,xlm
552,2018-07-01,stellar,0.0336389,stellar,xlm
553,2018-06-01,stellar,0.035198900000000005,stellar,xlm
554,2018-05-01,stellar,0.036580800000000004,stellar,xlm
555,2018-04-01,stellar,0.0323181,stellar,xlm
556,2018-03-01,stellar,0.034304100000000004,stellar,xlm
557,2018-02-01,stellar,0.0362605,stellar,xlm
558,2018-01-31,stellar,0.0362605,stellar,xlm
559,2018-01-19,stellar,0.033309000000000005,stellar,xlm
560,2018-01-01,stellar,0.024468700000000003,stellar,xlm
561,2017-09-01,stellar,0.011576500000000002,stellar,xlm
562,2017-08-01,stellar,0.013822700000000002,stellar,xlm
563,2017-07-01,stellar,0.0161866,stellar,xlm
564,2017-03-01,stellar,0.010701,stellar,xlm
565,2017-02-01,stellar,0.012555799999999999,stellar,xlm
566,2017-01-01,stellar,0.014006099999999999,stellar,xlm
591,2021-07-01,internet-computer,0.0201822,internet-computer,icp
592,2021-07-01,ethereum-classic,0.019405600000000002,ethereum-classic,etc
593,2020-12-01,ethereum-classic,0.012155100000000002,ethereum-classic,etc
594,2020-11-01,ethereum-classic,0.013067800000000001,ethereum-classic,etc
595,2020-10-01,ethereum-classic,0.0134673,ethereum-classic,etc
596,2020-09-01,ethereum-classic,0.0144154,ethereum-classic,etc
597,2020-08-01,ethereum-classic,0.016328000000000002,ethereum-classic,etc
598,2020-07-01,ethereum-classic,0.0167382,ethereum-classic,etc
599,2020-06-01,ethereum-classic,0.017986500000000002,ethereum-classic,etc
600,2020-05-01,ethereum-classic,0.018000000000000002,ethereum-classic,etc
601,2020-04-01,ethereum-classic,0.0183568,ethereum-classic,etc
602,2020-03-01,ethereum-classic,0.0186301,ethereum-classic,etc
603,2020-02-01,ethereum-classic,0.0224014,ethereum-classic,etc
604,2020-01-01,ethereum-classic,0.016966699999999998,ethereum-classic,etc
605,2019-12-01,ethereum-classic,0.015465,ethereum-classic,etc
606,2019-11-01,ethereum-classic,0.015803,ethereum-classic,etc
607,2019-10-01,ethereum-classic,0.0166373,ethereum-classic,etc
608,2019-09-01,ethereum-classic,0.0183012,ethereum-classic,etc
609,2019-08-01,ethereum-classic,0.0161772,ethereum-classic,etc
610,2019-07-01,ethereum-classic,0.0167659,ethereum-classic,etc
611,2019-06-01,ethereum-classic,0.018186,ethereum-classic,etc
612,2019-05-01,ethereum-classic,0.018587700000000002,ethereum-classic,etc
613,2019-04-01,ethereum-classic,0.017855000000000003,ethereum-classic,etc
614,2019-03-01,ethereum-classic,0.018082,ethereum-classic,etc
615,2019-02-01,ethereum-classic,0.0188527,ethereum-classic,etc
616,2019-01-01,ethereum-classic,0.019365300000000002,ethereum-classic,etc
617,2018-12-01,ethereum-classic,0.0188553,ethereum-classic,etc
618,2018-11-01,ethereum-classic,0.020549,ethereum-classic,etc
619,2018-10-01,ethereum-classic,0.0214385,ethereum-classic,etc
620,2018-09-01,ethereum-classic,0.0231107,ethereum-classic,etc
621,2018-08-01,ethereum-classic,0.0223246,ethereum-classic,etc
622,2018-07-01,ethereum-classic,0.021889699999999998,ethereum-classic,etc
623,2018-06-01,ethereum-classic,0.019247900000000002,ethereum-classic,etc
624,2018-05-01,ethereum-classic,0.0194296,ethereum-classic,etc
625,2018-04-01,ethereum-classic,0.0207336,ethereum-classic,etc
626,2018-03-01,ethereum-classic,0.0246637,ethereum-classic,etc
627,2018-02-01,ethereum-classic,0.019798,ethereum-classic,etc
628,2018-01-31,ethereum-classic,0.019798,ethereum-classic,etc
629,2018-01-19,ethereum-classic,0.019614,ethereum-classic,etc
630,2018-01-01,ethereum-classic,0.0198447,ethereum-classic,etc
631,2017-12-01,ethereum-classic,0.0297165,ethereum-classic,etc
632,2017-11-01,ethereum-classic,0.0241756,ethereum-classic,etc
633,2017-10-01,ethereum-classic,0.0268538,ethereum-classic,etc
634,2017-09-01,ethereum-classic,0.0276395,ethereum-classic,etc
635,2017-08-01,ethereum-classic,0.037065600000000004,ethereum-classic,etc
636,2017-07-01,ethereum-classic,0.0387597,ethereum-classic,etc
637,2017-06-01,ethereum-classic,0.042408,ethereum-classic,etc
638,2017-05-01,ethereum-classic,0.038549099999999996,ethereum-classic,etc
639,2017-04-01,ethereum-classic,0.0344446,ethereum-classic,etc
640,2017-03-01,ethereum-classic,0.0307546,ethereum-classic,etc
641,2017-02-01,ethereum-classic,0.0340185,ethereum-classic,etc
642,2017-01-01,ethereum-classic,0.0349815,ethereum-classic,etc
646,2021-07-01,vechain,0.0190273,vechain,vet
647,2021-06-01,vechain,0.021354,vechain,vet
648,2021-05-01,vechain,0.022964099999999998,vechain,vet
649,2021-04-01,vechain,0.0180604,vechain,vet
650,2021-03-01,vechain,0.014370099999999998,vechain,vet
651,2021-02-01,vechain,0.014012400000000001,vechain,vet
652,2021-01-01,vechain,0.014317200000000002,vechain,vet
653,2020-12-01,vechain,0.0139398,vechain,vet
654,2020-11-01,vechain,0.0133138,vechain,vet
655,2020-10-01,vechain,0.0156764,vechain,vet
656,2020-09-01,vechain,0.0161451,vechain,vet
657,2020-08-01,vechain,0.0172098,vechain,vet
658,2020-07-01,vechain,0.0140488,vechain,vet
659,2020-03-01,vechain,0.011216600000000002,vechain,vet
660,2020-02-01,vechain,0.0114116,vechain,vet
661,2020-01-01,vechain,0.013139099999999999,vechain,vet
662,2019-12-01,vechain,0.0137197,vechain,vet
663,2019-11-01,vechain,0.009991640000000001,vechain,vet
664,2019-10-01,vechain,0.00979877,vechain,vet
665,2019-09-01,vechain,0.010360000000000001,vechain,vet
666,2019-08-01,vechain,0.010949899999999999,vechain,vet
667,2019-07-01,vechain,0.0116384,vechain,vet
668,2019-06-01,vechain,0.0121193,vechain,vet
669,2019-05-01,vechain,0.0135418,vechain,vet
670,2019-04-01,vechain,0.0140432,vechain,vet
671,2019-03-01,vechain,0.013391100000000001,vechain,vet
672,2019-02-01,vechain,0.013436,vechain,vet
673,2019-01-01,vechain,0.0131187,vechain,vet
674,2018-12-01,vechain,0.0137777,vechain,vet
675,2018-11-01,vechain,0.0159947,vechain,vet
676,2018-10-01,vechain,0.016877800000000002,vechain,vet
677,2018-09-01,vechain,0.0188761,vechain,vet
678,2018-08-01,vechain,0.019202999999999998,vechain,vet
679,2018-07-01,vechain,0.0211939,vechain,vet
680,2018-06-01,vechain,0.0210018,vechain,vet
681,2018-05-01,vechain,0.0197921,vechain,vet
682,2018-04-01,vechain,0.019894000000000002,vechain,vet
683,2021-07-01,filecoin,0.0179673,filecoin,fil
684,2021-06-01,filecoin,0.017511699999999998,filecoin,fil
685,2021-05-01,filecoin,0.021471399999999998,filecoin,fil
686,2021-04-01,filecoin,0.0216991,filecoin,fil
687,2021-03-01,filecoin,0.012728600000000001,filecoin,fil
688,2021-02-01,filecoin,0.0112509,filecoin,fil
689,2021-01-01,filecoin,0.013443,filecoin,fil
690,2021-07-01,tron,0.0176497,tron,trx
691,2021-06-01,tron,0.017600400000000002,tron,trx
692,2021-05-01,tron,0.0196566,tron,trx
693,2021-04-01,tron,0.016822,tron,trx
694,2021-03-01,tron,0.016274,tron,trx
695,2021-02-01,tron,0.016490499999999998,tron,trx
696,2021-01-01,tron,0.0186833,tron,trx
697,2020-12-01,tron,0.0209285,tron,trx
698,2020-11-01,tron,0.022688000000000003,tron,trx
699,2020-10-01,tron,0.0236847,tron,trx
700,2020-09-01,tron,0.0238194,tron,trx
701,2020-08-01,tron,0.020886900000000003,tron,trx
702,2020-07-01,tron,0.020842700000000002,tron,trx
703,2020-06-01,tron,0.020618599999999997,tron,trx
704,2020-05-01,tron,0.0209422,tron,trx
705,2020-04-01,tron,0.021067,tron,trx
706,2020-03-01,tron,0.0211353,tron,trx
707,2020-02-01,tron,0.0219507,tron,trx
708,2020-01-01,tron,0.0224929,tron,trx
709,2019-12-01,tron,0.023432900000000003,tron,trx
710,2019-11-01,tron,0.0240469,tron,trx
711,2019-10-01,tron,0.0216018,tron,trx
712,2019-09-01,tron,0.0221507,tron,trx
713,2019-08-01,tron,0.024051700000000002,tron,trx
714,2019-07-01,tron,0.0263399,tron,trx
715,2019-06-01,tron,0.027736800000000002,tron,trx
716,2019-05-01,tron,0.029157199999999998,tron,trx
717,2019-04-01,tron,0.0307698,tron,trx
718,2019-03-01,tron,0.0334623,tron,trx
719,2019-02-01,tron,0.0375756,tron,trx
720,2019-01-01,tron,0.030100099999999998,tron,trx
721,2018-12-01,tron,0.0249845,tron,trx
722,2018-11-01,tron,0.0253732,tron,trx
723,2018-10-01,tron,0.023687999999999997,tron,trx
724,2018-09-01,tron,0.025016,tron,trx
725,2018-08-01,tron,0.0263444,tron,trx
726,2018-07-01,tron,0.028615599999999998,tron,trx
727,2018-06-01,tron,0.0322627,tron,trx
728,2018-05-01,tron,0.029394999999999998,tron,trx
729,2018-04-01,tron,0.0269822,tron,trx
730,2018-03-01,tron,0.0218425,tron,trx
731,2018-02-01,tron,0.023870000000000002,tron,trx
732,2018-01-31,tron,0.023870000000000002,tron,trx
733,2018-01-19,tron,0.0258809,tron,trx
734,2018-01-01,tron,0.0178929,tron,trx
735,2021-07-01,monero,0.0161824,monero,xmr
736,2021-06-01,monero,0.0165796,monero,xmr
737,2021-05-01,monero,0.0175479,monero,xmr
738,2021-04-01,monero,0.015518,monero,xmr
739,2021-03-01,monero,0.0177502,monero,xmr
740,2021-02-01,monero,0.0171916,monero,xmr
741,2021-01-01,monero,0.022212100000000002,monero,xmr
742,2020-12-01,monero,0.020880299999999997,monero,xmr
743,2020-11-01,monero,0.024997699999999998,monero,xmr
744,2020-10-01,monero,0.022402500000000002,monero,xmr
745,2020-09-01,monero,0.021120800000000002,monero,xmr
746,2020-08-01,monero,0.021476799999999997,monero,xmr
747,2020-07-01,monero,0.021389000000000002,monero,xmr
748,2020-06-01,monero,0.0214226,monero,xmr
749,2020-05-01,monero,0.0217227,monero,xmr
750,2020-04-01,monero,0.0217469,monero,xmr
751,2020-03-01,monero,0.021627900000000002,monero,xmr
752,2020-02-01,monero,0.0220086,monero,xmr
753,2020-01-01,monero,0.0212119,monero,xmr
754,2019-12-01,monero,0.0221723,monero,xmr
755,2019-11-01,monero,0.0213508,monero,xmr
756,2019-10-01,monero,0.0226207,monero,xmr
757,2019-09-01,monero,0.023513000000000003,monero,xmr
758,2019-08-01,monero,0.0233961,monero,xmr
759,2019-07-01,monero,0.0227842,monero,xmr
760,2019-06-01,monero,0.023277600000000002,monero,xmr
761,2019-05-01,monero,0.023751400000000002,monero,xmr
762,2019-04-01,monero,0.023589600000000002,monero,xmr
763,2019-03-01,monero,0.0241134,monero,xmr
764,2019-02-01,monero,0.024688599999999998,monero,xmr
765,2019-01-01,monero,0.0243324,monero,xmr
766,2018-12-01,monero,0.026207400000000002,monero,xmr
767,2018-11-01,monero,0.027123,monero,xmr
768,2018-10-01,monero,0.0273372,monero,xmr
769,2018-09-01,monero,0.0255342,monero,xmr
770,2018-08-01,monero,0.025189,monero,xmr
771,2018-07-01,monero,0.0247748,monero,xmr
772,2018-06-01,monero,0.0249248,monero,xmr
773,2018-05-01,monero,0.027369900000000003,monero,xmr
774,2018-04-01,monero,0.0282928,monero,xmr
775,2018-03-01,monero,0.027813400000000002,monero,xmr
776,2018-02-01,monero,0.0254325,monero,xmr
777,2018-01-31,monero,0.0254325,monero,xmr
778,2018-01-19,monero,0.0253549,monero,xmr
779,2018-01-01,monero,0.027128100000000002,monero,xmr
780,2017-12-01,monero,0.0308076,monero,xmr
781,2017-11-01,monero,0.0274944,monero,xmr
782,2017-10-01,monero,0.0300142,monero,xmr
783,2017-09-01,monero,0.030758399999999998,monero,xmr
784,2017-08-01,monero,0.024969,monero,xmr
785,2017-07-01,monero,0.0235113,monero,xmr
786,2017-06-01,monero,0.0265197,monero,xmr
787,2017-05-01,monero,0.0323527,monero,xmr
788,2017-04-01,monero,0.0395589,monero,xmr
789,2017-03-01,monero,0.038451,monero,xmr
790,2017-02-01,monero,0.0413232,monero,xmr
791,2017-01-01,monero,0.042672100000000004,monero,xmr
816,2021-07-01,eos,0.0158971,eos,eos
817,2021-06-01,eos,0.018876200000000003,eos,eos
818,2021-05-01,eos,0.0158235,eos,eos
819,2021-04-01,eos,0.0153373,eos,eos
820,2021-03-01,eos,0.0163317,eos,eos
821,2021-02-01,eos,0.0182352,eos,eos
822,2021-01-01,eos,0.020943,eos,eos
823,2020-12-01,eos,0.0240475,eos,eos
824,2020-11-01,eos,0.0256657,eos,eos
825,2020-10-01,eos,0.026686800000000004,eos,eos
826,2020-09-01,eos,0.0285595,eos,eos
827,2020-08-01,eos,0.029903100000000002,eos,eos
828,2020-07-01,eos,0.030301300000000003,eos,eos
829,2020-06-01,eos,0.0316165,eos,eos
830,2020-05-01,eos,0.0335401,eos,eos
831,2020-04-01,eos,0.0346898,eos,eos
832,2020-03-01,eos,0.036245,eos,eos
833,2020-02-01,eos,0.038878300000000005,eos,eos
834,2020-01-01,eos,0.0371093,eos,eos
835,2019-12-01,eos,0.0368883,eos,eos
836,2019-11-01,eos,0.0369197,eos,eos
837,2019-10-01,eos,0.0374559,eos,eos
838,2019-09-01,eos,0.0381096,eos,eos
839,2019-08-01,eos,0.039596,eos,eos
840,2019-07-01,eos,0.0423475,eos,eos
841,2019-06-01,eos,0.0515527,eos,eos
842,2019-05-01,eos,0.048961,eos,eos
843,2019-04-01,eos,0.0473374,eos,eos
844,2019-03-01,eos,0.0475061,eos,eos
845,2019-02-01,eos,0.0418513,eos,eos
846,2019-01-01,eos,0.0408286,eos,eos
847,2018-12-01,eos,0.044441499999999995,eos,eos
848,2018-11-01,eos,0.0452424,eos,eos
849,2018-10-01,eos,0.0448267,eos,eos
850,2018-09-01,eos,0.044735699999999996,eos,eos
851,2018-08-01,eos,0.0458265,eos,eos
852,2018-07-01,eos,0.047922700000000006,eos,eos
853,2018-06-01,eos,0.0503426,eos,eos
854,2018-05-01,eos,0.0489445,eos,eos
855,2018-04-01,eos,0.0347687,eos,eos
856,2018-03-01,eos,0.0314529,eos,eos
857,2018-02-01,eos,0.0332442,eos,eos
858,2018-01-31,eos,0.0332442,eos,eos
859,2018-01-19,eos,0.027982999999999997,eos,eos
860,2018-01-01,eos,0.0259665,eos,eos
861,2017-12-01,eos,0.0212587,eos,eos
862,2017-11-01,eos,0.0123746,eos,eos
863,2017-10-01,eos,0.012476300000000001,eos,eos
864,2021-07-01,shiba-inu,0.0144879,shiba-inu,shib
865,2021-07-01,aave,0.0139833,aave,aave
866,2021-06-01,aave,0.0165909,aave,aave
867,2021-05-01,aave,0.015048800000000001,aave,aave
868,2021-04-01,aave,0.0160828,aave,aave
869,2021-03-01,aave,0.018621099999999998,aave,aave
870,2021-02-01,aave,0.0210703,aave,aave
871,2021-01-01,aave,0.0130724,aave,aave
872,2020-12-01,aave,0.013118099999999999,aave,aave
873,2020-11-01,aave,0.00989681,aave,aave
874,2020-10-01,aave,0.0144389,aave,aave
875,2021-07-01,crypto-com-coin,0.013448,crypto-com-coin,cro
876,2021-06-01,crypto-com-coin,0.013354600000000001,crypto-com-coin,cro
877,2021-05-01,crypto-com-coin,0.014291400000000001,crypto-com-coin,cro
878,2021-04-01,crypto-com-coin,0.0176355,crypto-com-coin,cro
879,2021-03-01,crypto-com-coin,0.0162002,crypto-com-coin,cro
880,2021-02-01,crypto-com-coin,0.013156600000000001,crypto-com-coin,cro
881,2021-01-01,crypto-com-coin,0.015170999999999999,crypto-com-coin,cro
882,2020-12-01,crypto-com-coin,0.0170737,crypto-com-coin,cro
883,2020-11-01,crypto-com-coin,0.0222201,crypto-com-coin,cro
884,2020-10-01,crypto-com-coin,0.030345300000000002,crypto-com-coin,cro
885,2020-09-01,crypto-com-coin,0.0308351,crypto-com-coin,cro
886,2020-08-01,crypto-com-coin,0.030708000000000003,crypto-com-coin,cro
887,2020-07-01,crypto-com-coin,0.0293336,crypto-com-coin,cro
888,2020-06-01,crypto-com-coin,0.0242417,crypto-com-coin,cro
889,2020-05-01,crypto-com-coin,0.0203207,crypto-com-coin,cro
890,2020-04-01,crypto-com-coin,0.0192073,crypto-com-coin,cro
891,2020-03-01,crypto-com-coin,0.0170699,crypto-com-coin,cro
892,2020-02-01,crypto-com-coin,0.0164988,crypto-com-coin,cro
893,2020-01-01,crypto-com-coin,0.0155616,crypto-com-coin,cro
894,2019-12-01,crypto-com-coin,0.013023,crypto-com-coin,cro
895,2019-11-01,crypto-com-coin,0.013452200000000001,crypto-com-coin,cro
896,2019-10-01,crypto-com-coin,0.0134599,crypto-com-coin,cro
897,2019-09-01,crypto-com-coin,0.0132188,crypto-com-coin,cro
898,2021-07-01,bitcoin-sv,0.0133411,bitcoin-sv,bsv
899,2021-06-01,bitcoin-sv,0.0135764,bitcoin-sv,bsv
900,2021-05-01,bitcoin-sv,0.0157186,bitcoin-sv,bsv
901,2021-04-01,bitcoin-sv,0.014908,bitcoin-sv,bsv
902,2021-03-01,bitcoin-sv,0.0163758,bitcoin-sv,bsv
903,2021-02-01,bitcoin-sv,0.019726900000000002,bitcoin-sv,bsv
904,2021-01-01,bitcoin-sv,0.023229899999999998,bitcoin-sv,bsv
905,2020-12-01,bitcoin-sv,0.025330599999999998,bitcoin-sv,bsv
906,2020-11-01,bitcoin-sv,0.0292042,bitcoin-sv,bsv
907,2020-10-01,bitcoin-sv,0.030062500000000002,bitcoin-sv,bsv
908,2020-09-01,bitcoin-sv,0.0310536,bitcoin-sv,bsv
909,2020-08-01,bitcoin-sv,0.0362467,bitcoin-sv,bsv
910,2020-07-01,bitcoin-sv,0.035179100000000005,bitcoin-sv,bsv
911,2020-06-01,bitcoin-sv,0.0377806,bitcoin-sv,bsv
912,2020-05-01,bitcoin-sv,0.040613,bitcoin-sv,bsv
913,2020-04-01,bitcoin-sv,0.0417571,bitcoin-sv,bsv
914,2020-03-01,bitcoin-sv,0.0395634,bitcoin-sv,bsv
915,2020-02-01,bitcoin-sv,0.0439851,bitcoin-sv,bsv
916,2020-01-01,bitcoin-sv,0.030839599999999998,bitcoin-sv,bsv
917,2019-12-01,bitcoin-sv,0.031570100000000004,bitcoin-sv,bsv
918,2019-11-01,bitcoin-sv,0.0321184,bitcoin-sv,bsv
919,2019-10-01,bitcoin-sv,0.0283724,bitcoin-sv,bsv
920,2019-09-01,bitcoin-sv,0.0329223,bitcoin-sv,bsv
921,2019-08-01,bitcoin-sv,0.0318133,bitcoin-sv,bsv
922,2019-07-01,bitcoin-sv,0.0338927,bitcoin-sv,bsv
923,2019-06-01,bitcoin-sv,0.0340949,bitcoin-sv,bsv
924,2019-05-01,bitcoin-sv,0.0226031,bitcoin-sv,bsv
925,2019-04-01,bitcoin-sv,0.0265014,bitcoin-sv,bsv
926,2019-03-01,bitcoin-sv,0.0289089,bitcoin-sv,bsv
927,2019-02-01,bitcoin-sv,0.030619900000000002,bitcoin-sv,bsv
928,2019-01-01,bitcoin-sv,0.0340607,bitcoin-sv,bsv
929,2021-07-01,algorand,0.013335999999999999,algorand,algo
930,2021-07-01,amp,0.0131789,amp,amp
931,2021-07-01,pancakeswap,0.0130078,pancakeswap,cake
932,2021-06-01,klaytn,0.0140686,klaytn,klay
933,2021-05-01,klaytn,0.0154738,klaytn,klay
934,2021-04-01,klaytn,0.0209792,klaytn,klay
935,2021-06-01,kusama,0.0132961,kusama,ksm
936,2021-05-01,kusama,0.0118597,kusama,ksm
937,2021-04-01,kusama,0.015345500000000002,kusama,ksm
938,2021-06-01,iota,0.0132001,iota,miota
939,2021-05-01,iota,0.015607,iota,miota
940,2021-04-01,iota,0.0154833,iota,miota
941,2020-12-01,iota,0.013592400000000001,iota,miota
942,2020-11-01,iota,0.0139971,iota,miota
943,2020-10-01,iota,0.0147845,iota,miota
944,2020-09-01,iota,0.0165041,iota,miota
945,2020-08-01,iota,0.016052200000000003,iota,miota
946,2020-07-01,iota,0.0156757,iota,miota
947,2020-06-01,iota,0.0156537,iota,miota
948,2020-05-01,iota,0.0145635,iota,miota
949,2020-04-01,iota,0.0153142,iota,miota
950,2020-03-01,iota,0.015508500000000001,iota,miota
951,2020-02-01,iota,0.0177165,iota,miota
952,2020-01-01,iota,0.0159544,iota,miota
953,2019-12-01,iota,0.017372600000000002,iota,miota
954,2019-11-01,iota,0.0182903,iota,miota
955,2019-10-01,iota,0.0190791,iota,miota
956,2019-09-01,iota,0.0181563,iota,miota
957,2019-08-01,iota,0.0178022,iota,miota
958,2019-07-01,iota,0.018848800000000002,iota,miota
959,2019-06-01,iota,0.0217982,iota,miota
960,2019-05-01,iota,0.0211638,iota,miota
961,2019-04-01,iota,0.0227688,iota,miota
962,2019-03-01,iota,0.0236441,iota,miota
963,2019-02-01,iota,0.024456600000000002,iota,miota
964,2019-01-01,iota,0.025693999999999998,iota,miota
965,2018-12-01,iota,0.0236518,iota,miota
966,2018-11-01,iota,0.0236875,iota,miota
967,2018-10-01,iota,0.0248867,iota,miota
968,2018-09-01,iota,0.026702200000000002,iota,miota
969,2018-08-01,iota,0.028220900000000004,iota,miota
970,2018-07-01,iota,0.0293782,iota,miota
971,2018-06-01,iota,0.0317539,iota,miota
972,2018-05-01,iota,0.0314443,iota,miota
973,2018-04-01,iota,0.029457499999999998,iota,miota
974,2018-03-01,iota,0.0295577,iota,miota
975,2018-02-01,iota,0.0300745,iota,miota
976,2018-01-31,iota,0.0300745,iota,miota
977,2018-01-19,iota,0.0319248,iota,miota
978,2018-01-01,iota,0.0363442,iota,miota
979,2017-12-01,iota,0.0333227,iota,miota
980,2017-11-01,iota,0.0253009,iota,miota
981,2017-10-01,iota,0.031438100000000004,iota,miota
982,2017-09-01,iota,0.0353182,iota,miota
983,2017-08-01,iota,0.027079100000000002,iota,miota
984,2017-07-01,iota,0.0309428,iota,miota
985,2021-06-01,cosmos,0.0128747,cosmos,atom
986,2021-05-01,cosmos,0.013976200000000001,cosmos,atom
987,2021-04-01,cosmos,0.0153851,cosmos,atom
988,2021-03-01,cosmos,0.017355000000000002,cosmos,atom
989,2021-02-01,cosmos,0.0143135,cosmos,atom
990,2021-01-01,cosmos,0.014073800000000001,cosmos,atom
991,2020-12-01,cosmos,0.0147302,cosmos,atom
992,2020-11-01,cosmos,0.0162542,cosmos,atom
993,2020-10-01,cosmos,0.0171505,cosmos,atom
994,2020-09-01,cosmos,0.0198631,cosmos,atom
995,2020-08-01,cosmos,0.014958,cosmos,atom
996,2020-07-01,cosmos,0.0142011,cosmos,atom
997,2020-06-01,cosmos,0.014463600000000002,cosmos,atom
998,2020-05-01,cosmos,0.015043800000000001,cosmos,atom
999,2020-04-01,cosmos,0.014949500000000001,cosmos,atom
1000,2020-03-01,cosmos,0.0163485,cosmos,atom
1001,2020-02-01,cosmos,0.0179171,cosmos,atom
1002,2020-01-01,cosmos,0.0214506,cosmos,atom
1003,2019-12-01,cosmos,0.019519599999999998,cosmos,atom
1004,2019-11-01,cosmos,0.016488,cosmos,atom
1005,2019-10-01,cosmos,0.015194700000000002,cosmos,atom
1006,2019-09-01,cosmos,0.0136855,cosmos,atom
1007,2019-08-01,cosmos,0.016319300000000002,cosmos,atom
1008,2019-07-01,cosmos,0.018889100000000002,cosmos,atom
1009,2021-06-01,terra-luna,0.0122824,terra-luna,luna
1010,2021-05-01,terra-luna,0.0163138,terra-luna,luna
1011,2021-04-01,terra-luna,0.020507900000000003,terra-luna,luna
1012,2021-06-01,bittorrent,0.0119561,bittorrent,btt
1013,2021-05-01,bittorrent,0.013960300000000002,bittorrent,btt
1014,2021-04-01,bittorrent,0.0150521,bittorrent,btt
1015,2021-06-01,avalanche,0.0115232,avalanche,avax
1016,2021-05-01,avalanche,0.013146500000000002,avalanche,avax
1017,2021-04-01,avalanche,0.0146078,avalanche,avax
1018,2021-03-01,nem,0.020981800000000002,nem,xem
1019,2021-02-01,nem,0.0159054,nem,xem
1020,2021-01-01,nem,0.0188493,nem,xem
1021,2020-12-01,nem,0.017929,nem,xem
1022,2020-11-01,nem,0.0155528,nem,xem
1023,2020-10-01,nem,0.0175621,nem,xem
1024,2020-09-01,nem,0.0185615,nem,xem
1025,2020-08-01,nem,0.012091300000000001,nem,xem
1026,2020-07-01,nem,0.012480500000000002,nem,xem
1027,2020-06-01,nem,0.012337100000000002,nem,xem
1028,2020-05-01,nem,0.0125592,nem,xem
1029,2020-04-01,nem,0.0140327,nem,xem
1030,2020-03-01,nem,0.0132799,nem,xem
1031,2020-02-01,nem,0.0128426,nem,xem
1032,2020-01-01,nem,0.012805200000000001,nem,xem
1033,2019-12-01,nem,0.013048500000000001,nem,xem
1034,2019-11-01,nem,0.0126538,nem,xem
1035,2019-10-01,nem,0.013583300000000001,nem,xem
1036,2019-09-01,nem,0.0143893,nem,xem
1037,2019-08-01,nem,0.0151882,nem,xem
1038,2019-07-01,nem,0.0159181,nem,xem
1039,2019-06-01,nem,0.0171458,nem,xem
1040,2019-05-01,nem,0.0163951,nem,xem
1041,2019-04-01,nem,0.0169804,nem,xem
1042,2019-03-01,nem,0.0164528,nem,xem
1043,2019-02-01,nem,0.0173876,nem,xem
1044,2019-01-01,nem,0.0213552,nem,xem
1045,2018-12-01,nem,0.0215024,nem,xem
1046,2018-11-01,nem,0.0188898,nem,xem
1047,2018-10-01,nem,0.018272200000000002,nem,xem
1048,2018-09-01,nem,0.0195223,nem,xem
1049,2018-08-01,nem,0.0213055,nem,xem
1050,2018-07-01,nem,0.0210687,nem,xem
1051,2018-06-01,nem,0.023296800000000003,nem,xem
1052,2018-05-01,nem,0.025602399999999997,nem,xem
1053,2018-04-01,nem,0.0244888,nem,xem
1054,2018-03-01,nem,0.025737700000000002,nem,xem
1055,2018-02-01,nem,0.0335115,nem,xem
1056,2018-01-31,nem,0.0335115,nem,xem
1057,2018-01-19,nem,0.0357088,nem,xem
1058,2018-01-01,nem,0.032976200000000004,nem,xem
1059,2017-12-01,nem,0.0268612,nem,xem
1060,2017-11-01,nem,0.031747700000000004,nem,xem
1061,2017-10-01,nem,0.036155,nem,xem
1062,2017-09-01,nem,0.036551600000000004,nem,xem
1063,2017-08-01,nem,0.038285,nem,xem
1064,2017-07-01,nem,0.0356902,nem,xem
1065,2017-06-01,nem,0.047480900000000006,nem,xem
1066,2017-05-01,nem,0.036399400000000005,nem,xem
1067,2017-04-01,nem,0.0261368,nem,xem
1068,2017-03-01,nem,0.0226457,nem,xem
1069,2017-02-01,nem,0.020714299999999998,nem,xem
1070,2017-01-01,nem,0.0190265,nem,xem
1089,2021-03-01,tezos,0.0145068,tezos,xtz
1090,2021-02-01,tezos,0.016079200000000002,tezos,xtz
1091,2021-01-01,tezos,0.0164187,tezos,xtz
1092,2020-12-01,tezos,0.0187774,tezos,xtz
1093,2020-11-01,tezos,0.0203041,tezos,xtz
1094,2020-10-01,tezos,0.022006500000000002,tezos,xtz
1095,2020-09-01,tezos,0.025546700000000002,tezos,xtz
1096,2020-08-01,tezos,0.0254682,tezos,xtz
1097,2020-07-01,tezos,0.027115399999999998,tezos,xtz
1098,2020-06-01,tezos,0.0282721,tezos,xtz
1099,2020-05-01,tezos,0.0290264,tezos,xtz
1100,2020-04-01,tezos,0.0258201,tezos,xtz
1101,2020-03-01,tezos,0.0279257,tezos,xtz
1102,2020-02-01,tezos,0.021124200000000003,tezos,xtz
1103,2020-01-01,tezos,0.0232057,tezos,xtz
1104,2019-12-01,tezos,0.0212135,tezos,xtz
1105,2019-11-01,tezos,0.016012500000000002,tezos,xtz
1106,2019-10-01,tezos,0.017254000000000002,tezos,xtz
1107,2019-09-01,tezos,0.0180681,tezos,xtz
1108,2019-08-01,tezos,0.0180602,tezos,xtz
1109,2019-07-01,tezos,0.0144736,tezos,xtz
1110,2019-06-01,tezos,0.0184729,tezos,xtz
1111,2019-05-01,tezos,0.020712,tezos,xtz
