"2020-07-01","new_crix","ada","0.009941374611892073"
"2020-07-01","new_crix","atom","0.002036747019308137"
"2020-07-01","new_crix","bat","0.001381640208279254"
"2020-07-01","new_crix","bch","0.01740917235776828"
"2020-07-01","new_crix","bnb","0.009628792654183291"
"2020-07-01","new_crix","bsv","0.013031901492225951"
"2020-07-01","new_crix","btc","0.6856176350532127"
"2020-07-01","new_crix","dash","0.002736817019448027"
"2020-07-01","new_crix","eos","0.009567715248212"
"2020-07-01","new_crix","etc","0.002937902447836015"
"2020-07-01","new_crix","eth","0.10314342876847371"
"2020-07-01","new_crix","ht","0.0038751506250820473"
"2020-07-01","new_crix","leo","0.004630437864506177"
"2020-07-01","new_crix","link","0.006504943913528159"
"2020-07-01","new_crix","ltc","0.011339735108131414"
"2020-07-01","new_crix","miota","0.0024847004664772104"
"2020-07-01","new_crix","mkr","0.0017968598920995976"
"2020-07-01","new_crix","neo","0.0030379656357013302"
"2020-07-01","new_crix","okb","0.005667373047969903"
"2020-07-01","new_crix","ont","0.0014646859677185725"
"2020-07-01","new_crix","trx","0.004275734335490659"
"2020-07-01","new_crix","usdc","0.003248356338546243"
"2020-07-01","new_crix","usdt","0.0371861917140737"
"2020-07-01","new_crix","vet","0.002103367655723325"
"2020-07-01","new_crix","xem","0.0015634954594320378"
"2020-07-01","new_crix","xlm","0.005799326118521155"
"2020-07-01","new_crix","xmr","0.004542589918777302"
"2020-07-01","new_crix","xrp","0.0335206067304417"
"2020-07-01","new_crix","xtz","0.007578122336112779"
"2020-07-01","new_crix","zec","0.0019472299908271915"
"2020-08-01","new_crix","ada","0.01434786687348233"
"2020-08-01","new_crix","atom","0.0025970930418342734"
"2020-08-01","new_crix","bch","0.0167581847435186"
"2020-08-01","new_crix","bnb","0.009898365880577143"
"2020-08-01","new_crix","bsv","0.012685856539749523"
"2020-08-01","new_crix","btc","0.6670953095629103"
"2020-08-01","new_crix","cdai","0.002854976971515814"
"2020-08-01","new_crix","dash","0.0025786223929269935"
"2020-08-01","new_crix","eos","0.009323069868121555"
"2020-08-01","new_crix","etc","0.0027861100492543997"
"2020-08-01","new_crix","eth","0.10857035112588767"
"2020-08-01","new_crix","ht","0.0037387156778147562"
"2020-08-01","new_crix","leo","0.004452820704792753"
"2020-08-01","new_crix","link","0.009755891326714648"
"2020-08-01","new_crix","ltc","0.011153982073386633"
"2020-08-01","new_crix","miota","0.0026702151616040345"
"2020-08-01","new_crix","mkr","0.0016331408472614881"
"2020-08-01","new_crix","neo","0.0028920474900278035"
"2020-08-01","new_crix","okb","0.005528864533610743"
"2020-08-01","new_crix","ont","0.0016266088801814202"
"2020-08-01","new_crix","trx","0.004453644713702008"
"2020-08-01","new_crix","usdc","0.004148780705722166"
"2020-08-01","new_crix","usdt","0.037639849588636726"
"2020-08-01","new_crix","vet","0.003924150790339412"
"2020-08-01","new_crix","xem","0.0016055391019211829"
"2020-08-01","new_crix","xlm","0.006871740376650633"
"2020-08-01","new_crix","xmr","0.004658880948338397"
"2020-08-01","new_crix","xrp","0.03406018765181866"
"2020-08-01","new_crix","xtz","0.007504848798154667"
"2020-08-01","new_crix","zec","0.0021842835795429986"
"2020-09-01","new_crix","ada","0.012079813103888478"
"2020-09-01","new_crix","atom","0.004042588277144567"
"2020-09-01","new_crix","bch","0.015855925515961558"
"2020-09-01","new_crix","bnb","0.009759470069054756"
"2020-09-01","new_crix","bsv","0.011540114014846403"
"2020-09-01","new_crix","btc","0.6324148681939651"
"2020-09-01","new_crix","cdai","0.0031275172055506032"
"2020-09-01","new_crix","cro","0.009372552059552265"
"2020-09-01","new_crix","dash","0.002563890573926843"
"2020-09-01","new_crix","eos","0.008955127416178297"
"2020-09-01","new_crix","etc","0.002371418829794925"
"2020-09-01","new_crix","eth","0.13190806225070154"
"2020-09-01","new_crix","ht","0.003257064067871515"
"2020-09-01","new_crix","lend","0.0019464143475226296"
"2020-09-01","new_crix","leo","0.0036530048060149467"
"2020-09-01","new_crix","link","0.01578867151745758"
"2020-09-01","new_crix","ltc","0.011384160222140949"
"2020-09-01","new_crix","miota","0.0029415091502326463"
"2020-09-01","new_crix","neo","0.0032499421261209063"
"2020-09-01","new_crix","okb","0.00468719187644111"
"2020-09-01","new_crix","trx","0.0048436676577828216"
"2020-09-01","new_crix","usdc","0.003662354213758165"
"2020-09-01","new_crix","usdt","0.03589259489571787"
"2020-09-01","new_crix","vet","0.0035028488631745746"
"2020-09-01","new_crix","xem","0.002042462087859229"
"2020-09-01","new_crix","xlm","0.0062411164054718945"
"2020-09-01","new_crix","xmr","0.004764089086439238"
"2020-09-01","new_crix","xrp","0.038207607626093425"
"2020-09-01","new_crix","xtz","0.007539065430604598"
"2020-09-01","new_crix","zec","0.002404888108730366"
"2020-10-01","new_crix","ada","0.009365648769509863"
"2020-10-01","new_crix","atom","0.0038564351301493102"
"2020-10-01","new_crix","bch","0.01337101148736771"
"2020-10-01","new_crix","bnb","0.011750673545023939"
"2020-10-01","new_crix","bsv","0.009632226934713304"
"2020-10-01","new_crix","btc","0.6197022981620782"
"2020-10-01","new_crix","cdai","0.0028266467796404806"
"2020-10-01","new_crix","cro","0.009985797051257196"
"2020-10-01","new_crix","dot","0.013911892869675622"
"2020-10-01","new_crix","eos","0.008133697051287978"
"2020-10-01","new_crix","eth","0.13081734731556025"
"2020-10-01","new_crix","ht","0.0034370287399295074"
"2020-10-01","new_crix","lend","0.002361623436816218"
"2020-10-01","new_crix","leo","0.003749250778448722"
"2020-10-01","new_crix","link","0.01374320695581806"
"2020-10-01","new_crix","ltc","0.009973882729428797"
"2020-10-01","new_crix","miota","0.002442673420093409"
"2020-10-01","new_crix","neo","0.004502155608329476"
"2020-10-01","new_crix","okb","0.005068781328475964"
"2020-10-01","new_crix","trx","0.006718696433415623"
"2020-10-01","new_crix","uma","0.0024985609070173483"
"2020-10-01","new_crix","usdc","0.006526155795273439"
"2020-10-01","new_crix","usdt","0.046146538795925875"
"2020-10-01","new_crix","vet","0.002690800991215875"
"2020-10-01","new_crix","xem","0.003475629213293337"
"2020-10-01","new_crix","xlm","0.005111431220678831"
"2020-10-01","new_crix","xmr","0.0049888524691194145"
"2020-10-01","new_crix","xrp","0.03479720386424111"
"2020-10-01","new_crix","xtz","0.0056104316575013545"
"2020-10-01","new_crix","yfi","0.0028034205587138283"
"2020-11-01","new_crix","ada","0.00924172119160665"
"2020-11-01","new_crix","atom","0.0036716844624737417"
"2020-11-01","new_crix","bch","0.013335539061349398"
"2020-11-01","new_crix","bnb","0.012685979451844603"
"2020-11-01","new_crix","bsv","0.008989090559424127"
"2020-11-01","new_crix","btc","0.6390996963662009"
"2020-11-01","new_crix","busd","0.002030939492505372"
"2020-11-01","new_crix","cdai","0.0037471958998368483"
"2020-11-01","new_crix","cro","0.007579803747852833"
"2020-11-01","new_crix","dai","0.002659381287302774"
"2020-11-01","new_crix","dot","0.011232713813390811"
"2020-11-01","new_crix","eos","0.007154121995694625"
"2020-11-01","new_crix","eth","0.12359618471016763"
