,Date,Coin,Weight,name_x,ticker_x,name_y,ticker_y,name,ticker
76,2015-05-01,bitcoin,0.46268200000000004,bitcoin,btc,bitcoin,btc,bitcoin,btc
77,2015-04-01,bitcoin,0.456685,bitcoin,btc,bitcoin,btc,bitcoin,btc
78,2015-03-01,bitcoin,0.439348,bitcoin,btc,bitcoin,btc,bitcoin,btc
79,2015-02-01,bitcoin,0.43103600000000003,bitcoin,btc,bitcoin,btc,bitcoin,btc
80,2015-01-01,bitcoin,0.423902,bitcoin,btc,bitcoin,btc,bitcoin,btc
81,2021-07-01,ethereum,0.127492,ethereum,eth,ethereum,eth,ethereum,eth
82,2021-06-01,ethereum,0.133097,ethereum,eth,ethereum,eth,ethereum,eth
83,2021-05-01,ethereum,0.114378,ethereum,eth,ethereum,eth,ethereum,eth
84,2021-04-01,ethereum,0.108842,ethereum,eth,ethereum,eth,ethereum,eth
85,2021-03-01,ethereum,0.114757,ethereum,eth,ethereum,eth,ethereum,eth
86,2021-02-01,ethereum,0.13445100000000001,ethereum,eth,ethereum,eth,ethereum,eth
87,2021-01-01,ethereum,0.117788,ethereum,eth,ethereum,eth,ethereum,eth
88,2020-12-01,ethereum,0.114953,ethereum,eth,ethereum,eth,ethereum,eth
89,2020-11-01,ethereum,0.110466,ethereum,eth,ethereum,eth,ethereum,eth
90,2020-10-01,ethereum,0.10875299999999999,ethereum,eth,ethereum,eth,ethereum,eth
91,2020-09-01,ethereum,0.11496700000000001,ethereum,eth,ethereum,eth,ethereum,eth
92,2020-08-01,ethereum,0.10942299999999999,ethereum,eth,ethereum,eth,ethereum,eth
93,2020-07-01,ethereum,0.10183400000000001,ethereum,eth,ethereum,eth,ethereum,eth
94,2020-06-01,ethereum,0.101494,ethereum,eth,ethereum,eth,ethereum,eth
95,2020-05-01,ethereum,0.09948499999999999,ethereum,eth,ethereum,eth,ethereum,eth
96,2020-04-01,ethereum,0.0925925,ethereum,eth,ethereum,eth,ethereum,eth
97,2020-03-01,ethereum,0.0986598,ethereum,eth,ethereum,eth,ethereum,eth
98,2020-02-01,ethereum,0.0874045,ethereum,eth,ethereum,eth,ethereum,eth
99,2020-01-01,ethereum,0.08940089999999999,ethereum,eth,ethereum,eth,ethereum,eth
100,2019-12-01,ethereum,0.0927449,ethereum,eth,ethereum,eth,ethereum,eth
101,2019-11-01,ethereum,0.09356790000000001,ethereum,eth,ethereum,eth,ethereum,eth
102,2019-10-01,ethereum,0.09751200000000002,ethereum,eth,ethereum,eth,ethereum,eth
103,2019-09-01,ethereum,0.093607,ethereum,eth,ethereum,eth,ethereum,eth
104,2019-08-01,ethereum,0.0951741,ethereum,eth,ethereum,eth,ethereum,eth
105,2019-07-01,ethereum,0.09892490000000001,ethereum,eth,ethereum,eth,ethereum,eth
106,2019-06-01,ethereum,0.09922650000000001,ethereum,eth,ethereum,eth,ethereum,eth
107,2019-05-01,ethereum,0.0952964,ethereum,eth,ethereum,eth,ethereum,eth
108,2019-04-01,ethereum,0.09485620000000002,ethereum,eth,ethereum,eth,ethereum,eth
109,2019-03-01,ethereum,0.10053200000000001,ethereum,eth,ethereum,eth,ethereum,eth
110,2019-02-01,ethereum,0.096602,ethereum,eth,ethereum,eth,ethereum,eth
111,2019-01-01,ethereum,0.0960276,ethereum,eth,ethereum,eth,ethereum,eth
112,2018-12-01,ethereum,0.09141149999999999,ethereum,eth,ethereum,eth,ethereum,eth
113,2018-11-01,ethereum,0.0940256,ethereum,eth,ethereum,eth,ethereum,eth
114,2018-10-01,ethereum,0.09486370000000001,ethereum,eth,ethereum,eth,ethereum,eth
115,2018-09-01,ethereum,0.10763400000000001,ethereum,eth,ethereum,eth,ethereum,eth
116,2018-08-01,ethereum,0.11591,ethereum,eth,ethereum,eth,ethereum,eth
117,2018-07-01,ethereum,0.11851,ethereum,eth,ethereum,eth,ethereum,eth
118,2018-06-01,ethereum,0.116699,ethereum,eth,ethereum,eth,ethereum,eth
119,2018-05-01,ethereum,0.10808999999999999,ethereum,eth,ethereum,eth,ethereum,eth
120,2018-04-01,ethereum,0.10895300000000001,ethereum,eth,ethereum,eth,ethereum,eth
121,2018-03-01,ethereum,0.119604,ethereum,eth,ethereum,eth,ethereum,eth
122,2018-02-01,ethereum,0.118791,ethereum,eth,ethereum,eth,ethereum,eth
123,2018-01-31,ethereum,0.118791,ethereum,eth,ethereum,eth,ethereum,eth
124,2018-01-19,ethereum,0.11189199999999999,ethereum,eth,ethereum,eth,ethereum,eth
125,2018-01-01,ethereum,0.0957376,ethereum,eth,ethereum,eth,ethereum,eth
126,2017-12-01,ethereum,0.123549,ethereum,eth,ethereum,eth,ethereum,eth
127,2017-11-01,ethereum,0.12737600000000002,ethereum,eth,ethereum,eth,ethereum,eth
128,2017-10-01,ethereum,0.131472,ethereum,eth,ethereum,eth,ethereum,eth
129,2017-09-01,ethereum,0.131128,ethereum,eth,ethereum,eth,ethereum,eth
130,2017-08-01,ethereum,0.138921,ethereum,eth,ethereum,eth,ethereum,eth
131,2017-07-01,ethereum,0.154049,ethereum,eth,ethereum,eth,ethereum,eth
132,2017-06-01,ethereum,0.146868,ethereum,eth,ethereum,eth,ethereum,eth
133,2017-05-01,ethereum,0.139176,ethereum,eth,ethereum,eth,ethereum,eth
134,2017-04-01,ethereum,0.154897,ethereum,eth,ethereum,eth,ethereum,eth
135,2017-03-01,ethereum,0.104172,ethereum,eth,ethereum,eth,ethereum,eth
136,2017-02-01,ethereum,0.0960875,ethereum,eth,ethereum,eth,ethereum,eth
137,2017-01-01,ethereum,0.0865444,ethereum,eth,ethereum,eth,ethereum,eth
138,2016-12-01,ethereum,0.09950900000000001,ethereum,eth,ethereum,eth,ethereum,eth
139,2016-11-01,ethereum,0.110749,ethereum,eth,ethereum,eth,ethereum,eth
140,2016-10-01,ethereum,0.12038399999999999,ethereum,eth,ethereum,eth,ethereum,eth
141,2016-09-01,ethereum,0.11338800000000002,ethereum,eth,ethereum,eth,ethereum,eth
142,2016-08-01,ethereum,0.116335,ethereum,eth,ethereum,eth,ethereum,eth
143,2016-07-01,ethereum,0.13004200000000002,ethereum,eth,ethereum,eth,ethereum,eth
144,2016-06-01,ethereum,0.14702,ethereum,eth,ethereum,eth,ethereum,eth
145,2016-05-01,ethereum,0.1277,ethereum,eth,ethereum,eth,ethereum,eth
146,2016-04-01,ethereum,0.148813,ethereum,eth,ethereum,eth,ethereum,eth
147,2016-03-01,ethereum,0.11654199999999999,ethereum,eth,ethereum,eth,ethereum,eth
148,2016-02-01,ethereum,0.0829125,ethereum,eth,ethereum,eth,ethereum,eth
149,2016-01-01,ethereum,0.0538585,ethereum,eth,ethereum,eth,ethereum,eth
150,2015-12-01,ethereum,0.055907099999999994,ethereum,eth,ethereum,eth,ethereum,eth
151,2015-11-01,ethereum,0.0557412,ethereum,eth,ethereum,eth,ethereum,eth
152,2015-10-01,ethereum,0.054013099999999994,ethereum,eth,ethereum,eth,ethereum,eth
153,2021-07-01,binance-coin,0.0552904,binance-coin,bnb,binance-coin,bnb,binance-coin,bnb
154,2021-06-01,binance-coin,0.0552747,binance-coin,bnb,binance-coin,bnb,binance-coin,bnb
155,2021-05-01,binance-coin,0.0624867,binance-coin,bnb,binance-coin,bnb,binance-coin,bnb
156,2021-04-01,binance-coin,0.049826300000000004,binance-coin,bnb,binance-coin,bnb,binance-coin,bnb
157,2021-03-01,binance-coin,0.051207,binance-coin,bnb,binance-coin,bnb,binance-coin,bnb
158,2021-02-01,binance-coin,0.028663300000000003,binance-coin,bnb,binance-coin,bnb,binance-coin,bnb
159,2021-01-01,binance-coin,0.029982,binance-coin,bnb,binance-coin,bnb,binance-coin,bnb
160,2020-12-01,binance-coin,0.0292801,binance-coin,bnb,binance-coin,bnb,binance-coin,bnb
161,2020-11-01,binance-coin,0.0338296,binance-coin,bnb,binance-coin,bnb,binance-coin,bnb
162,2020-10-01,binance-coin,0.0338712,binance-coin,bnb,binance-coin,bnb,binance-coin,bnb
163,2020-09-01,binance-coin,0.030085000000000004,binance-coin,bnb,binance-coin,bnb,binance-coin,bnb
164,2020-08-01,binance-coin,0.030387900000000002,binance-coin,bnb,binance-coin,bnb,binance-coin,bnb
165,2020-07-01,binance-coin,0.031454,binance-coin,bnb,binance-coin,bnb,binance-coin,bnb
166,2020-06-01,binance-coin,0.032608899999999996,binance-coin,bnb,binance-coin,bnb,binance-coin,bnb
167,2020-05-01,binance-coin,0.0337727,binance-coin,bnb,binance-coin,bnb,binance-coin,bnb
168,2020-04-01,binance-coin,0.0333833,binance-coin,bnb,binance-coin,bnb,binance-coin,bnb
169,2020-03-01,binance-coin,0.0350295,binance-coin,bnb,binance-coin,bnb,binance-coin,bnb
170,2020-02-01,binance-coin,0.0330048,binance-coin,bnb,binance-coin,bnb,binance-coin,bnb
171,2020-01-01,binance-coin,0.0346085,binance-coin,bnb,binance-coin,bnb,binance-coin,bnb
172,2019-12-01,binance-coin,0.0356464,binance-coin,bnb,binance-coin,bnb,binance-coin,bnb
173,2019-11-01,binance-coin,0.0370513,binance-coin,bnb,binance-coin,bnb,binance-coin,bnb
174,2019-10-01,binance-coin,0.0357031,binance-coin,bnb,binance-coin,bnb,binance-coin,bnb
175,2019-09-01,binance-coin,0.039929700000000005,binance-coin,bnb,binance-coin,bnb,binance-coin,bnb
176,2019-08-01,binance-coin,0.0415558,binance-coin,bnb,binance-coin,bnb,binance-coin,bnb
177,2019-07-01,binance-coin,0.0385811,binance-coin,bnb,binance-coin,bnb,binance-coin,bnb
178,2019-06-01,binance-coin,0.0404255,binance-coin,bnb,binance-coin,bnb,binance-coin,bnb
179,2019-05-01,binance-coin,0.0405624,binance-coin,bnb,binance-coin,bnb,binance-coin,bnb
180,2019-04-01,binance-coin,0.0378435,binance-coin,bnb,binance-coin,bnb,binance-coin,bnb
181,2019-03-01,binance-coin,0.032086199999999995,binance-coin,bnb,binance-coin,bnb,binance-coin,bnb
182,2019-02-01,binance-coin,0.025969000000000002,binance-coin,bnb,binance-coin,bnb,binance-coin,bnb
183,2019-01-01,binance-coin,0.0231948,binance-coin,bnb,binance-coin,bnb,binance-coin,bnb
184,2018-12-01,binance-coin,0.0217701,binance-coin,bnb,binance-coin,bnb,binance-coin,bnb
185,2018-11-01,binance-coin,0.0230807,binance-coin,bnb,binance-coin,bnb,binance-coin,bnb
186,2018-10-01,binance-coin,0.0208013,binance-coin,bnb,binance-coin,bnb,binance-coin,bnb
187,2018-09-01,binance-coin,0.0201587,binance-coin,bnb,binance-coin,bnb,binance-coin,bnb
188,2018-08-01,binance-coin,0.0192201,binance-coin,bnb,binance-coin,bnb,binance-coin,bnb
189,2018-07-01,binance-coin,0.022757999999999997,binance-coin,bnb,binance-coin,bnb,binance-coin,bnb
190,2018-06-01,binance-coin,0.0184455,binance-coin,bnb,binance-coin,bnb,binance-coin,bnb
191,2018-05-01,binance-coin,0.0172168,binance-coin,bnb,binance-coin,bnb,binance-coin,bnb
192,2018-04-01,binance-coin,0.0168104,binance-coin,bnb,binance-coin,bnb,binance-coin,bnb
193,2018-03-01,binance-coin,0.012859400000000002,binance-coin,bnb,binance-coin,bnb,binance-coin,bnb
194,2018-02-01,binance-coin,0.013029200000000001,binance-coin,bnb,binance-coin,bnb,binance-coin,bnb
195,2018-01-31,binance-coin,0.013029200000000001,binance-coin,bnb,binance-coin,bnb,binance-coin,bnb
196,2018-01-19,binance-coin,0.0137911,binance-coin,bnb,binance-coin,bnb,binance-coin,bnb
197,2021-07-01,cardano,0.053425700000000007,cardano,ada,cardano,ada,cardano,ada
198,2021-06-01,cardano,0.0559382,cardano,ada,cardano,ada,cardano,ada
199,2021-05-01,cardano,0.0419752,cardano,ada,cardano,ada,cardano,ada
200,2021-04-01,cardano,0.0466972,cardano,ada,cardano,ada,cardano,ada
201,2021-03-01,cardano,0.057402499999999995,cardano,ada,cardano,ada,cardano,ada
202,2021-02-01,cardano,0.035895800000000005,cardano,ada,cardano,ada,cardano,ada
203,2021-01-01,cardano,0.030579600000000002,cardano,ada,cardano,ada,cardano,ada
204,2020-12-01,cardano,0.0317483,cardano,ada,cardano,ada,cardano,ada
205,2020-11-01,cardano,0.0284083,cardano,ada,cardano,ada,cardano,ada
206,2020-10-01,cardano,0.0296422,cardano,ada,cardano,ada,cardano,ada
207,2020-09-01,cardano,0.029319500000000002,cardano,ada,cardano,ada,cardano,ada
208,2020-08-01,cardano,0.0333675,cardano,ada,cardano,ada,cardano,ada
209,2020-07-01,cardano,0.0292923,cardano,ada,cardano,ada,cardano,ada
210,2020-06-01,cardano,0.02781,cardano,ada,cardano,ada,cardano,ada
211,2020-05-01,cardano,0.0231095,cardano,ada,cardano,ada,cardano,ada
212,2020-04-01,cardano,0.021218499999999998,cardano,ada,cardano,ada,cardano,ada
213,2020-03-01,cardano,0.0222832,cardano,ada,cardano,ada,cardano,ada
214,2020-02-01,cardano,0.0231622,cardano,ada,cardano,ada,cardano,ada
215,2020-01-01,cardano,0.0221429,cardano,ada,cardano,ada,cardano,ada
216,2019-12-01,cardano,0.0232377,cardano,ada,cardano,ada,cardano,ada
217,2019-11-01,cardano,0.021922999999999998,cardano,ada,cardano,ada,cardano,ada
218,2019-10-01,cardano,0.0227161,cardano,ada,cardano,ada,cardano,ada
219,2019-09-01,cardano,0.023500200000000002,cardano,ada,cardano,ada,cardano,ada
220,2019-08-01,cardano,0.024461800000000002,cardano,ada,cardano,ada,cardano,ada
221,2019-07-01,cardano,0.0265151,cardano,ada,cardano,ada,cardano,ada
222,2019-06-01,cardano,0.028166300000000002,cardano,ada,cardano,ada,cardano,ada
223,2019-05-01,cardano,0.0308217,cardano,ada,cardano,ada,cardano,ada
224,2019-04-01,cardano,0.0322879,cardano,ada,cardano,ada,cardano,ada
225,2019-03-01,cardano,0.0280468,cardano,ada,cardano,ada,cardano,ada
226,2019-02-01,cardano,0.028786000000000003,cardano,ada,cardano,ada,cardano,ada
227,2019-01-01,cardano,0.0273035,cardano,ada,cardano,ada,cardano,ada
228,2018-12-01,cardano,0.026837399999999997,cardano,ada,cardano,ada,cardano,ada
229,2018-11-01,cardano,0.0282431,cardano,ada,cardano,ada,cardano,ada
230,2018-10-01,cardano,0.0288821,cardano,ada,cardano,ada,cardano,ada
231,2018-09-01,cardano,0.0321265,cardano,ada,cardano,ada,cardano,ada
232,2018-08-01,cardano,0.0347803,cardano,ada,cardano,ada,cardano,ada
233,2018-07-01,cardano,0.0326957,cardano,ada,cardano,ada,cardano,ada
234,2018-06-01,cardano,0.0354382,cardano,ada,cardano,ada,cardano,ada
235,2018-05-01,cardano,0.038341599999999997,cardano,ada,cardano,ada,cardano,ada
236,2018-04-01,cardano,0.0334213,cardano,ada,cardano,ada,cardano,ada
237,2018-03-01,cardano,0.0390242,cardano,ada,cardano,ada,cardano,ada
238,2018-02-01,cardano,0.045594,cardano,ada,cardano,ada,cardano,ada
239,2018-01-31,cardano,0.045594,cardano,ada,cardano,ada,cardano,ada
240,2018-01-19,cardano,0.0465332,cardano,ada,cardano,ada,cardano,ada
241,2018-01-01,cardano,0.0399061,cardano,ada,cardano,ada,cardano,ada
242,2021-07-01,dogecoin,0.0471421,dogecoin,doge,dogecoin,doge,dogecoin,doge
243,2021-06-01,dogecoin,0.048756100000000004,dogecoin,doge,dogecoin,doge,dogecoin,doge
244,2021-05-01,dogecoin,0.0422044,dogecoin,doge,dogecoin,doge,dogecoin,doge
245,2021-04-01,dogecoin,0.0200409,dogecoin,doge,dogecoin,doge,dogecoin,doge
246,2020-06-01,dogecoin,0.0113092,dogecoin,doge,dogecoin,doge,dogecoin,doge
247,2020-05-01,dogecoin,0.0114367,dogecoin,doge,dogecoin,doge,dogecoin,doge
248,2020-04-01,dogecoin,0.0114171,dogecoin,doge,dogecoin,doge,dogecoin,doge
249,2020-03-01,dogecoin,0.010545500000000001,dogecoin,doge,dogecoin,doge,dogecoin,doge
250,2020-02-01,dogecoin,0.0106725,dogecoin,doge,dogecoin,doge,dogecoin,doge
251,2020-01-01,dogecoin,0.0119238,dogecoin,doge,dogecoin,doge,dogecoin,doge
252,2019-12-01,dogecoin,0.012203900000000002,dogecoin,doge,dogecoin,doge,dogecoin,doge
253,2019-11-01,dogecoin,0.011855899999999999,dogecoin,doge,dogecoin,doge,dogecoin,doge
254,2019-10-01,dogecoin,0.011737599999999999,dogecoin,doge,dogecoin,doge,dogecoin,doge
255,2019-09-01,dogecoin,0.0119448,dogecoin,doge,dogecoin,doge,dogecoin,doge
256,2019-08-01,dogecoin,0.0116952,dogecoin,doge,dogecoin,doge,dogecoin,doge
257,2019-07-01,dogecoin,0.0109804,dogecoin,doge,dogecoin,doge,dogecoin,doge
258,2019-06-01,dogecoin,0.0119103,dogecoin,doge,dogecoin,doge,dogecoin,doge
259,2019-05-01,dogecoin,0.0125921,dogecoin,doge,dogecoin,doge,dogecoin,doge
260,2019-04-01,dogecoin,0.0122526,dogecoin,doge,dogecoin,doge,dogecoin,doge
261,2019-03-01,dogecoin,0.0128334,dogecoin,doge,dogecoin,doge,dogecoin,doge
262,2019-02-01,dogecoin,0.0137584,dogecoin,doge,dogecoin,doge,dogecoin,doge
263,2019-01-01,dogecoin,0.014424300000000001,dogecoin,doge,dogecoin,doge,dogecoin,doge
264,2018-12-01,dogecoin,0.0132431,dogecoin,doge,dogecoin,doge,dogecoin,doge
265,2018-11-01,dogecoin,0.014129100000000002,dogecoin,doge,dogecoin,doge,dogecoin,doge
266,2018-10-01,dogecoin,0.0162402,dogecoin,doge,dogecoin,doge,dogecoin,doge
267,2017-09-01,dogecoin,0.014572400000000001,dogecoin,doge,dogecoin,doge,dogecoin,doge
268,2017-08-01,dogecoin,0.0140739,dogecoin,doge,dogecoin,doge,dogecoin,doge
269,2017-07-01,dogecoin,0.0159465,dogecoin,doge,dogecoin,doge,dogecoin,doge
270,2017-06-01,dogecoin,0.0188957,dogecoin,doge,dogecoin,doge,dogecoin,doge
271,2017-05-01,dogecoin,0.015168,dogecoin,doge,dogecoin,doge,dogecoin,doge
272,2017-04-01,dogecoin,0.012899400000000002,dogecoin,doge,dogecoin,doge,dogecoin,doge
273,2017-03-01,dogecoin,0.0138273,dogecoin,doge,dogecoin,doge,dogecoin,doge
274,2017-02-01,dogecoin,0.014887,dogecoin,doge,dogecoin,doge,dogecoin,doge
275,2017-01-01,dogecoin,0.016420300000000002,dogecoin,doge,dogecoin,doge,dogecoin,doge
276,2016-12-01,dogecoin,0.0172565,dogecoin,doge,dogecoin,doge,dogecoin,doge
277,2016-11-01,dogecoin,0.017305900000000003,dogecoin,doge,dogecoin,doge,dogecoin,doge
278,2016-10-01,dogecoin,0.0178807,dogecoin,doge,dogecoin,doge,dogecoin,doge
279,2016-09-01,dogecoin,0.0183163,dogecoin,doge,dogecoin,doge,dogecoin,doge
280,2016-08-01,dogecoin,0.0181298,dogecoin,doge,dogecoin,doge,dogecoin,doge
281,2016-07-01,dogecoin,0.0220748,dogecoin,doge,dogecoin,doge,dogecoin,doge
282,2016-06-01,dogecoin,0.0225455,dogecoin,doge,dogecoin,doge,dogecoin,doge
283,2016-05-01,dogecoin,0.024672,dogecoin,doge,dogecoin,doge,dogecoin,doge
284,2016-04-01,dogecoin,0.024106900000000004,dogecoin,doge,dogecoin,doge,dogecoin,doge
285,2016-03-01,dogecoin,0.028430800000000003,dogecoin,doge,dogecoin,doge,dogecoin,doge
286,2016-02-01,dogecoin,0.0338968,dogecoin,doge,dogecoin,doge,dogecoin,doge
287,2016-01-01,dogecoin,0.0255234,dogecoin,doge,dogecoin,doge,dogecoin,doge
288,2015-12-01,dogecoin,0.0247985,dogecoin,doge,dogecoin,doge,dogecoin,doge
289,2015-11-01,dogecoin,0.025160900000000003,dogecoin,doge,dogecoin,doge,dogecoin,doge
290,2015-10-01,dogecoin,0.0256772,dogecoin,doge,dogecoin,doge,dogecoin,doge
291,2015-09-01,dogecoin,0.026102,dogecoin,doge,dogecoin,doge,dogecoin,doge
292,2015-08-01,dogecoin,0.0290558,dogecoin,doge,dogecoin,doge,dogecoin,doge
293,2015-07-01,dogecoin,0.0316451,dogecoin,doge,dogecoin,doge,dogecoin,doge
294,2015-06-01,dogecoin,0.0307071,dogecoin,doge,dogecoin,doge,dogecoin,doge
295,2015-05-01,dogecoin,0.026136,dogecoin,doge,dogecoin,doge,dogecoin,doge
296,2015-04-01,dogecoin,0.0276412,dogecoin,doge,dogecoin,doge,dogecoin,doge
