"","LL","mean LL"
0,191.29932689011133,0.5676537889914283
1,192.17611880905724,0.5702555454274696
2,190.41148122206107,0.5650192321129409
3,188.35890585702901,0.5589285040267924
4,188.64057409235585,0.5597643148141124
5,172.61830749829852,0.5122204970275921
6,178.4949844751797,0.5296587076414828
7,178.7736626768896,0.5304856459254884
8,179.15346141487368,0.5316126451479931
9,186.86330243828488,0.5544905116863053
10,189.78076349785317,0.5631476661657364
11,182.22279754236746,0.5407204674847699
12,179.5443295374214,0.5327724912089655
13,178.2273714492508,0.5288646037069756
14,173.62024254365988,0.5151935980524033
15,167.7362923359853,0.4977338051512917
16,170.96867588694045,0.5073254477357283
17,163.4522734973777,0.4850215830782721
18,170.34867599391987,0.5054856854418988
19,169.90558140835606,0.5041708647132227
20,169.5746614003187,0.5031889062323996
21,164.04668845167222,0.4867854256726179
22,166.49092731138435,0.4940383599744343
23,168.6584349520385,0.5004701333888383
24,171.8566820706439,0.509960480921792
25,172.36196167387646,0.5114598269254494
26,172.91594088163194,0.513103682141341
27,170.22612921513814,0.5051220451487779
28,169.32051107879607,0.502434750975656
29,168.81518037941726,0.5009352533513866
30,169.73411172691328,0.5036620526021166
31,169.14666980246673,0.5019189014909993
32,172.61085448829982,0.5121983812709193
33,175.01714009574567,0.5193386946461296
34,176.0629972432816,0.522442128318343
35,176.35768482093476,0.5233165721689459
36,182.02924020125005,0.540146113356825
37,179.0383889345738,0.5312711837821181
38,178.0997252839574,0.5284858317031378
39,178.240882281884,0.5289046951984689
40,179.05195687336686,0.5313114447280916
41,178.24586559303035,0.5289194824719001
42,176.21066527391608,0.5228803123855077
43,177.44137785967402,0.5265322785153532
44,178.9183408279763,0.5309149579465172
45,178.03297572710778,0.5282877618015068
46,174.72914436734476,0.5184841079149697
47,175.00440461865304,0.5193009039129171
48,170.0797377404681,0.5046876490815076
49,167.79541508003214,0.49790924356092625
50,164.1408676879354,0.4870648892817075
51,164.52945885680037,0.48821797880356194
52,168.4120965485098,0.4997391588976552
53,169.46636478657393,0.5028675512954717
54,168.27905078918326,0.4993443643595943
55,171.96707358903808,0.5102880521929913
56,168.7478747218978,0.5007355332994
57,168.4710418847713,0.4999140708746923
58,166.30218948188198,0.4934783070678991
59,167.7280932028039,0.4977094753792401
60,172.39575601734794,0.5115601068764034
61,174.44643410560872,0.5176452050611535
62,174.72908320763963,0.5184839264321651
63,175.53853784770595,0.5208858689842907
64,174.15464145408754,0.5167793514958088
65,171.8838006311731,0.5100409514278134
66,170.56303175685662,0.5061217559550641
67,165.81450831728145,0.4920311819503901
68,166.94207191658612,0.49537706800173925
69,164.5475138942529,0.4882715545823528
70,167.74645858526452,0.49776397206309947
71,160.4275599603336,0.4760461719891205
72,147.73031679938208,0.4383688925797688
73,159.07287216074167,0.47202632688647383
74,151.7700820336318,0.4503563265092932
75,160.11201068959667,0.47510982400473795
76,162.89808707649897,0.4833771129866438
77,169.48160462926643,0.5029127733806126
78,160.7055537416537,0.4768710793520881
79,161.0685758082237,0.47794829616683593
80,156.22776806618788,0.4635838815020412
81,164.13016973847607,0.4870331446245581
82,170.67447291479084,0.5064524418836523
83,173.22187048837765,0.5140114851287171
84,165.75222661036582,0.49184636976369683
85,163.90001700485186,0.4863501988274536
86,164.31777637068063,0.4875898408625538
87,159.38289926351433,0.47294628861576954
88,160.73033386007472,0.47694461086075585
89,144.84783709718727,0.4298155403477367
90,159.9936547901973,0.4747586195554816
91,161.26592038226414,0.47853388837467103
92,163.43018480070012,0.4849560379842734
93,169.07384933142674,0.501702817007201
94,153.47236531787627,0.45540761221921744
95,141.98088520622863,0.4213082647069099
96,131.03894487644496,0.388839599039896
97,135.95544080263187,0.40342860772294326
98,132.2543240221938,0.3924460653477561
99,131.83356451327825,0.3911975208109147
100,135.40333891101483,0.40179032317808555
101,137.7599880921424,0.4087833474544285
102,135.809315938669,0.40299500278536793
103,135.37183422245988,0.4016968374553706
104,136.78101232539615,0.4058783748528076
105,133.6942698133719,0.39671890152335876
106,132.47082739448783,0.39308850858898464
107,143.12216014070833,0.4246948372127844
108,142.52466979721711,0.4229218688344722
109,138.62426455109826,0.41134796602699786
110,142.35647968716899,0.4224227883892255
111,144.35090414585426,0.42834096185713433
112,145.30653128726047,0.431176650704037
113,145.68797003058225,0.4323085164112233
114,146.23165999367876,0.4339218397438539
115,150.830296274801,0.44756764473234717
116,148.29596812835692,0.4400473831701986
117,155.2965602174525,0.4608206534642508
118,145.13519896795333,0.4306682461957072
119,151.10249432592684,0.448375354082869
120,138.93584244716945,0.4122725295168233
121,145.99144319442672,0.43320903025052443
122,144.94782084806243,0.4301122280357936
123,145.126563297486,0.4306426210607893
124,145.2824023800398,0.4311050515728184
125,141.97970991271364,0.4213047771890613
126,142.75824279260556,0.4236149637762776
127,133.01106545342805,0.39469158888257583
128,136.44459140290056,0.4048800931836812
129,141.31818839255726,0.41934180531916104
130,133.14271135779924,0.3950822295483657
131,137.33616468064463,0.4075257112185301
132,139.462865236318,0.4138363953599941
133,140.547069512558,0.41705361873162616
134,140.2637061000141,0.416212777744849
135,137.71451316492656,0.40864840701758626
136,132.33928991146524,0.3926981896482648
137,130.64003939895835,0.387655903261004
138,129.8540358725259,0.385323548583163
139,128.2306678332825,0.3805064327397107
140,136.7819872151622,0.40588126770077804
141,138.18276267693977,0.41003787144492515
142,139.4723535475157,0.4138645505861
143,115.99003723863794,0.34418408676153694
144,120.97564024920727,0.3589781609768762
145,111.11238709084014,0.3297103474505642
146,126.12223020147147,0.3742499412506572
