,Date,PX_LAST,contract_name,BITW70 Price,% Change,log return future,log return BITW70
395,2019-11-01 20:00:00+00:00,9325.0,BTCZ19 Curncy,5218.68,1.45%,0.0021470754356652,0.014368798131506
396,2019-10-31 20:00:00+00:00,9305.0,BTCX19 Curncy,5144.23,0.76%,0.0037685105164502,0.0075416389550572
397,2019-10-30 20:00:00+00:00,9270.0,BTCX19 Curncy,5105.58,-0.40%,-0.004842624475788,-0.0040383877116529
398,2019-10-29 20:00:00+00:00,9315.0,BTCX19 Curncy,5126.24,-0.66%,-0.0228187136125589,-0.0065873880585043
399,2019-10-28 20:00:00+00:00,9530.0,BTCX19 Curncy,5160.12,0.32%,0.0893990386941265,0.0651035254676735
400,2019-10-25 20:00:00+00:00,8715.0,BTCX19 Curncy,4834.88,7.47%,0.1501426584297194,0.0719989369966149
401,2019-10-24 20:00:00+00:00,7500.0,BTCX19 Curncy,4499.01,2.77%,-0.0006664445431605,0.0273224788028511
402,2019-10-23 20:00:00+00:00,7505.0,BTCX19 Curncy,4377.75,-8.30%,-0.0922165496035531,-0.0866077396789237
403,2019-10-22 20:00:00+00:00,8230.0,BTCX19 Curncy,4773.8,0.67%,-0.0024271856576111,0.0066625578794742
404,2019-10-21 20:00:00+00:00,8250.0,BTCX19 Curncy,4742.1,0.15%,0.0320224405684062,0.011723627822069
405,2019-10-18 20:00:00+00:00,7990.0,BTCX19 Curncy,4686.83,-2.27%,-0.0142903954094561,-0.0229840871306379
406,2019-10-17 20:00:00+00:00,8105.0,BTCX19 Curncy,4795.8,3.24%,0.0142903954094561,0.0318738156122099
407,2019-10-16 20:00:00+00:00,7990.0,BTCX19 Curncy,4645.35,-5.44%,-0.0295952549107951,-0.0559732537608756
408,2019-10-15 20:00:00+00:00,8230.0,BTCX19 Curncy,4912.78,-1.87%,-0.0222298129537908,-0.0188531512993835
409,2019-10-14 20:00:00+00:00,8415.0,BTCX19 Curncy,5006.28,-0.07%,0.0,0.0187595223427284
410,2019-10-11 20:00:00+00:00,8415.0,BTCX19 Curncy,4913.24,-2.53%,-0.0275434933010185,-0.0256550031242641
411,2019-10-10 20:00:00+00:00,8650.0,BTCX19 Curncy,5040.92,-1.53%,-0.0040380787492802,-0.0153705023679698
412,2019-10-09 20:00:00+00:00,8685.0,BTCX19 Curncy,5119.0,1.61%,0.0544191030416326,0.015967793936433
413,2019-10-08 20:00:00+00:00,8225.0,BTCX19 Curncy,5037.91,2.06%,-0.007871672495768,0.0203570187119394
414,2019-10-07 20:00:00+00:00,8290.0,BTCX19 Curncy,4936.39,4.55%,0.0042308917751122,0.0173422369159938
415,2019-10-04 20:00:00+00:00,8255.0,BTCX19 Curncy,4851.52,4.13%,0.0060753528300371,0.040508396290597
416,2019-10-03 20:00:00+00:00,8205.0,BTCX19 Curncy,4658.92,0.94%,-0.013918530291063,0.0093352916065493
417,2019-10-02 20:00:00+00:00,8320.0,BTCX19 Curncy,4615.63,1.45%,-0.0059916296682667,0.0144420234784233
418,2019-10-01 20:00:00+00:00,8370.0,BTCX19 Curncy,4549.45,0.16%,0.0005975500625965,0.001610281509206
419,2019-09-30 20:00:00+00:00,8365.0,BTCX19 Curncy,4542.13,3.44%,0.0346644619057832,0.0239563899972741
420,2019-09-27 20:00:00+00:00,8080.0,BTCX19 Curncy,4434.61,0.87%,-0.0123002780816516,0.0086854955596534
421,2019-09-26 20:00:00+00:00,8180.0,BTCV19 Curncy,4396.26,0.32%,-0.0271346162459232,0.0032443741805475
