Date,t_Copula_Capped
2019-05-01,-0.00516071801946906
2019-05-02,0.0026675222297257353
2019-05-03,0.0287051391531961
2019-05-06,-0.027897526604309737
2019-05-07,0.02117229167026235
2019-05-08,-0.006544255776042025
2019-05-09,0.004634887228593718
2019-05-10,0.002961582664124149
2019-05-13,0.0043073978518943234
2019-05-14,0.09806906948365696
2019-05-15,-0.05703740147004657
2019-05-16,0.029662112153427223
2019-05-17,-0.027452288729582566
2019-05-20,0.0069769980034558865
2019-05-21,0.0018110581908972329
2019-05-22,0.0028194127620224255
2019-05-23,-0.006362931997298104
2019-05-24,0.012250099732004707
2019-05-28,0.024403070067565105
2019-05-29,0.005164200371455957
2019-05-30,0.006558157002185598
2019-05-31,-0.018203474727591127
2019-06-03,-0.014838313291641987
2019-06-04,0.03360389129468632
2019-06-05,-0.050325706959226335
2019-06-06,0.015398799450797253
2019-06-07,-0.002064584579636139
2019-06-10,-0.0013174611957866
2019-06-11,-0.012104426518163992
2019-06-12,0.0009649851177251853
2019-06-13,0.01110855920769282
2019-06-14,0.015578966818376009
2019-06-17,0.024349730877525233
2019-06-18,0.0017430264517099836
2019-06-19,-0.01232225661838853
2019-06-20,-0.007821286452004042
2019-06-21,0.019410580082379024
2019-06-24,0.03667575086886447
2019-06-25,0.008309258532211598
2019-06-26,-0.023711352010167497
2019-06-27,0.08383654243585391
2019-06-28,-0.04975812971081432
2019-07-01,-0.02146192320465265
2019-07-02,-0.071108628492183
2019-07-03,0.08279657650183868
2019-07-05,0.0012305125691620426
2019-07-08,-0.02195480394821185
2019-07-09,0.021385405757481515
2019-07-10,0.06700505326033894
2019-07-11,-0.058687304751711314
2019-07-12,-0.0026465792636922
2019-07-15,-0.05255083655184103
2019-07-16,0.07685194034885154
2019-07-17,-0.08799019368536626
2019-07-18,-0.04269353485866889
2019-07-19,0.06750947434138822
2019-07-22,0.028447316600192556
2019-07-23,-0.04539306086119463
2019-07-24,0.021096038315330728
2019-07-25,0.003202350374821958
2019-07-26,-0.015111282298821352
2019-07-29,-0.007051181419336715
2019-07-30,-0.011580605759754923
2019-07-31,0.014507421401644828
2019-08-01,-0.02008567761857058
2019-08-02,0.041436988800723794
2019-08-05,0.026999696818751154
2019-08-06,0.0009176849286193448
2019-08-07,0.023792894301686095
2019-08-08,-0.01942577283392252
2019-08-09,-0.011036834843247776
2019-08-12,-0.008267479429031652
2019-08-13,0.005284407591482208
2019-08-14,0.010098777619959975
2019-08-15,-0.042955297832396204
2019-08-16,-0.018614453679460737
2019-08-19,0.041926551639210816
2019-08-20,-0.01116629158298552
2019-08-21,-0.012674934730593883
2019-08-22,0.003618731671932592
2019-08-23,0.01112159455351373
2019-08-26,0.001992095430895736
2019-08-27,-0.004793289920123874
2019-08-28,0.040871540937176994
2019-08-29,-0.06609740767770289
2019-08-30,0.009678217232188606
2019-09-03,0.022385312695379495
2019-09-04,-0.029227920455658623
2019-09-05,0.027995797418978636
2019-09-06,0.04044558843556852
2019-09-09,-0.044501527160139144
2019-09-10,0.010055089210799487
