Date,t_Copula_Capped
2019-05-01,-0.0054476628327849875
2019-05-02,0.0023041118074420067
2019-05-03,0.027612144528885073
2019-05-06,-0.0281811316215943
2019-05-07,0.020799857385032646
2019-05-08,-0.006754619435920704
2019-05-09,0.004015365349550926
2019-05-10,0.0018771755731991427
2019-05-13,-0.0006869644753596527
2019-05-14,0.09855457591036265
2019-05-15,-0.05659742308768799
2019-05-16,0.029318138123435148
2019-05-17,-0.028183138137177946
2019-05-20,0.007682695859654032
2019-05-21,0.002010066328644162
2019-05-22,0.0027693632822047036
2019-05-23,-0.0064340692587629925
2019-05-24,0.012388657026562954
2019-05-28,0.024698907009736426
2019-05-29,0.005157295098833212
2019-05-30,0.006721651719231658
2019-05-31,-0.01771451607544216
2019-06-03,-0.015374119806589297
2019-06-04,0.03613014558050225
2019-06-05,-0.050874915019392675
2019-06-06,0.016286588867548184
2019-06-07,-0.003625425188276972
2019-06-10,-0.0013174611957866
2019-06-11,-0.011760143194020712
2019-06-12,-7.500492009425777e-05
2019-06-13,0.010914429926417678
2019-06-14,0.015249524464202203
2019-06-17,0.02247290112140525
2019-06-18,0.002252383931155906
2019-06-19,-0.012506539476675559
2019-06-20,-0.008471206228947543
2019-06-21,0.018876488213963184
2019-06-24,0.03531469171472683
2019-06-25,0.007734533985705047
2019-06-26,-0.02664511231301389
2019-06-27,0.08818802490211951
2019-06-28,-0.05117958452941103
2019-07-01,-0.019241050472419002
2019-07-02,-0.07212651844492488
2019-07-03,0.0821957318122106
2019-07-05,0.001176285184935677
2019-07-08,-0.021247724369041515
2019-07-09,0.021566043385917506
2019-07-10,0.06672207538725856
2019-07-11,-0.05901255495759513
2019-07-12,-0.0026465792636922
2019-07-15,-0.05350624978238346
2019-07-16,0.07534286837694198
2019-07-17,-0.08790241527210359
2019-07-18,-0.041714602812677484
2019-07-19,0.06750529103997938
2019-07-22,0.028432386187419605
2019-07-23,-0.045392820269295205
2019-07-24,0.02107086614889257
2019-07-25,0.003213616014886473
2019-07-26,-0.01522191526817524
2019-07-29,-0.007308300205561242
2019-07-30,-0.011354059040396752
2019-07-31,0.01491502000181226
2019-08-01,-0.019738852096184728
2019-08-02,0.04161235548637881
2019-08-05,0.028433492928457954
2019-08-06,0.0008347549601143579
2019-08-07,0.02384996864500197
2019-08-08,-0.01962933328229661
2019-08-09,-0.010611155246631882
2019-08-12,-0.008913759442876902
2019-08-13,0.004205993263511523
2019-08-14,0.00863064223494562
2019-08-15,-0.04301363172162748
2019-08-16,-0.017947835238678024
2019-08-19,0.042313241378662506
2019-08-20,-0.01111646508114501
2019-08-21,-0.013804551650782239
2019-08-22,0.0037419810828513466
2019-08-23,0.01107216039626743
2019-08-26,0.0020153002487277036
2019-08-27,-0.004763413466513182
2019-08-28,0.04096897308695528
2019-08-29,-0.06607027762517079
2019-08-30,0.009747731648908554
2019-09-03,0.02338851523220653
2019-09-04,-0.02920074730392027
2019-09-05,0.027831423870610043
2019-09-06,0.04031414233879718
2019-09-09,-0.04456397504033985
2019-09-10,0.009835764068204923
2019-09-11,-0.02440890261419073
2019-09-12,0.00863162417173895
2019-09-13,0.010088917272921837
2019-09-16,-0.007090237294538131
2019-09-17,-0.006450156780011484
2019-09-18,0.005463105476420947
2019-09-19,-0.028206007605766557
2019-09-20,0.029009565870385435
2019-09-23,-0.004738145772253705
2019-09-24,0.07721258297710773
2019-09-25,-0.12320717125323723
2019-09-26,-0.001054300314160806
2019-09-27,-0.01911884947792048
2019-09-30,-0.010588393600843907
2019-10-01,0.026312670281789387
2019-10-02,-0.01067496668125938
2019-10-03,-0.0011327517762582864
2019-10-04,-0.0032956259498388785
2019-10-07,-0.003885669314298317
2019-10-08,0.012304859716981174
2019-10-09,-0.017699850201573643
2019-10-10,0.018894491966602034
2019-10-11,-0.0013851413547202145
2019-10-14,-0.0055704344498536
2019-10-15,0.01797823522778873
2019-10-16,-0.020758699685705897
2019-10-17,0.000584916963155999
2019-10-18,-0.0076188846384279765
2019-10-21,0.01916217708682812
2019-10-22,0.0007857757375875339
2019-10-23,-0.03296443157306865
2019-10-24,-0.00028729802198655067
2019-10-25,0.007896181102340551
2019-10-28,0.04236573024956472
2019-10-29,0.013760537784213633
2019-10-30,-0.02737526087962261
2019-10-31,0.01641134814127832
2019-11-01,-0.005587476018680854
2019-11-04,-0.007375535175858164
2019-11-05,0.017195439218083555
2019-11-06,0.0024722201043288344
2019-11-07,-0.0044940775924326125
2019-11-08,-0.021596452920867783
2019-11-11,0.0038618526314179056
2019-11-12,-0.014180083066756676
2019-11-13,0.013294963866989137
2019-11-14,-0.004753381494651808
2019-11-15,-0.0038950145041887815
2019-11-18,0.02049841160115057
2019-11-19,-0.0316652421989981
2019-11-20,0.0028609037218794
2019-11-21,-0.019760880200437474
2019-11-22,-0.04151413171104286
2019-11-25,0.03379197564349003
2019-11-26,-0.01617150358429517
2019-11-27,-0.016434980182160407
2019-11-29,0.04790388089834424
2019-12-02,-0.020509569062204497
2019-12-03,0.0036956058659053507
2019-12-04,0.028680726988713424
2019-12-05,-0.034553026416024
2019-12-06,0.001671121103341242
2019-12-09,0.027499461264694755
2019-12-10,-0.022133881543177872
2019-12-11,-0.0074245566904990005
2019-12-12,-0.011729808018163345
2019-12-13,0.0110363627766432
2019-12-16,0.01747374919974722
2019-12-17,-0.023458310560416758
2019-12-18,-0.045928352670001206
2019-12-19,0.04657002874730229
2019-12-20,-0.0020609700106070774
2019-12-23,0.038373009659970585
2019-12-24,-0.024305968725364877
2019-12-26,-0.009917320186326763
2019-12-27,0.0032408621782870142
2019-12-30,6.721439390130427e-05
2019-12-31,-0.0030987524202067034
2020-01-02,0.015509971181107028
2020-01-03,-0.020040674802041785
2020-01-06,0.014436818649046931
2020-01-07,-0.019348119053119707
2020-01-08,0.07442868216910414
2020-01-09,-0.02940744022775904
2020-01-10,-0.0060222180058536745
2020-01-13,0.00035319332408049325
2020-01-14,0.029049408913240572
2020-01-15,9.340134986139496e-05
2020-01-16,-0.005022001166580857
2020-01-17,0.005154041857554902
2020-01-21,-0.0053705611197062166
2020-01-22,0.0029925827237424064
2020-01-23,-0.009968208549729539
2020-01-24,0.005157642757681959
2020-01-27,-0.005033293179049943
2020-01-28,0.022838905229522276
2020-01-29,0.0070910292810851296
2020-01-30,-0.004965412675486762
2020-01-31,0.012159964522983254
2020-02-03,-0.007480763412905716
2020-02-04,-0.001363171505873527
2020-02-05,-0.012212787651597189
2020-02-06,0.03099358753678675
2020-02-07,0.0029194734054604
2020-02-10,0.0049784736857689475
2020-02-11,-0.017447233928101148
2020-02-12,0.022693646197362537
2020-02-13,0.007813184958112476
2020-02-14,-0.01310600849522052
2020-02-18,-0.028660571988571554
2020-02-19,0.03387674717880775
2020-02-20,-0.015749105408846824
2020-02-21,0.00490412582974757
2020-02-24,0.011119667563564714
2020-02-25,-0.015295605095589557
2020-02-26,-0.0035588710619712458
2020-02-27,-0.023497795542418064
2020-02-28,-0.006466957869306171
2020-03-02,-0.006384662004331736
2020-03-03,0.009311305553144533
2020-03-04,-0.003709453371934474
2020-03-05,0.005581083659129384
2020-03-06,0.003741572888533597
2020-03-09,-0.06554086269682927
2020-03-10,0.018680649480667964
2020-03-11,-0.0069144617192365785
2020-03-12,-0.07646339863290125
2020-03-13,-0.07578761526804384
2020-03-16,0.025537008739105742
2020-03-17,-0.014616451672224522
2020-03-18,-0.0003930680877381283
2020-03-19,-0.0051562405470150785
2020-03-20,0.11589145962550865
2020-03-23,-0.0697859653465336
2020-03-24,0.00785972978008393
2020-03-25,0.021109577888347143
2020-03-26,-0.011218064766025802
2020-03-27,0.008824198833958994
2020-03-30,-0.019054194000741678
2020-03-31,0.010751732883894081
2020-04-01,-0.00437523843710012
2020-04-02,-0.0016717395711140504
2020-04-03,0.021918881938376544
2020-04-06,-0.013405150177317977
2020-04-07,0.0292004309294193
2020-04-08,-0.00858593319233209
2020-04-09,0.014409181969255402
2020-04-13,-0.03613753667012107
2020-04-14,0.014610948563982325
2020-04-15,-0.0035787408252840533
2020-04-16,-0.001239326499524955
2020-04-17,0.00795377646470767
2020-04-20,0.032547749636885726
2020-04-21,-0.03992675343898175
2020-04-22,0.011197315191491166
2020-04-23,0.010991079631638666
2020-04-24,0.003709592943561716
2020-04-27,-0.0023148011634974257
2020-04-28,0.0068248491233115
2020-04-29,-0.019622174497312905
2020-04-30,0.0522358194736868
2020-05-01,-0.0005196900591573983
2020-05-04,-0.00294853748549081
2020-05-05,0.0011299682108357034
2020-05-06,0.011402660298245267
2020-05-07,-0.02073650133109933
2020-05-08,0.043201046668891775
2020-05-11,-0.015317510449546864
2020-05-12,-0.010307445497725174
2020-05-13,-0.0063908593303213385
2020-05-14,0.027344888947952332
2020-05-15,0.013143143326801885
2020-05-18,-0.015833785500793028
2020-05-19,0.005154636498656257
2020-05-20,0.01657594383879612
2020-05-21,-0.028400521418973416
2020-05-22,-0.007219085683757867
2020-05-26,-0.0027386925651935318
2020-05-27,0.00274247560970875
2020-05-28,0.011219567042999808
2020-05-29,-0.0011548617322682374
2020-06-01,-0.003948522174469098
2020-06-02,0.05197615267545998
2020-06-03,-0.05273772865704368
2020-06-04,0.0015476508321011426
2020-06-05,0.0020257163236618355
2020-06-08,-7.391184361314014e-06
2020-06-09,0.00021412336925301085
2020-06-10,-0.00560472443698138
2020-06-11,0.0375901301435537
2020-06-12,-0.027856034910609923
2020-06-15,-0.02815574013123065
2020-06-16,0.023804556407946882
2020-06-17,0.007331107303855021
2020-06-18,-0.007442794443356881
2020-06-19,0.004523011522991014
2020-06-22,-0.011511206612858172
2020-06-23,0.012988219698482212
2020-06-24,-0.004636215310438452
2020-06-25,-0.009001675954699065
2020-06-26,-0.0004935397655045394
