,Variance,ES q=0.05,ES q=0.01,VaR q=0.05,VaR q=0.01,ERM k=10
Clayton,0.00012662465742955604,1.3096126984235265e-05,2.5541684569680434e-05,1.1346020215278015e-05,1.5194350206373409e-05,1.1983143181971783e-05
Frank,0.00019537179537298168,0.0003786809223616511,0.00015895609477953394,0.00019193365312638726,0.000278451484641749,0.0003088529548805466
Gauss Mix Indep,1.1108813164474369e-05,1.1069745846620633e-05,1.1812796320363231e-05,1.1032928716639361e-05,1.118744371813032e-05,1.1010990936196544e-05
Gaussian,1.0961632945857782e-05,1.0875766353679158e-05,1.1713697415331531e-05,1.0988623266698596e-05,1.0881758252258184e-05,1.0824157765309331e-05
Gumbel,1.0917603102215164e-05,1.3116704358641878e-05,1.8882812093023907e-05,1.1178901254735316e-05,1.4503729687417472e-05,1.2009326737131032e-05
NIG,1.0138963164911971e-05,1.0507845536945545e-05,1.2840828136838123e-05,1.0958329521716646e-05,1.1567137613922742e-05,1.0194275263352303e-05
Plackett,1.0799456638995638e-05,1.0817247099672434e-05,1.1466875878961468e-05,1.0704858064831666e-05,1.1038673698534595e-05,1.0770443466790664e-05
rotGumbel,1.097617460356725e-05,1.0757919564418086e-05,1.1032082163837536e-05,1.1168848447763041e-05,1.0540783366676894e-05,1.0799820719418295e-05
t_Copula,1.0886028756305799e-05,1.0913510876978834e-05,1.135401047126813e-05,1.123044187751496e-05,1.1040907833275818e-05,1.084041299553661e-05
