"Date","unhedged","unhedged","Variance","VaR 99%","VaR 95%","ES 99%","ES 95%","Spectral 10"
"2020-05-18",0.0776957519818168,0.077068936369961,0.014867668266138853,0.01155322244159312,0.013971345422408604,0.013014884927176085,0.014381003570920616,0.01287100205457817
"2020-05-15",-0.012004283231252763,0.0020208831397723103,-0.013687584905954777,-0.013773559357578676,-0.013710862293905595,-0.013735679045609931,-0.01370022604643942,-0.01373941029471903
"2020-05-14",0.01863426306153692,-0.0006731740409044372,0.01917673042793306,0.019204404497743743,0.019184223430116908,0.019192211700287783,0.019180799645636792,0.019193412730298086
"2020-05-13",-0.0022635809364873376,-0.008113634774169775,0.004367740336588251,0.004704958437268939,0.004459055462392502,0.004556397851827813,0.004417331706421367,0.0045710324498309625
"2020-05-12",-0.06669849496494994,-0.07614670884357022,-0.00430048029533375,-0.0012183893951913632,-0.0034650467633079722,-0.0025751543618800416,-0.003846696369128161,-0.0024414275944691795
"2020-05-11",0.003953021667875923,0.020305266160745523,-0.012974059369325004,-0.013845575390214379,-0.013209952779534642,-0.013461501378399767,-0.013102158660018256,-0.013499327154776431
"2020-05-08",-0.017559247972108928,-0.030614635819606863,0.007335628448999775,0.008589538081688015,0.007675287535132901,0.008037272992752418,0.007520100790067941,0.00809168613624571
"2020-05-07",0.04190744028769218,0.05752844159625195,-0.005864141793450562,-0.008364201435827145,-0.0065404316793558435,-0.007261932226743935,-0.006231356534028283,-0.007370454784604611
"2020-05-06",0.002753669100522446,-0.00420168685369997,0.006182719564540591,0.006357388134825931,0.0062300151786974225,0.006280434836987779,0.006208404583149924,0.006288015207152405
"2020-05-05",-0.02340153770596735,-0.043017385083690816,0.011394103443095292,0.013137657938207932,0.011866481868266368,0.01236984154475871,0.011650664799823605,0.0124454997098475
"2020-05-04",0.0019007229879988,0.012377296708555054,-0.008363372766978204,-0.008889982622461996,-0.008505928286021227,-0.008657929916024336,-0.008440787605720783,-0.008680785342284399
"2020-05-01",0.025344541718523086,0.035540343192975714,-0.00406089365206091,-0.005584885601294243,-0.004473294716503753,-0.004913145214952607,-0.004284834428033646,-0.004979293422170864
"2020-04-30",0.06754925365500786,0.06750200277994564,0.012438560251191146,0.00954315230972775,0.011655437809446589,0.010819870559789415,0.01201334749863166,0.01069418271894597
"2020-04-29",-0.007086273060974604,-0.00654881187890544,-0.0017004546290159176,-0.0014263941458321839,-0.0016262436327661523,-0.0015471329348861818,-0.0016601523182277077,-0.0015352391914885957
"2020-04-28",0.02801137000045223,0.024019330636145326,0.00840143483991144,0.007390358126620628,0.008127780436598989,0.007835953429968314,0.00825283114434765,0.00779206990647088
"2020-04-27",0.000032651324656423025,-0.0012836972237782198,0.0010859315920631848,0.0011396504536585552,0.00110047659294296,0.0011159828676477943,0.0010938305448440313,0.0011183142135264314
"2020-04-24",0.13594024085304948,0.129347959331028,0.03167009328240375,0.026046128975435,0.030150489799085637,0.02852788467277691,0.030845131569729352,0.02828369833078848
"2020-04-23",-0.008850080450393179,0.010106767669774384,-0.017304618824370937,-0.017737974397096973,-0.017421934003028158,-0.01754701953796284,-0.017368327252303972,-0.0175658274873164
"2020-04-22",0.0060429123609026456,-0.011236073266925842,0.015124921200207923,0.01558616902542402,0.015249827923432201,0.015382974506903374,0.015192755997439803,0.015402991547885615
"2020-04-21",0.01128054795770625,0.012910648037258032,0.0006694430218056674,0.0001249300033383296,0.0005220420029404221,0.00036487301045127856,0.000589396920822165,0.00034124053364786356
"2020-04-20",0.003365370607998636,0.006116227017436054,-0.0016701782626820578,-0.001927822177446424,-0.0017399304024813284,-0.0018142989120339805,-0.001708057823645037,-0.001825480687440932
"2020-04-17",0.03296820602178711,0.039668335963939906,0.0002754752995920096,-0.0014218356108591165,-0.00018379785359959729,-0.0006736639795167457,0.000026084855050580422,-0.0007473360531953092
"2020-04-16",0.06128734920679406,0.06945449463312102,0.004111564630673043,0.0011043605112542197,0.0032982377808012052,0.0024304162677716346,0.003669954809419236,0.0022998742481888505
"2020-04-15",0.012774721207910083,0.0029776696939245338,0.010353112289160494,0.0102293808565822,0.010319612745372343,0.010283897456288044,0.010334919893557316,0.010278527556248654
"2020-04-14",-0.15157351578806993,-0.13169250675376898,-0.040074249231278794,-0.03470464973351966,-0.03861754796640562,-0.03706688398814974,-0.039282897920705495,-0.03683394963253935
"2020-04-13",0.023539896146705278,0.00956406727665919,0.01579918939269447,0.01540257186010712,0.01569181825701684,0.01557733658369618,0.015740880980442417,0.015560123143452306
"2020-04-09",0.06003162241220932,0.04328257064147153,0.025212635734336068,0.023402900478472367,0.024722961899018386,0.024200653638062838,0.02494673922738224,0.024122101052396136
"2020-04-08",0.04471393262435247,0.05121286219854523,0.0025585556666596503,0.0003589753871608437,0.0019634831008287913,0.0013286826322184639,0.0022354346531291832,0.001233205595029584
"2020-04-07",-0.034255473814124915,-0.03736812561800353,-0.003550579869950621,-0.0020087177494362146,-0.0031328763532725225,-0.002687752346276956,-0.0033237167518196204,-0.002620845132439055
"2020-04-06",0.027951295655585136,0.03889523204865436,-0.004245022456338856,-0.005916122104095535,-0.0046972074600560125,-0.005179509749362537,-0.00449056435434244,-0.005252043964952796
