,Date,PX_LAST,contract_name
77,2021-02-08,45305,BTCH1 Curncy
78,2021-02-05,38460,BTCH1 Curncy
79,2021-02-04,38310,BTCH1 Curncy
80,2021-02-03,37790,BTCH1 Curncy
81,2021-02-02,36535,BTCH1 Curncy
82,2021-02-01,34265,BTCH1 Curncy
83,2021-01-29,35180,BTCH1 Curncy
84,2021-01-28,32790,BTCG1 Curncy
85,2021-01-27,31635,BTCG1 Curncy
86,2021-01-26,32300,BTCG1 Curncy
87,2021-01-25,33825,BTCG1 Curncy
88,2021-01-22,33945,BTCG1 Curncy
89,2021-01-21,32290,BTCG1 Curncy
90,2021-01-20,35470,BTCG1 Curncy
91,2021-01-19,37060,BTCG1 Curncy
92,2021-01-15,36100,BTCG1 Curncy
93,2021-01-14,40080,BTCG1 Curncy
94,2021-01-13,36810,BTCG1 Curncy
95,2021-01-12,34925,BTCG1 Curncy
96,2021-01-11,34225,BTCG1 Curncy
97,2021-01-08,39970,BTCG1 Curncy
98,2021-01-07,40100,BTCG1 Curncy
99,2021-01-06,37055,BTCG1 Curncy
100,2021-01-05,34925,BTCG1 Curncy
101,2021-01-04,31980,BTCG1 Curncy
102,2020-12-31,29385,BTCF1 Curncy
103,2020-12-30,29155,BTCF1 Curncy
104,2020-12-29,27210,BTCF1 Curncy
105,2020-12-28,27110,BTCF1 Curncy
106,2020-12-24,23685,BTCF1 Curncy
107,2020-12-23,23745,BTCF1 Curncy
108,2020-12-22,23805,BTCF1 Curncy
109,2020-12-21,23160,BTCF1 Curncy
110,2020-12-18,23240,BTCF1 Curncy
111,2020-12-17,23285,BTCF1 Curncy
112,2020-12-16,21280,BTCF1 Curncy
113,2020-12-15,19805,BTCF1 Curncy
114,2020-12-14,19465,BTCF1 Curncy
115,2020-12-11,18165,BTCF1 Curncy
116,2020-12-10,18590,BTCF1 Curncy
117,2020-12-09,18600,BTCF1 Curncy
118,2020-12-08,18970,BTCF1 Curncy
119,2020-12-07,19315,BTCF1 Curncy
120,2020-12-04,19245,BTCF1 Curncy
121,2020-12-03,19725,BTCF1 Curncy
122,2020-12-02,19450,BTCF1 Curncy
123,2020-12-01,19450,BTCF1 Curncy
124,2020-11-30,19900,BTCF1 Curncy
125,2020-11-27,17085,BTCF1 Curncy
126,2020-11-25,19175,BTCZ0 Curncy
127,2020-11-24,19375,BTCZ0 Curncy
128,2020-11-23,18620,BTCZ0 Curncy
129,2020-11-20,18870,BTCZ0 Curncy
130,2020-11-19,18240,BTCZ0 Curncy
131,2020-11-18,17810,BTCZ0 Curncy
132,2020-11-17,17875,BTCZ0 Curncy
133,2020-11-16,17020,BTCZ0 Curncy
134,2020-11-13,16390,BTCZ0 Curncy
135,2020-11-12,16365,BTCZ0 Curncy
136,2020-11-11,15930,BTCZ0 Curncy
137,2020-11-10,15490,BTCZ0 Curncy
138,2020-11-09,15595,BTCZ0 Curncy
139,2020-11-06,15800,BTCZ0 Curncy
140,2020-11-05,15400,BTCZ0 Curncy
141,2020-11-04,14300,BTCZ0 Curncy
142,2020-11-03,13960,BTCZ0 Curncy
143,2020-11-02,13915,BTCZ0 Curncy
144,2020-10-30,13845,BTCZ0 Curncy
145,2020-10-29,13780,BTCX0 Curncy
146,2020-10-28,13380,BTCX0 Curncy
147,2020-10-27,13875,BTCX0 Curncy
148,2020-10-26,13180,BTCX0 Curncy
149,2020-10-23,13110,BTCX0 Curncy
150,2020-10-22,13265,BTCX0 Curncy
151,2020-10-21,12845,BTCX0 Curncy
152,2020-10-20,12080,BTCX0 Curncy
153,2020-10-19,11835,BTCX0 Curncy
154,2020-10-16,11450,BTCX0 Curncy
155,2020-10-15,11680,BTCX0 Curncy
156,2020-10-14,11490,BTCX0 Curncy
157,2020-10-13,11520,BTCX0 Curncy
158,2020-10-12,11720,BTCX0 Curncy
159,2020-10-09,11205,BTCX0 Curncy
160,2020-10-08,11035,BTCX0 Curncy
161,2020-10-07,10790,BTCX0 Curncy
162,2020-10-06,10710,BTCX0 Curncy
163,2020-10-05,10870,BTCX0 Curncy
164,2020-10-02,10615,BTCX0 Curncy
165,2020-10-01,10725,BTCX0 Curncy
166,2020-09-30,10840,BTCX0 Curncy
167,2020-09-29,10875,BTCX0 Curncy
168,2020-09-28,11005,BTCX0 Curncy
169,2020-09-25,10885,BTCX0 Curncy
170,2020-09-24,10725,BTCV0 Curncy
171,2020-09-23,10345,BTCV0 Curncy
172,2020-09-22,10565,BTCV0 Curncy
173,2020-09-21,10560,BTCV0 Curncy
174,2020-09-18,10970,BTCV0 Curncy
175,2020-09-17,11035,BTCV0 Curncy
176,2020-09-16,11095,BTCV0 Curncy
177,2020-09-15,10890,BTCV0 Curncy
178,2020-09-14,10780,BTCV0 Curncy
179,2020-09-11,10420,BTCV0 Curncy
180,2020-09-10,10405,BTCV0 Curncy
181,2020-09-09,10400,BTCV0 Curncy
182,2020-09-08,10090,BTCV0 Curncy
183,2020-09-04,10705,BTCV0 Curncy
184,2020-09-03,10795,BTCV0 Curncy
185,2020-09-02,11560,BTCV0 Curncy
186,2020-09-01,12180,BTCV0 Curncy
187,2020-08-31,11940,BTCV0 Curncy
188,2020-08-28,11705,BTCV0 Curncy
189,2020-08-27,11340,BTCU0 Curncy
190,2020-08-26,11630,BTCU0 Curncy
191,2020-08-25,11440,BTCU0 Curncy
192,2020-08-24,11940,BTCU0 Curncy
193,2020-08-21,11860,BTCU0 Curncy
194,2020-08-20,12055,BTCU0 Curncy
195,2020-08-19,11845,BTCU0 Curncy
196,2020-08-18,12190,BTCU0 Curncy
197,2020-08-17,12625,BTCU0 Curncy
198,2020-08-14,12040,BTCU0 Curncy
199,2020-08-13,11705,BTCU0 Curncy
200,2020-08-12,11770,BTCU0 Curncy
201,2020-08-11,11550,BTCU0 Curncy
202,2020-08-10,12115,BTCU0 Curncy
203,2020-08-07,11690,BTCU0 Curncy
204,2020-08-06,12120,BTCU0 Curncy
205,2020-08-05,11930,BTCU0 Curncy
206,2020-08-04,11480,BTCU0 Curncy
207,2020-08-03,11695,BTCU0 Curncy
208,2020-07-31,11700,BTCU0 Curncy
209,2020-07-30,11370,BTCQ0 Curncy
210,2020-07-29,11425,BTCQ0 Curncy
211,2020-07-28,11215,BTCQ0 Curncy
212,2020-07-27,11065,BTCQ0 Curncy
213,2020-07-24,9690,BTCQ0 Curncy
214,2020-07-23,9720,BTCQ0 Curncy
215,2020-07-22,9480,BTCQ0 Curncy
216,2020-07-21,9460,BTCQ0 Curncy
217,2020-07-20,9255,BTCQ0 Curncy
218,2020-07-17,9250,BTCQ0 Curncy
219,2020-07-16,9195,BTCQ0 Curncy
220,2020-07-15,9250,BTCQ0 Curncy
221,2020-07-14,9370,BTCQ0 Curncy
222,2020-07-13,9330,BTCQ0 Curncy
223,2020-07-10,9330,BTCQ0 Curncy
224,2020-07-09,9320,BTCQ0 Curncy
225,2020-07-08,9560,BTCQ0 Curncy
226,2020-07-07,9350,BTCQ0 Curncy
227,2020-07-06,9405,BTCQ0 Curncy
228,2020-07-02,9115,BTCQ0 Curncy
229,2020-07-01,9365,BTCQ0 Curncy
230,2020-06-30,9240,BTCQ0 Curncy
231,2020-06-29,9255,BTCQ0 Curncy
232,2020-06-26,9280,BTCQ0 Curncy
233,2020-06-25,9340,BTCN0 Curncy
234,2020-06-24,9375,BTCN0 Curncy
235,2020-06-23,9745,BTCN0 Curncy
236,2020-06-22,9660,BTCN0 Curncy
237,2020-06-19,9385,BTCN0 Curncy
238,2020-06-18,9480,BTCN0 Curncy
239,2020-06-17,9400,BTCN0 Curncy
240,2020-06-16,9595,BTCN0 Curncy
241,2020-06-15,9510,BTCN0 Curncy
242,2020-06-12,9525,BTCN0 Curncy
243,2020-06-11,9365,BTCN0 Curncy
244,2020-06-10,9980,BTCN0 Curncy
245,2020-06-09,9860,BTCN0 Curncy
246,2020-06-08,9830,BTCN0 Curncy
247,2020-06-05,9860,BTCN0 Curncy
248,2020-06-04,9950,BTCN0 Curncy
249,2020-06-03,9705,BTCN0 Curncy
250,2020-06-02,9630,BTCN0 Curncy
251,2020-06-01,9700,BTCN0 Curncy
252,2020-05-29,9530,BTCN0 Curncy
253,2020-05-28,9560,BTCM20 Curncy
254,2020-05-27,9250,BTCM20 Curncy
255,2020-05-26,8855,BTCM20 Curncy
256,2020-05-22,9255,BTCM20 Curncy
257,2020-05-21,9165,BTCM20 Curncy
258,2020-05-20,9640,BTCM20 Curncy
259,2020-05-19,9765,BTCM20 Curncy
260,2020-05-18,9830,BTCM20 Curncy
261,2020-05-15,9455,BTCM20 Curncy
262,2020-05-14,9815,BTCM20 Curncy
263,2020-05-13,9325,BTCM20 Curncy
264,2020-05-12,8930,BTCM20 Curncy
265,2020-05-11,8845,BTCM20 Curncy
266,2020-05-08,10090,BTCM20 Curncy
267,2020-05-07,10060,BTCM20 Curncy
268,2020-05-06,9385,BTCM20 Curncy
269,2020-05-05,9020,BTCM20 Curncy
270,2020-05-04,8965,BTCM20 Curncy
271,2020-05-01,8850,BTCM20 Curncy
272,2020-04-30,8930,BTCK20 Curncy
273,2020-04-29,8825,BTCK20 Curncy
274,2020-04-28,7780,BTCK20 Curncy
275,2020-04-27,7780,BTCK20 Curncy
276,2020-04-24,7595,BTCK20 Curncy
277,2020-04-23,7625,BTCK20 Curncy
278,2020-04-22,7155,BTCK20 Curncy
279,2020-04-21,6900,BTCK20 Curncy
280,2020-04-20,6815,BTCK20 Curncy
281,2020-04-17,7115,BTCK20 Curncy
282,2020-04-16,7125,BTCK20 Curncy
283,2020-04-15,6755,BTCK20 Curncy
284,2020-04-14,6965,BTCK20 Curncy
285,2020-04-13,6820,BTCK20 Curncy
286,2020-04-09,7350,BTCK20 Curncy
287,2020-04-08,7390,BTCK20 Curncy
288,2020-04-07,7405,BTCK20 Curncy
289,2020-04-06,7390,BTCK20 Curncy
290,2020-04-03,6845,BTCK20 Curncy
291,2020-04-02,6900,BTCK20 Curncy
292,2020-04-01,6225,BTCK20 Curncy
293,2020-03-31,6495,BTCK20 Curncy
294,2020-03-30,6405,BTCK20 Curncy
295,2020-03-27,6710,BTCK20 Curncy
296,2020-03-26,6695,BTCJ20 Curncy
297,2020-03-25,6660,BTCJ20 Curncy
298,2020-03-24,6745,BTCJ20 Curncy
299,2020-03-23,6310,BTCJ20 Curncy
300,2020-03-20,6230,BTCJ20 Curncy
301,2020-03-19,6270,BTCJ20 Curncy
302,2020-03-18,5345,BTCJ20 Curncy
303,2020-03-17,5410,BTCJ20 Curncy
304,2020-03-16,4945,BTCJ20 Curncy
305,2020-03-13,5375,BTCJ20 Curncy
306,2020-03-12,6035,BTCJ20 Curncy
307,2020-03-11,7905,BTCJ20 Curncy
308,2020-03-10,8045,BTCJ20 Curncy
309,2020-03-09,7900,BTCJ20 Curncy
310,2020-03-06,9265,BTCJ20 Curncy
311,2020-03-05,9270,BTCJ20 Curncy
312,2020-03-04,8845,BTCJ20 Curncy
313,2020-03-03,8865,BTCJ20 Curncy
314,2020-03-02,9045,BTCJ20 Curncy
315,2020-02-28,8780,BTCJ20 Curncy
316,2020-02-27,8945,BTCH20 Curncy
317,2020-02-26,8885,BTCH20 Curncy
318,2020-02-25,9435,BTCH20 Curncy
319,2020-02-24,9745,BTCH20 Curncy
320,2020-02-21,9885,BTCH20 Curncy
321,2020-02-20,9760,BTCH20 Curncy
322,2020-02-19,10395,BTCH20 Curncy
323,2020-02-18,10415,BTCH20 Curncy
324,2020-02-14,10675,BTCH20 Curncy
325,2020-02-13,10490,BTCH20 Curncy
326,2020-02-12,10730,BTCH20 Curncy
327,2020-02-11,10585,BTCH20 Curncy
328,2020-02-10,10100,BTCH20 Curncy
329,2020-02-07,9980,BTCH20 Curncy
330,2020-02-06,10025,BTCH20 Curncy
331,2020-02-05,9940,BTCH20 Curncy
332,2020-02-04,9360,BTCH20 Curncy
333,2020-02-03,9510,BTCH20 Curncy
334,2020-01-31,9535,BTCH20 Curncy
335,2020-01-30,9730,BTCG20 Curncy
336,2020-01-29,9525,BTCG20 Curncy
337,2020-01-28,9175,BTCG20 Curncy
338,2020-01-27,9075,BTCG20 Curncy
339,2020-01-24,8545,BTCG20 Curncy
340,2020-01-23,8430,BTCG20 Curncy
341,2020-01-22,8740,BTCG20 Curncy
342,2020-01-21,8795,BTCG20 Curncy
343,2020-01-17,8995,BTCG20 Curncy
344,2020-01-16,8850,BTCG20 Curncy
345,2020-01-15,8950,BTCG20 Curncy
346,2020-01-14,8830,BTCG20 Curncy
347,2020-01-13,8260,BTCG20 Curncy
348,2020-01-10,8180,BTCG20 Curncy
349,2020-01-09,7935,BTCG20 Curncy
350,2020-01-08,8160,BTCG20 Curncy
351,2020-01-07,8315,BTCG20 Curncy
352,2020-01-06,7655,BTCG20 Curncy
353,2020-01-03,7415,BTCG20 Curncy
354,2020-01-02,6985,BTCG20 Curncy
355,2019-12-31,7240,BTCG20 Curncy
356,2019-12-30,7330,BTCG20 Curncy
357,2019-12-27,7310,BTCG20 Curncy
358,2019-12-26,7300,BTCF20 Curncy
359,2019-12-24,7275,BTCF20 Curncy
360,2019-12-23,7455,BTCF20 Curncy
361,2019-12-20,7250,BTCF20 Curncy
362,2019-12-19,7190,BTCF20 Curncy
363,2019-12-18,7160,BTCF20 Curncy
364,2019-12-17,6605,BTCF20 Curncy
365,2019-12-16,6885,BTCF20 Curncy
366,2019-12-13,7295,BTCF20 Curncy
367,2019-12-12,7305,BTCF20 Curncy
368,2019-12-11,7220,BTCF20 Curncy
369,2019-12-10,7275,BTCF20 Curncy
370,2019-12-09,7380,BTCF20 Curncy
371,2019-12-06,7520,BTCF20 Curncy
372,2019-12-05,7470,BTCF20 Curncy
373,2019-12-04,7265,BTCF20 Curncy
374,2019-12-03,7405,BTCF20 Curncy
375,2019-12-02,7400,BTCF20 Curncy
376,2019-11-29,7855,BTCF20 Curncy
377,2019-11-27,7625,BTCZ19 Curncy
378,2019-11-26,7125,BTCZ19 Curncy
379,2019-11-25,7190,BTCZ19 Curncy
380,2019-11-22,7355,BTCZ19 Curncy
381,2019-11-21,7615,BTCZ19 Curncy
382,2019-11-20,8150,BTCZ19 Curncy
383,2019-11-19,8150,BTCZ19 Curncy
384,2019-11-18,8260,BTCZ19 Curncy
385,2019-11-15,8545,BTCZ19 Curncy
386,2019-11-14,8740,BTCZ19 Curncy
387,2019-11-13,8850,BTCZ19 Curncy
388,2019-11-12,8890,BTCZ19 Curncy
389,2019-11-11,8805,BTCZ19 Curncy
390,2019-11-08,8910,BTCZ19 Curncy
391,2019-11-07,9305,BTCZ19 Curncy
392,2019-11-06,9445,BTCZ19 Curncy
393,2019-11-05,9515,BTCZ19 Curncy
394,2019-11-04,9650,BTCZ19 Curncy
395,2019-11-01,9325,BTCZ19 Curncy
396,2019-10-31,9305,BTCX19 Curncy
397,2019-10-30,9270,BTCX19 Curncy
398,2019-10-29,9315,BTCX19 Curncy
399,2019-10-28,9530,BTCX19 Curncy
400,2019-10-25,8715,BTCX19 Curncy
401,2019-10-24,7500,BTCX19 Curncy
402,2019-10-23,7505,BTCX19 Curncy
403,2019-10-22,8230,BTCX19 Curncy
404,2019-10-21,8250,BTCX19 Curncy
405,2019-10-18,7990,BTCX19 Curncy
406,2019-10-17,8105,BTCX19 Curncy
407,2019-10-16,7990,BTCX19 Curncy
408,2019-10-15,8230,BTCX19 Curncy
409,2019-10-14,8415,BTCX19 Curncy
410,2019-10-11,8415,BTCX19 Curncy
411,2019-10-10,8650,BTCX19 Curncy
412,2019-10-09,8685,BTCX19 Curncy
413,2019-10-08,8225,BTCX19 Curncy
414,2019-10-07,8290,BTCX19 Curncy
415,2019-10-04,8255,BTCX19 Curncy
416,2019-10-03,8205,BTCX19 Curncy
417,2019-10-02,8320,BTCX19 Curncy
418,2019-10-01,8370,BTCX19 Curncy
419,2019-09-30,8365,BTCX19 Curncy
420,2019-09-27,8080,BTCX19 Curncy
421,2019-09-26,8180,BTCV19 Curncy
422,2019-09-25,8405,BTCV19 Curncy
423,2019-09-24,8430,BTCV19 Curncy
424,2019-09-23,9915,BTCV19 Curncy
425,2019-09-20,10275,BTCV19 Curncy
426,2019-09-19,10230,BTCV19 Curncy
427,2019-09-18,10300,BTCV19 Curncy
428,2019-09-17,10390,BTCV19 Curncy
429,2019-09-16,10240,BTCV19 Curncy
430,2019-09-13,10365,BTCV19 Curncy
431,2019-09-12,10485,BTCV19 Curncy
432,2019-09-11,10210,BTCV19 Curncy
433,2019-09-10,10150,BTCV19 Curncy
434,2019-09-09,10450,BTCV19 Curncy
435,2019-09-06,10550,BTCV19 Curncy
436,2019-09-05,10695,BTCV19 Curncy
437,2019-09-04,10915,BTCV19 Curncy
438,2019-09-03,10855,BTCV19 Curncy
439,2019-08-30,9695,BTCV19 Curncy
440,2019-08-29,9570,BTCU19 Curncy
441,2019-08-28,9745,BTCU19 Curncy
442,2019-08-27,10300,BTCU19 Curncy
443,2019-08-26,10470,BTCU19 Curncy
444,2019-08-23,10550,BTCU19 Curncy
445,2019-08-22,10275,BTCU19 Curncy
446,2019-08-21,10210,BTCU19 Curncy
447,2019-08-20,10845,BTCU19 Curncy
448,2019-08-19,10830,BTCU19 Curncy
449,2019-08-16,10625,BTCU19 Curncy
450,2019-08-15,10240,BTCU19 Curncy
451,2019-08-14,10260,BTCU19 Curncy
452,2019-08-13,11090,BTCU19 Curncy
453,2019-08-12,11690,BTCU19 Curncy
454,2019-08-09,12090,BTCU19 Curncy
455,2019-08-08,11825,BTCU19 Curncy
456,2019-08-07,12040,BTCU19 Curncy
457,2019-08-06,11970,BTCU19 Curncy
458,2019-08-05,12070,BTCU19 Curncy
459,2019-08-02,10705,BTCU19 Curncy
460,2019-08-01,10520,BTCU19 Curncy
461,2019-07-31,10170,BTCU19 Curncy
462,2019-07-30,9785,BTCU19 Curncy
463,2019-07-29,9590,BTCU19 Curncy
464,2019-07-26,10085,BTCU19 Curncy
465,2019-07-25,9945,BTCQ19 Curncy
466,2019-07-24,9770,BTCQ19 Curncy
467,2019-07-23,10330,BTCQ19 Curncy
468,2019-07-22,10330,BTCQ19 Curncy
469,2019-07-19,10605,BTCQ19 Curncy
470,2019-07-18,10695,BTCQ19 Curncy
471,2019-07-17,9900,BTCQ19 Curncy
472,2019-07-16,9785,BTCQ19 Curncy
473,2019-07-15,11015,BTCQ19 Curncy
474,2019-07-12,11815,BTCQ19 Curncy
475,2019-07-11,11785,BTCQ19 Curncy
476,2019-07-10,12375,BTCQ19 Curncy
477,2019-07-09,12885,BTCQ19 Curncy
478,2019-07-08,12565,BTCQ19 Curncy
479,2019-07-05,11395,BTCQ19 Curncy
480,2019-07-03,11470,BTCQ19 Curncy
481,2019-07-02,11070,BTCQ19 Curncy
482,2019-07-01,10460,BTCQ19 Curncy
483,2019-06-28,12615,BTCQ19 Curncy
484,2019-06-27,11095,BTCN19 Curncy
485,2019-06-26,14145,BTCN19 Curncy
486,2019-06-25,11635,BTCN19 Curncy
487,2019-06-24,11115,BTCN19 Curncy
488,2019-06-21,10040,BTCN19 Curncy
489,2019-06-20,9670,BTCN19 Curncy
490,2019-06-19,9230,BTCN19 Curncy
491,2019-06-18,9135,BTCN19 Curncy
492,2019-06-17,9385,BTCN19 Curncy
493,2019-06-14,8455,BTCN19 Curncy
494,2019-06-13,8290,BTCN19 Curncy
495,2019-06-12,8205,BTCN19 Curncy
496,2019-06-11,7925,BTCN19 Curncy
497,2019-06-10,8015,BTCN19 Curncy
498,2019-06-07,8015,BTCN19 Curncy
499,2019-06-06,7620,BTCN19 Curncy
500,2019-06-05,7845,BTCN19 Curncy
501,2019-06-04,7635,BTCN19 Curncy
502,2019-06-03,8660,BTCN19 Curncy
503,2019-05-31,8555,BTCN19 Curncy
504,2019-05-30,8680,BTCM19 Curncy
505,2019-05-29,8755,BTCM19 Curncy
506,2019-05-28,8775,BTCM19 Curncy
507,2019-05-24,8095,BTCM19 Curncy
508,2019-05-23,7820,BTCM19 Curncy
509,2019-05-22,7965,BTCM19 Curncy
510,2019-05-21,8050,BTCM19 Curncy
511,2019-05-20,7850,BTCM19 Curncy
512,2019-05-17,7195,BTCM19 Curncy
513,2019-05-16,7895,BTCM19 Curncy
514,2019-05-15,8230,BTCM19 Curncy
515,2019-05-14,7785,BTCM19 Curncy
516,2019-05-13,7945,BTCM19 Curncy
517,2019-05-10,6360,BTCM19 Curncy
518,2019-05-09,6055,BTCM19 Curncy
519,2019-05-08,5895,BTCM19 Curncy
520,2019-05-07,5840,BTCM19 Curncy
521,2019-05-06,5740,BTCM19 Curncy
522,2019-05-03,5675,BTCM19 Curncy
523,2019-05-02,5385,BTCM19 Curncy
524,2019-05-01,5290,BTCM19 Curncy
525,2019-04-30,5230,BTCM19 Curncy
526,2019-04-29,5140,BTCM19 Curncy
527,2019-04-26,5080,BTCM19 Curncy
528,2019-04-25,5490,BTCK19 Curncy
529,2019-04-24,5435,BTCK19 Curncy
530,2019-04-23,5600,BTCK19 Curncy
531,2019-04-22,5395,BTCK19 Curncy
532,2019-04-18,5295,BTCK19 Curncy
533,2019-04-17,5230,BTCK19 Curncy
534,2019-04-16,5200,BTCK19 Curncy
535,2019-04-15,5015,BTCK19 Curncy
536,2019-04-12,5065,BTCK19 Curncy
537,2019-04-11,5080,BTCK19 Curncy
538,2019-04-10,5415,BTCK19 Curncy
539,2019-04-09,5220,BTCK19 Curncy
540,2019-04-08,5210,BTCK19 Curncy
541,2019-04-05,5015,BTCK19 Curncy
542,2019-04-04,4835,BTCK19 Curncy
543,2019-04-03,5140,BTCK19 Curncy
544,2019-04-02,4770,BTCK19 Curncy
545,2019-04-01,4125,BTCK19 Curncy
546,2019-03-29,4075,BTCK19 Curncy
547,2019-03-28,4005,BTCJ19 Curncy
548,2019-03-27,4005,BTCJ19 Curncy
549,2019-03-26,3905,BTCJ19 Curncy
550,2019-03-25,3890,BTCJ19 Curncy
551,2019-03-22,3980,BTCJ19 Curncy
552,2019-03-21,3960,BTCJ19 Curncy
553,2019-03-20,4010,BTCJ19 Curncy
554,2019-03-19,3990,BTCJ19 Curncy
555,2019-03-18,3960,BTCJ19 Curncy
556,2019-03-15,3900,BTCJ19 Curncy
557,2019-03-14,3840,BTCJ19 Curncy
558,2019-03-13,3835,BTCJ19 Curncy
559,2019-03-12,3835,BTCJ19 Curncy
560,2019-03-11,3835,BTCJ19 Curncy
561,2019-03-08,3890,BTCJ19 Curncy
562,2019-03-07,3865,BTCJ19 Curncy
563,2019-03-06,3840,BTCJ19 Curncy
564,2019-03-05,3830,BTCJ19 Curncy
565,2019-03-04,3695,BTCJ19 Curncy
566,2019-03-01,3820,BTCJ19 Curncy
567,2019-02-28,3790,BTCH19 Curncy
568,2019-02-27,3710,BTCH19 Curncy
569,2019-02-26,3775,BTCH19 Curncy
570,2019-02-25,3820,BTCH19 Curncy
571,2019-02-22,3930,BTCH19 Curncy
572,2019-02-21,3900,BTCH19 Curncy
573,2019-02-20,3940,BTCH19 Curncy
574,2019-02-19,3935,BTCH19 Curncy
575,2019-02-15,3555,BTCH19 Curncy
576,2019-02-14,3555,BTCH19 Curncy
577,2019-02-13,3555,BTCH19 Curncy
578,2019-02-12,3595,BTCH19 Curncy
579,2019-02-11,3595,BTCH19 Curncy
580,2019-02-08,3605,BTCH19 Curncy
581,2019-02-07,3330,BTCH19 Curncy
582,2019-02-06,3325,BTCH19 Curncy
583,2019-02-05,3390,BTCH19 Curncy
584,2019-02-04,3380,BTCH19 Curncy
585,2019-02-01,3415,BTCH19 Curncy
586,2019-01-31,3395,BTCG19 Curncy
587,2019-01-30,3410,BTCG19 Curncy
588,2019-01-29,3370,BTCG19 Curncy
589,2019-01-28,3380,BTCG19 Curncy
590,2019-01-25,3505,BTCG19 Curncy
591,2019-01-24,3520,BTCG19 Curncy
592,2019-01-23,3505,BTCG19 Curncy
593,2019-01-22,3560,BTCG19 Curncy
594,2019-01-18,3560,BTCG19 Curncy
595,2019-01-17,3590,BTCG19 Curncy
596,2019-01-16,3545,BTCG19 Curncy
597,2019-01-15,3530,BTCG19 Curncy
598,2019-01-14,3645,BTCG19 Curncy
599,2019-01-11,3620,BTCG19 Curncy
600,2019-01-10,3595,BTCG19 Curncy
