,Date,bitcoin price,Close,log return bitcoin,log return future
0,2021-02-16,48605.801317652345,7188.0,0.018913786279878643,-0.03781246206984112
1,2021-02-12,47695.1209347129,7465.0,0.01923437029005089,-0.004010700563407362
2,2021-02-11,46786.50168976522,7495.0,0.04193844275487921,0.03268309069385033
3,2021-02-10,44864.92428515944,7254.0,-0.04767928535121714,-0.019115819653729556
4,2021-02-09,47055.868086844544,7394.0,0.055829771983255,-0.031156827223732465
5,2021-02-08,44500.739477307136,7628.0,0.16240266347574348,0.1112333466671492
6,2021-02-05,37830.0266467434,6825.0,0.006764707639435649,0.03701362675180942
7,2021-02-04,37574.98120301644,6577.0,0.00824690966244891,0.015012536851393789
8,2021-02-03,37266.37798793092,6479.0,0.04529868833201038,0.06454881084426317
9,2021-02-02,35615.92386372004,6074.0,0.05966398133514646,0.0029678504884092824
10,2021-02-01,33553.086495011274,6056.0,-0.041522558150666196,1.690402996048084
11,2021-01-29,34975.62583621917,1117.0,0.05225280294577076,-0.39134015501172265
12,2021-01-28,33194.97839307248,1652.0,0.06718094453726878,-0.697074084866129
13,2021-01-27,31038.16780662811,3317.0,-0.03102805248439921,-0.24856385630658107
14,2021-01-26,32016.318284406065,4253.0,-0.012835489063450028,-0.15820680056849223
15,2021-01-25,32429.912048440456,4982.0,-0.032341257853407634,-0.10616308391920375
16,2021-01-22,33495.88066766304,5540.0,0.0683149014113427,-0.17810086918972437
17,2021-01-21,31284.024400750324,6620.0,-0.11015432489404861,-0.06420802846441827
18,2021-01-20,34927.06009321308,7059.0,-0.04184199679758643,-0.08288283036938703
19,2021-01-19,36419.48328058909,7669.0,0.006849502056499116,-0.025617671744090437
20,2021-01-15,36170.88033011955,7868.0,-0.06862413070829272,-0.007849135119943933
21,2021-01-14,38740.226903906376,7930.0,0.03165845124300323,-0.03871131968433383
22,2021-01-13,37532.98190202379,8243.0,0.07578389861914235,-0.013495806716266535
23,2021-01-12,34793.69406025632,8355.0,0.008910082238301722,-0.02353884775735985
24,2021-01-11,34485.05642006441,8554.0,-0.15230991712929334,0.094328664921013
