,UTC_time,bitcoin price,berlin_time,berlin_time_date,berlin_time_hour,berlin_time_min,D
0,2018-05-25 00:31:22.637,7560.11271461999,2018-05-25 01:31:22.637,2018-05-25,1,31,77317.363
1,2018-05-25 01:31:21.861,7534.21453554197,2018-05-25 02:31:21.861,2018-05-25,2,31,73718.139
2,2018-05-25 02:31:21.851,7592.60436845794,2018-05-25 03:31:21.851,2018-05-25,3,31,70118.149
3,2018-05-25 03:26:59.595,7609.41184998372,2018-05-25 04:26:59.595,2018-05-25,4,26,66780.405
4,2018-05-25 03:31:40.564,7611.92150221529,2018-05-25 04:31:40.564,2018-05-25,4,31,66499.436
5,2018-05-25 04:26:22.229,7619.34432847422,2018-05-25 05:26:22.229,2018-05-25,5,26,63217.771
6,2018-05-25 05:26:22.560,7605.9333137987,2018-05-25 06:26:22.560,2018-05-25,6,26,59617.44
7,2018-05-25 06:12:02.636,7636.57666772177,2018-05-25 07:12:02.636,2018-05-25,7,12,56877.364
8,2018-05-25 07:11:47.640,7444.7624507272,2018-05-25 08:11:47.640,2018-05-25,8,11,53292.36
9,2018-05-25 08:11:49.814,7429.09909652486,2018-05-25 09:11:49.814,2018-05-25,9,11,49690.186
10,2018-05-25 08:46:50.232,7458.25591119021,2018-05-25 09:46:50.232,2018-05-25,9,46,47589.768
11,2018-05-25 09:42:59.982,7457.99163220278,2018-05-25 10:42:59.982,2018-05-25,10,42,44220.018
12,2018-05-25 09:46:45.413,7458.12496746297,2018-05-25 10:46:45.413,2018-05-25,10,46,43994.587
13,2018-05-25 10:28:07.523,7448.77921026982,2018-05-25 11:28:07.523,2018-05-25,11,28,41512.477
14,2018-05-25 11:27:46.286,7420.99189746163,2018-05-25 12:27:46.286,2018-05-25,12,27,37933.714
15,2018-05-25 12:27:49.198,7508.55008008912,2018-05-25 13:27:49.198,2018-05-25,13,27,34330.802
16,2018-05-25 13:27:48.161,7494.25336456347,2018-05-25 14:27:48.161,2018-05-25,14,27,30731.839
17,2018-05-25 14:27:47.726,7501.80812936221,2018-05-25 15:27:47.726,2018-05-25,15,27,27132.274
18,2018-05-25 15:27:49.794,7469.08067783889,2018-05-25 16:27:49.794,2018-05-25,16,27,23530.206
19,2018-05-25 16:27:48.264,7497.4881072182,2018-05-25 17:27:48.264,2018-05-25,17,27,19931.736
20,2018-05-25 17:27:50.196,7453.55947636889,2018-05-25 18:27:50.196,2018-05-25,18,27,16329.804
21,2018-05-25 18:27:49.938,7446.01000262959,2018-05-25 19:27:49.938,2018-05-25,19,27,12730.062
22,2018-05-25 19:27:49.750,7420.9990154524,2018-05-25 20:27:49.750,2018-05-25,20,27,9130.25
23,2018-05-25 20:27:48.979,7428.66464311659,2018-05-25 21:27:48.979,2018-05-25,21,27,5531.021
24,2018-05-25 21:27:49.164,7429.81516083838,2018-05-25 22:27:49.164,2018-05-25,22,27,1930.836
25,2018-05-25 22:27:48.723,7430.89861302855,2018-05-25 23:27:48.723,2018-05-25,23,27,1668.723
26,2018-05-25 23:27:49.423,7417.38868328332,2018-05-26 00:27:49.423,2018-05-25,0,27,81130.577
27,2018-05-26 00:27:48.492,7456.91945913424,2018-05-26 01:27:48.492,2018-05-26,1,27,77531.508
28,2018-05-26 01:27:49.109,7444.53301844018,2018-05-26 02:27:49.109,2018-05-26,2,27,73930.891
29,2018-05-26 02:27:51.529,7450.1163278904,2018-05-26 03:27:51.529,2018-05-26,3,27,70328.471
30,2018-05-26 03:27:50.346,7441.71511692649,2018-05-26 04:27:50.346,2018-05-26,4,27,66729.654
31,2018-05-26 04:27:50.881,7414.92200539191,2018-05-26 05:27:50.881,2018-05-26,5,27,63129.119
32,2018-05-26 05:25:44.171,7411.55311907592,2018-05-26 06:25:44.171,2018-05-26,6,25,59655.829
33,2018-05-26 05:29:16.817,7411.26636496961,2018-05-26 06:29:16.817,2018-05-26,6,29,59443.183
34,2018-05-26 06:25:29.286,7434.73422561617,2018-05-26 07:25:29.286,2018-05-26,7,25,56070.714
35,2018-05-26 07:25:28.900,7444.07462251762,2018-05-26 08:25:28.900,2018-05-26,8,25,52471.1
36,2018-05-26 08:25:28.211,7535.57676140786,2018-05-26 09:25:28.211,2018-05-26,9,25,48871.789
37,2018-05-26 09:25:27.803,7525.5794762754,2018-05-26 10:25:27.803,2018-05-26,10,25,45272.197
38,2018-05-26 10:25:27.221,7517.39545588533,2018-05-26 11:25:27.221,2018-05-26,11,25,41672.779
39,2018-05-26 11:25:28.616,7526.95509827974,2018-05-26 12:25:28.616,2018-05-26,12,25,38071.384
40,2018-05-26 12:25:28.076,7491.9422645915,2018-05-26 13:25:28.076,2018-05-26,13,25,34471.924
41,2018-05-26 13:25:28.420,7490.66839866965,2018-05-26 14:25:28.420,2018-05-26,14,25,30871.58
42,2018-05-26 14:25:28.385,7505.62210747315,2018-05-26 15:25:28.385,2018-05-26,15,25,27271.615
43,2018-05-26 15:25:26.255,7508.43232562244,2018-05-26 16:25:26.255,2018-05-26,16,25,23673.745
44,2018-05-26 16:25:27.868,7493.44328985658,2018-05-26 17:25:27.868,2018-05-26,17,25,20072.132
45,2018-05-26 17:25:29.522,7498.32238095295,2018-05-26 18:25:29.522,2018-05-26,18,25,16470.478
46,2018-05-26 18:25:26.896,7512.12243862923,2018-05-26 19:25:26.896,2018-05-26,19,25,12873.104
47,2018-05-26 19:25:26.282,7499.69877273003,2018-05-26 20:25:26.282,2018-05-26,20,25,9273.718
48,2018-05-26 20:25:27.606,7488.37880935308,2018-05-26 21:25:27.606,2018-05-26,21,25,5672.394
49,2018-05-26 21:25:27.816,7520.59108875544,2018-05-26 22:25:27.816,2018-05-26,22,25,2072.184
50,2018-05-26 22:25:42.612,7426.04818805804,2018-05-26 23:25:42.612,2018-05-26,23,25,1542.612
51,2018-05-26 23:25:26.607,7320.86013314297,2018-05-27 00:25:26.607,2018-05-26,0,25,81273.393
52,2018-05-27 00:25:27.127,7305.90775139002,2018-05-27 01:25:27.127,2018-05-27,1,25,77672.873
53,2018-05-27 01:25:26.444,7280.45170407892,2018-05-27 02:25:26.444,2018-05-27,2,25,74073.556
54,2018-05-27 02:25:26.401,7308.01234802906,2018-05-27 03:25:26.401,2018-05-27,3,25,70473.599
55,2018-05-27 02:32:01.454,7310.43012050291,2018-05-27 03:32:01.454,2018-05-27,3,32,70078.546
56,2018-05-27 03:31:41.554,7284.780512972,2018-05-27 04:31:41.554,2018-05-27,4,31,66498.446
57,2018-05-27 03:58:39.408,7293.88969760446,2018-05-27 04:58:39.408,2018-05-27,4,58,64880.592
58,2018-05-27 04:58:22.615,7300.87624154074,2018-05-27 05:58:22.615,2018-05-27,5,58,61297.385
59,2018-05-27 05:58:23.338,7275.08335853973,2018-05-27 06:58:23.338,2018-05-27,6,58,57696.662
60,2018-05-27 06:58:23.953,7291.23047541955,2018-05-27 07:58:23.953,2018-05-27,7,58,54096.047
61,2018-05-27 07:58:24.972,7307.28753304784,2018-05-27 08:58:24.972,2018-05-27,8,58,50495.028
62,2018-05-27 08:58:23.705,7292.73709403594,2018-05-27 09:58:23.705,2018-05-27,9,58,46896.295
63,2018-05-27 09:58:23.591,7313.11797773068,2018-05-27 10:58:23.591,2018-05-27,10,58,43296.409
64,2018-05-27 10:58:25.256,7312.93140201244,2018-05-27 11:58:25.256,2018-05-27,11,58,39694.744
65,2018-05-27 11:58:24.850,7329.39509497714,2018-05-27 12:58:24.850,2018-05-27,12,58,36095.15
66,2018-05-27 12:58:23.189,7297.02202355985,2018-05-27 13:58:23.189,2018-05-27,13,58,32496.811
67,2018-05-27 13:58:24.342,7297.34140610378,2018-05-27 14:58:24.342,2018-05-27,14,58,28895.658
68,2018-05-27 14:58:23.915,7326.2147418771,2018-05-27 15:58:23.915,2018-05-27,15,58,25296.085
69,2018-05-27 15:58:24.511,7330.88464406052,2018-05-27 16:58:24.511,2018-05-27,16,58,21695.489
70,2018-05-27 16:58:27.066,7340.95726175226,2018-05-27 17:58:27.066,2018-05-27,17,58,18092.934
71,2018-05-27 17:58:24.045,7342.04935154225,2018-05-27 18:58:24.045,2018-05-27,18,58,14495.955
72,2018-05-27 18:58:25.156,7293.81256112215,2018-05-27 19:58:25.156,2018-05-27,19,58,10894.844
73,2018-05-27 19:58:25.020,7292.5980087871,2018-05-27 20:58:25.020,2018-05-27,20,58,7294.98
74,2018-05-27 20:58:25.780,7310.29895788889,2018-05-27 21:58:25.780,2018-05-27,21,58,3694.22
75,2018-05-27 21:58:24.583,7313.49170137117,2018-05-27 22:58:24.583,2018-05-27,22,58,95.417
76,2018-05-27 22:58:24.295,7326.01699517041,2018-05-27 23:58:24.295,2018-05-27,23,58,3504.295
77,2018-05-27 23:58:24.026,7326.64394017867,2018-05-28 00:58:24.026,2018-05-27,0,58,79295.974
78,2018-05-28 00:58:25.586,7357.4147848487,2018-05-28 01:58:25.586,2018-05-28,1,58,75694.414
79,2018-05-28 01:45:01.876,7336.43143035615,2018-05-28 02:45:01.876,2018-05-28,2,45,72898.124
80,2018-05-28 02:44:31.589,7351.42178649013,2018-05-28 03:44:31.589,2018-05-28,3,44,69328.411
81,2018-05-28 03:44:32.029,7366.2087497934,2018-05-28 04:44:32.029,2018-05-28,4,44,65727.971
82,2018-05-28 04:44:34.184,7366.01525851669,2018-05-28 05:44:34.184,2018-05-28,5,44,62125.816
83,2018-05-28 05:44:34.808,7267.39149367577,2018-05-28 06:44:34.808,2018-05-28,6,44,58525.192
84,2018-05-28 06:44:32.686,7223.79068793493,2018-05-28 07:44:32.686,2018-05-28,7,44,54927.314
85,2018-05-28 07:44:32.016,7243.39219335705,2018-05-28 08:44:32.016,2018-05-28,8,44,51327.984
86,2018-05-28 08:14:01.332,7251.18632931614,2018-05-28 09:14:01.332,2018-05-28,9,14,49558.668
87,2018-05-28 08:50:35.840,7251.2119090401,2018-05-28 09:50:35.840,2018-05-28,9,50,47364.16
88,2018-05-28 09:50:17.671,7254.67346090686,2018-05-28 10:50:17.671,2018-05-28,10,50,43782.329
89,2018-05-28 10:50:19.491,7249.84359463187,2018-05-28 11:50:19.491,2018-05-28,11,50,40180.509
90,2018-05-28 11:50:20.892,7227.80406118138,2018-05-28 12:50:20.892,2018-05-28,12,50,36579.108
91,2018-05-28 12:50:18.845,7271.09999709435,2018-05-28 13:50:18.845,2018-05-28,13,50,32981.155
92,2018-05-28 13:50:20.103,7267.52999376441,2018-05-28 14:50:20.103,2018-05-28,14,50,29379.897
93,2018-05-28 14:50:18.722,7275.22700010844,2018-05-28 15:50:18.722,2018-05-28,15,50,25781.278
94,2018-05-28 14:59:49.175,7258.92080378898,2018-05-28 15:59:49.175,2018-05-28,15,59,25210.825
95,2018-05-28 15:59:14.546,7244.48695137229,2018-05-28 16:59:14.546,2018-05-28,16,59,21645.454
96,2018-05-28 16:59:15.446,7233.93899912926,2018-05-28 17:59:15.446,2018-05-28,17,59,18044.554
97,2018-05-28 17:59:14.431,7233.82273084491,2018-05-28 18:59:14.431,2018-05-28,18,59,14445.569
98,2018-05-28 18:59:16.022,7226.22278699471,2018-05-28 19:59:16.022,2018-05-28,19,59,10843.978
99,2018-05-28 19:59:14.439,7241.48582794181,2018-05-28 20:59:14.439,2018-05-28,20,59,7245.561
100,2018-05-28 20:59:13.433,7226.95353214456,2018-05-28 21:59:13.433,2018-05-28,21,59,3646.567
101,2018-05-28 21:59:15.569,7170.13087600487,2018-05-28 22:59:15.569,2018-05-28,22,59,44.431
102,2018-05-28 22:59:13.677,7108.92468174775,2018-05-28 23:59:13.677,2018-05-28,23,59,3553.677
103,2018-05-28 23:59:13.651,7112.99184767243,2018-05-29 00:59:13.651,2018-05-28,0,59,79246.349
104,2018-05-29 00:59:13.837,7123.46595878535,2018-05-29 01:59:13.837,2018-05-29,1,59,75646.163
105,2018-05-29 01:59:15.142,7091.49618949372,2018-05-29 02:59:15.142,2018-05-29,2,59,72044.858
106,2018-05-29 02:59:15.442,7092.36627299378,2018-05-29 03:59:15.442,2018-05-29,3,59,68444.558
107,2018-05-29 03:38:25.251,7117.16026775667,2018-05-29 04:38:25.251,2018-05-29,4,38,66094.749
108,2018-05-29 04:38:01.572,7129.70698429643,2018-05-29 05:38:01.572,2018-05-29,5,38,62518.428
109,2018-05-29 05:38:00.438,7119.60661625621,2018-05-29 06:38:00.438,2018-05-29,6,38,58919.562
110,2018-05-29 06:38:00.864,7127.52890388539,2018-05-29 07:38:00.864,2018-05-29,7,38,55319.136
111,2018-05-29 07:38:02.762,7146.86720196746,2018-05-29 08:38:02.762,2018-05-29,8,38,51717.238
112,2018-05-29 08:38:04.137,7140.21666758491,2018-05-29 09:38:04.137,2018-05-29,9,38,48115.863
113,2018-05-29 09:38:02.896,7136.42996158033,2018-05-29 10:38:02.896,2018-05-29,10,38,44517.104
114,2018-05-29 10:38:04.106,7165.11612064669,2018-05-29 11:38:04.106,2018-05-29,11,38,40915.894
115,2018-05-29 11:38:02.446,7463.02179485784,2018-05-29 12:38:02.446,2018-05-29,12,38,37317.554
116,2018-05-29 12:38:04.051,7418.44109963753,2018-05-29 13:38:04.051,2018-05-29,13,38,33715.949
117,2018-05-29 13:38:02.695,7457.10325646169,2018-05-29 14:38:02.695,2018-05-29,14,38,30117.305
118,2018-05-29 14:38:02.495,7442.54626455449,2018-05-29 15:38:02.495,2018-05-29,15,38,26517.505
119,2018-05-29 15:38:03.256,7426.95463007704,2018-05-29 16:38:03.256,2018-05-29,16,38,22916.744
120,2018-05-29 16:38:05.397,7425.47056080835,2018-05-29 17:38:05.397,2018-05-29,17,38,19314.603
121,2018-05-29 17:38:04.870,7429.76065893186,2018-05-29 18:38:04.870,2018-05-29,18,38,15715.13
122,2018-05-29 18:38:02.702,7490.58539086354,2018-05-29 19:38:02.702,2018-05-29,19,38,12117.298
123,2018-05-29 19:38:04.550,7465.82343556446,2018-05-29 20:38:04.550,2018-05-29,20,38,8515.45
124,2018-05-29 20:38:03.291,7515.27803120057,2018-05-29 21:38:03.291,2018-05-29,21,38,4916.709
125,2018-05-29 21:38:03.192,7493.23363706595,2018-05-29 22:38:03.192,2018-05-29,22,38,1316.808
126,2018-05-29 22:38:02.400,7458.75516872965,2018-05-29 23:38:02.400,2018-05-29,23,38,2282.4
127,2018-05-29 23:38:05.203,7462.37888268268,2018-05-30 00:38:05.203,2018-05-29,0,38,80514.797
128,2018-05-30 00:38:02.791,7475.44051701858,2018-05-30 01:38:02.791,2018-05-30,1,38,76917.209
129,2018-05-30 01:38:04.087,7522.13233371608,2018-05-30 02:38:04.087,2018-05-30,2,38,73315.913
130,2018-05-30 02:38:01.580,7509.88430360597,2018-05-30 03:38:01.580,2018-05-30,3,38,69718.42
131,2018-05-30 03:38:07.536,7485.60058408844,2018-05-30 04:38:07.536,2018-05-30,4,38,66112.464
132,2018-05-30 04:38:03.689,7478.84210976334,2018-05-30 05:38:03.689,2018-05-30,5,38,62516.311
133,2018-05-30 05:38:06.129,7500.82486622833,2018-05-30 06:38:06.129,2018-05-30,6,38,58913.871
134,2018-05-30 06:38:02.933,7494.36372665805,2018-05-30 07:38:02.933,2018-05-30,7,38,55317.067
135,2018-05-30 07:38:02.491,7473.10779553918,2018-05-30 08:38:02.491,2018-05-30,8,38,51717.509
136,2018-05-30 07:48:39.370,7475.15177927605,2018-05-30 08:48:39.370,2018-05-30,8,48,51080.63
137,2018-05-30 08:48:07.640,7474.43430014326,2018-05-30 09:48:07.640,2018-05-30,9,48,47512.36
138,2018-05-30 09:48:45.339,7487.84462137099,2018-05-30 10:48:45.339,2018-05-30,10,48,43874.661
139,2018-05-30 09:52:58.453,7489.15051555595,2018-05-30 10:52:58.453,2018-05-30,10,52,43621.547
140,2018-05-30 10:52:41.562,7501.98792553524,2018-05-30 11:52:41.562,2018-05-30,11,52,40038.438
141,2018-05-30 11:52:40.864,7492.97361830515,2018-05-30 12:52:40.864,2018-05-30,12,52,36439.136
142,2018-05-30 12:52:42.050,7515.40673299878,2018-05-30 13:52:42.050,2018-05-30,13,52,32837.95
143,2018-05-30 13:52:41.797,7493.48638760511,2018-05-30 14:52:41.797,2018-05-30,14,52,29238.203
144,2018-05-30 14:52:40.738,7428.79490510261,2018-05-30 15:52:40.738,2018-05-30,15,52,25639.262
145,2018-05-30 15:52:41.506,7351.58973442032,2018-05-30 16:52:41.506,2018-05-30,16,52,22038.494
146,2018-05-30 16:52:41.618,7312.36147960251,2018-05-30 17:52:41.618,2018-05-30,17,52,18438.382
147,2018-05-30 17:52:41.111,7323.26421340124,2018-05-30 18:52:41.111,2018-05-30,18,52,14838.889
148,2018-05-30 18:52:43.041,7309.07876048287,2018-05-30 19:52:43.041,2018-05-30,19,52,11236.959
149,2018-05-30 19:52:42.044,7306.97808849078,2018-05-30 20:52:42.044,2018-05-30,20,52,7637.956
150,2018-05-30 20:52:41.749,7350.9100496686,2018-05-30 21:52:41.749,2018-05-30,21,52,4038.251
151,2018-05-30 21:52:44.202,7342.44133525312,2018-05-30 22:52:44.202,2018-05-30,22,52,435.798
152,2018-05-30 22:52:39.617,7349.50678058262,2018-05-30 23:52:39.617,2018-05-30,23,52,3159.617
153,2018-05-30 23:52:39.299,7381.3572774032,2018-05-31 00:52:39.299,2018-05-30,0,52,79640.701
154,2018-05-31 00:52:39.373,7362.03880904452,2018-05-31 01:52:39.373,2018-05-31,1,52,76040.627
155,2018-05-31 01:52:40.763,7350.05457748232,2018-05-31 02:52:40.763,2018-05-31,2,52,72439.237
156,2018-05-31 02:52:38.234,7340.22798386935,2018-05-31 03:52:38.234,2018-05-31,3,52,68841.766
157,2018-05-31 03:52:39.277,7358.22606458736,2018-05-31 04:52:39.277,2018-05-31,4,52,65240.723
158,2018-05-31 04:52:41.762,7459.31149602711,2018-05-31 05:52:41.762,2018-05-31,5,52,61638.238
159,2018-05-31 05:52:42.682,7476.132729077,2018-05-31 06:52:42.682,2018-05-31,6,52,58037.318
160,2018-05-31 06:52:45.626,7560.30775770799,2018-05-31 07:52:45.626,2018-05-31,7,52,54434.374
161,2018-05-31 06:55:54.562,7560.52629811523,2018-05-31 07:55:54.562,2018-05-31,7,55,54245.438
162,2018-05-31 07:54:25.125,7548.61537984044,2018-05-31 08:54:25.125,2018-05-31,8,54,50734.875
163,2018-05-31 08:54:33.993,7507.39865425726,2018-05-31 09:54:33.993,2018-05-31,9,54,47126.007
164,2018-05-31 09:54:29.050,7527.42924650562,2018-05-31 10:54:29.050,2018-05-31,10,54,43530.95
165,2018-05-31 10:35:40.948,7508.32131858954,2018-05-31 11:35:40.948,2018-05-31,11,35,41059.052
166,2018-05-31 11:35:10.287,7525.6050371986,2018-05-31 12:35:10.287,2018-05-31,12,35,37489.713
167,2018-05-31 12:35:07.770,7523.63491921945,2018-05-31 13:35:07.770,2018-05-31,13,35,33892.23
168,2018-05-31 13:35:08.258,7498.50389430132,2018-05-31 14:35:08.258,2018-05-31,14,35,30291.742
169,2018-05-31 14:35:04.284,7521.64419874147,2018-05-31 15:35:04.284,2018-05-31,15,35,26695.716
170,2018-05-31 15:35:04.491,7519.37055822629,2018-05-31 16:35:04.491,2018-05-31,16,35,23095.509
171,2018-05-31 16:35:04.579,7508.96261876552,2018-05-31 17:35:04.579,2018-05-31,17,35,19495.421
172,2018-05-31 17:35:04.309,7524.73927971281,2018-05-31 18:35:04.309,2018-05-31,18,35,15895.691
173,2018-05-31 18:35:07.798,7528.33646183265,2018-05-31 19:35:07.798,2018-05-31,19,35,12292.202
174,2018-05-31 19:35:06.077,7515.0345067666,2018-05-31 20:35:06.077,2018-05-31,20,35,8693.923
175,2018-05-31 20:35:08.735,7519.60584890473,2018-05-31 21:35:08.735,2018-05-31,21,35,5091.265
176,2018-05-31 21:35:07.656,7521.29283463048,2018-05-31 22:35:07.656,2018-05-31,22,35,1492.344
177,2018-05-31 22:35:09.446,7423.24333943776,2018-05-31 23:35:09.446,2018-05-31,23,35,2109.446
178,2018-05-31 23:35:11.866,7452.48242647625,2018-06-01 00:35:11.866,2018-05-31,0,35,80688.134
179,2018-06-01 00:35:08.808,7483.40251803058,2018-06-01 01:35:08.808,2018-06-01,1,35,77091.192
180,2018-06-01 01:35:09.351,7470.40171020846,2018-06-01 02:35:09.351,2018-06-01,2,35,73490.649
181,2018-06-01 02:35:09.800,7484.28826659774,2018-06-01 03:35:09.800,2018-06-01,3,35,69890.2
182,2018-06-01 03:35:08.589,7459.97043266336,2018-06-01 04:35:08.589,2018-06-01,4,35,66291.411
183,2018-06-01 04:35:30.472,7462.31831104239,2018-06-01 05:35:30.472,2018-06-01,5,35,62669.528
184,2018-06-01 05:35:12.122,7464.35969966859,2018-06-01 06:35:12.122,2018-06-01,6,35,59087.878
185,2018-06-01 06:35:12.510,7503.94875369396,2018-06-01 07:35:12.510,2018-06-01,7,35,55487.49
186,2018-06-01 07:35:13.216,7550.67435647842,2018-06-01 08:35:13.216,2018-06-01,8,35,51886.784
187,2018-06-01 08:35:13.109,7545.4372614871,2018-06-01 09:35:13.109,2018-06-01,9,35,48286.891
188,2018-06-01 09:26:55.901,7545.85917169629,2018-06-01 10:26:55.901,2018-06-01,10,26,45184.099
189,2018-06-01 10:26:50.415,7512.24072809057,2018-06-01 11:26:50.415,2018-06-01,11,26,41589.585
190,2018-06-01 11:26:49.843,7524.39438026046,2018-06-01 12:26:49.843,2018-06-01,12,26,37990.157
191,2018-06-01 12:26:48.355,7397.80123198513,2018-06-01 13:26:48.355,2018-06-01,13,26,34391.645
192,2018-06-01 13:26:48.603,7405.0768338866,2018-06-01 14:26:48.603,2018-06-01,14,26,30791.397
193,2018-06-01 14:26:49.651,7404.82240750956,2018-06-01 15:26:49.651,2018-06-01,15,26,27190.349
194,2018-06-01 15:26:45.625,7402.56120073185,2018-06-01 16:26:45.625,2018-06-01,16,26,23594.375
195,2018-06-01 16:26:46.187,7420.48875223731,2018-06-01 17:26:46.187,2018-06-01,17,26,19993.813
196,2018-06-01 16:38:19.388,7414.65517031826,2018-06-01 17:38:19.388,2018-06-01,17,38,19300.612
197,2018-06-01 17:37:58.448,7422.44644838686,2018-06-01 18:37:58.448,2018-06-01,18,37,15721.552
198,2018-06-01 18:37:57.107,7400.03358179305,2018-06-01 19:37:57.107,2018-06-01,19,37,12122.893
199,2018-06-01 19:37:57.456,7416.54461361532,2018-06-01 20:37:57.456,2018-06-01,20,37,8522.544
200,2018-06-01 20:38:10.446,7413.57442889346,2018-06-01 21:38:10.446,2018-06-01,21,38,4909.554
201,2018-06-01 21:37:39.449,7422.04483059958,2018-06-01 22:37:39.449,2018-06-01,22,37,1340.551
202,2018-06-01 22:37:40.593,7470.47360676524,2018-06-01 23:37:40.593,2018-06-01,23,37,2260.593
203,2018-06-01 23:38:10.848,7495.94131664467,2018-06-02 00:38:10.848,2018-06-01,0,38,80509.152
204,2018-06-02 00:38:24.758,7468.78437681721,2018-06-02 01:38:24.758,2018-06-02,1,38,76895.242
205,2018-06-02 01:38:16.473,7456.56026072267,2018-06-02 02:38:16.473,2018-06-02,2,38,73303.527
206,2018-06-02 02:38:46.501,7458.3386182852,2018-06-02 03:38:46.501,2018-06-02,3,38,69673.499
207,2018-06-02 03:38:42.686,7462.86179694592,2018-06-02 04:38:42.686,2018-06-02,4,38,66077.314
208,2018-06-02 04:39:17.814,7456.35930793074,2018-06-02 05:39:17.814,2018-06-02,5,39,62442.186
209,2018-06-02 05:39:28.065,7474.95199593356,2018-06-02 06:39:28.065,2018-06-02,6,39,58831.935
210,2018-06-02 06:39:07.111,7458.89809302229,2018-06-02 07:39:07.111,2018-06-02,7,39,55252.889
211,2018-06-02 07:39:03.105,7610.02148157551,2018-06-02 08:39:03.105,2018-06-02,8,39,51656.895
212,2018-06-02 08:38:59.516,7615.10012432339,2018-06-02 09:38:59.516,2018-06-02,9,38,48060.484
213,2018-06-02 09:39:01.282,7584.91599366482,2018-06-02 10:39:01.282,2018-06-02,10,39,44458.718
214,2018-06-02 10:38:59.186,7585.10151060033,2018-06-02 11:38:59.186,2018-06-02,11,38,40860.814
215,2018-06-02 10:47:07.521,7585.0478085038,2018-06-02 11:47:07.521,2018-06-02,11,47,40372.479
216,2018-06-02 11:46:42.958,7564.29245839912,2018-06-02 12:46:42.958,2018-06-02,12,46,36797.042
217,2018-06-02 12:46:47.481,7561.12867275523,2018-06-02 13:46:47.481,2018-06-02,13,46,33192.519
218,2018-06-02 13:46:45.274,7572.67892994176,2018-06-02 14:46:45.274,2018-06-02,14,46,29594.726
219,2018-06-02 14:46:43.688,7567.45243180931,2018-06-02 15:46:43.688,2018-06-02,15,46,25996.312
220,2018-06-02 15:46:41.859,7561.51798311554,2018-06-02 16:46:41.859,2018-06-02,16,46,22398.141
221,2018-06-02 16:46:59.817,7565.28092735351,2018-06-02 17:46:59.817,2018-06-02,17,46,18780.183
222,2018-06-02 17:46:40.601,7569.76167786811,2018-06-02 18:46:40.601,2018-06-02,18,46,15199.399
223,2018-06-02 18:46:45.886,7572.08848227259,2018-06-02 19:46:45.886,2018-06-02,19,46,11594.114
224,2018-06-02 19:46:44.352,7595.24687911046,2018-06-02 20:46:44.352,2018-06-02,20,46,7995.648
225,2018-06-02 20:46:42.051,7588.50395351282,2018-06-02 21:46:42.051,2018-06-02,21,46,4397.949
226,2018-06-02 21:46:43.388,7571.43007978675,2018-06-02 22:46:43.388,2018-06-02,22,46,796.612
227,2018-06-02 22:47:00.176,7563.71003598986,2018-06-02 23:47:00.176,2018-06-02,23,47,2820.176
228,2018-06-02 23:46:42.865,7571.21012268531,2018-06-03 00:46:42.865,2018-06-02,0,46,79997.135
229,2018-06-03 00:46:44.351,7577.27151087692,2018-06-03 01:46:44.351,2018-06-03,1,46,76395.649
230,2018-06-03 01:46:42.942,7584.51670313191,2018-06-03 02:46:42.942,2018-06-03,2,46,72797.058
231,2018-06-03 02:46:44.532,7571.50425812739,2018-06-03 03:46:44.532,2018-06-03,3,46,69195.468
232,2018-06-03 03:46:42.334,7570.15302905845,2018-06-03 04:46:42.334,2018-06-03,4,46,65597.666
233,2018-06-03 04:46:58.249,7573.23563073321,2018-06-03 05:46:58.249,2018-06-03,5,46,61981.751
234,2018-06-03 05:46:42.421,7589.2560649052,2018-06-03 06:46:42.421,2018-06-03,6,46,58397.579
235,2018-06-03 06:46:45.115,7667.15349363852,2018-06-03 07:46:45.115,2018-06-03,7,46,54794.885
236,2018-06-03 07:46:43.973,7648.04085472145,2018-06-03 08:46:43.973,2018-06-03,8,46,51196.027
237,2018-06-03 08:46:41.062,7671.67059862755,2018-06-03 09:46:41.062,2018-06-03,9,46,47598.938
238,2018-06-03 09:46:43.398,7663.87796247373,2018-06-03 10:46:43.398,2018-06-03,10,46,43996.602
239,2018-06-03 10:47:01.671,7652.73801072951,2018-06-03 11:47:01.671,2018-06-03,11,47,40378.329
240,2018-06-03 11:46:43.009,7643.60175388602,2018-06-03 12:46:43.009,2018-06-03,12,46,36796.991
241,2018-06-03 12:46:41.758,7649.16114875051,2018-06-03 13:46:41.758,2018-06-03,13,46,33198.242
242,2018-06-03 13:46:45.577,7665.94393786386,2018-06-03 14:46:45.577,2018-06-03,14,46,29594.423
243,2018-06-03 14:46:45.360,7639.22176144609,2018-06-03 15:46:45.360,2018-06-03,15,46,25994.64
244,2018-06-03 15:46:41.987,7645.1926605834,2018-06-03 16:46:41.987,2018-06-03,16,46,22398.013
245,2018-06-03 16:46:58.001,7641.86304719505,2018-06-03 17:46:58.001,2018-06-03,17,46,18781.999
246,2018-06-03 17:46:42.960,7628.29574282217,2018-06-03 18:46:42.960,2018-06-03,18,46,15197.04
247,2018-06-03 18:46:46.295,7625.26605285089,2018-06-03 19:46:46.295,2018-06-03,19,46,11593.705
248,2018-06-03 19:46:42.533,7639.97964230076,2018-06-03 20:46:42.533,2018-06-03,20,46,7997.467
