,datetime,close,timeToMaturityinYears,instrumentName
0,2020-03-13 16:00:00,124.9,0.0,spot
2,2020-03-13 16:00:00,122.33,0.03744292237442923,ETH-27MAR20
1,2020-03-13 16:00:00,124.38,0.2867579908675799,ETH-26JUN20
