,datetime,close,timeToMaturityinYears,instrumentName
0,2020-03-27 13:00:00,135.71,0.0,spot
2,2020-03-27 13:00:00,133.95,0.2487442922374429,ETH-26JUN20
1,2020-03-27 13:00:00,133.75,0.4980593607305936,ETH-25SEP20
