,datetime,close,timeToMaturityinYears,instrumentName
0,2020-05-15 08:00:00,201.2,0.0,spot
3,2020-05-15 08:00:00,200.53,0.11506849315068493,ETH-26JUN20
2,2020-05-15 08:00:00,201.68,0.3643835616438356,ETH-25SEP20
1,2020-05-15 08:00:00,201.85,0.6136986301369862,ETH-25DEC20
