,datetime,close,timeToMaturityinYears,instrumentName
0,2020-04-03 01:00:00,141.05,0.0,spot
2,2020-04-03 01:00:00,142.0,0.23093607305936073,ETH-26JUN20
1,2020-04-03 01:00:00,142.78,0.48025114155251136,ETH-25SEP20
