,datetime,close,timeToMaturityinYears,instrumentName
0,2020-06-16 23:00:00,235.15,0.0,spot
2,2020-06-16 23:00:00,235.85,0.025684931506849314,ETH-26JUN20
3,2020-06-16 23:00:00,238.1,0.275,ETH-25SEP20
1,2020-06-16 23:00:00,239.3,0.5243150684931508,ETH-25DEC20
