,datetime,close,timeToMaturityinYears,instrumentName
0,2020-09-17,365.17,0.0,spot
2,2020-09-17,365.95,0.022831050228310504,ETH-25SEP20
3,2020-09-17,370.8,0.2721461187214612,ETH-25DEC20
1,2020-09-17,374.33,0.5214611872146119,ETH-26MAR21
