,Date,bitcoin price,Close,log return bitcoin,log return future
145,2020-07-08,9427.451688285431,9600.0,0.020090590206848412,0.021053409197832263
146,2020-07-07,9239.93855166093,9400.0,-0.004642612190760898,-0.005305052229693229
147,2020-07-06,9282.935735417957,9450.0,0.016106451835411786,0.030622860213983
148,2020-07-02,9134.61821890857,9165.0,-0.011133029544652001,-0.02691228081744742
149,2020-07-01,9236.882392196752,9415.0,0.00796836605016945,0.013903967304446652
150,2020-06-30,9163.572002047678,9285.0,-0.004993330848369322,-0.0010764263687381775
151,2020-06-29,9209.443178476768,9295.0,0.001387153801607597,0.022961996930095402
152,2020-06-26,9196.67712065091,9084.0,-0.008947214676580858,-0.021346922554797202
153,2020-06-25,9279.330974660805,9280.0,0.0007028090510282796,-0.0005386480065598942
154,2020-06-24,9272.81166804652,9285.0,-0.038992341180959955,-0.03959345341975756
155,2020-06-23,9641.522029926284,9660.0,-0.005078705293965413,0.007794271726818703
156,2020-06-22,9690.613032751535,9585.0,0.036563606458085325,0.028573372444055948
157,2020-06-19,9342.688716106732,9315.0,-0.0033682860061782045,-0.010146949543736529
158,2020-06-18,9374.210621363205,9410.0,-0.006056606584452498,0.00907398806740899
159,2020-06-17,9431.158809438726,9325.0,-0.007918652622728357,-0.021745752136231502
160,2020-06-16,9506.137352605112,9530.0,0.008159312884146867,0.009488737508701453
161,2020-06-15,9428.889377386176,9440.0,-0.0013321674082854597,-0.002644804503876813
162,2020-06-12,9441.4586068111,9465.0,0.009841856300110868,0.01758638450207599
163,2020-06-11,9348.992891448745,9300.0,-0.05090597333874741,-0.06604947584456991
164,2020-06-10,9837.234243034696,9935.0,0.005069316057455605,0.01317141635547049
165,2020-06-09,9787.492378663434,9805.0,0.007609622682200843,0.0025529756015836565
166,2020-06-08,9713.295916235496,9780.0,0.005430405153346572,-0.0020429016298002933
167,2020-06-05,9660.69174429082,9800.0,-0.010065799873355222,-0.009647193378002801
168,2020-06-04,9758.425392499868,9895.0,0.018624862593754822,0.024553663174051277
169,2020-06-03,9578.358129644192,9655.0,0.004887627067433942,0.007798323897708526
170,2020-06-02,9531.656909232672,9580.0,-0.01117846782984804,-0.007280323368125385
171,2020-06-01,9638.803983680771,9650.0,0.026665596948913954,0.018829008152907778
172,2020-05-29,9385.176119202428,9470.0,-0.004227903499249337,-0.009458819865323053
173,2020-05-28,9424.939737296154,9560.0,0.038488077659379984,0.03296417553897619
174,2020-05-27,9069.083954551996,9250.0,0.02504649376892608,0.0436412802895369
175,2020-05-26,8844.756238279047,8855.0,-0.0382007288958049,-0.044181674790663934
176,2020-05-22,9189.16889851072,9255.0,0.010357043888481647,0.009772064733792522
