,Date,rh,rs,rf,h,copula
0,2021-05-27 20:00:00+00:00,-0.0008524812220305732,0.0055728127328864,0.006582792406038,0.97607421875,t_Copula
1,2021-05-26 20:00:00+00:00,0.02215022490646977,0.0540122808101446,0.0326430667787524,0.97607421875,t_Copula
2,2021-05-25 20:00:00+00:00,0.0031295854419907745,-0.057625779220456,-0.0622446157222066,0.97607421875,t_Copula
3,2021-05-24 20:00:00+00:00,0.0011976340417627629,0.0932707362225501,0.0943300216439482,0.97607421875,t_Copula
4,2021-05-21 20:00:00+00:00,-0.02497106401525931,-0.1311762914192989,-0.1088085571403067,0.97607421875,t_Copula
0,2021-05-20 20:00:00+00:00,0.012304578959104452,0.0333146135278298,0.0212907228088815,0.98681640625,t_Copula
1,2021-05-19 20:00:00+00:00,-0.06802088058116507,-0.1572935434063629,-0.0904653208639313,0.98681640625,t_Copula
2,2021-05-18 20:00:00+00:00,0.0073668229705915,-0.0120673317886385,-0.0196937896817927,0.98681640625,t_Copula
3,2021-05-17 20:00:00+00:00,0.006375795054682595,-0.1235333480808364,-0.1316446932912137,0.98681640625,t_Copula
4,2021-05-14 20:00:00+00:00,0.018396133306811342,0.0547603218120586,0.0368500039875044,0.98681640625,t_Copula
0,2021-05-13 20:00:00+00:00,0.0034787488153533996,-0.1090931357718108,-0.1196032473721272,0.9412109374999996,t_Copula
1,2021-05-12 20:00:00+00:00,0.01134763214144071,-0.0285305076354498,-0.0423689719148536,0.9412109374999996,t_Copula
2,2021-05-11 20:00:00+00:00,0.0030432356898143324,0.0208763624000823,0.0189470032696767,0.9412109374999996,t_Copula
3,2021-05-10 20:00:00+00:00,0.03746102514436697,0.0035860019533617,-0.0359908941145356,0.9412109374999996,t_Copula
4,2021-05-07 20:00:00+00:00,-0.006067289660745719,0.0187656090817355,0.0263839887033625,0.9412109374999996,t_Copula
0,2021-05-06 20:00:00+00:00,0.008986080094869578,-0.0098369858830063,-0.0192018525217622,0.9802734375,t_Copula
1,2021-05-05 20:00:00+00:00,-0.004848738180461255,0.0445594010009936,0.0504024053813606,0.9802734375,t_Copula
2,2021-05-04 20:00:00+00:00,0.020260793826402307,-0.0379611366837664,-0.0593935613094369,0.9802734375,t_Copula
3,2021-05-03 20:00:00+00:00,0.025864881495330033,0.0351895867189485,0.0095123512143707,0.9802734375,t_Copula
4,2021-04-30 20:00:00+00:00,-0.016972963299924954,0.0634944241877102,0.0820866754207396,0.9802734375,t_Copula
0,2021-04-29 20:00:00+00:00,0.015134299829515627,-0.0327748717605493,-0.0494098012974383,0.96962890625,t_Copula
1,2021-04-28 20:00:00+00:00,0.004967799104531032,0.0175844551527227,0.0130118398563282,0.96962890625,t_Copula
2,2021-04-27 20:00:00+00:00,0.01241552782955539,0.0239483040260528,0.0118940102983315,0.96962890625,t_Copula
3,2021-04-26 20:00:00+00:00,-0.003010995770447736,0.0573745152861067,0.0622769295215145,0.96962890625,t_Copula
4,2021-04-23 20:00:00+00:00,-0.007552742863981922,-0.0451840218977691,-0.038809980592807,0.96962890625,t_Copula
0,2021-04-22 20:00:00+00:00,0.017673802618929986,-0.032980359917207,-0.0532982556894824,0.950390625,t_Copula
1,2021-04-21 20:00:00+00:00,0.012106661935944639,-0.0065570708621643,-0.0196379597053674,0.950390625,t_Copula
2,2021-04-20 20:00:00+00:00,0.018698361090780543,0.0278162920594261,0.0095938772214273,0.950390625,t_Copula
3,2021-04-19 20:00:00+00:00,-0.005432096957030411,-0.0989360845207131,-0.0983847957924487,0.950390625,t_Copula
4,2021-04-16 20:00:00+00:00,0.0007834779735572915,-0.0281014378275794,-0.0303926775383929,0.950390625,t_Copula
0,2021-04-15 20:00:00+00:00,0.007492456648609872,0.0289433869857805,0.0223297272189313,0.96064453125,t_Copula
1,2021-04-14 20:00:00+00:00,0.008322133287770535,-0.0105858249896476,-0.0196825752526951,0.96064453125,t_Copula
2,2021-04-13 20:00:00+00:00,-0.0007062118090629885,0.0474378074345631,0.0501163725785027,0.96064453125,t_Copula
3,2021-04-12 20:00:00+00:00,0.012573312698165653,0.0422397528371779,0.030881808175611,0.96064453125,t_Copula
4,2021-04-09 20:00:00+00:00,0.001264493162171804,0.0110595770682762,0.0101963666970122,0.96064453125,t_Copula
0,2021-04-08 20:00:00+00:00,0.0015106583343061503,0.0330759552926323,0.0325507191191601,0.9697265625,t_Copula
1,2021-04-07 20:00:00+00:00,-0.0007133754406969464,-0.0442136659474267,-0.0448583056182188,0.9697265625,t_Copula
2,2021-04-06 20:00:00+00:00,0.01316446130031864,-0.0056311615626738,-0.0193823945737203,0.9697265625,t_Copula
3,2021-04-05 20:00:00+00:00,0.0070623924908543734,0.0118885134134479,0.0049767853219897,0.9697265625,t_Copula
4,2021-04-02 20:00:00+00:00,0.0080674509450727,0.0080674509450727,0.0,0.9697265625,t_Copula
0,2021-04-01 20:00:00+00:00,-0.013967118229579705,-0.0101702926054979,0.0038323799300737,0.99072265625,t_Copula
1,2021-03-31 20:00:00+00:00,0.0024286995706617296,-0.0027676264860859,-0.0052449855910395,0.99072265625,t_Copula
2,2021-03-30 20:00:00+00:00,0.0003936000556183372,0.0257233530873528,0.0255669463819577,0.99072265625,t_Copula
3,2021-03-29 20:00:00+00:00,0.00036770853502270107,0.0712012331124402,0.0714968252018487,0.99072265625,t_Copula
4,2021-03-26 20:00:00+00:00,-0.007854149977867965,0.0336132526958043,0.0418557125064962,0.99072265625,t_Copula
0,2021-03-25 20:00:00+00:00,0.0029674174804222644,-0.0434308101483539,-0.0479674761149589,0.96728515625,t_Copula
