,ERM,ES1,ES5,VaR1,VaR5,Var
copula,0.010218680243631201,0.030425251907578017,0.01725985100080686,0.01706038845980679,0.009533195139555235,7.807709776850429e-05
cross hedge,0.010082788074385469,0.031856808211468066,0.017183536292285074,0.017522211711707456,0.00923777119124203,7.839594585403821e-05
% relative diff,1.3477638153573386,-4.493721701142383,0.44411526954466574,-2.635644743363648,3.1980002773102365,-0.40671501830919915
spot,0.06477161700013417,0.17837447499583298,0.11480547462125047,0.1396178669642893,0.06276977906853365,0.0019897002955102743
