"","LL","mean LL"
0,123.44541407665616,0.4101176547397215
1,134.7496901877859,0.44767338932819234
2,131.93212663602264,0.4383127130764872
3,137.72561344195552,0.45756017754802497
4,126.52295531147166,0.42034204422415833
5,123.93933964647914,0.4117586034766749
6,138.9256749059203,0.46154709271069866
7,144.0807005463202,0.4786734237419276
8,142.88616474688916,0.47470486626873476
9,127.16160638544403,0.42246380858951504
10,138.79053439967703,0.4610981209291596
11,144.8628725773408,0.48127200191807573
12,143.44768772943786,0.47657039112770055
13,144.1219857656415,0.4788105839390084
14,147.60305671029113,0.49037560368867483
15,143.40302178573495,0.476421999288156
16,149.0309054030364,0.49511928705327707
17,"Indeterminate","Indeterminate"
18,146.62031771188296,0.48711069007270086
19,153.02039103398857,0.508373392139497
20,158.4461333213523,0.5263991140244263
21,158.57640982259517,0.5268319263209141
22,165.10852914671753,0.5485333194243107
23,169.28111592486522,0.5623957339696519
24,174.09640189608135,0.5783933617810012
25,162.41340615901498,0.5395794224551993
26,154.2550749480721,0.5124753320533957
27,170.41431038312433,0.5661604996117088
28,172.52066278306063,0.5731583481164805
29,160.50663983372843,0.5332446506103935
30,173.65832868859135,0.5769379690650875
31,174.56009652342556,0.5799338754931082
32,172.6924793950851,0.5737291674255318
33,170.70319865264287,0.5671202613044614
34,160.79293623365183,0.5341958014407038
35,174.25413528172416,0.5789173929625387
36,170.99169018430507,0.5680787049312461
37,170.36310974944058,0.565990397838673
38,170.3873803381805,0.5660710310238555
39,170.57519819264928,0.5666950106068083
40,171.8957017527182,0.5710820656236485
41,172.768117595246,0.5739804571270631
42,176.43556556134044,0.5861646696390048
43,168.0109866440718,0.5581760353623648
44,167.76806569650034,0.557368989024918
45,170.03584170953854,0.5649031286031181
46,163.25063077100413,0.5423608995714423
47,163.7539185510143,0.5440329519967252
48,155.69601697495173,0.5172625148669493
49,154.76898410860224,0.5141826714571504
50,155.29505154617055,0.5159304038078756
51,159.0656205890224,0.5284572112592106
52,162.0639326746175,0.5384183809787957
53,158.9620217910341,0.5281130292060934
54,172.03343060984503,0.5715396365775582
55,165.45794959958369,0.5496941847162249
56,166.3753577289641,0.5527420522556947
57,165.66696700034453,0.55038859468553
58,167.82348286959055,0.5575530992345201
59,168.8267798392804,0.5608863117584066
60,167.10457751432793,0.5551647093499267
61,169.88792959632488,0.5644117262336374
62,169.2263791751302,0.5622138843027582
63,170.94492852151328,0.5679233505698116
64,172.21534255606966,0.5721439952028893
65,178.86132264813745,0.5942236632828487
66,175.1473189782418,0.5818847806586106
67,185.67064204333911,0.6168459868549473
68,189.90092026900544,0.6309000673388885
69,192.7418753933105,0.640338456456181
70,187.39899003322074,0.6225880067548862
71,189.65868145829464,0.6300952872368593
72,189.35536939885822,0.6290876059762731
73,191.2499885535309,0.6353820217725279
74,191.7358538061897,0.6369961920471419
75,187.4590431948686,0.6227875189198292
76,176.9342577718057,0.5878214543913811
77,192.16395100557617,0.6384184418789906
78,195.60449950913073,0.6498488355785075
79,187.58106574681622,0.6231929094578612
80,184.07154062400346,0.6115333575548287
