,Date,CRIX,future,log return CRIX,log return future
215,2020-03-30 00:00:00+00:00,13664.7557054757,5980.0,-0.11939167938950344,-0.12186240344962186
216,2020-03-27 00:00:00+00:00,15397.5995088426,6755.0,0.01439058356803903,0.023213322379782277
217,2020-03-26 00:00:00+00:00,15177.6057819276,6600.0,-0.007234391306940324,-0.020990275891835858
218,2020-03-25 00:00:00+00:00,15287.8046515112,6740.0,0.038312307869557215,0.04397979411653445
219,2020-03-24 00:00:00+00:00,14713.1716189356,6450.0,0.09167047787480805,0.06237033072645809
220,2020-03-23 00:00:00+00:00,13424.3825020612,6060.0,-0.05819885069750872,-0.034863684936624534
221,2020-03-20 00:00:00+00:00,14228.848580753,6275.0,0.13565795209393913,0.15388511084415454
222,2020-03-19 00:00:00+00:00,12423.7944586987,5380.0,-0.0010928974932345895,-0.011090686694158173
223,2020-03-18 00:00:00+00:00,12437.3798148677,5440.0,0.0615600060536182,0.0893536902572952
224,2020-03-17 00:00:00+00:00,11694.8249648417,4975.0,-0.07265142632346218,-0.16201629063320905
225,2020-03-16 00:00:00+00:00,12576.0958784665,5850.0,0.06981124744166664,0.012903404835907782
226,2020-03-13 00:00:00+00:00,11728.0875732524,5775.0,-0.44664393429464794,-0.30570057795445915
227,2020-03-12 00:00:00+00:00,18331.6769891149,7840.0,-0.0024410487141093436,-0.018951925415866867
228,2020-03-11 00:00:00+00:00,18376.4801667788,7990.0,0.00035577195929161886,0.019589883970199246
229,2020-03-10 00:00:00+00:00,18369.9434932765,7835.0,-0.012433771527561104,-0.053428855465003366
230,2020-03-09 00:00:00+00:00,18599.7770616962,8265.0,-0.11840702448964799,-0.10063065419307114
231,2020-03-06 00:00:00+00:00,20937.8100787436,9140.0,0.02909068137907022,0.0373406435178891
232,2020-03-05 00:00:00+00:00,20337.4891251844,8805.0,-0.0011074974591259816,-0.0028352726676991783
233,2020-03-04 00:00:00+00:00,20360.0253198012,8830.0,-0.01793883591919802,-0.017957833867660263
234,2020-03-03 00:00:00+00:00,20728.5560971263,8990.0,0.04313338783282312,0.039131729348275
235,2020-03-02 00:00:00+00:00,19853.4715969029,8645.0,-0.028213946756932107,-0.024001152099543014
236,2020-02-28 00:00:00+00:00,20421.5931773223,8855.0,-0.0005973592722515785,0.006230549750636163
237,2020-02-27 00:00:00+00:00,20433.7958496878,8800.0,-0.068418587215447,-0.07759215507313813
238,2020-02-26 00:00:00+00:00,21880.7832975396,9510.0,-0.03789541845010544,-0.0315679511711255
239,2020-02-25 00:00:00+00:00,22725.8761793628,9815.0,-0.03413100589316232,-0.01967276559870478
240,2020-02-24 00:00:00+00:00,23514.9220611661,10010.0,0.04141772505696378,0.022733992479089596
241,2020-02-21 00:00:00+00:00,22560.8809688257,9785.0,-0.007242033929981368,-0.009661910911736859
242,2020-02-20 00:00:00+00:00,22724.8606909608,9880.0,-0.058037099337473294,-0.058001513122669
243,2020-02-19 00:00:00+00:00,24082.769087843,10470.0,0.04644109138052766,0.02074863335810161
244,2020-02-18 00:00:00+00:00,22989.9121557425,10255.0,-0.056737137577806164,-0.027886422406394027
245,2020-02-14 00:00:00+00:00,24332.0072730865,10545.0,-0.003353889595149691,-0.013656911106215927
246,2020-02-13 00:00:00+00:00,24413.7511424401,10690.0,0.024672907981928772,0.014605677780801487
247,2020-02-12 00:00:00+00:00,23818.7631322796,10535.0,0.034627558411571786,0.0411780142237723
248,2020-02-11 00:00:00+00:00,23008.0942647001,10110.0,-0.022358495720020532,-0.029722041680555315
249,2020-02-10 00:00:00+00:00,23528.3146429592,10415.0,0.04425374107996993,0.04718319870915524
250,2020-02-07 00:00:00+00:00,22509.8014242247,9935.0,0.017843227705745007,0.002015114032020891
251,2020-02-06 00:00:00+00:00,22111.7160377383,9915.0,0.051843392597519966,0.05974250973100796
252,2020-02-05 00:00:00+00:00,20994.5779789395,9340.0,-0.010261410002568971,-0.011708489264900167
