,ERM,ES1,ES5,VaR1,VaR5,Var
copula,0.07922832391465018,0.25910356147342734,0.13950114301992161,0.15134065974336033,0.07909205591768996,0.004272673701169074
cross hedge,0.07821856556734659,0.2606327726289764,0.13917889196587183,0.14662012593235596,0.0690807424738969,0.004198141305897964
% relative diff,1.290944598612181,-0.5867301875063716,0.23153730389577143,3.219567423630654,14.49219143464762,1.7753665215222552
spot,0.09510727030403446,0.28763811399891975,0.16429017876765487,0.17956297658549128,0.10017591548855473,0.005282727575898468
