Bitwise Asset Management
Bitwise 10 Large Cap Crypto Index (BITX)
Data as of 07/07/2021 4pm EDT
Index Inception Date: 10/01/2017 8pm EDT
Please read important disclosures below the data.

Date,BITX,% Change
Sun Jan 14 2018 00:00:00 GMT+0000,26592.04,3.98%
Mon Jan 15 2018 00:00:00 GMT+0000,25535.98,-3.97%
Tue Jan 16 2018 00:00:00 GMT+0000,24608.17,-3.63%
Wed Jan 17 2018 00:00:00 GMT+0000,20015.95,-18.66%
Thu Jan 18 2018 00:00:00 GMT+0000,19782.95,-1.16%
Fri Jan 19 2018 00:00:00 GMT+0000,20375.14,2.99%
Sat Jan 20 2018 00:00:00 GMT+0000,20684.16,1.52%
Sun Jan 21 2018 00:00:00 GMT+0000,22654.66,9.53%
Mon Jan 22 2018 00:00:00 GMT+0000,20289.92,-10.44%
Tue Jan 23 2018 00:00:00 GMT+0000,19155.94,-5.59%
Wed Jan 24 2018 00:00:00 GMT+0000,19105.46,-0.26%
Thu Jan 25 2018 00:00:00 GMT+0000,20020.29,4.79%
Fri Jan 26 2018 00:00:00 GMT+0000,19620.89,-1.99%
Sat Jan 27 2018 00:00:00 GMT+0000,19372.78,-1.26%
Sun Jan 28 2018 00:00:00 GMT+0000,19878.17,2.61%
Mon Jan 29 2018 00:00:00 GMT+0000,21125.12,6.27%
Tue Jan 30 2018 00:00:00 GMT+0000,20133.7,-4.69%
Wed Jan 31 2018 00:00:00 GMT+0000,18014.08,-10.53%
Thu Feb 01 2018 00:00:00 GMT+0000,18422.28,2.27%
Fri Feb 02 2018 00:00:00 GMT+0000,16334.58,-11.33%
Sat Feb 03 2018 00:00:00 GMT+0000,15473.95,-5.27%
Sun Feb 04 2018 00:00:00 GMT+0000,16420.74,6.12%
Mon Feb 05 2018 00:00:00 GMT+0000,14305.09,-12.88%
Tue Feb 06 2018 00:00:00 GMT+0000,11930.5,-16.60%
Wed Feb 07 2018 00:00:00 GMT+0000,13419.31,12.48%
Thu Feb 08 2018 00:00:00 GMT+0000,13009.9,-3.05%
Fri Feb 09 2018 00:00:00 GMT+0000,14334.81,10.18%
Sat Feb 10 2018 00:00:00 GMT+0000,15428.91,7.63%
Sun Feb 11 2018 00:00:00 GMT+0000,15285.73,-0.93%
Mon Feb 12 2018 00:00:00 GMT+0000,14467.61,-5.35%
Tue Feb 13 2018 00:00:00 GMT+0000,15697.15,8.50%
Wed Feb 14 2018 00:00:00 GMT+0000,15121.24,-3.67%
Thu Feb 15 2018 00:00:00 GMT+0000,16954.05,12.12%
Fri Feb 16 2018 00:00:00 GMT+0000,17426.09,2.78%
Sat Feb 17 2018 00:00:00 GMT+0000,17770.61,1.98%
Sun Feb 18 2018 00:00:00 GMT+0000,18915.54,6.44%
Mon Feb 19 2018 00:00:00 GMT+0000,17600.21,-6.95%
Tue Feb 20 2018 00:00:00 GMT+0000,18553.16,5.41%
Wed Feb 21 2018 00:00:00 GMT+0000,18015.84,-2.90%
Thu Feb 22 2018 00:00:00 GMT+0000,16862.85,-6.40%
Fri Feb 23 2018 00:00:00 GMT+0000,15880.44,-5.83%
Sat Feb 24 2018 00:00:00 GMT+0000,16568.58,4.33%
Sun Feb 25 2018 00:00:00 GMT+0000,15904.85,-4.01%
Mon Feb 26 2018 00:00:00 GMT+0000,15903.09,-0.01%
Tue Feb 27 2018 00:00:00 GMT+0000,16769.99,5.45%
Wed Feb 28 2018 00:00:00 GMT+0000,17005.42,1.40%
Thu Mar 01 2018 00:00:00 GMT+0000,16485.99,-3.05%
Fri Mar 02 2018 00:00:00 GMT+0000,17243.96,4.60%
Sat Mar 03 2018 00:00:00 GMT+0000,17203.39,-0.24%
Sun Mar 04 2018 00:00:00 GMT+0000,17556.21,2.05%
Mon Mar 05 2018 00:00:00 GMT+0000,17880.15,1.85%
Tue Mar 06 2018 00:00:00 GMT+0000,17574.89,-1.71%
Wed Mar 07 2018 00:00:00 GMT+0000,16618.01,-5.44%
Thu Mar 08 2018 00:00:00 GMT+0000,15422.8,-7.19%
Fri Mar 09 2018 00:00:00 GMT+0000,14435.29,-6.40%
Sat Mar 10 2018 00:00:00 GMT+0000,14622.24,1.30%
Sun Mar 11 2018 00:00:00 GMT+0000,13806.46,-5.58%
Mon Mar 12 2018 00:00:00 GMT+0000,14867.22,7.68%
Tue Mar 13 2018 00:00:00 GMT+0000,14195.28,-4.52%
Wed Mar 14 2018 00:00:00 GMT+0000,14164.42,-0.22%
Thu Mar 15 2018 00:00:00 GMT+0000,12646.63,-10.72%
Fri Mar 16 2018 00:00:00 GMT+0000,12655.52,0.07%
Sat Mar 17 2018 00:00:00 GMT+0000,12625.12,-0.24%
Sun Mar 18 2018 00:00:00 GMT+0000,11864.89,-6.02%
Mon Mar 19 2018 00:00:00 GMT+0000,12161.08,2.50%
Tue Mar 20 2018 00:00:00 GMT+0000,12865.36,5.79%
Wed Mar 21 2018 00:00:00 GMT+0000,13189.41,2.52%
Thu Mar 22 2018 00:00:00 GMT+0000,13144.25,-0.34%
Fri Mar 23 2018 00:00:00 GMT+0000,12809.98,-2.54%
Sat Mar 24 2018 00:00:00 GMT+0000,13003.64,1.51%
Sun Mar 25 2018 00:00:00 GMT+0000,12451.29,-4.25%
Mon Mar 26 2018 00:00:00 GMT+0000,12415.31,-0.29%
Tue Mar 27 2018 00:00:00 GMT+0000,11771.98,-5.18%
Wed Mar 28 2018 00:00:00 GMT+0000,11189.23,-4.95%
Thu Mar 29 2018 00:00:00 GMT+0000,11311.91,1.10%
Fri Mar 30 2018 00:00:00 GMT+0000,9977.68,-11.79%
Sat Mar 31 2018 00:00:00 GMT+0000,9812.55,-1.65%
Sun Apr 01 2018 00:00:00 GMT+0000,9884.14,0.73%
Mon Apr 02 2018 00:00:00 GMT+0000,9624.68,-2.63%
Tue Apr 03 2018 00:00:00 GMT+0000,9936.9,3.24%
Wed Apr 04 2018 00:00:00 GMT+0000,10605.18,6.73%
Thu Apr 05 2018 00:00:00 GMT+0000,9641.02,-9.09%
Fri Apr 06 2018 00:00:00 GMT+0000,9666.5,0.26%
Sat Apr 07 2018 00:00:00 GMT+0000,9362,-3.15%
Sun Apr 08 2018 00:00:00 GMT+0000,9731.29,3.94%
Mon Apr 09 2018 00:00:00 GMT+0000,9961.01,2.36%
Tue Apr 10 2018 00:00:00 GMT+0000,9699.66,-2.62%
Wed Apr 11 2018 00:00:00 GMT+0000,9838.22,1.43%
Thu Apr 12 2018 00:00:00 GMT+0000,10267.14,4.36%
Fri Apr 13 2018 00:00:00 GMT+0000,11699.38,13.95%
Sat Apr 14 2018 00:00:00 GMT+0000,11655.69,-0.37%
Sun Apr 15 2018 00:00:00 GMT+0000,11782.35,1.09%
Mon Apr 16 2018 00:00:00 GMT+0000,12426.27,5.47%
Tue Apr 17 2018 00:00:00 GMT+0000,11954.23,-3.80%
Wed Apr 18 2018 00:00:00 GMT+0000,11809.61,-1.21%
Thu Apr 19 2018 00:00:00 GMT+0000,12514.89,5.97%
Fri Apr 20 2018 00:00:00 GMT+0000,13032.24,4.13%
Sat Apr 21 2018 00:00:00 GMT+0000,14303.23,9.75%
Sun Apr 22 2018 00:00:00 GMT+0000,14124.47,-1.25%
Mon Apr 23 2018 00:00:00 GMT+0000,14131.85,0.05%
Tue Apr 24 2018 00:00:00 GMT+0000,14621.98,3.47%
Wed Apr 25 2018 00:00:00 GMT+0000,15766.34,7.83%
Thu Apr 26 2018 00:00:00 GMT+0000,14217.38,-9.82%
Fri Apr 27 2018 00:00:00 GMT+0000,15096.94,6.19%
Sat Apr 28 2018 00:00:00 GMT+0000,14580.89,-3.42%
Sun Apr 29 2018 00:00:00 GMT+0000,15422.83,5.77%
Mon Apr 30 2018 00:00:00 GMT+0000,15740.95,2.06%
Tue May 01 2018 00:00:00 GMT+0000,15125.07,-3.91%
Wed May 02 2018 00:00:00 GMT+0000,15074.2,-0.34%
Thu May 03 2018 00:00:00 GMT+0000,15412.58,2.24%
Fri May 04 2018 00:00:00 GMT+0000,16248.35,5.42%
Sat May 05 2018 00:00:00 GMT+0000,16235.79,-0.08%
Sun May 06 2018 00:00:00 GMT+0000,16740.45,3.11%
Mon May 07 2018 00:00:00 GMT+0000,16317.14,-2.53%
Tue May 08 2018 00:00:00 GMT+0000,15789.73,-3.23%
Wed May 09 2018 00:00:00 GMT+0000,15502.08,-1.82%
Thu May 10 2018 00:00:00 GMT+0000,15598.68,0.62%
Fri May 11 2018 00:00:00 GMT+0000,14964.25,-4.07%
Sat May 12 2018 00:00:00 GMT+0000,13801.9,-7.77%
Sun May 13 2018 00:00:00 GMT+0000,14007.95,1.49%
Mon May 14 2018 00:00:00 GMT+0000,14533.38,3.75%
Tue May 15 2018 00:00:00 GMT+0000,14432.79,-0.69%
Wed May 16 2018 00:00:00 GMT+0000,13947.07,-3.37%
Thu May 17 2018 00:00:00 GMT+0000,13801.33,-1.04%
Fri May 18 2018 00:00:00 GMT+0000,13158.65,-4.66%
Sat May 19 2018 00:00:00 GMT+0000,13513.79,2.70%
Sun May 20 2018 00:00:00 GMT+0000,13492.5,-0.16%
Mon May 21 2018 00:00:00 GMT+0000,14019.55,3.91%
Tue May 22 2018 00:00:00 GMT+0000,13682.58,-2.40%
Wed May 23 2018 00:00:00 GMT+0000,12838.31,-6.17%
Thu May 24 2018 00:00:00 GMT+0000,11845.96,-7.73%
Fri May 25 2018 00:00:00 GMT+0000,12289.21,3.74%
Sat May 26 2018 00:00:00 GMT+0000,11966.33,-2.63%
Sun May 27 2018 00:00:00 GMT+0000,11853.33,-0.94%
Mon May 28 2018 00:00:00 GMT+0000,11784,-0.58%
Tue May 29 2018 00:00:00 GMT+0000,11023.52,-6.45%
Wed May 30 2018 00:00:00 GMT+0000,11839.15,7.40%
Thu May 31 2018 00:00:00 GMT+0000,11698.14,-1.19%
Fri Jun 01 2018 00:00:00 GMT+0000,11940.27,2.07%
Sat Jun 02 2018 00:00:00 GMT+0000,12003.76,0.53%
Sun Jun 03 2018 00:00:00 GMT+0000,12306.52,2.52%
Mon Jun 04 2018 00:00:00 GMT+0000,12661.57,2.89%
Tue Jun 05 2018 00:00:00 GMT+0000,12179.73,-3.81%
Wed Jun 06 2018 00:00:00 GMT+0000,12452.11,2.24%
Thu Jun 07 2018 00:00:00 GMT+0000,12458.59,0.05%
Fri Jun 08 2018 00:00:00 GMT+0000,12485.5,0.22%
Sat Jun 09 2018 00:00:00 GMT+0000,12364.12,-0.97%
Sun Jun 10 2018 00:00:00 GMT+0000,12142.26,-1.79%
Mon Jun 11 2018 00:00:00 GMT+0000,10847.19,-10.67%
Tue Jun 12 2018 00:00:00 GMT+0000,11029.16,1.68%
Wed Jun 13 2018 00:00:00 GMT+0000,10356.52,-6.10%
Thu Jun 14 2018 00:00:00 GMT+0000,9945.35,-3.97%
Fri Jun 15 2018 00:00:00 GMT+0000,10591.88,6.50%
Sat Jun 16 2018 00:00:00 GMT+0000,10102.99,-4.62%
Sun Jun 17 2018 00:00:00 GMT+0000,10239.31,1.35%
Mon Jun 18 2018 00:00:00 GMT+0000,10177.85,-0.60%
Tue Jun 19 2018 00:00:00 GMT+0000,10570.41,3.86%
Wed Jun 20 2018 00:00:00 GMT+0000,10726.03,1.47%
Thu Jun 21 2018 00:00:00 GMT+0000,10686.27,-0.37%
Fri Jun 22 2018 00:00:00 GMT+0000,10566.82,-1.12%
Sat Jun 23 2018 00:00:00 GMT+0000,9436.37,-10.70%
Sun Jun 24 2018 00:00:00 GMT+0000,9614.99,1.89%
Mon Jun 25 2018 00:00:00 GMT+0000,9439.91,-1.82%
Tue Jun 26 2018 00:00:00 GMT+0000,9574.57,1.43%
Wed Jun 27 2018 00:00:00 GMT+0000,9145.25,-4.48%
Thu Jun 28 2018 00:00:00 GMT+0000,9333.4,2.06%
Fri Jun 29 2018 00:00:00 GMT+0000,8854.17,-5.13%
Sat Jun 30 2018 00:00:00 GMT+0000,9317.44,5.23%
Sun Jul 01 2018 00:00:00 GMT+0000,9632.49,3.38%
Mon Jul 02 2018 00:00:00 GMT+0000,9570.49,-0.64%
Tue Jul 03 2018 00:00:00 GMT+0000,10048.38,4.99%
Wed Jul 04 2018 00:00:00 GMT+0000,9839.94,-2.07%
Thu Jul 05 2018 00:00:00 GMT+0000,9967.48,1.30%
Fri Jul 06 2018 00:00:00 GMT+0000,9857.5,-1.10%
Sat Jul 07 2018 00:00:00 GMT+0000,9914.3,0.58%
Sun Jul 08 2018 00:00:00 GMT+0000,10173.42,2.61%
Mon Jul 09 2018 00:00:00 GMT+0000,10096.26,-0.76%
Tue Jul 10 2018 00:00:00 GMT+0000,9953.18,-1.42%
Wed Jul 11 2018 00:00:00 GMT+0000,9330.53,-6.26%
Thu Jul 12 2018 00:00:00 GMT+0000,9493.55,1.75%
Fri Jul 13 2018 00:00:00 GMT+0000,9255.93,-2.50%
Sat Jul 14 2018 00:00:00 GMT+0000,9285.58,0.32%
Sun Jul 15 2018 00:00:00 GMT+0000,9329.03,0.47%
Mon Jul 16 2018 00:00:00 GMT+0000,9540.57,2.27%
Tue Jul 17 2018 00:00:00 GMT+0000,10180.47,6.71%
Wed Jul 18 2018 00:00:00 GMT+0000,10906.23,7.13%
Thu Jul 19 2018 00:00:00 GMT+0000,10849.49,-0.52%
Fri Jul 20 2018 00:00:00 GMT+0000,10859.76,0.09%
Sat Jul 21 2018 00:00:00 GMT+0000,10456.64,-3.71%
Sun Jul 22 2018 00:00:00 GMT+0000,10652.85,1.88%
Mon Jul 23 2018 00:00:00 GMT+0000,10598.39,-0.51%
Tue Jul 24 2018 00:00:00 GMT+0000,10818.42,2.08%
Wed Jul 25 2018 00:00:00 GMT+0000,11679.63,7.96%
Thu Jul 26 2018 00:00:00 GMT+0000,11455.32,-1.92%
Fri Jul 27 2018 00:00:00 GMT+0000,11136.66,-2.78%
Sat Jul 28 2018 00:00:00 GMT+0000,11418.15,2.53%
Sun Jul 29 2018 00:00:00 GMT+0000,11408.14,-0.09%
Mon Jul 30 2018 00:00:00 GMT+0000,11416.36,0.07%
Tue Jul 31 2018 00:00:00 GMT+0000,11284.29,-1.16%
Tue Jul 31 2018 20:00:00 GMT+0000,10731.81,-4.90%
Wed Aug 01 2018 20:00:00 GMT+0000,10496.14,-2.20%
Thu Aug 02 2018 20:00:00 GMT+0000,10363.7,-1.26%
Fri Aug 03 2018 20:00:00 GMT+0000,10238.48,-1.21%
Sat Aug 04 2018 20:00:00 GMT+0000,9823.1,-4.06%
Sun Aug 05 2018 20:00:00 GMT+0000,9861.1,0.39%
Mon Aug 06 2018 20:00:00 GMT+0000,9751.81,-1.11%
Tue Aug 07 2018 20:00:00 GMT+0000,9723.37,-0.29%
Wed Aug 08 2018 20:00:00 GMT+0000,8709.65,-10.43%
Thu Aug 09 2018 20:00:00 GMT+0000,8859.02,1.71%
Fri Aug 10 2018 20:00:00 GMT+0000,8723.52,-1.53%
Sat Aug 11 2018 20:00:00 GMT+0000,8475.24,-2.85%
Sun Aug 12 2018 20:00:00 GMT+0000,8382.31,-1.10%
Mon Aug 13 2018 20:00:00 GMT+0000,8064.71,-3.79%
Tue Aug 14 2018 20:00:00 GMT+0000,7696.21,-4.57%
Wed Aug 15 2018 20:00:00 GMT+0000,8172.06,6.18%
Thu Aug 16 2018 20:00:00 GMT+0000,8241.17,0.85%
Fri Aug 17 2018 20:00:00 GMT+0000,8509.27,3.25%
Sat Aug 18 2018 20:00:00 GMT+0000,8295.81,-2.51%
Sun Aug 19 2018 20:00:00 GMT+0000,8383.47,1.06%
Mon Aug 20 2018 20:00:00 GMT+0000,8343.77,-0.47%
Tue Aug 21 2018 20:00:00 GMT+0000,8251.05,-1.11%
Wed Aug 22 2018 20:00:00 GMT+0000,8189.47,-0.75%
Thu Aug 23 2018 20:00:00 GMT+0000,8188.49,-0.01%
Fri Aug 24 2018 20:00:00 GMT+0000,8422.41,2.86%
Sat Aug 25 2018 20:00:00 GMT+0000,8505.73,0.99%
Sun Aug 26 2018 20:00:00 GMT+0000,8446.51,-0.70%
Mon Aug 27 2018 20:00:00 GMT+0000,8552.81,1.26%
Tue Aug 28 2018 20:00:00 GMT+0000,9064.18,5.98%
Wed Aug 29 2018 20:00:00 GMT+0000,8926,-1.52%
Thu Aug 30 2018 20:00:00 GMT+0000,8632.98,-3.28%
Fri Aug 31 2018 20:00:00 GMT+0000,8937.43,3.53%
Sat Sep 01 2018 20:00:00 GMT+0000,9358.99,4.72%
Sun Sep 02 2018 20:00:00 GMT+0000,9325.12,-0.36%
Mon Sep 03 2018 20:00:00 GMT+0000,9330.47,0.06%
Tue Sep 04 2018 20:00:00 GMT+0000,9293.53,-0.40%
Wed Sep 05 2018 20:00:00 GMT+0000,8485.99,-8.69%
Thu Sep 06 2018 20:00:00 GMT+0000,8029.48,-5.38%
Fri Sep 07 2018 20:00:00 GMT+0000,7916.89,-1.40%
Sat Sep 08 2018 20:00:00 GMT+0000,7570.18,-4.38%
Sun Sep 09 2018 20:00:00 GMT+0000,7801.11,3.05%
Mon Sep 10 2018 20:00:00 GMT+0000,7568.77,-2.98%
Tue Sep 11 2018 20:00:00 GMT+0000,7481.16,-1.16%
Wed Sep 12 2018 20:00:00 GMT+0000,7522.18,0.55%
Thu Sep 13 2018 20:00:00 GMT+0000,7818.69,3.94%
Fri Sep 14 2018 20:00:00 GMT+0000,7988.61,2.17%
Sat Sep 15 2018 20:00:00 GMT+0000,8012.08,0.29%
Sun Sep 16 2018 20:00:00 GMT+0000,7966.43,-0.57%
Mon Sep 17 2018 20:00:00 GMT+0000,7563.71,-5.06%
Tue Sep 18 2018 20:00:00 GMT+0000,7745.7,2.41%
Wed Sep 19 2018 20:00:00 GMT+0000,7882.85,1.77%
Thu Sep 20 2018 20:00:00 GMT+0000,8033.94,1.92%
Fri Sep 21 2018 20:00:00 GMT+0000,8981.84,11.80%
Sat Sep 22 2018 20:00:00 GMT+0000,8851.31,-1.45%
Sun Sep 23 2018 20:00:00 GMT+0000,8878.2,0.30%
Mon Sep 24 2018 20:00:00 GMT+0000,8656.75,-2.49%
Tue Sep 25 2018 20:00:00 GMT+0000,8111.16,-6.30%
Wed Sep 26 2018 20:00:00 GMT+0000,8516.13,4.99%
Thu Sep 27 2018 20:00:00 GMT+0000,8808.24,3.43%
Fri Sep 28 2018 20:00:00 GMT+0000,8755.83,-0.60%
Sat Sep 29 2018 20:00:00 GMT+0000,8749.34,-0.07%
Sun Sep 30 2018 20:00:00 GMT+0000,8756.49,0.08%
Mon Oct 01 2018 20:00:00 GMT+0000,8670.37,-0.98%
Tue Oct 02 2018 20:00:00 GMT+0000,8674.56,0.05%
Wed Oct 03 2018 20:00:00 GMT+0000,8417.78,-2.96%
Thu Oct 04 2018 20:00:00 GMT+0000,8602.78,2.20%
Fri Oct 05 2018 20:00:00 GMT+0000,8532.96,-0.81%
Sat Oct 06 2018 20:00:00 GMT+0000,8440.96,-1.08%
Sun Oct 07 2018 20:00:00 GMT+0000,8452.4,0.14%
Mon Oct 08 2018 20:00:00 GMT+0000,8660.24,2.46%
Tue Oct 09 2018 20:00:00 GMT+0000,8557.79,-1.18%
Wed Oct 10 2018 20:00:00 GMT+0000,8468.41,-1.04%
Thu Oct 11 2018 20:00:00 GMT+0000,7825.73,-7.59%
Fri Oct 12 2018 20:00:00 GMT+0000,7843.54,0.23%
Sat Oct 13 2018 20:00:00 GMT+0000,7851.91,0.11%
Sun Oct 14 2018 20:00:00 GMT+0000,7920.4,0.87%
Mon Oct 15 2018 20:00:00 GMT+0000,8203.85,3.58%
Tue Oct 16 2018 20:00:00 GMT+0000,8188.01,-0.19%
Wed Oct 17 2018 20:00:00 GMT+0000,8263.52,0.92%
Thu Oct 18 2018 20:00:00 GMT+0000,8108.25,-1.88%
Fri Oct 19 2018 20:00:00 GMT+0000,8114.87,0.08%
Sat Oct 20 2018 20:00:00 GMT+0000,8166.24,0.63%
Sun Oct 21 2018 20:00:00 GMT+0000,8195.73,0.36%
Mon Oct 22 2018 20:00:00 GMT+0000,8107,-1.08%
Tue Oct 23 2018 20:00:00 GMT+0000,8134.01,0.33%
Wed Oct 24 2018 20:00:00 GMT+0000,8197.18,0.78%
Thu Oct 25 2018 20:00:00 GMT+0000,8125.15,-0.88%
Fri Oct 26 2018 20:00:00 GMT+0000,8103.71,-0.26%
Sat Oct 27 2018 20:00:00 GMT+0000,8115.22,0.14%
Sun Oct 28 2018 20:00:00 GMT+0000,8123.28,0.10%
Mon Oct 29 2018 20:00:00 GMT+0000,7844.6,-3.43%
Tue Oct 30 2018 20:00:00 GMT+0000,7872.84,0.36%
Wed Oct 31 2018 20:00:00 GMT+0000,7953.8,1.03%
Thu Nov 01 2018 20:00:00 GMT+0000,7979.37,0.32%
Fri Nov 02 2018 20:00:00 GMT+0000,8083.42,1.30%
Sat Nov 03 2018 20:00:00 GMT+0000,8060.63,-0.28%
Sun Nov 04 2018 21:00:00 GMT+0000,8290.77,2.86%
Mon Nov 05 2018 21:00:00 GMT+0000,8297.15,0.08%
Tue Nov 06 2018 21:00:00 GMT+0000,8528.02,2.78%
Wed Nov 07 2018 21:00:00 GMT+0000,8589.94,0.73%
Thu Nov 08 2018 21:00:00 GMT+0000,8453.4,-1.59%
Fri Nov 09 2018 21:00:00 GMT+0000,8296.02,-1.86%
Sat Nov 10 2018 21:00:00 GMT+0000,8354.57,0.71%
Sun Nov 11 2018 21:00:00 GMT+0000,8273.02,-0.98%
Mon Nov 12 2018 21:00:00 GMT+0000,8324.33,0.62%
Tue Nov 13 2018 21:00:00 GMT+0000,8258.65,-0.79%
Wed Nov 14 2018 21:00:00 GMT+0000,7117.8,-13.81%
Thu Nov 15 2018 21:00:00 GMT+0000,7039.07,-1.11%
Fri Nov 16 2018 21:00:00 GMT+0000,7057.85,0.27%
Sat Nov 17 2018 21:00:00 GMT+0000,7085.66,0.39%
Sun Nov 18 2018 21:00:00 GMT+0000,7149.59,0.90%
Mon Nov 19 2018 21:00:00 GMT+0000,6327.35,-11.50%
Tue Nov 20 2018 21:00:00 GMT+0000,5539.95,-12.44%
Wed Nov 21 2018 21:00:00 GMT+0000,5732.33,3.47%
Thu Nov 22 2018 21:00:00 GMT+0000,5696.4,-0.63%
Fri Nov 23 2018 21:00:00 GMT+0000,5370.02,-5.73%
Sat Nov 24 2018 21:00:00 GMT+0000,5287.15,-1.54%
Sun Nov 25 2018 21:00:00 GMT+0000,4992.59,-5.57%
Mon Nov 26 2018 21:00:00 GMT+0000,4662.54,-6.61%
Tue Nov 27 2018 21:00:00 GMT+0000,4736.02,1.58%
Wed Nov 28 2018 21:00:00 GMT+0000,5506.5,16.27%
Thu Nov 29 2018 21:00:00 GMT+0000,5265.83,-4.37%
Fri Nov 30 2018 21:00:00 GMT+0000,5005.17,-4.95%
Sat Dec 01 2018 21:00:00 GMT+0000,5260.17,5.09%
Sun Dec 02 2018 21:00:00 GMT+0000,5250.11,-0.19%
Mon Dec 03 2018 21:00:00 GMT+0000,4830.61,-7.99%
Tue Dec 04 2018 21:00:00 GMT+0000,4846.85,0.34%
Wed Dec 05 2018 21:00:00 GMT+0000,4655.49,-3.95%
Thu Dec 06 2018 21:00:00 GMT+0000,4456.94,-4.26%
Fri Dec 07 2018 21:00:00 GMT+0000,4109.62,-7.79%
Sat Dec 08 2018 21:00:00 GMT+0000,4066.29,-1.05%
Sun Dec 09 2018 21:00:00 GMT+0000,4395.89,8.11%
Mon Dec 10 2018 21:00:00 GMT+0000,4161.16,-5.34%
Tue Dec 11 2018 21:00:00 GMT+0000,4082.2,-1.90%
Wed Dec 12 2018 21:00:00 GMT+0000,4193.51,2.73%
Thu Dec 13 2018 21:00:00 GMT+0000,3971.18,-5.30%
Fri Dec 14 2018 21:00:00 GMT+0000,3843.24,-3.22%
Sat Dec 15 2018 21:00:00 GMT+0000,3883.79,1.06%
Sun Dec 16 2018 21:00:00 GMT+0000,3946.39,1.61%
Mon Dec 17 2018 21:00:00 GMT+0000,4404.66,11.61%
Tue Dec 18 2018 21:00:00 GMT+0000,4342.48,-1.41%
Wed Dec 19 2018 21:00:00 GMT+0000,4685.79,7.91%
Thu Dec 20 2018 21:00:00 GMT+0000,4906.65,4.71%
Fri Dec 21 2018 21:00:00 GMT+0000,4782.08,-2.54%
Sat Dec 22 2018 21:00:00 GMT+0000,4896,2.38%
Sun Dec 23 2018 21:00:00 GMT+0000,5083.78,3.84%
Mon Dec 24 2018 21:00:00 GMT+0000,5230.11,2.88%
Tue Dec 25 2018 21:00:00 GMT+0000,4911.14,-6.10%
Wed Dec 26 2018 21:00:00 GMT+0000,4856.58,-1.11%
Thu Dec 27 2018 21:00:00 GMT+0000,4554.89,-6.21%
Fri Dec 28 2018 21:00:00 GMT+0000,5034.33,10.53%
Sat Dec 29 2018 21:00:00 GMT+0000,4977.22,-1.13%
Sun Dec 30 2018 21:00:00 GMT+0000,4931.49,-0.92%
Mon Dec 31 2018 21:00:00 GMT+0000,4733.43,-4.02%
Tue Jan 01 2019 21:00:00 GMT+0000,4848.3,2.43%
Wed Jan 02 2019 21:00:00 GMT+0000,5076.37,4.70%
Thu Jan 03 2019 21:00:00 GMT+0000,4950.03,-2.49%
Fri Jan 04 2019 21:00:00 GMT+0000,4949.49,-0.01%
Sat Jan 05 2019 21:00:00 GMT+0000,5035.84,1.74%
Sun Jan 06 2019 21:00:00 GMT+0000,5233.37,3.92%
Mon Jan 07 2019 21:00:00 GMT+0000,5186.22,-0.90%
Tue Jan 08 2019 21:00:00 GMT+0000,5169.13,-0.33%
Wed Jan 09 2019 21:00:00 GMT+0000,5180.95,0.23%
Thu Jan 10 2019 21:00:00 GMT+0000,4626.92,-10.69%
Fri Jan 11 2019 21:00:00 GMT+0000,4636.04,0.20%
Sat Jan 12 2019 21:00:00 GMT+0000,4615.7,-0.44%
Sun Jan 13 2019 21:00:00 GMT+0000,4395.54,-4.77%
Mon Jan 14 2019 21:00:00 GMT+0000,4663.56,6.10%
Tue Jan 15 2019 21:00:00 GMT+0000,4496.28,-3.59%
Wed Jan 16 2019 21:00:00 GMT+0000,4541.17,1.00%
Thu Jan 17 2019 21:00:00 GMT+0000,4585.85,0.98%
Fri Jan 18 2019 21:00:00 GMT+0000,4536.15,-1.08%
Sat Jan 19 2019 21:00:00 GMT+0000,4668.13,2.91%
Sun Jan 20 2019 21:00:00 GMT+0000,4448.2,-4.71%
Mon Jan 21 2019 21:00:00 GMT+0000,4454.89,0.15%
Tue Jan 22 2019 21:00:00 GMT+0000,4518.13,1.42%
Wed Jan 23 2019 21:00:00 GMT+0000,4438.19,-1.77%
Thu Jan 24 2019 21:00:00 GMT+0000,4504,1.48%
Fri Jan 25 2019 21:00:00 GMT+0000,4459.57,-0.99%
Sat Jan 26 2019 21:00:00 GMT+0000,4464.28,0.11%
Sun Jan 27 2019 21:00:00 GMT+0000,4431.87,-0.73%
Mon Jan 28 2019 21:00:00 GMT+0000,4208.5,-5.04%
Tue Jan 29 2019 21:00:00 GMT+0000,4196.39,-0.29%
Wed Jan 30 2019 21:00:00 GMT+0000,4300.89,2.49%
Thu Jan 31 2019 21:00:00 GMT+0000,4271.48,-0.68%
Fri Feb 01 2019 21:00:00 GMT+0000,4285.78,0.33%
Sat Feb 02 2019 21:00:00 GMT+0000,4279.05,-0.16%
Sun Feb 03 2019 21:00:00 GMT+0000,4228.74,-1.18%
Mon Feb 04 2019 21:00:00 GMT+0000,4253.51,0.59%
Tue Feb 05 2019 21:00:00 GMT+0000,4250.2,-0.08%
Wed Feb 06 2019 21:00:00 GMT+0000,4157.45,-2.18%
Thu Feb 07 2019 21:00:00 GMT+0000,4165.71,0.20%
Fri Feb 08 2019 21:00:00 GMT+0000,4545.38,9.11%
Sat Feb 09 2019 21:00:00 GMT+0000,4539.62,-0.13%
