"unhedged","future","Variance","VaR 99%","VaR 95%","ES 99%","ES 95%","Spectral 10"
0.007265285738995961,-0.02064168888734326,0.01932819592832539,0.014148331469691572,0.020205303739512296,0.013045642877505243,0.017822653300871547,0.019682455200039934
-0.08223112139543472,-0.05181339032807895,-0.04995486167211473,-0.06373459889698854,-0.04763320889393121,-0.06668340729896548,-0.05394778516424255,-0.049016754442817376
0.01606462566721008,0.014917086703237385,0.007175931399067511,0.011015604935175616,0.006522319981244127,0.011828536596343545,0.008295516961385098,0.006912061588443321
-0.012243986576130787,-0.023042494147154355,0.0014595501674434922,-0.0044220529761474885,0.0024550755607227704,-0.005674661240506773,-0.0002495295641174281,0.0018616518751898479
-0.05119191178295674,-0.03317839869731868,-0.030847893018308425,-0.0395630754203711,-0.029375190900519953,-0.041422351108900704,-0.0333778125734751,-0.030252970713652832
0.013502639824484556,-0.01212136053234485,0.02058987232254562,0.017542264949678494,0.021106567688421136,0.016894329955664273,0.019703406556253685,0.02079854046874018
-0.029371570566781677,0.0060790460763821925,-0.033135903240918176,-0.03151218069250728,-0.033411944349366715,-0.031167946255943678,-0.03266282408906652,-0.033247356487558895
0.04207454034875922,0.0168273201325253,0.03229129838526353,0.03651846608720782,0.031571562155807725,0.03741322772757938,0.033524040093397725,0.032000739020296494
-0.023337264120433944,-0.024737309656016622,-0.00848282262053722,-0.014856304518122112,-0.007404351138127645,-0.016214074058211552,-0.010334509799452,-0.008047207468119945
-0.04308462599776425,-0.0741549635308128,0.0005958885045594497,-0.017991825184876825,0.003718852679784916,-0.021981194777090936,-0.004781050439863391,0.0018580819228154034
-0.04888123652425954,0.,-0.04888123652425954,-0.04888123652425954,-0.04888123652425954,-0.04888123652425954,-0.04888123652425954,-0.04888123652425954
-0.0011882544262302736,-0.02127739844728485,0.011344798073679132,0.005963774159709395,0.012255861238180014,0.004818122852015173,0.0097808994093876,0.011712775459737965
-0.009506017156551583,0.007365282709560468,-0.013981588005826238,-0.012050686649952295,-0.014309910095558948,-0.01164140547356561,-0.013418949632372336,-0.014114147944892692
0.006968753513399875,-0.02362580358134083,0.020747296284813553,0.01483362685918703,0.021748230505675297,0.013574164893236972,0.01902891825130131,0.021151583318687987
0.008674035505230843,0.03027476424659209,-0.009727447781740528,-0.001757019245214091,-0.011087508334352063,-0.00007373957706931744,-0.007399998819223572,-0.010276402905750739
-0.015976939766841905,-0.014014243374811677,-0.007551420708774073,-0.011173128155983772,-0.006937597607538556,-0.011943387684698369,-0.00860466213676627,-0.007303520213812095
0.007988961086801603,0.008032171697264253,0.003190421273358582,0.005260851651062616,0.0028383455233562905,0.005699670841481671,0.0037937463337671343,0.0030482718081660653
-0.010648628637833035,0.016529301951210506,-0.020779110790976274,-0.016401474975723373,-0.02152453207580324,-0.015474948232776177,-0.019502420977769403,-0.021080036974343463
0.030593899157211342,-0.011210140473610655,0.037042271309866606,0.03426887787206129,0.03751255144056168,0.03367934007932373,0.03623548847034663,0.037232191970753656
0.007503131026788807,0.021647286752214456,-0.005578149942588733,0.00007933797867959585,-0.006542226268527872,0.001275818552246311,-0.003927456922578456,-0.005967321680257371
-0.014177369747901833,-0.00651043966243201,-0.01024676394200235,-0.011938498973520074,-0.00995971756344129,-0.012297873730322116,-0.010739080026118753,-0.010130847795840931
-0.11936294191847786,-0.12581652422520856,-0.042672492072063646,-0.07499864339617464,-0.03728443465026871,-0.08199513976325691,-0.05197809636491251,-0.0404933569347697
0.004639037564152608,-0.037740327982847086,0.026457983451533842,0.01711489435304977,0.02803621186247115,0.015120901499407032,0.02374639353425831,0.027095554893567256
-0.04841270690654843,-0.03602582225676206,-0.026433242506071156,-0.03584463553523169,-0.024843539571327115,-0.03785328917059638,-0.029164589706162487,-0.0257910333989975
-0.005283359624432912,0.056582313139341596,-0.040928128747865965,-0.025413392015382504,-0.04358728842069293,-0.022151713819940265,-0.03638554387389201,-0.04200101768886861
0.016630394557626604,-0.015951724495831085,0.025900190925739253,0.021916529868765067,0.02657521677547177,0.021069104434259207,0.02474183714513942,0.0261728139252653
-0.010909176643223644,0.024954035854796205,-0.026312264024912366,-0.01964623371190682,-0.027448874758803053,-0.018237320038580654,-0.02436661221622084,-0.026771059670120247
0.046079121874640694,0.00595683071919139,0.04265933797760646,0.044134296938327225,0.042408609265781376,0.04444702119370776,0.04308905150942221,0.04255810399840314
0.001179327534861014,0.0014836797973919443,0.00029155487957873723,0.0006741771598999515,0.0002265543605553689,0.0007553553433061724,0.00040298464901369105,0.00026530888050854885
-0.005408769194381297,-0.0052025386761287784,-0.0022919122293153615,-0.0036337201676431524,-0.0020641934032306335,-0.003918699538730494,-0.002682443581148402,-0.002199955584386308
-0.08478510121413087,-0.08471081436728285,-0.03323697954175095,-0.05512316322960428,-0.02956687569573744,-0.05982992997063345,-0.0395606716577168,-0.031753409494301166
0.011554862102327847,0.01289300696123329,0.003849917816541529,0.007177124489225487,0.0032837114049055964,0.007881775770845045,0.004819900344416852,0.0036213283704749433
-0.011133633469402071,-0.013704366032112641,-0.0029320376371030983,-0.006457716741597274,-0.0023344563191643355,-0.007207509405185159,-0.003957387631053782,-0.0026906977673390132
-0.017991293754457835,0.,-0.017991293754457835,-0.017991293754457835,-0.017991293754457835,-0.017991293754457835,-0.017991293754457835,-0.017991293754457835
0.006769981323936563,-0.012250051105937911,0.013979937075133795,0.010879665434860273,0.014505545034227147,0.010220512719284066,0.013078169546679553,0.014192205148487742
-0.03652399890349508,-0.033250076628209495,-0.016431080803941955,-0.02503931152520629,-0.014976360751331533,-0.02687565100556591,-0.01893004826928847,-0.01584342580041024
