"unhedged","unhedged","Variance","VaR 99%","VaR 95%","ES 99%","ES 95%","Spectral 10"
0.0015857906571099534,-0.014162873039959556,0.010342122422172695,0.007312167287421456,0.0104143152363676,0.006221760537646226,0.00895869021781237,0.011469937120432205
-0.03419206490111937,-0.031811185223191374,-0.014524495272540516,-0.021330068106356515,-0.014362343216410722,-0.023779227326230057,-0.01763181805743519,-0.011991314175559431
-0.04196200707008502,-0.05829358770535242,-0.005921438727511719,-0.018392563399219797,-0.0056242971705628975,-0.022880616163880374,-0.011615567758518242,-0.0012794169539013245
-0.015181462448310534,0.006752954417557744,-0.019356541128155214,-0.017911837863888835,-0.019390963154121033,-0.017391924492000665,-0.018696911221887658,-0.019894290864900688
-0.023228097868981834,-0.027389603130240303,-0.0062942136743614485,-0.012153848821066737,-0.006154599873964273,-0.014262588202025195,-0.008969635456941627,-0.004113131001190373
0.01742354545024294,0.031609195402298784,-0.0021191420389626847,0.00464321780457555,-0.002280264486653083,0.007076825726102576,0.0009684503407813017,-0.004636238328273867
-0.0061198579975108025,-0.022841225626740957,0.008001948287421401,0.0031153769910120532,0.008118377514245712,0.0013568194916779852,0.005770812907619494,0.009820835593366772
-0.0044623338611117225,-0.0011402508551880963,-0.0037573628601536013,-0.004001304108785408,-0.0037515506271488253,-0.0040890925981283965,-0.0038687427863638435,-0.0036665626623013647
0.03871733422009194,0.04965753424657526,0.008016088556788148,0.018639646393180942,0.0077629677999246915,0.022462805039515255,0.012866646199437115,0.00406177103628258
0.0015576444353677665,-0.0032626427406199365,0.0035748045262008477,0.002876806238924723,0.003591435287522593,0.0026256137261880808,0.0032561089461471404,0.003834614553986815
-0.151440702065326,-0.14348063284233492,-0.06273242801076762,-0.09342816883901695,-0.062001060114005746,-0.10447481524133073,-0.07674764424663005,-0.05130681075227861
0.030806539813916345,0.01847133757961794,0.01938645862450905,0.023338151475753244,0.019292304151892314,0.024760269086873787,0.021190742486488,0.0179155532538241
-0.018005609977998493,-0.01751094434021261,-0.007179301097742674,-0.010925530804686612,-0.007090042064807567,-0.012273707255159083,-0.008889773560544767,-0.005784873543984714
-0.21888573932659827,-0.23488224061107577,-0.07366754675302734,-0.12391742536123451,-0.07247027485019697,-0.14200112771753015,-0.09661088988523564,-0.0549634573656641
-0.1412587067945853,-0.11314475873544094,-0.0713058771554137,-0.09551166800967004,-0.07072914116961071,-0.10422274014021293,-0.08235787928432964,-0.062295959353226626
-0.031497915761966366,-0.075046904315197,0.01490055086770159,-0.001154719304915175,0.015283089580280351,-0.006932618378368671,0.007569954598549755,0.020876668955235433
0.05107373960036976,0.09127789046653145,-0.00535968951284449,0.014167980623576049,-0.005824962891201602,0.02119551151996446,0.0035563526532612633,-0.012628309813529137
-0.005880197322057801,-0.0074349442379182396,-0.001283471910605516,-0.002874077673059916,-0.0012455735585973349,-0.003446497785727365,-0.002009718715709208,-0.0006914141149446662
0.11597441190481583,0.1685393258426966,0.011773361145210548,0.047830070423320215,0.010914260862326386,0.06080599825822497,0.028236315406971357,-0.0016477242789000313
0.11888960033607399,-0.004807692307692291,0.12186200210453713,0.12083346135910389,0.12188650849081162,0.12046331469971072,0.1213923857810445,0.12224484716951967
-0.0575687476155583,0.01449275362318847,-0.06652903120744713,-0.06342850258353228,-0.06660290553128934,-0.062312698161014035,-0.06511337620329571,-0.06768311488159773
0.05703720124785927,0.06746031746031744,0.015329214528472246,0.029761437051694428,0.01498534714011146,0.03495524097079783,0.02191875151208189,0.009957229807128543
0.01079159650583894,-0.014126394052044633,0.019525374787598193,0.016503223838934766,0.019597381656413893,0.015415625624866647,0.0181455058579012,0.02065028459935392
-0.006265100817455127,0.006787330316742057,-0.010461432725873632,-0.009009375202909009,-0.010496029977084764,-0.008486815213177623,-0.00979844497506066,-0.011001919876437283
0.005885503505581369,-0.004044943820224689,0.008386328723811842,0.007520967701137304,0.008406947130601083,0.007209545433099485,0.007991217821529673,0.008708434773990525
-0.047944154648665194,-0.033543922984356156,-0.027205303320688046,-0.03438157196331382,-0.02703431893125363,-0.03696413553871847,-0.030481880268473538,-0.024534141242746554
0.021789652127066184,0.01634241245136181,0.011685799267418862,0.015182037381078373,0.011602496625203074,0.016440247971139854,0.013282129307119583,0.010384423980380642
-0.03431758337417834,-0.04211332312404292,-0.008280618419187591,-0.01729019432099188,-0.00806595298352053,-0.020532520342015914,-0.01239425604610539,-0.004927059810151291
0.07425251137604505,0.108713029576339,0.007039640691565263,0.030297323031146406,0.006485494684422721,0.03866719409502517,0.01765875065076339,-0.0016173706579383218
0.015077511465377391,-0.010093727469358327,0.021318055048480944,0.01915863857356981,0.02136950609161825,0.01838151739681937,0.02033209777810574,0.02212183646825694
