"unhedged","future","Variance","VaR 99%","VaR 95%","ES 99%","ES 95%","Spectral 10"
-0.00022795803056840924,0.007223113964687,-0.004663361610703798,-0.002920872524774909,-0.004827902979422483,-0.0024053887316464184,-0.003946571413886102,-0.005179236195853032
-0.007675288589907403,0.015936254980079667,-0.01746105726781577,-0.01361662804945818,-0.017824082580650602,-0.01247932339033797,-0.015879613115120095,-0.018599224125887215
0.016844780811845483,0.0039215686274509665,0.014436714205811163,0.01538274531738737,0.014347381506280232,0.01566261146389636,0.014825873502209763,0.01415663589073668
0.04803751367491271,0.05312500000000009,0.015415736371291677,0.0282315015859258,0.01420555745733365,0.0320228132894147,0.020687628714691764,0.011621550446767381
-0.017580381584836435,-0.01928783382789323,-0.005736552506195869,-0.010389509679601283,-0.0052971787688886884,-0.011766002670220432,-0.007650592665782607,-0.004359015986208026
-0.02901823553628946,-0.03857791225416041,-0.005329199067699242,-0.014635654896783201,-0.004450400461496806,-0.017388801065731263,-0.009157502130985262,-0.002573965718574267
0.011943583636261579,0.020456333595594067,-0.0006177708861676567,0.0043170727564368905,-0.0010837628593305393,0.005776956746487705,0.0014122260730163871,-0.002078761624911607
0.0012354084704042645,0.026214340786430146,-0.014861690584582199,-0.008537797186458862,-0.01545884903094541,-0.006666988018970255,-0.012260294208501943,-0.016733918026136108
0.02276993138250405,-0.0010518407212621872,0.023415821524017333,0.023162077642099432,0.02343978228564958,0.023087012116702166,0.023311441457289916,0.023490943957136468
-0.01831884232377623,-0.01699759326113115,-0.007881351461429875,-0.011981815733401846,-0.00749414903408574,-0.013194863719511396,-0.009568118177092688,-0.006667383854800812
0.0009056055605101143,-0.004590665646518777,0.0037245358644371063,0.002617093170702023,0.0038291104859231595,0.0022894763350793657,0.0032689783101219616,0.004052401068770584
-0.010117989629405133,-0.014604150653343528,-0.0011502089174634245,-0.004673284040896841,-0.0008175287258974651,-0.005715521919325672,-0.0025994608706157996,-0.0001071809109025601
0.01170304245078757,0.02262090483619339,-0.002187482160463383,0.003269538175032949,-0.0027027827166499208,0.0048838986691310815,0.00005731736907477192,-0.003803066513018427
0.00003516007771908747,-0.0022883295194507935,0.0014403248020640191,0.0008882929177346233,0.0014924525786782494,0.0007249842967740339,0.0012132410021060691,0.0016037572284804957
0.01085643880680065,0.013761467889908285,0.002406113331496762,0.005725901406523404,0.0020926293170877575,0.0067080004986306285,0.003771741137666207,0.0014232697029098462
-0.00717249680919918,-0.007541478129713397,-0.002541599489902402,-0.004360890089087577,-0.0023698058369583386,-0.004899094216989419,-0.0032899827522074876,-0.0020029873455285063
-0.008636275708913344,-0.006838905775075954,-0.004436797851125607,-0.006086601347377485,-0.004281008682870624,-0.006574665789807588,-0.005115460909814629,-0.003948363403484367
-0.0443211551432483,-0.056618209640397876,-0.00955434806148292,-0.023212807950881098,-0.008264594396487857,-0.02725341559022665,-0.015172891231369667,-0.005510677208036108
-0.0018616884453133142,0.0016220600162206722,-0.0028577257276146684,-0.0024664233213665954,-0.0028946759926274934,-0.002350663601399461,-0.0026967595952843704,-0.0029735732058693287
0.028177135512468254,0.03319838056680169,0.007791438050048227,0.01580014677193442,0.007035184306245945,0.018169377996024583,0.011085899947900546,0.005420410694498945
0.00917205554302325,0.006269592476489061,0.005322168492623569,0.006834632025237486,0.005179348189298216,0.007282066930314635,0.00594433539282202,0.004874394383883818
-0.0020040142376596126,0.,-0.0020040142376596126,-0.0020040142376596126,-0.0020040142376596126,-0.0020040142376596126,-0.0020040142376596126,-0.0020040142376596126
0.0012396642796259627,-0.005451713395638658,0.004587326967921301,0.0032721668945852045,0.00471151611797016,0.0028831006395084735,0.004046322805871805,0.00497668817696173
-0.008980710347623932,-0.000783085356303892,-0.008499851315095563,-0.008688761208166751,-0.008482012757240809,-0.008744646773836129,-0.00857756127639675,-0.008443923382171481
0.0022149696205864267,0.0007836990595611049,0.001733733739286536,0.0019227916808631784,0.0017158812013707836,0.0019787210439978775,0.0018115046018112313,0.0016777619756940254
-0.001312280537112076,0.001566170712607784,-0.002273998602168925,-0.0018961788160265503,-0.0023096757178782124,-0.0017844076846877943,-0.0021185786795664407,-0.002385854468016979
0.007937278584696061,0.0031274433150898506,0.006016850173316102,0.006771308135636422,0.005945607520054574,0.006994500840436402,0.006327203951522975,0.00579348826449988
-0.004642822736779295,-0.002338269680436489,-0.003206991907772072,-0.0037710712533339796,-0.0031537265023620087,-0.00393794389719937,-0.003439031550597438,-0.0030399927565391005
-0.0022120371035271313,-0.0015625000000000222,-0.0012525730651853362,-0.001629507336204039,-0.0012169795677159367,-0.0017410165039537517,-0.001407628722344123,-0.001140979361522798
-0.01815325837141657,-0.024256651017214415,-0.0032582923927770846,-0.009109916756634862,-0.002705729802955581,-0.010841013695722101,-0.005665416209702845,-0.0015258830964832715
-0.001759177520770705,0.001603849238171584,-0.002744032347617109,-0.0023571230718322234,-0.002780567774049225,-0.0022426629798357745,-0.0025848733731477225,-0.0028585792126435416
-0.00042939555791088324,0.007205764611689425,-0.004854145646660868,-0.0031158418827959,-0.005018291799922303,-0.0026015962412921922,-0.004139077123654689,-0.005368781141533496
0.007069705346434585,0.0023847376788552754,0.005605340518440749,0.006180629707912777,0.005551016579536827,0.0063508185807898965,0.005841991441926431,0.005435022624138752
0.009079953062065993,0.006344171292624878,0.00518427036871949,0.006714725140817279,0.005039751172015938,0.007167482427794525,0.005813838144019368,0.004731169843143035
0.007198913798468265,0.0063041765169424835,0.0033277901764745543,0.004848596691537921,0.0031841820542971577,0.005298499716658744,0.003953389045389666,0.0028775460765912975
0.0027241791966945428,0.003915426781519127,0.0003198840340526976,0.0012644334994086348,0.00023069124477936853,0.0015438613277555246,0.000708433840558742,0.0000402443694325072
0.010991592925173599,0.014040561622464809,0.0023698879940523554,0.005757004064360416,0.002050046269522765,0.006759020922766146,0.0037632118399725245,0.0013671114993630828
-0.003703036767184198,-0.013846153846153841,0.004799290711044568,0.001459073170940739,0.005114703857849956,0.00047093039211287824,0.003425259041452522,0.0057881826081152
-0.020084006482000705,-0.012480499219968744,-0.01242026876544855,-0.01543103860572237,-0.012135965010311112,-0.016321720257638672,-0.013658778850710873,-0.011528911881280246
0.0023473586303657257,-0.0015797788309637184,0.0033174328555454213,0.002936330275052579,0.003353419961991566,0.0028235879885442072,0.003160662522873059,0.003430260612802938
-0.011239047590587914,-0.006329113924050667,-0.007352610979583174,-0.00887943334320307,-0.007208434787302265,-0.009331116048011845,-0.007980684527568283,-0.006900585850823759
