,Date,bitcoin price,Close,log return bitoin,log return future,log return bitcoin
130,2020-07-29,11300.413780969511,11530.0,0.02731424464506042,0.018823055195466867,0.02731424464506042
131,2020-07-28,10995.928832850825,11315.0,-0.008578020490196894,0.015138312247668552,-0.008578020490196894
132,2020-07-27,11090.657848541308,11145.0,0.14519109659190108,0.1337236818280764,0.14519109659190108
133,2020-07-24,9591.833142480238,9750.0,-0.0010806275696696873,-0.002560820861673704,-0.0010806275696696873
134,2020-07-23,9602.203944295641,9775.0,0.02454084118858543,0.025383388205318783,0.02454084118858543
135,2020-07-22,9369.425751068646,9530.0,-0.0004789495344987216,0.0021008411088117938,-0.0004789495344987216
136,2020-07-21,9373.914307980958,9510.0,0.022061373101678418,0.022329476398088577,0.022061373101678418
137,2020-07-20,9169.3773655905,9300.0,0.002034608544588168,0.00107584733346311,0.002034608544588168
138,2020-07-17,9150.74023811256,9290.0,0.002324422668895598,0.0048556879866589525,0.002324422668895598
139,2020-07-16,9129.49475137708,9245.0,-0.010337064039954026,-0.0053937563343191665,-0.010337064039954026
140,2020-07-15,9224.35637390713,9295.0,-0.0012469483832018087,-0.01388911216066715,-0.0012469483832018087
141,2020-07-14,9235.865844540229,9425.0,-0.001070242315579576,0.004785970315941081,-0.001070242315579576
142,2020-07-13,9245.755750341908,9380.0,0.0030608936259751167,-0.0005329070203388823,0.0030608936259751167
143,2020-07-10,9217.498743406391,9385.0,-0.0032610202231609545,0.0021333341424203877,-0.0032610202231609545
144,2020-07-09,9247.606257140273,9365.0,-0.019261090562812187,-0.02478376257773877,-0.019261090562812187
145,2020-07-08,9427.451688285431,9600.0,0.020090590206848412,0.021053409197832263,0.020090590206848412
146,2020-07-07,9239.93855166093,9400.0,-0.004642612190760898,-0.005305052229693229,-0.004642612190760898
147,2020-07-06,9282.935735417957,9450.0,0.016106451835411786,0.030622860213983,0.016106451835411786
148,2020-07-02,9134.61821890857,9165.0,-0.011133029544652001,-0.02691228081744742,-0.011133029544652001
149,2020-07-01,9236.882392196752,9415.0,0.00796836605016945,0.013903967304446652,0.00796836605016945
150,2020-06-30,9163.572002047678,9285.0,-0.004993330848369322,-0.0010764263687381775,-0.004993330848369322
151,2020-06-29,9209.443178476768,9295.0,0.001387153801607597,0.022961996930095402,0.001387153801607597
152,2020-06-26,9196.67712065091,9084.0,-0.008947214676580858,-0.021346922554797202,-0.008947214676580858
153,2020-06-25,9279.330974660805,9280.0,0.0007028090510282796,-0.0005386480065598942,0.0007028090510282796
154,2020-06-24,9272.81166804652,9285.0,-0.038992341180959955,-0.03959345341975756,-0.038992341180959955
155,2020-06-23,9641.522029926284,9660.0,-0.005078705293965413,0.007794271726818703,-0.005078705293965413
156,2020-06-22,9690.613032751535,9585.0,0.036563606458085325,0.028573372444055948,0.036563606458085325
157,2020-06-19,9342.688716106732,9315.0,-0.0033682860061782045,-0.010146949543736529,-0.0033682860061782045
158,2020-06-18,9374.210621363205,9410.0,-0.006056606584452498,0.00907398806740899,-0.006056606584452498
159,2020-06-17,9431.158809438726,9325.0,-0.007918652622728357,-0.021745752136231502,-0.007918652622728357
160,2020-06-16,9506.137352605112,9530.0,0.008159312884146867,0.009488737508701453,0.008159312884146867
161,2020-06-15,9428.889377386176,9440.0,-0.0013321674082854597,-0.002644804503876813,-0.0013321674082854597
162,2020-06-12,9441.4586068111,9465.0,0.009841856300110868,0.01758638450207599,0.009841856300110868
163,2020-06-11,9348.992891448745,9300.0,-0.05090597333874741,-0.06604947584456991,-0.05090597333874741
164,2020-06-10,9837.234243034696,9935.0,0.005069316057455605,0.01317141635547049,0.005069316057455605
165,2020-06-09,9787.492378663434,9805.0,0.007609622682200843,0.0025529756015836565,0.007609622682200843
166,2020-06-08,9713.295916235496,9780.0,0.005430405153346572,-0.0020429016298002933,0.005430405153346572
167,2020-06-05,9660.69174429082,9800.0,-0.010065799873355222,-0.009647193378002801,-0.010065799873355222
168,2020-06-04,9758.425392499868,9895.0,0.018624862593754822,0.024553663174051277,0.018624862593754822
169,2020-06-03,9578.358129644192,9655.0,0.004887627067433942,0.007798323897708526,0.004887627067433942
