,Date,PX_LAST,contract_name,BITX Price,% Change,log return future,log return BITX
70,2021-02-18 21:00:00+00:00,53170.0,BTCH1 Curncy,54593.42,0.83%,-0.0066545069594993,0.0082589956960921
71,2021-02-17 21:00:00+00:00,53525.0,BTCH1 Curncy,54144.39,6.52%,0.0758556271095416,0.0631646845043628
72,2021-02-16 21:00:00+00:00,49615.0,BTCH1 Curncy,50830.15,-0.78%,0.0186141772776606,0.0084661666434414
73,2021-02-12 21:00:00+00:00,48700.0,BTCH1 Curncy,50401.63,2.34%,0.0104237488526126,0.0231573978723165
74,2021-02-11 21:00:00+00:00,48195.0,BTCH1 Curncy,49247.87,5.22%,0.0560056759601402,0.0509008671122502
75,2021-02-10 21:00:00+00:00,45570.0,BTCH1 Curncy,46803.84,-4.74%,-0.0599402430571146,-0.0486104313847115
76,2021-02-09 21:00:00+00:00,48385.0,BTCH1 Curncy,49135.2,5.84%,0.0657724466588818,0.0567763479504809
77,2021-02-08 21:00:00+00:00,45305.0,BTCH1 Curncy,46423.2,13.08%,0.1637986615133903,0.1185451487432184
78,2021-02-05 21:00:00+00:00,38460.0,BTCH1 Curncy,41233.63,1.32%,0.003907781448076,0.0130764629009996
79,2021-02-04 21:00:00+00:00,38310.0,BTCH1 Curncy,40697.95,1.50%,0.01366644135116,0.0148732113452087
80,2021-02-03 21:00:00+00:00,37790.0,BTCH1 Curncy,40097.12,4.33%,0.0337738121182165,0.0424257744479177
81,2021-02-02 21:00:00+00:00,36535.0,BTCH1 Curncy,38431.55,7.37%,0.0641462802053941,0.0711244375869955
82,2021-02-01 21:00:00+00:00,34265.0,BTCH1 Curncy,35793.07,2.66%,-0.026353314271625,-0.0164297860250912
83,2021-01-29 21:00:00+00:00,35180.0,BTCH1 Curncy,36386.0,4.85%,0.0703541484528553,0.0473573704085488
84,2021-01-28 21:00:00+00:00,32790.0,BTCG1 Curncy,34703.02,3.31%,0.0358594882577093,0.0325411530064159
85,2021-01-27 21:00:00+00:00,31635.0,BTCG1 Curncy,33591.92,-1.84%,-0.0208031276297632,-0.0185591887685045
86,2021-01-26 21:00:00+00:00,32300.0,BTCG1 Curncy,34221.18,-3.85%,-0.0461329438282408,-0.0392854145790667
87,2021-01-25 21:00:00+00:00,33825.0,BTCG1 Curncy,35592.33,4.45%,-0.0035413936967586,0.0143519161599371
88,2021-01-22 21:00:00+00:00,33945.0,BTCG1 Curncy,35085.16,5.03%,0.0499839829834265,0.0490897231292955
89,2021-01-21 21:00:00+00:00,32290.0,BTCG1 Curncy,33404.43,-8.98%,-0.0939296840153466,-0.0941291002419092
90,2021-01-20 21:00:00+00:00,35470.0,BTCG1 Curncy,36701.5,-4.08%,-0.0438509520716832,-0.0416087699278231
91,2021-01-19 21:00:00+00:00,37060.0,BTCG1 Curncy,38260.82,3.02%,0.0262453555183784,0.0591612054400786
92,2021-01-15 21:00:00+00:00,36100.0,BTCG1 Curncy,36062.92,-8.50%,-0.1045845914377741,-0.0887807894523924
93,2021-01-14 21:00:00+00:00,40080.0,BTCG1 Curncy,39411.04,8.27%,0.0851079093856795,0.0794175918496477
94,2021-01-13 21:00:00+00:00,36810.0,BTCG1 Curncy,36402.17,5.24%,0.0525666422479041,0.0511189850970682
95,2021-01-12 21:00:00+00:00,34925.0,BTCG1 Curncy,34588.09,3.59%,0.0202465339685128,0.0352568425865836
96,2021-01-11 21:00:00+00:00,34225.0,BTCG1 Curncy,33389.87,-12.80%,-0.1551728015487195,-0.1497170690859966
97,2021-01-08 21:00:00+00:00,39970.0,BTCG1 Curncy,38782.52,-1.77%,-0.0032471615892913,-0.0178301573387687
98,2021-01-07 21:00:00+00:00,40100.0,BTCG1 Curncy,39480.22,7.13%,0.0789730389092012,0.0688947801592154
99,2021-01-06 21:00:00+00:00,37055.0,BTCG1 Curncy,36851.82,7.08%,0.0592003902602966,0.0684296348162548
100,2021-01-05 21:00:00+00:00,34925.0,BTCG1 Curncy,34414.41,8.79%,0.0880921977372173,0.0842782860455474
101,2021-01-04 21:00:00+00:00,31980.0,BTCG1 Curncy,31632.88,-3.86%,0.0846263673411944,0.1090460308642741
102,2020-12-31 21:00:00+00:00,29385.0,BTCF1 Curncy,28364.86,0.89%,0.0078579153904943,0.0088574168227009
103,2020-12-30 21:00:00+00:00,29155.0,BTCF1 Curncy,28114.73,5.95%,0.0690418718789644,0.0577615662045983
104,2020-12-29 21:00:00+00:00,27210.0,BTCF1 Curncy,26536.79,0.21%,0.0036818892845807,0.0020619061786013
105,2020-12-28 21:00:00+00:00,27110.0,BTCF1 Curncy,26482.13,3.58%,0.1350607271348589,0.1385332835374562
106,2020-12-24 21:00:00+00:00,23685.0,BTCF1 Curncy,23056.25,0.28%,-0.00253004562537,0.0028005565556859
107,2020-12-23 21:00:00+00:00,23745.0,BTCF1 Curncy,22991.77,-2.22%,-0.0025236606453969,-0.0224218121304515
108,2020-12-22 21:00:00+00:00,23805.0,BTCF1 Curncy,23513.11,1.96%,0.0274689899416876,0.0193866395644211
109,2020-12-21 21:00:00+00:00,23160.0,BTCF1 Curncy,23061.66,-6.11%,-0.0034482792789159,-0.0124991446990609
110,2020-12-18 21:00:00+00:00,23240.0,BTCF1 Curncy,23351.72,-0.09%,-0.00193444445063,-0.0008646587148824
111,2020-12-17 21:00:00+00:00,23285.0,BTCF1 Curncy,23371.92,8.54%,0.0900417119608969,0.0819602698169069
112,2020-12-16 21:00:00+00:00,21280.0,BTCF1 Curncy,21532.75,6.58%,0.0718332333995637,0.0636845283835237
113,2020-12-15 21:00:00+00:00,19805.0,BTCF1 Curncy,20204.2,1.22%,0.0173164500114609,0.0120865881206278
114,2020-12-14 21:00:00+00:00,19465.0,BTCF1 Curncy,19961.47,-0.06%,0.0691213153892537,0.0563646403262317
115,2020-12-11 21:00:00+00:00,18165.0,BTCF1 Curncy,18867.47,-2.23%,-0.0231271360601874,-0.0225580429424463
116,2020-12-10 21:00:00+00:00,18590.0,BTCF1 Curncy,19297.92,-0.12%,-0.0005377789858028,-0.0012371916140924
117,2020-12-09 21:00:00+00:00,18600.0,BTCF1 Curncy,19321.81,-1.28%,-0.0196972032277672,-0.0129063376141294
118,2020-12-08 21:00:00+00:00,18970.0,BTCF1 Curncy,19572.8,-2.47%,-0.0180232121713217,-0.0249881508371898
119,2020-12-07 21:00:00+00:00,19315.0,BTCF1 Curncy,20068.05,-0.81%,0.0036307093825351,0.0049649536223067
120,2020-12-04 21:00:00+00:00,19245.0,BTCF1 Curncy,19968.66,-2.88%,-0.0246355799962284,-0.0292057693521384
121,2020-12-03 21:00:00+00:00,19725.0,BTCF1 Curncy,20560.46,1.57%,0.0140397966674826,0.0155449512894335
