Date,Gaussian
2019-05-01,-0.005877430856348656
2019-05-02,0.0017598183695419472
2019-05-03,0.025975125430935088
2019-05-06,-0.028605897507210536
2019-05-07,0.020242048568693147
2019-05-08,-0.007126871651445148
2019-05-09,0.002919080980983906
2019-05-10,-4.175349639422288e-05
2019-05-13,-0.009524814332717707
2019-05-14,0.09941371119588097
2019-05-15,-0.05534266992318386
2019-05-16,0.028337175149013304
2019-05-17,-0.030267412373653657
2019-05-20,0.009695241597700563
2019-05-21,0.002577608054811331
2019-05-22,0.0030061827720739296
2019-05-23,-0.006097468558173023
2019-05-24,0.01173304446206782
2019-05-28,0.023299093185803824
2019-05-29,0.005189968827828642
2019-05-30,0.006825119390405736
2019-05-31,-0.017405078474323727
2019-06-03,-0.01571320508899557
2019-06-04,0.037728886215487235
2019-06-05,-0.0512224814729279
2019-06-06,0.01672763809702381
2019-06-07,-0.004400842798338918
2019-06-10,-0.0013174611957866
2019-06-11,-0.011589105004141839
2019-06-12,-0.0005916666376007094
2019-06-13,0.010676568224635499
2019-06-14,0.014845867074198028
2019-06-17,0.020173269057587886
2019-06-18,0.0028764867768506404
2019-06-19,-0.012732336605236044
2019-06-20,-0.009030739811746596
2019-06-21,0.01841667402261179
2019-06-24,0.034142918933018906
2019-06-25,0.007239738018513964
2019-06-26,-0.029170866216126745
2019-06-27,0.08936605054215825
2019-06-28,-0.05156439826483224
2019-07-01,-0.018639819732753554
2019-07-02,-0.07240207981334672
2019-07-03,0.08203307220010134
2019-07-05,0.0014159115990170475
2019-07-08,-0.024372251698618494
2019-07-09,0.02076782035215306
2019-07-10,0.06797253166424883
2019-07-11,-0.05757530066943287
2019-07-12,-0.0026465792636922
2019-07-15,-0.05163080899650386
2019-07-16,0.07830512076624592
2019-07-17,-0.08807472104628586
2019-07-18,-0.04363621016221618
2019-07-19,0.06776465572732729
2019-07-22,0.029358071779342416
2019-07-23,-0.04540773696705943
2019-07-24,0.0226315404680582
2019-07-25,0.002515146330886616
2019-07-26,-0.01486971673270919
2019-07-29,-0.006489766087947376
2019-07-30,-0.012075267403858093
2019-07-31,0.01361743546733429
2019-08-01,-0.0208429663738718
2019-08-02,0.041288066297826276
2019-08-05,0.02578210805892077
2019-08-06,0.0009881095844132617
2019-08-07,0.023744426406965467
2019-08-08,-0.01925290800871595
2019-08-09,-0.011548914754028281
2019-08-12,-0.00749002376881187
2019-08-13,0.006581707995922198
2019-08-14,0.01186490088015052
2019-08-15,-0.042885123896340756
2019-08-16,-0.01939035383184718
2019-08-19,0.04147647013919327
2019-08-20,-0.011224286363816276
2019-08-21,-0.011360134708735294
2019-08-22,0.0034752774395517454
2019-08-23,0.010213567138831637
2019-08-26,0.0024183312952829545
2019-08-27,-0.0042445066406432315
2019-08-28,0.04266121568836777
2019-08-29,-0.06559907144961327
2019-08-30,0.009476140439398055
2019-09-03,0.019469026251114824
2019-09-04,-0.029306912175828256
2019-09-05,0.028473627501445477
2019-09-06,0.040827699181996836
2019-09-09,-0.04425426731015527
2019-09-10,0.010923498221342842
2019-09-11,-0.024639727275695668
2019-09-12,0.007636736285432429
2019-09-13,0.010591636745699653
2019-09-16,-0.006672033104060624
2019-09-17,-0.0069959741600234175
2019-09-18,0.005783073882191102
2019-09-19,-0.0280448456904249
2019-09-20,0.02892888596743137
2019-09-23,-0.0034003155683440846
2019-09-24,0.08281036217450286
2019-09-25,-0.12307933657497569
2019-09-26,-0.00016827362127059056
2019-09-27,-0.018496395254642126
2019-09-30,-0.011581659906488333
2019-10-01,0.026342096118156445
2019-10-02,-0.010512490095853345
2019-10-03,-0.0008045315267508936
2019-10-04,-0.0034901050559453667
2019-10-07,-0.003962111487632399
2019-10-08,0.012522172825139247
2019-10-09,-0.018886385866282496
2019-10-10,0.019016279394785125
2019-10-11,-0.0007905219690460992
2019-10-14,-0.0055704344498536
2019-10-15,0.018634228973163112
2019-10-16,-0.019958983468742884
2019-10-17,0.0001823302096707561
2019-10-18,-0.007253126142463762
2019-10-21,0.01814675222674838
2019-10-22,0.0009494710847585902
2019-10-23,-0.030006974126685085
2019-10-24,-0.0003544469126667872
2019-10-25,0.007065802921288701
2019-10-28,0.03455794901886386
2019-10-29,0.01458504208466742
2019-10-30,-0.02720028323743105
2019-10-31,0.01627518125738315
2019-11-01,-0.005314627162829881
2019-11-04,-0.007399536145065888
2019-11-05,0.01720588146418977
2019-11-06,0.0024765881303729165
2019-11-07,-0.004483775661724898
2019-11-08,-0.021568068255858282
2019-11-11,0.003668869351600792
2019-11-12,-0.014007315958495834
2019-11-13,0.013193538545088195
2019-11-14,-0.0049785643493904
2019-11-15,-0.004248703107438086
2019-11-18,0.020554521759440836
2019-11-19,-0.03164704554835008
2019-11-20,0.0028609037218794
2019-11-21,-0.019655279155948356
2019-11-22,-0.04146172908017455
2019-11-25,0.033609658135803425
2019-11-26,-0.016227580931809055
2019-11-27,-0.015938593214932045
2019-11-29,0.04811888265382472
2019-12-02,-0.02097710243683163
2019-12-03,0.0037081165137489124
2019-12-04,0.02837809307585428
2019-12-05,-0.03405137293910836
2019-12-06,0.0017698276583060389
2019-12-09,0.027151641321962287
2019-12-10,-0.02227638756959252
2019-12-11,-0.007479390917900865
2019-12-12,-0.011606856936812496
2019-12-13,0.0110363627766432
2019-12-16,0.01690798295133612
2019-12-17,-0.02424374321718528
2019-12-18,-0.044402116480628764
2019-12-19,0.04664910993849446
2019-12-20,-0.0018907573002678348
2019-12-23,0.038836499973008004
2019-12-24,-0.02448335212585957
2019-12-26,-0.009901948675826925
