Date,Clayton
2019-05-01,-0.005642421755850091
2019-05-02,0.0020574531497833722
2019-05-03,0.026870292973922856
2019-05-06,-0.02837362371477386
2019-05-07,0.020547073933519282
2019-05-08,-0.006940288231378841
2019-05-09,0.0034685699519609904
2019-05-10,0.000920068445121866
2019-05-13,-0.00509503209463158
2019-05-14,0.0989830881043681
2019-05-15,-0.05664630957461672
2019-05-16,0.029356357460100933
2019-05-17,-0.02810193264744512
2019-05-20,0.007604284986743121
2019-05-21,0.0019879543133389486
2019-05-22,0.002968340482455649
2019-05-23,-0.006151255268061113
2019-05-24,0.01183780729453869
2019-05-28,0.023522774776226045
2019-05-29,0.005184747768040713
2019-05-30,0.006929376891130759
2019-05-31,-0.017093278754112793
2019-06-03,-0.016054878808672114
2019-06-04,0.03933983097745681
2019-06-05,-0.051572701105497734
2019-06-06,0.01715161445310038
2019-06-07,-0.0051462442428500815
2019-06-10,-0.0013174611957866
2019-06-11,-0.011424687647419567
2019-06-12,-0.0010883285466875593
2019-06-13,0.010673368291427668
2019-06-14,0.014840436705722637
2019-06-17,0.020142332303366137
2019-06-18,0.0028848827792590896
2019-06-19,-0.012735374234768247
2019-06-20,-0.010171327499760026
2019-06-21,0.017479360478703194
2019-06-24,0.031754305185691264
2019-06-25,0.006231115470009083
2019-06-26,-0.03431951840324127
2019-06-27,0.10157905105521316
2019-06-28,-0.05555389576675008
2019-07-01,-0.01240665206438507
2019-07-02,-0.07525892012269966
2019-07-03,0.080346723568438
2019-07-05,0.0014444908961093218
2019-07-08,-0.02474490174710016
2019-07-09,0.020672619439869224
2019-07-10,0.06812166865141281
2019-07-11,-0.05740388502038599
2019-07-12,-0.0026465792636922
2019-07-15,-0.04898396049114925
2019-07-16,0.08248580904398053
2019-07-17,-0.08831789976154687
2019-07-18,-0.04634821449703684
2019-07-19,0.0678441384540952
2019-07-22,0.029641749622028445
2019-07-23,-0.04541230821314847
2019-07-24,0.023109811630383153
2019-07-25,0.0023010991696608488
2019-07-26,-0.014645405849890755
2019-07-29,-0.005968451851657272
2019-07-30,-0.012534596073382465
2019-07-31,0.012791019956903071
2019-08-01,-0.021546163075222932
2019-08-02,0.04092063133740624
2019-08-05,0.022777963829058917
2019-08-06,0.001161867613661805
2019-08-07,0.02362484206858934
2019-08-08,-0.01882640040259881
2019-08-09,-0.012183219499480678
2019-08-12,-0.006527002560062264
2019-08-13,0.008188652118294358
2019-08-14,0.014052567963761031
2019-08-15,-0.04279820062575356
2019-08-16,-0.020173539431673868
2019-08-19,0.04102216252180466
2019-08-20,-0.011282825696579717
2019-08-21,-0.010032989146765363
2019-08-22,0.0033304762190734267
2019-08-23,0.008774772983189242
2019-08-26,0.003093713624813417
2019-08-27,-0.003374944596079352
2019-08-28,0.045497004047704424
2019-08-29,-0.06480944413117902
2019-08-30,0.009049354253024416
2019-09-03,0.01330982928082787
2019-09-04,-0.029473742688826524
2019-09-05,0.029482804635615444
2019-09-06,0.04163471707845343
2019-09-09,-0.043715021425719446
2019-09-10,0.012817400466179714
2019-09-11,-0.025041626345727423
2019-09-12,0.005904492799465477
2019-09-13,0.011466943947620703
2019-09-16,-0.005946399047368999
2019-09-17,-0.007943032292603649
2019-09-18,0.006338257157679196
2019-09-19,-0.027765210581364823
2019-09-20,0.02878889673105571
2019-09-23,-0.0016226507768477352
2019-09-24,0.09024850713542518
2019-09-25,-0.12290947405728572
2019-09-26,0.0010090495185972326
2019-09-27,-0.017669298546998283
2019-09-30,-0.014585202241086389
2019-10-01,0.02643107703370464
2019-10-02,-0.010021176437195259
2019-10-03,0.00018797512414993334
2019-10-04,-0.004078191277199642
2019-10-07,-0.004226992506859799
2019-10-08,0.013275188013873031
2019-10-09,-0.022997869913762
2019-10-10,0.019438286994768395
2019-10-11,0.0012699033441037344
2019-10-14,-0.0055704344498536
2019-10-15,0.020341999356954417
2019-10-16,-0.01787705558391583
2019-10-17,-0.0008657373052358298
2019-10-18,-0.006300934857970255
2019-10-21,0.016559965856478
2019-10-22,0.0012052748925827487
2019-10-23,-0.02538540797140347
2019-10-24,-0.0004593792899396931
2019-10-25,0.0057681857054175875
2019-10-28,0.021221414592369453
2019-10-29,0.015993384565442536
2019-10-30,-0.02690140250806601
2019-10-31,0.01604259349894599
2019-11-01,-0.004848571819862816
2019-11-04,-0.011959720294533377
2019-11-05,0.019189908224370063
2019-11-06,0.0033065130787484475
2019-11-07,-0.002526408827259321
2019-11-08,-0.016174981904053323
2019-11-11,0.005397282442421831
2019-11-12,-0.01555466727237299
2019-11-13,0.014101932548343086
2019-11-14,-0.0029617627159666156
2019-11-15,-0.0010809674750576828
2019-11-18,0.02549922945877061
2019-11-19,-0.03004346570999334
2019-11-20,0.0028609037218794
2019-11-21,-0.010349187110344021
2019-11-22,-0.036843747234904495
2019-11-25,0.03653785517998953
2019-11-26,-0.015326924021128719
2019-11-27,-0.023911052188587557
2019-11-29,0.04466574470299815
2019-12-02,-0.013468060310198336
2019-12-03,0.0036200096108506383
2019-12-04,0.03050940850471333
2019-12-05,-0.03758429423398235
2019-12-06,0.0010746814946177912
2019-12-09,0.029601181769716475
2019-12-10,-0.020401234014096815
2019-12-11,-0.006757859351395146
2019-12-12,-0.013224698393399422
2019-12-13,0.0110363627766432
2019-12-16,0.024352570517062407
2019-12-17,-0.018639905039101082
2019-12-18,-0.05529137675402696
2019-12-19,0.04608488817542913
2019-12-20,-0.003105176482325534
2019-12-23,0.03552962867221772
2019-12-24,-0.022408433138494006
2019-12-26,-0.010081754897331627
2019-12-27,0.0037462116687641944
