Date,t_Copula
2019-05-01,-0.004847805349744452
2019-05-02,0.0030638204730306148
2019-05-03,0.02989704731816875
2019-05-06,-0.027588255974601236
2019-05-07,0.02157843041569383
2019-05-08,-0.006376879472747252
2019-05-09,0.005127811158440798
2019-05-10,0.0038243935234253262
2019-05-13,0.008281173094883298
2019-05-14,0.09768277523979982
2019-05-15,-0.05609769455463873
2019-05-16,0.028927451570851564
2019-05-17,-0.029013238698891206
2019-05-20,0.008484229227187709
2019-05-21,0.0022361002628752402
2019-05-22,0.0027632596871049785
2019-05-23,-0.0064427445345513965
2019-05-24,0.012405554257606647
2019-05-28,0.024734984685610986
2019-05-29,0.005156452992415804
2019-05-30,0.006423885978524584
2019-05-31,-0.01860503497331733
2019-06-03,-0.014398278955694926
2019-06-04,0.031529189707301265
2019-06-05,-0.04987466652334094
2019-06-06,0.01540733588749678
2019-06-07,-0.0020795926624115335
2019-06-10,-0.0013174611957866
2019-06-11,-0.012101116101585692
2019-06-12,0.0009549852135153844
2019-06-13,0.011194957404304283
2019-06-14,0.015725586767211606
2019-06-17,0.0251850232415127
2019-06-18,0.0015163343866818509
2019-06-19,-0.012240240621019027
2019-06-20,-0.007584560705435214
2019-06-21,0.019605116855643073
2019-06-24,0.037171500891894735
2019-06-25,0.00851859528756167
2019-06-26,-0.02264276382038899
2019-06-27,0.08508669209467055
2019-06-28,-0.05016650347085316
2019-07-01,-0.02082388241970154
2019-07-02,-0.07140106096479393
2019-07-03,0.08262395813796762
2019-07-05,0.0008860953990756674
2019-07-08,-0.017463893107535433
2019-07-09,0.02253269880295335
2019-07-10,0.06520776136374742
2019-07-11,-0.06075308308637878
2019-07-12,-0.0026465792636922
2019-07-15,-0.056414952284257136
2019-07-16,0.07074858259579508
2019-07-17,-0.08763517876950391
2019-07-18,-0.038734298583770255
2019-07-19,0.06708947087994097
2019-07-22,0.026948303157788518
2019-07-23,-0.04536890543449256
2019-07-24,0.01856875280493994
2019-07-25,0.004333420637299145
2019-07-26,-0.015704031419029343
2019-07-29,-0.008428771980392907
2019-07-30,-0.010366814162459756
2019-07-31,0.016691252433734552
2019-08-01,-0.018227456471108766
2019-08-02,0.04219551930613637
2019-08-05,0.03320143395994324
2019-08-06,0.000558979906117617
2019-08-07,0.024039763485076204
2019-08-08,-0.020306252551096166
2019-08-09,-0.009938918655936487
2019-08-12,-0.009934369959790933
2019-08-13,0.0025029528148845515
2019-08-14,0.006312151206135812
2019-08-15,-0.043105753061552114
2019-08-16,-0.016640097423153456
2019-08-19,0.04307182944676719
2019-08-20,-0.011018718009228382
2019-08-21,-0.016020576100769242
2019-08-22,0.003983765446347703
2019-08-23,0.011904735676205168
2019-08-26,0.001624482264189279
2019-08-27,-0.005266595843114343
2019-08-28,0.03932801056437348
2019-08-29,-0.06652720482571141
2019-08-30,0.010006389943680458
2019-09-03,0.027121361880865294
2019-09-04,-0.029099637902103136
2019-09-05,0.027219801365052483
2019-09-06,0.03982504058336894
2019-09-09,-0.044784230401588285
2019-09-10,0.009062198362567326
2019-09-11,-0.024244746656008745
2019-09-12,0.00933916024347193
2019-09-13,0.009731397429883663
2019-09-16,-0.007509686140344437
2019-09-17,-0.005902714943511421
2019-09-18,0.00514218478372886
2019-09-19,-0.028367649169665776
2019-09-20,0.029090485892098294
2019-09-23,-0.005782752917772169
2019-09-24,0.07284171428873074
2019-09-25,-0.12330698737187978
2019-09-26,-0.0017461293757326142
2019-09-27,-0.019604875378288512
2019-09-30,-0.008657262297439627
2019-10-01,0.026255459890764988
2019-10-02,-0.010990857413044815
2019-10-03,-0.0017708851697228502
2019-10-04,-0.0029175151778071447
2019-10-07,-0.003717140987971086
2019-10-08,0.01182576012039082
2019-10-09,-0.015083952968680654
2019-10-10,0.018625993171444893
2019-10-11,-0.0026960696747645313
2019-10-14,-0.0055704344498536
2019-10-15,0.016961444922458442
2019-10-16,-0.02199825982199857
2019-10-17,0.0012089264310581257
2019-10-18,-0.00818581030717251
2019-10-21,0.02031378137420718
2019-10-22,0.0006001270785509719
2019-10-23,-0.03631851596561444
2019-10-24,-0.0002111437407194606
2019-10-25,0.008837921954903724
2019-10-28,0.0524947437380415
2019-10-29,0.012690910583624935
2019-10-30,-0.02760225890192517
2019-10-31,0.016587997071736926
2019-11-01,-0.00594144210194698
2019-11-04,-0.006532072543701018
2019-11-05,0.01682846885492239
2019-11-06,0.00231871518906539
2019-11-07,-0.004856116871589404
2019-11-08,-0.02259397114834449
2019-11-11,0.0036541056034180607
2019-11-12,-0.0139940988026726
2019-11-13,0.013185779230844404
2019-11-14,-0.004995791453031605
2019-11-15,-0.004275761251948965
2019-11-18,0.019891720514637067
2019-11-19,-0.03186199348412981
2019-11-20,0.0028609037218794
2019-11-21,-0.020902691493976153
2019-11-22,-0.04208073515730649
2019-11-25,0.03327837388403142
2019-11-26,-0.016329477575462336
2019-11-27,-0.0150366217744805
2019-11-29,0.0485095565753685
2019-12-02,-0.021826644788288253
2019-12-03,0.003708249605747248
2019-12-04,0.028374873566143016
2019-12-05,-0.03404603619999223
2019-12-06,0.0017708777280397068
2019-12-09,0.027147941109805555
2019-12-10,-0.02244287975886904
2019-12-11,-0.007543454668726806
2019-12-12,-0.01146321111899665
2019-12-13,0.0110363627766432
2019-12-16,0.01624698872051918
2019-12-17,-0.024365831194921316
2019-12-18,-0.04416487769471595
2019-12-19,0.04666140235163313
2019-12-20,-0.001864299366018212
2019-12-23,0.038908545099386876
2019-12-24,-0.025071518138026185
2019-12-26,-0.00985097998311693
2019-12-27,0.003036981941046529
