,Date,PX_LAST,contract_name,eth Price,log return future,log return eth
0,2021-05-27 20:00:00+00:00,38865.0,BTCM1 Curncy,2759.458575114532,0.006582792406038016,0.006471722272891191
1,2021-05-26 20:00:00+00:00,38610.0,BTCM1 Curncy,2741.65778859557,0.032643066778752436,0.08684644873495716
2,2021-05-25 20:00:00+00:00,37370.0,BTCM1 Curncy,2513.60083582664,-0.06224461572220669,-0.05389727825262021
3,2021-05-24 20:00:00+00:00,39770.0,BTCM1 Curncy,2652.794464500024,0.0943300216439482,0.12103433320435211
4,2021-05-21 20:00:00+00:00,36190.0,BTCM1 Curncy,2350.385285723401,-0.1088085571403067,-0.16957565830334725
5,2021-05-20 20:00:00+00:00,40350.0,BTCM1 Curncy,2784.741149102108,0.021290722808881515,0.06879400748991256
6,2021-05-19 20:00:00+00:00,39500.0,BTCM1 Curncy,2599.6086563302915,-0.09046532086393133,-0.2697765816800419
7,2021-05-18 20:00:00+00:00,43240.0,BTCM1 Curncy,3404.6341829831163,-0.019693789681792744,0.007676983921573036
8,2021-05-17 20:00:00+00:00,44100.0,BTCM1 Curncy,3378.596932754867,-0.13164469329121373,-0.18101954508281143
9,2021-05-14 20:00:00+00:00,50305.0,BTCM1 Curncy,4049.0409869948935,0.03685000398750445,0.1039423493788422
10,2021-05-13 20:00:00+00:00,48485.0,BTCM1 Curncy,3649.3085466153366,-0.11960324737212723,-0.11274001279339153
11,2021-05-12 20:00:00+00:00,54645.0,BTCM1 Curncy,4084.820242902972,-0.042368971914853636,0.0033427984832911537
12,2021-05-11 20:00:00+00:00,57010.0,BTCM1 Curncy,4071.1883090882616,0.018947003269676767,0.019673792988905193
13,2021-05-10 20:00:00+00:00,55940.0,BTCM1 Curncy,3991.8753447084873,-0.0359908941145356,0.12730503527526973
14,2021-05-07 20:00:00+00:00,57990.0,BTCM1 Curncy,3514.706759818932,0.02638398870336255,0.008540202408099874
15,2021-05-06 20:00:00+00:00,56480.0,BTCM1 Curncy,3484.8182612583773,-0.019201852521762288,0.0005257598179213181
16,2021-05-05 20:00:00+00:00,57575.0,BTCM1 Curncy,3482.9865654020828,0.050402405381360676,0.02030051920392194
17,2021-05-04 20:00:00+00:00,54745.0,BTCM1 Curncy,3412.9929864848887,-0.05939356130943693,0.03297999222501153
18,2021-05-03 20:00:00+00:00,58095.0,BTCM1 Curncy,3302.268388412962,0.009512351214370721,0.17058731931801363
19,2021-04-30 20:00:00+00:00,57545.0,BTCM1 Curncy,2784.371858561204,0.08208667542073965,0.021052669193144875
20,2021-04-29 20:00:00+00:00,53010.0,BTCK1 Curncy,2726.3661290308146,-0.04940980129743836,-0.004670678571793578
21,2021-04-28 20:00:00+00:00,55695.0,BTCK1 Curncy,2739.129893405217,0.013011839856328254,0.04289381348866505
22,2021-04-27 20:00:00+00:00,54975.0,BTCK1 Curncy,2624.122355370461,0.011894010298331564,0.05151022429692152
23,2021-04-26 20:00:00+00:00,54325.0,BTCK1 Curncy,2492.37550816076,0.06227692952151451,0.05211582314673737
24,2021-04-23 20:00:00+00:00,51045.0,BTCK1 Curncy,2365.8099854828392,-0.038809980592807054,-0.06920308311355437
25,2021-04-22 20:00:00+00:00,53065.0,BTCK1 Curncy,2535.329312703308,-0.053298255689482446,0.039457081495939274
26,2021-04-21 20:00:00+00:00,55970.0,BTCK1 Curncy,2437.2404922446235,-0.019637959705367435,0.04699186690888126
27,2021-04-20 20:00:00+00:00,57080.0,BTCK1 Curncy,2325.359350830124,0.00959387722142731,0.06019892729130916
28,2021-04-19 20:00:00+00:00,56535.0,BTCK1 Curncy,2189.5053687534905,-0.09838479579244878,-0.10451965255114888
29,2021-04-16 20:00:00+00:00,62380.0,BTCK1 Curncy,2430.738964773162,-0.030392677538392934,-0.019898794637848764
30,2021-04-15 20:00:00+00:00,64305.0,BTCK1 Curncy,2479.5921883923443,0.02232972721893132,0.06015454448181335
31,2021-04-14 20:00:00+00:00,62885.0,BTCK1 Curncy,2334.831117631281,-0.019682575252695168,0.016132146530491866
32,2021-04-13 20:00:00+00:00,64135.0,BTCK1 Curncy,2297.4674681604406,0.05011637257850274,0.07028886266706824
33,2021-04-12 20:00:00+00:00,61000.0,BTCK1 Curncy,2141.525772546692,0.03088180817561109,0.030218781205033435
34,2021-04-09 20:00:00+00:00,59145.0,BTCK1 Curncy,2077.7794921155687,0.010196366697012248,0.009880366970195457
35,2021-04-08 20:00:00+00:00,58545.0,BTCK1 Curncy,2057.3513531903213,0.032550719119160125,0.036700489097003394
36,2021-04-07 20:00:00+00:00,56670.0,BTCK1 Curncy,1983.2143064603524,-0.04485830561821887,-0.0639789009297785
37,2021-04-06 20:00:00+00:00,59270.0,BTCK1 Curncy,2114.245088156268,-0.019382394573720367,0.004462384505516352
38,2021-04-05 20:00:00+00:00,60430.0,BTCK1 Curncy,2104.831532706913,0.004976785321989736,0.020245199617633554
39,2021-04-02 20:00:00+00:00,60130.0,BTCK1 Curncy,2062.647253564467,0.0,0.04389148128796048
40,2021-04-01 20:00:00+00:00,60130.0,BTCK1 Curncy,1974.072664369211,0.0038323799300737167,0.03801712909351587
41,2021-03-31 20:00:00+00:00,59900.0,BTCK1 Curncy,1900.4327472787595,-0.005244985591039576,0.022299840772586503
42,2021-03-30 20:00:00+00:00,60215.0,BTCK1 Curncy,1858.5224330416927,0.025566946381957754,0.023156480345651098
43,2021-03-29 20:00:00+00:00,58695.0,BTCK1 Curncy,1815.9800616406444,0.0714968252018487,0.08679998254521497
44,2021-03-26 20:00:00+00:00,54645.0,BTCK1 Curncy,1665.000324455974,0.04185571250649622,0.0364889328907328
45,2021-03-25 20:00:00+00:00,52405.0,BTCJ1 Curncy,1605.3413055535611,-0.04796747611495893,-0.01828366043749716
46,2021-03-24 20:00:00+00:00,54980.0,BTCJ1 Curncy,1634.962790273286,-0.004808355828038618,-0.04240374910705636
47,2021-03-23 20:00:00+00:00,55245.0,BTCJ1 Curncy,1705.7822359796398,-0.014287882903667991,-0.01879950846256748
48,2021-03-22 20:00:00+00:00,56040.0,BTCJ1 Curncy,1738.1534314577643,-0.06360125120218338,-0.04971924563362941
49,2021-03-19 20:00:00+00:00,59720.0,BTCJ1 Curncy,1826.757521405912,0.02836226452708922,0.03252267079548097
50,2021-03-18 20:00:00+00:00,58050.0,BTCJ1 Curncy,1768.302201847123,-0.011305361932194004,-0.03201482478072258
