,Date,Close future,Close brr,log return future,log return brr
451,2019-04-23,5600.0,5576.62,0.03729399903100546,0.048861087780025875
452,2019-04-22,5395.0,5310.69,0.01682282664415157,0.012377894024933792
453,2019-04-18,5305.0,5245.36,0.01232827373299567,0.008467966618019834
454,2019-04-17,5240.0,5201.13,0.007662872745569097,0.030922358429488418
455,2019-04-16,5200.0,5042.76,0.03722271049060814,-0.021662389149246033
456,2019-04-15,5010.0,5153.19,-0.010918222603873316,0.015535751220579978
457,2019-04-12,5065.0,5073.75,-0.0019723872272043464,0.007122620353144708
458,2019-04-11,5075.0,5037.74,-0.06484635552510286,-0.044700808048808854
459,2019-04-10,5415.0,5268.04,0.03667547855840657,0.01239608736713503
460,2019-04-09,5220.0,5203.14,0.0009583134418115972,-0.001887461426250296
461,2019-04-08,5215.0,5212.97,0.039105667038836986,0.04133191067336399
462,2019-04-05,5015.0,5001.9,0.035518700685358534,-0.003606117337777648
463,2019-04-04,4840.0,5019.97,-0.06208199394710438,-0.00041425928841917135
464,2019-04-03,5150.0,5022.05,0.07560274074295113,0.057526857171060264
465,2019-04-02,4775.0,4741.3,0.14632795414604918,0.1356566355153316
466,2019-04-01,4125.0,4139.83,0.011214159451222857,0.014714610825465537
467,2019-03-29,4079.0,4079.36,0.017060619016943633,0.015885331499806983
468,2019-03-28,4010.0,4015.07,0.0012476607981552772,0.00231396736528759
469,2019-03-27,4005.0,4005.79,0.025285797228673162,0.02387868505897142
470,2019-03-26,3905.0,3911.27,0.002564103968937634,-0.012647012192431261
471,2019-03-25,3895.0,3961.05,-0.021588139973634703,-0.006958728720618402
472,2019-03-22,3980.0,3988.71,0.003775964209535136,0.0064892664734185635
473,2019-03-21,3965.0,3962.91,-0.011285386231666533,-0.009323257209475619
474,2019-03-20,4010.0,4000.03,0.003747662100239749,0.006033117597533786
475,2019-03-19,3995.0,3975.97,0.008799553951848841,0.0029268362723671097
476,2019-03-18,3960.0,3964.35,0.01526747213078838,0.017283724377145353
477,2019-03-15,3900.0,3896.42,0.014202950177993535,0.010998508335054946
478,2019-03-14,3845.0,3853.8,0.0,0.0018882313251637123
479,2019-03-13,3845.0,3846.53,0.0,-0.004034455262894877
480,2019-03-12,3845.0,3862.08,0.0026041681383877297,0.006072130832594047
481,2019-03-11,3835.0,3838.7,-0.014239722811135388,-0.012856279064579989
482,2019-03-08,3890.0,3888.37,0.005154650588664422,0.004363515823876958
483,2019-03-07,3870.0,3871.44,0.007782140442054949,0.006660488678190965
484,2019-03-06,3840.0,3845.74,0.0013029317804160619,0.00526379438605494
485,2019-03-05,3835.0,3825.55,0.03854297676678363,0.031209600087650294
486,2019-03-04,3690.0,3708.0,-0.03462396456604801,-0.028987845087105273
487,2019-03-01,3820.0,3817.06,0.007884403524148835,-0.003862003077036841
488,2019-02-28,3790.0,3831.83,0.02133414247499114,0.008488808416255874
489,2019-02-27,3710.0,3799.44,-0.017368506081644253,-0.002822744665635899
490,2019-02-26,3775.0,3810.18,-0.011850039917495843,0.00678643584566497
491,2019-02-25,3820.0,3784.41,-0.028389003262686025,-0.037945339171353454
492,2019-02-22,3930.0,3930.77,0.007662872745569097,0.009370180304224257
493,2019-02-21,3900.0,3894.11,-0.010204170174241736,-0.005421691542410772
494,2019-02-20,3940.0,3915.28,0.001269841440475937,-0.007389722670681082
495,2019-02-19,3935.0,3944.32,0.10155581861416244,0.10380618222614178
496,2019-02-15,3555.0,3555.41,0.0,-0.003422713684370422
497,2019-02-14,3555.0,3567.6,0.0,-0.00031388727220630724
498,2019-02-13,3555.0,3568.72,-0.011188927917805852,-0.0012237795587924439
499,2019-02-12,3595.0,3573.09,0.0,-0.007455854483923871
500,2019-02-11,3595.0,3599.83,-0.002777779563902386,0.05059131468982657
501,2019-02-08,3605.0,3422.24,0.07934946674455991,0.017319155156173903
502,2019-02-07,3330.0,3363.48,0.0015026298845350965,-0.0003864297801147552
503,2019-02-06,3325.0,3364.78,-0.019360247284541422,-0.015842201568097927
504,2019-02-05,3390.0,3418.51,0.0029542118974313827,0.0028679293682046976
505,2019-02-04,3380.0,3408.72,-0.010301783527825945,-0.00618842088425866
506,2019-02-01,3415.0,3429.88,0.008823586658515025,0.005294056929966677
507,2019-01-31,3385.0,3411.77,-0.0029498546464211237,-0.00810652330049649
508,2019-01-30,3395.0,3439.54,0.011851990587014328,0.011627017867386884
509,2019-01-29,3355.0,3399.78,-0.002976192673046001,-0.0009731187752237168
510,2019-01-28,3365.0,3403.09,-0.037905412589082504,-0.0450767024424684
511,2019-01-25,3495.0,3560.0,-0.007127613924232124,0.001177659460905471
512,2019-01-24,3520.0,3555.81,0.005698021114637796,-0.003495196615000125
513,2019-01-23,3500.0,3568.26,-0.011363758650315095,-0.0004482973182843558
514,2019-01-22,3540.0,3569.86,-0.001411432838407736,-0.013345255155370052
515,2019-01-18,3545.0,3617.82,-0.007027435807456862,0.004818351718099054
