,Date,PX_LAST,contract_name,BTC Price,log return future,log return bitcoin
530,2019-04-23 20:00:00+00:00,5600.0,BTCK19 Curncy,5592.891157193464,0.0372939990310054,0.0387180835712725
531,2019-04-22 20:00:00+00:00,5395.0,BTCK19 Curncy,5380.483669558289,0.0187096196567282,0.0186430000918624
532,2019-04-18 20:00:00+00:00,5295.0,BTCK19 Curncy,5281.104552799719,0.0123517009765381,0.0089198909747567
533,2019-04-17 20:00:00+00:00,5230.0,BTCK19 Curncy,5234.207146783586,0.0057526524894498,0.0088649576422292
534,2019-04-16 20:00:00+00:00,5200.0,BTCK19 Curncy,5188.011187283717,0.0362252041734828,0.0346409049839076
535,2019-04-15 20:00:00+00:00,5015.0,BTCK19 Curncy,5011.37093730584,-0.0099207162867478,-0.0098822437014417
536,2019-04-12 20:00:00+00:00,5065.0,BTCK19 Curncy,5061.140036337701,-0.0029571238897438,0.0019710052701705
537,2019-04-11 20:00:00+00:00,5080.0,BTCK19 Curncy,5051.174327111993,-0.0638616188625633,-0.0651131883949937
538,2019-04-10 20:00:00+00:00,5415.0,BTCK19 Curncy,5391.016432880233,0.0366754785584065,0.0338537568889607
539,2019-04-09 20:00:00+00:00,5220.0,BTCK19 Curncy,5211.5649648011295,0.0019175461292718,0.0006313834209174
540,2019-04-08 20:00:00+00:00,5210.0,BTCK19 Curncy,5208.275507648952,0.0381464343513766,0.0371876627659838
541,2019-04-05 20:00:00+00:00,5015.0,BTCK19 Curncy,5018.149004953491,0.0365522925086412,0.0378462289919729
542,2019-04-04 20:00:00+00:00,4835.0,BTCK19 Curncy,4831.77991693536,-0.0611719505618161,-0.063194635369997
543,2019-04-03 20:00:00+00:00,5140.0,BTCK19 Curncy,5146.976979078703,0.0747067745668238,0.0768042920471959
544,2019-04-02 20:00:00+00:00,4770.0,BTCK19 Curncy,4766.466505801443,0.1452802851136054,0.1429036206079331
545,2019-04-01 20:00:00+00:00,4125.0,BTCK19 Curncy,4131.752434756017,0.0121952730938182,0.0112553660560287
546,2019-03-29 20:00:00+00:00,4075.0,BTCK19 Curncy,4085.5087814631247,0.0173271661725035,0.0180060763150211
547,2019-03-28 20:00:00+00:00,4005.0,BTCJ19 Curncy,4012.603140595913,0.0,-0.0018981112401997
548,2019-03-27 20:00:00+00:00,4005.0,BTCJ19 Curncy,4020.226740651141,0.0252857972286731,0.0230763843776573
549,2019-03-26 20:00:00+00:00,3905.0,BTCJ19 Curncy,3928.5166811377744,0.0038486256612944,2.183661894142421e-05
550,2019-03-25 20:00:00+00:00,3890.0,BTCJ19 Curncy,3928.4308965526297,-0.0228726616659914,-0.0156923744875713
551,2019-03-22 20:00:00+00:00,3980.0,BTCJ19 Curncy,3990.5635346307176,0.005037794029957,0.0046934403698113
552,2019-03-21 20:00:00+00:00,3960.0,BTCJ19 Curncy,3971.87794678624,-0.0125472160520886,-0.0118018914019239
553,2019-03-20 20:00:00+00:00,4010.0,BTCJ19 Curncy,4019.031321167284,0.0050000104167058,0.0047846972375843
554,2019-03-19 20:00:00+00:00,3990.0,BTCJ19 Curncy,3999.8474043227234,0.0075472056353829,0.0085849182569467
555,2019-03-18 20:00:00+00:00,3960.0,BTCJ19 Curncy,3965.656016445551,0.0152674721307883,0.0158711866605215
556,2019-03-15 20:00:00+00:00,3900.0,BTCJ19 Curncy,3903.2131812688767,0.0155041865359652,0.0126450396940156
557,2019-03-14 20:00:00+00:00,3840.0,BTCJ19 Curncy,3854.167640579885,0.001302931780416,-0.0001099660596155
558,2019-03-13 20:00:00+00:00,3835.0,BTCJ19 Curncy,3854.591491512598,0.0,-0.000347662126237
559,2019-03-12 20:00:00+00:00,3835.0,BTCJ19 Curncy,3855.931819963532,0.0,0.0036633318062309
560,2019-03-11 20:00:00+00:00,3835.0,BTCJ19 Curncy,3841.832104021914,-0.0142397228111353,-0.0137756457260141
561,2019-03-08 21:00:00+00:00,3890.0,BTCJ19 Curncy,3895.122030876221,0.0064474755909697,0.0061744927595077
562,2019-03-07 21:00:00+00:00,3865.0,BTCJ19 Curncy,3871.145725035978,0.0064893154397498,0.0081413225502408
563,2019-03-06 21:00:00+00:00,3840.0,BTCJ19 Curncy,3839.757423563593,0.0026075634070807,-0.0045423436801745
564,2019-03-05 21:00:00+00:00,3830.0,BTCJ19 Curncy,3857.2385941149687,0.0358842487923895,0.0377643601444672
565,2019-03-04 21:00:00+00:00,3695.0,BTCJ19 Curncy,3714.288641986503,-0.0332698682183186,-0.0304088549872907
566,2019-03-01 21:00:00+00:00,3820.0,BTCJ19 Curncy,3828.970745346108,0.0078844035241488,0.006645756676799
567,2019-02-28 21:00:00+00:00,3790.0,BTCH19 Curncy,3803.6087057669815,0.0213341424749911,0.0190701436213334
