,datetime,open,timeToMaturityinYears,instrumentName
0,2021-02-24 05:00:00,1644.01,0.0,spot
1,2021-02-24 05:00:00,1655.0,0.006735159817351597,ETHG2021
2,2021-02-24 05:00:00,1673.75,0.08344748858447489,ETHH2021
