,datetime,open,timeToMaturityinYears,instrumentName
0,2021-12-23,3980.71,0.0,spot
1,2021-12-23,3992.5,0.10045662100456622,ETHF2022
2,2021-12-23,4023.0,0.17716894977168948,ETHG2022
