,datetime,open,timeToMaturityinYears,instrumentName
0,2021-02-26 11:00:00,1487.27,0.0,spot
1,2021-02-26 11:00:00,1472.0,0.0005707762557077625,ETHG2021
2,2021-02-26 11:00:00,1505.0,0.07728310502283105,ETHH2021
