,datetime,open,timeToMaturityinYears,instrumentName
0,2022-02-03 14:00:00,2608.27,0.0,spot
1,2022-02-03 14:00:00,2610.5,0.06050228310502282,ETHG2022
2,2022-02-03 14:00:00,2615.0,0.13721461187214612,ETHH2022
